C27007_001E,C27007_001EA,C27007_001M,C27007_001MA,C27007_002E,C27007_002EA,C27007_002M,C27007_002MA,C27007_003E,C27007_003EA,C27007_003M,C27007_003MA,C27007_004E,C27007_004EA,C27007_004M,C27007_004MA,C27007_005E,C27007_005EA,C27007_005M,C27007_005MA,C27007_006E,C27007_006EA,C27007_006M,C27007_006MA,C27007_007E,C27007_007EA,C27007_007M,C27007_007MA,C27007_008E,C27007_008EA,C27007_008M,C27007_008MA,C27007_009E,C27007_009EA,C27007_009M,C27007_009MA,C27007_010E,C27007_010EA,C27007_010M,C27007_010MA,C27007_011E,C27007_011EA,C27007_011M,C27007_011MA,C27007_012E,C27007_012EA,C27007_012M,C27007_012MA,C27007_013E,C27007_013EA,C27007_013M,C27007_013MA,C27007_014E,C27007_014EA,C27007_014M,C27007_014MA,C27007_015E,C27007_015EA,C27007_015M,C27007_015MA,C27007_016E,C27007_016EA,C27007_016M,C27007_016MA,C27007_017E,C27007_017EA,C27007_017M,C27007_017MA,C27007_018E,C27007_018EA,C27007_018M,C27007_018MA,C27007_019E,C27007_019EA,C27007_019M,C27007_019MA,C27007_020E,C27007_020EA,C27007_020M,C27007_020MA,C27007_021E,C27007_021EA,C27007_021M,C27007_021MA,GEO_ID,NAME,state
4616028,null,1808,null,2216414,null,5319,null,573816,null,3795,null,218264,null,7132,null,355552,null,7468,null,1378994,null,3722,null,104712,null,5390,null,1274282,null,6124,null,263604,null,2165,null,40602,null,2976,null,223002,null,3283,null,2399614,null,5277,null,550411,null,3893,null,207883,null,7086,null,342528,null,6553,null,1488722,null,3325,null,174358,null,6145,null,1314364,null,6852,null,360481,null,2152,null,70790,null,3760,null,289691,null,3604,null,0400000US01,Alabama,01
678081,null,2615,null,344335,null,2643,null,93877,null,1414,null,26508,null,2692,null,67369,null,2776,null,226171,null,2648,null,14036,null,2144,null,212135,null,3055,null,24287,null,861,null,4253,null,890,null,20034,null,1072,null,333746,null,1899,null,89384,null,1416,null,26852,null,2466,null,62532,null,2635,null,217556,null,1601,null,20055,null,2421,null,197501,null,2522,null,26806,null,946,null,6538,null,1102,null,20268,null,1172,null,0400000US02,Alaska,02
6501531,null,2050,null,3232732,null,3982,null,885157,null,2681,null,321273,null,9300,null,563884,null,8904,null,1960942,null,2813,null,230360,null,9857,null,1730582,null,9943,null,386633,null,1604,null,48739,null,3235,null,337894,null,3297,null,3268799,null,3527,null,844657,null,2773,null,300443,null,9836,null,544214,null,10689,null,1956699,null,2375,null,308250,null,10097,null,1648449,null,10495,null,467443,null,1886,null,67739,null,3484,null,399704,null,3925,null,0400000US04,Arizona,04
2833391,null,1646,null,1376266,null,4518,null,361673,null,3078,null,175407,null,5841,null,186266,null,5164,null,844601,null,2887,null,74044,null,5832,null,770557,null,6467,null,169992,null,1484,null,24147,null,1892,null,145845,null,2105,null,1457125,null,4146,null,345011,null,3309,null,158508,null,6163,null,186503,null,6602,null,890281,null,2626,null,107178,null,6315,null,783103,null,6817,null,221833,null,2063,null,41916,null,2544,null,179917,null,2783,null,0400000US05,Arkansas,05
36376938,null,5731,null,18072031,null,8343,null,4833502,null,4622,null,1692682,null,20744,null,3140820,null,20696,null,11498591,null,7798,null,975811,null,17644,null,10522780,null,19717,null,1739938,null,3731,null,314415,null,8282,null,1425523,null,8543,null,18304907,null,7752,null,4589184,null,4115,null,1629698,null,20893,null,2959486,null,21320,null,11431245,null,5797,null,1426503,null,18142,null,10004742,null,18675,null,2284478,null,4506,null,494406,null,9255,null,1790072,null,10273,null,0400000US06,California,06
4930142,null,2876,null,2457378,null,4175,null,626239,null,2633,null,155660,null,6141,null,470579,null,6720,null,1602871,null,3911,null,80457,null,4356,null,1522414,null,5853,null,228268,null,1588,null,26638,null,2066,null,201630,null,2475,null,2472764,null,3736,null,598972,null,2437,null,149324,null,6046,null,449648,null,6159,null,1585418,null,3309,null,126185,null,5905,null,1459233,null,6493,null,288374,null,2165,null,40801,null,2761,null,247573,null,3467,null,0400000US08,Colorado,08
3456856,null,1297,null,1679224,null,2358,null,412724,null,1538,null,111140,null,5770,null,301584,null,5906,null,1071986,null,2152,null,78448,null,5450,null,993538,null,6261,null,194514,null,1526,null,20162,null,1769,null,174352,null,1929,null,1777632,null,2298,null,394075,null,1373,null,94876,null,4937,null,299199,null,4925,null,1118080,null,1965,null,128599,null,5707,null,989481,null,5883,null,265477,null,1588,null,35612,null,2735,null,229865,null,2991,null,0400000US09,Connecticut,09
869483,null,1017,null,418177,null,1741,null,105566,null,1078,null,32179,null,2672,null,73387,null,2616,null,259529,null,1344,null,23970,null,3244,null,235559,null,3481,null,53082,null,626,null,6446,null,1002,null,46636,null,1078,null,451306,null,1383,null,101198,null,1027,null,33002,null,3243,null,68196,null,3344,null,281863,null,1108,null,42889,null,3944,null,238974,null,3879,null,68245,null,939,null,9501,null,1200,null,58744,null,1465,null,0400000US10,Delaware,10
589408,null,861,null,275835,null,1117,null,57205,null,826,null,28558,null,2457,null,28647,null,2603,null,192046,null,1242,null,31889,null,3125,null,160157,null,3353,null,26584,null,883,null,6005,null,1144,null,20579,null,1158,null,313573,null,1063,null,56505,null,825,null,29324,null,2360,null,27181,null,2385,null,217888,null,586,null,51089,null,3795,null,166799,null,3819,null,39180,null,1205,null,9603,null,1303,null,29577,null,1973,null,0400000US11,District of Columbia,11
18192784,null,3804,null,8856789,null,8200,null,2072946,null,4614,null,682094,null,15238,null,1390852,null,15605,null,5404791,null,7884,null,356609,null,10143,null,5048182,null,11105,null,1379052,null,3521,null,180024,null,6032,null,1199028,null,6672,null,9335995,null,7600,null,1977715,null,4515,null,634963,null,16732,null,1342752,null,16414,null,5618927,null,7114,null,538525,null,12815,null,5080402,null,13932,null,1739353,null,6174,null,276285,null,6890,null,1463068,null,8805,null,0400000US12,Florida,12
