B14002_001E,B14002_001EA,B14002_001M,B14002_001MA,B14002_002E,B14002_002EA,B14002_002M,B14002_002MA,B14002_003E,B14002_003EA,B14002_003M,B14002_003MA,B14002_004E,B14002_004EA,B14002_004M,B14002_004MA,B14002_005E,B14002_005EA,B14002_005M,B14002_005MA,B14002_006E,B14002_006EA,B14002_006M,B14002_006MA,B14002_007E,B14002_007EA,B14002_007M,B14002_007MA,B14002_008E,B14002_008EA,B14002_008M,B14002_008MA,B14002_009E,B14002_009EA,B14002_009M,B14002_009MA,B14002_010E,B14002_010EA,B14002_010M,B14002_010MA,B14002_011E,B14002_011EA,B14002_011M,B14002_011MA,B14002_012E,B14002_012EA,B14002_012M,B14002_012MA,B14002_013E,B14002_013EA,B14002_013M,B14002_013MA,B14002_014E,B14002_014EA,B14002_014M,B14002_014MA,B14002_015E,B14002_015EA,B14002_015M,B14002_015MA,B14002_016E,B14002_016EA,B14002_016M,B14002_016MA,B14002_017E,B14002_017EA,B14002_017M,B14002_017MA,B14002_018E,B14002_018EA,B14002_018M,B14002_018MA,B14002_019E,B14002_019EA,B14002_019M,B14002_019MA,B14002_020E,B14002_020EA,B14002_020M,B14002_020MA,B14002_021E,B14002_021EA,B14002_021M,B14002_021MA,B14002_022E,B14002_022EA,B14002_022M,B14002_022MA,B14002_023E,B14002_023EA,B14002_023M,B14002_023MA,B14002_024E,B14002_024EA,B14002_024M,B14002_024MA,B14002_025E,B14002_025EA,B14002_025M,B14002_025MA,B14002_026E,B14002_026EA,B14002_026M,B14002_026MA,B14002_027E,B14002_027EA,B14002_027M,B14002_027MA,B14002_028E,B14002_028EA,B14002_028M,B14002_028MA,B14002_029E,B14002_029EA,B14002_029M,B14002_029MA,B14002_030E,B14002_030EA,B14002_030M,B14002_030MA,B14002_031E,B14002_031EA,B14002_031M,B14002_031MA,B14002_032E,B14002_032EA,B14002_032M,B14002_032MA,B14002_033E,B14002_033EA,B14002_033M,B14002_033MA,B14002_034E,B14002_034EA,B14002_034M,B14002_034MA,B14002_035E,B14002_035EA,B14002_035M,B14002_035MA,B14002_036E,B14002_036EA,B14002_036M,B14002_036MA,B14002_037E,B14002_037EA,B14002_037M,B14002_037MA,B14002_038E,B14002_038EA,B14002_038M,B14002_038MA,B14002_039E,B14002_039EA,B14002_039M,B14002_039MA,B14002_040E,B14002_040EA,B14002_040M,B14002_040MA,B14002_041E,B14002_041EA,B14002_041M,B14002_041MA,B14002_042E,B14002_042EA,B14002_042M,B14002_042MA,B14002_043E,B14002_043EA,B14002_043M,B14002_043MA,B14002_044E,B14002_044EA,B14002_044M,B14002_044MA,B14002_045E,B14002_045EA,B14002_045M,B14002_045MA,B14002_046E,B14002_046EA,B14002_046M,B14002_046MA,B14002_047E,B14002_047EA,B14002_047M,B14002_047MA,B14002_048E,B14002_048EA,B14002_048M,B14002_048MA,B14002_049E,B14002_049EA,B14002_049M,B14002_049MA,GEO_ID,NAME,state
4528190,null,4790,null,2189377,null,5178,null,588225,null,7095,null,38315,null,3408,null,20504,null,2777,null,17811,null,1949,null,32714,null,2957,null,28076,null,2829,null,4638,null,1106,null,133151,null,4507,null,119477,null,4820,null,13674,null,2028,null,123240,null,4403,null,108990,null,4085,null,14250,null,2140,null,127924,null,3874,null,113354,null,3700,null,14570,null,2065,null,112691,null,5404,null,92383,null,4705,null,20308,null,3133,null,20190,null,2494,null,15906,null,2177,null,4284,null,1224,null,1601152,null,7554,null,2338813,null,5854,null,622130,null,7040,null,34638,null,2895,null,19765,null,2489,null,14873,null,1814,null,33568,null,3394,null,28706,null,3277,null,4862,null,1134,null,120147,null,5362,null,105965,null,5327,null,14182,null,1932,null,128802,null,5374,null,113808,null,5203,null,14994,null,2143,null,121750,null,4581,null,108177,null,4415,null,13573,null,1814,null,153550,null,5414,null,126736,null,4968,null,26814,null,3745,null,29675,null,2657,null,23837,null,2514,null,5838,null,1119,null,1716683,null,6692,null,0400000US01,Alabama,01
664695,null,2031,null,343265,null,2012,null,96373,null,3276,null,4479,null,904,null,2914,null,691,null,1565,null,554,null,4384,null,1116,null,4031,null,1012,null,353,null,274,null,18728,null,1871,null,17232,null,1878,null,1496,null,517,null,23173,null,1855,null,20632,null,1735,null,2541,null,781,null,22376,null,1932,null,20868,null,1896,null,1508,null,733,null,19707,null,2759,null,16361,null,2723,null,3346,null,1147,null,3526,null,946,null,2535,null,918,null,991,null,431,null,246892,null,3387,null,321430,null,2036,null,97129,null,3047,null,4318,null,847,null,2617,null,705,null,1701,null,668,null,4091,null,1025,null,3905,null,1002,null,186,null,118,null,18648,null,1616,null,17543,null,1603,null,1105,null,443,null,18611,null,1463,null,17503,null,1479,null,1108,null,413,null,23770,null,1987,null,22202,null,1898,null,1568,null,555,null,22462,null,2049,null,19767,null,2101,null,2695,null,878,null,5229,null,1122,null,4118,null,1049,null,1111,null,532,null,224301,null,2966,null,0400000US02,Alaska,02
6286553,null,6535,null,3149805,null,4281,null,873478,null,8605,null,44832,null,3108,null,26171,null,2542,null,18661,null,2505,null,51191,null,4384,null,47160,null,4345,null,4031,null,1156,null,189563,null,6382,null,173916,null,6227,null,15647,null,2598,null,193720,null,7101,null,179724,null,6672,null,13996,null,2477,null,191099,null,5391,null,181432,null,5629,null,9667,null,1928,null,168338,null,7557,null,141739,null,7527,null,26599,null,3086,null,34735,null,3268,null,23601,null,2934,null,11134,null,1822,null,2276327,null,9099,null,3136748,null,5518,null,877920,null,8575,null,42406,null,3325,null,26225,null,3003,null,16181,null,2258,null,48671,null,3391,null,44478,null,3370,null,4193,null,993,null,178459,null,6414,null,164654,null,6369,null,13805,null,2180,null,184325,null,7178,null,170452,null,7117,null,13873,null,2077,null,179262,null,4317,null,169167,null,4461,null,10095,null,1756,null,196803,null,7056,null,171593,null,7069,null,25210,null,3023,null,47994,null,3924,null,33610,null,3312,null,14384,null,2218,null,2258828,null,9552,null,0400000US04,Arizona,04
2768846,null,3812,null,1352645,null,4060,null,359748,null,6346,null,28252,null,3275,null,20324,null,2910,null,7928,null,1657,null,20966,null,2169,null,19804,null,2228,null,1162,null,466,null,83273,null,4361,null,78156,null,3999,null,5117,null,1242,null,73898,null,4076,null,67771,null,4296,null,6127,null,1286,null,78307,null,3501,null,72470,null,3373,null,5837,null,1253,null,64900,null,4735,null,53658,null,4666,null,11242,null,2904,null,10152,null,2045,null,7134,null,1717,null,3018,null,1071,null,992897,null,6800,null,1416201,null,4064,null,373281,null,6636,null,25453,null,2793,null,16607,null,2255,null,8846,null,1356,null,17492,null,1943,null,15922,null,1869,null,1570,null,631,null,76396,null,3641,null,70434,null,3676,null,5962,null,1180,null,75505,null,3843,null,69569,null,3764,null,5936,null,1188,null,75452,null,3936,null,69754,null,3856,null,5698,null,1143,null,89597,null,4886,null,77196,null,4477,null,12401,null,2458,null,13386,null,2051,null,10099,null,1716,null,3287,null,865,null,1042920,null,6340,null,0400000US05,Arkansas,05
35331340,null,13095,null,17675169,null,12659,null,5161518,null,20921,null,312308,null,8896,null,172661,null,6680,null,139647,null,7297,null,272421,null,9008,null,243185,null,8498,null,29236,null,2681,null,1021082,null,13173,null,932837,null,13799,null,88245,null,4697,null,1068066,null,13856,null,975634,null,13360,null,92432,null,5118,null,1150230,null,10108,null,1058058,null,10603,null,92172,null,5694,null,1126383,null,15839,null,951992,null,16663,null,174391,null,9544,null,211028,null,9020,null,119053,null,5871,null,91975,null,5708,null,12513651,null,19449,null,17656171,null,9324,null,5268861,null,18479,null,299051,null,8603,null,168784,null,8436,null,130267,null,6208,null,246855,null,7400,null,217583,null,6878,null,29272,null,3212,null,972065,null,12589,null,883456,null,12613,null,88609,null,4481,null,1006099,null,13586,null,909767,null,13127,null,96332,null,4970,null,1097006,null,11127,null,1003822,null,10743,null,93184,null,4847,null,1368273,null,17218,null,1154764,null,17982,null,213509,null,7718,null,279512,null,9022,null,160351,null,6592,null,119161,null,6221,null,12387310,null,19735,null,0400000US06,California,06
4809801,null,5144,null,2417156,null,4857,null,659539,null,8548,null,51618,null,3561,null,29092,null,2588,null,22526,null,2816,null,36626,null,2823,null,32622,null,2699,null,4004,null,950,null,136011,null,4272,null,125262,null,4332,null,10749,null,1466,null,130996,null,4029,null,120621,null,4051,null,10375,null,1596,null,135177,null,4115,null,125553,null,3752,null,9624,null,1901,null,140212,null,6630,null,120940,null,6059,null,19272,null,2143,null,28899,null,2774,null,18424,null,2434,null,10475,null,1455,null,1757617,null,8358,null,2392645,null,4619,null,666974,null,8468,null,42976,null,2940,null,21880,null,2446,null,21096,null,2098,null,31699,null,2164,null,28185,null,2123,null,3514,null,953,null,136401,null,4688,null,123982,null,4227,null,12419,null,1784,null,124628,null,4205,null,113868,null,4124,null,10760,null,1652,null,129916,null,3694,null,120663,null,3927,null,9253,null,1559,null,159593,null,6453,null,131745,null,6092,null,27848,null,3495,null,41761,null,3322,null,26590,null,2689,null,15171,null,2349,null,1725671,null,7655,null,0400000US08,Colorado,08
3399333,null,3313,null,1654860,null,2902,null,463800,null,5572,null,32561,null,2460,null,15925,null,1824,null,16636,null,1803,null,21615,null,1937,null,18120,null,1842,null,3495,null,857,null,88415,null,3495,null,80070,null,3657,null,8345,null,1224,null,98292,null,3735,null,88279,null,3324,null,10013,null,1640,null,104046,null,3033,null,91715,null,3125,null,12331,null,1864,null,97647,null,4734,null,59651,null,3898,null,37996,null,3665,null,21224,null,2688,null,9275,null,1467,null,11949,null,1972,null,1191060,null,5570,null,1744473,null,3057,null,476936,null,5958,null,32131,null,2110,null,15448,null,1759,null,16683,null,1633,null,19339,null,1968,null,17314,null,1882,null,2025,null,667,null,86010,null,3708,null,76818,null,3722,null,9192,null,1414,null,91368,null,3805,null,82122,null,3771,null,9246,null,1603,null,98670,null,3466,null,88245,null,3818,null,10425,null,1817,null,116820,null,5071,null,74786,null,4672,null,42034,null,3678,null,32598,null,2869,null,14319,null,2046,null,18279,null,2438,null,1267537,null,6450,null,0400000US09,Connecticut,09
849424,null,2065,null,410612,null,2119,null,112497,null,3719,null,6755,null,1490,null,2722,null,888,null,4033,null,1176,null,5969,null,1467,null,4800,null,1368,null,1169,null,492,null,24663,null,1953,null,20032,null,1743,null,4631,null,1087,null,22363,null,1972,null,17843,null,1988,null,4520,null,1237,null,23930,null,1725,null,19637,null,1790,null,4293,null,1035,null,23625,null,2174,null,18244,null,1855,null,5381,null,1586,null,5192,null,1047,null,2674,null,687,null,2518,null,799,null,298115,null,3392,null,438812,null,1963,null,117143,null,3276,null,8174,null,1406,null,3335,null,1234,null,4839,null,1102,null,4441,null,915,null,3674,null,839,null,767,null,411,null,23514,null,1661,null,20072,null,1732,null,3442,null,841,null,21250,null,1974,null,16606,null,1881,null,4644,null,1103,null,21958,null,1247,null,17926,null,1472,null,4032,null,916,null,30627,null,2227,null,23285,null,2005,null,7342,null,1455,null,7179,null,1237,null,4746,null,1128,null,2433,null,627,null,321669,null,3190,null,0400000US10,Delaware,10
576946,null,1693,null,270356,null,1378,null,71078,null,2628,null,4806,null,1222,null,3016,null,919,null,1790,null,670,null,2914,null,990,null,2396,null,864,null,518,null,437,null,11641,null,1385,null,9413,null,1324,null,2228,null,822,null,11187,null,1341,null,9091,null,1230,null,2096,null,899,null,13580,null,1830,null,11331,null,1542,null,2249,null,801,null,19227,null,2291,null,5744,null,1362,null,13483,null,1711,null,7723,null,1419,null,1802,null,605,null,5921,null,1291,null,199278,null,2713,null,306590,null,1535,null,80569,null,2705,null,4449,null,1151,null,3071,null,956,null,1378,null,528,null,2361,null,887,null,1980,null,794,null,381,null,380,null,11581,null,1617,null,9500,null,1362,null,2081,null,955,null,12003,null,1424,null,9979,null,1434,null,2024,null,693,null,14121,null,1368,null,12207,null,1415,null,1914,null,676,null,24228,null,2130,null,8202,null,1525,null,16026,null,1570,null,11826,null,1885,null,2907,null,1083,null,8919,null,1440,null,226021,null,2547,null,0400000US11,District of Columbia,11
17835864,null,9637,null,8750204,null,8026,null,2176508,null,14558,null,141692,null,6676,null,69211,null,4838,null,72481,null,4664,null,108123,null,5290,null,93022,null,5072,null,15101,null,1938,null,450086,null,10919,null,399105,null,10542,null,50981,null,4122,null,475430,null,13407,null,421937,null,12759,null,53493,null,4469,null,467013,null,7736,null,417400,null,8223,null,49613,null,4571,null,453148,null,11825,null,352835,null,10388,null,100313,null,7774,null,81016,null,5069,null,43887,null,3689,null,37129,null,3510,null,6573696,null,15520,null,9085660,null,8667,null,2247256,null,12916,null,137820,null,6252,null,68489,null,4519,null,69331,null,4310,null,107243,null,5341,null,89964,null,5340,null,17279,null,2157,null,437645,null,8702,null,386467,null,9393,null,51178,null,3609,null,434758,null,8220,null,382740,null,8019,null,52018,null,3804,null,447411,null,9395,null,401475,null,8657,null,45936,null,3402,null,572790,null,13399,null,449187,null,12088,null,123603,null,7538,null,109589,null,5756,null,65177,null,4575,null,44412,null,3370,null,6838404,null,14076,null,0400000US12,Florida,12
