B20017_001E,B20017_001EA,B20017_001M,B20017_001MA,B20017_002E,B20017_002EA,B20017_002M,B20017_002MA,B20017_003E,B20017_003EA,B20017_003M,B20017_003MA,B20017_004E,B20017_004EA,B20017_004M,B20017_004MA,B20017_005E,B20017_005EA,B20017_005M,B20017_005MA,B20017_006E,B20017_006EA,B20017_006M,B20017_006MA,B20017_007E,B20017_007EA,B20017_007M,B20017_007MA,GEO_ID,NAME,state
25338,null,427,null,30769,null,466,null,41331,null,481,null,9709,null,358,null,20250,null,420,null,30658,null,499,null,7802,null,324,null,0400000US01,Alabama,01
30878,null,909,null,37474,null,1746,null,51019,null,1369,null,15329,null,1693,null,26279,null,1129,null,39017,null,1013,null,11436,null,849,null,0400000US02,Alaska,02
27783,null,250,null,31149,null,564,null,41916,null,446,null,11820,null,463,null,23888,null,335,null,34651,null,551,null,10010,null,301,null,0400000US04,Arizona,04
23730,null,359,null,28043,null,440,null,36465,null,826,null,9853,null,501,null,19872,null,424,null,28640,null,493,null,8089,null,390,null,0400000US05,Arkansas,05
29685,null,136,null,34099,null,275,null,48389,null,232,null,13071,null,174,null,25188,null,264,null,40019,null,276,null,10999,null,115,null,0400000US06,California,06
29501,null,260,null,34887,null,691,null,47983,null,446,null,11322,null,386,null,24535,null,395,null,38058,null,420,null,9913,null,243,null,0400000US08,Colorado,08
35517,null,544,null,43584,null,819,null,59387,null,663,null,11867,null,440,null,28771,null,530,null,43900,null,974,null,11457,null,399,null,0400000US09,Connecticut,09
29799,null,793,null,36568,null,1472,null,48038,null,1287,null,11374,null,925,null,25872,null,879,null,37645,null,1435,null,9486,null,553,null,0400000US10,Delaware,10
41209,null,1129,null,44450,null,2517,null,61993,null,2965,null,12571,null,1504,null,39106,null,1659,null,54698,null,3599,null,11110,null,1140,null,0400000US11,District of Columbia,11
25861,null,166,null,29027,null,210,null,39122,null,244,null,11271,null,187,null,22937,null,191,null,32109,null,253,null,10172,null,151,null,0400000US12,Florida,12
27699,null,239,null,31812,null,343,null,42667,null,537,null,10549,null,337,null,23407,null,260,null,33665,null,457,null,9128,null,203,null,0400000US13,Georgia,13
31260,null,534,null,35770,null,883,null,45911,null,2055,null,13738,null,1137,null,27284,null,765,null,35977,null,979,null,11122,null,483,null,0400000US15,Hawaii,15
22684,null,461,null,28662,null,583,null,40440,null,762,null,10352,null,627,null,17802,null,487,null,29122,null,715,null,7509,null,385,null,0400000US16,Idaho,16
29639,null,193,null,36121,null,411,null,49336,null,323,null,11611,null,211,null,24137,null,225,null,37841,null,281,null,9612,null,142,null,0400000US17,Illinois,17
26420,null,289,null,32439,null,344,null,43631,null,483,null,10720,null,320,null,20993,null,273,null,31762,null,298,null,8801,null,225,null,0400000US18,Indiana,18
26622,null,364,null,32744,null,599,null,42634,null,611,null,8475,null,384,null,21383,null,356,null,31431,null,416,null,8545,null,278,null,0400000US19,Iowa,19
26947,null,454,null,32500,null,595,null,42494,null,794,null,9125,null,433,null,21385,null,453,null,32341,null,548,null,8302,null,199,null,0400000US20,Kansas,20
24693,null,318,null,29652,null,447,null,40748,null,527,null,9740,null,331,null,20470,null,380,null,30481,null,498,null,8478,null,262,null,0400000US21,Kentucky,21
26679,null,425,null,34398,null,712,null,44174,null,679,null,11077,null,462,null,20374,null,411,null,29350,null,407,null,8034,null,264,null,0400000US22,Louisiana,22
25822,null,579,null,30738,null,734,null,42156,null,862,null,10874,null,573,null,21418,null,590,null,32314,null,676,null,9261,null,420,null,0400000US23,Maine,23
37135,null,417,null,42048,null,488,null,55116,null,866,null,11212,null,483,null,32183,null,453,null,44937,null,709,null,11118,null,344,null,0400000US24,Maryland,24
34824,null,392,null,40816,null,546,null,56902,null,923,null,11111,null,308,null,29391,null,416,null,45062,null,627,null,11550,null,286,null,0400000US25,Massachusetts,25
25381,null,269,null,31478,null,352,null,48066,null,350,null,10230,null,250,null,20358,null,270,null,34542,null,410,null,8877,null,151,null,0400000US26,Michigan,26
30210,null,260,null,36189,null,386,null,48492,null,313,null,10957,null,348,null,24991,null,339,null,38025,null,379,null,10372,null,233,null,0400000US27,Minnesota,27
23664,null,367,null,28732,null,544,null,37528,null,780,null,9413,null,529,null,19276,null,382,null,28506,null,627,null,7278,null,278,null,0400000US28,Mississippi,28
26183,null,288,null,30933,null,420,null,41660,null,442,null,10242,null,354,null,21969,null,321,null,31993,null,334,null,8487,null,197,null,0400000US29,Missouri,29
22113,null,677,null,27955,null,785,null,39830,null,926,null,9450,null,636,null,18224,null,519,null,28461,null,741,null,8429,null,516,null,0400000US30,Montana,30
26028,null,473,null,31030,null,485,null,39516,null,608,null,9170,null,495,null,20708,null,679,null,30562,null,561,null,8026,null,414,null,0400000US31,Nebraska,31
29926,null,406,null,33656,null,750,null,43425,null,1057,null,14163,null,805,null,26138,null,600,null,35691,null,794,null,11587,null,433,null,0400000US32,Nevada,32
31459,null,572,null,39180,null,774,null,50837,null,726,null,12142,null,1125,null,24999,null,667,null,37527,null,950,null,11157,null,491,null,0400000US33,New Hampshire,33
37353,null,378,null,44405,null,614,null,57738,null,569,null,12609,null,419,null,30414,null,389,null,44166,null,572,null,11892,null,286,null,0400000US34,New Jersey,34
24010,null,486,null,28056,null,766,null,39562,null,950,null,9474,null,536,null,20644,null,614,null,30578,null,734,null,9371,null,409,null,0400000US35,New Mexico,35
31901,null,173,null,37455,null,308,null,49174,null,279,null,11514,null,211,null,28028,null,181,null,40584,null,311,null,10618,null,156,null,0400000US36,New York,36
26084,null,265,null,29575,null,309,null,40359,null,419,null,10360,null,294,null,22553,null,325,null,32576,null,384,null,9045,null,209,null,0400000US37,North Carolina,37
25926,null,728,null,32052,null,761,null,40693,null,736,null,10469,null,727,null,20846,null,731,null,29742,null,662,null,8851,null,444,null,0400000US38,North Dakota,38
26861,null,208,null,32373,null,293,null,44563,null,431,null,9921,null,187,null,21790,null,255,null,33616,null,304,null,9002,null,144,null,0400000US39,Ohio,39
24598,null,303,null,30115,null,508,null,39174,null,494,null,9896,null,423,null,19880,null,375,null,29413,null,436,null,7819,null,298,null,0400000US40,Oklahoma,40
25449,null,469,null,30904,null,681,null,44572,null,836,null,11642,null,373,null,21076,null,440,null,34121,null,550,null,9876,null,275,null,0400000US41,Oregon,41
28906,null,153,null,35053,null,300,null,46747,null,473,null,10478,null,243,null,23422,null,203,null,35301,null,385,null,8959,null,128,null,0400000US42,Pennsylvania,42
30818,null,766,null,37592,null,1097,null,49439,null,1025,null,11385,null,796,null,25080,null,994,null,39248,null,1028,null,11175,null,660,null,0400000US44,Rhode Island,44
25050,null,375,null,29413,null,442,null,39648,null,518,null,9619,null,328,null,21231,null,319,null,31010,null,386,null,8568,null,271,null,0400000US45,South Carolina,45
24374,null,602,null,28852,null,871,null,36977,null,1263,null,7678,null,768,null,20392,null,694,null,28515,null,555,null,7511,null,545,null,0400000US46,South Dakota,46
25598,null,306,null,29667,null,333,null,39509,null,356,null,10687,null,332,null,21845,null,333,null,31222,null,379,null,9124,null,225,null,0400000US47,Tennessee,47
26650,null,183,null,30730,null,268,null,40621,null,291,null,10705,null,185,null,21919,null,226,null,32578,null,267,null,8516,null,129,null,0400000US48,Texas,48
24970,null,379,null,33043,null,672,null,45800,null,1010,null,9764,null,417,null,17912,null,430,null,31186,null,491,null,7776,null,294,null,0400000US49,Utah,49
26857,null,635,null,31466,null,772,null,45234,null,1305,null,9768,null,795,null,22622,null,688,null,35276,null,1439,null,9187,null,558,null,0400000US50,Vermont,50
31968,null,250,null,38274,null,410,null,50236,null,466,null,10587,null,304,null,26700,null,353,null,39354,null,363,null,9095,null,255,null,0400000US51,Virginia,51
