B07009_001E,B07009_001EA,B07009_001M,B07009_001MA,B07009_002E,B07009_002EA,B07009_002M,B07009_002MA,B07009_003E,B07009_003EA,B07009_003M,B07009_003MA,B07009_004E,B07009_004EA,B07009_004M,B07009_004MA,B07009_005E,B07009_005EA,B07009_005M,B07009_005MA,B07009_006E,B07009_006EA,B07009_006M,B07009_006MA,B07009_007E,B07009_007EA,B07009_007M,B07009_007MA,B07009_008E,B07009_008EA,B07009_008M,B07009_008MA,B07009_009E,B07009_009EA,B07009_009M,B07009_009MA,B07009_010E,B07009_010EA,B07009_010M,B07009_010MA,B07009_011E,B07009_011EA,B07009_011M,B07009_011MA,B07009_012E,B07009_012EA,B07009_012M,B07009_012MA,B07009_013E,B07009_013EA,B07009_013M,B07009_013MA,B07009_014E,B07009_014EA,B07009_014M,B07009_014MA,B07009_015E,B07009_015EA,B07009_015M,B07009_015MA,B07009_016E,B07009_016EA,B07009_016M,B07009_016MA,B07009_017E,B07009_017EA,B07009_017M,B07009_017MA,B07009_018E,B07009_018EA,B07009_018M,B07009_018MA,B07009_019E,B07009_019EA,B07009_019M,B07009_019MA,B07009_020E,B07009_020EA,B07009_020M,B07009_020MA,B07009_021E,B07009_021EA,B07009_021M,B07009_021MA,B07009_022E,B07009_022EA,B07009_022M,B07009_022MA,B07009_023E,B07009_023EA,B07009_023M,B07009_023MA,B07009_024E,B07009_024EA,B07009_024M,B07009_024MA,B07009_025E,B07009_025EA,B07009_025M,B07009_025MA,B07009_026E,B07009_026EA,B07009_026M,B07009_026MA,B07009_027E,B07009_027EA,B07009_027M,B07009_027MA,B07009_028E,B07009_028EA,B07009_028M,B07009_028MA,B07009_029E,B07009_029EA,B07009_029M,B07009_029MA,B07009_030E,B07009_030EA,B07009_030M,B07009_030MA,B07009_031E,B07009_031EA,B07009_031M,B07009_031MA,B07009_032E,B07009_032EA,B07009_032M,B07009_032MA,B07009_033E,B07009_033EA,B07009_033M,B07009_033MA,B07009_034E,B07009_034EA,B07009_034M,B07009_034MA,B07009_035E,B07009_035EA,B07009_035M,B07009_035MA,B07009_036E,B07009_036EA,B07009_036M,B07009_036MA,GEO_ID,NAME,state
6230326,null,11842,null,1001937,null,16941,null,1799352,null,20768,null,1712992,null,18061,null,1096655,null,17362,null,619390,null,12824,null,5345338,null,22673,null,837928,null,14359,null,1552058,null,17472,null,1454787,null,18995,null,955433,null,15391,null,545132,null,11694,null,449144,null,18789,null,95371,null,8217,null,137554,null,9201,null,129418,null,6985,null,59257,null,5061,null,27544,null,3068,null,256846,null,11574,null,49719,null,4645,null,72823,null,5159,null,72291,null,5436,null,42457,null,4127,null,19556,null,2829,null,150926,null,7449,null,15301,null,2549,null,29765,null,3477,null,50255,null,3783,null,33123,null,3004,null,22482,null,2802,null,28072,null,4295,null,3618,null,1334,null,7152,null,1982,null,6241,null,1918,null,6385,null,1681,null,4676,null,1359,null,0400000US13,Georgia,13
882883,null,2461,null,84651,null,4652,null,254898,null,7116,null,282239,null,7558,null,173274,null,5592,null,87821,null,4790,null,754703,null,7493,null,73251,null,4049,null,221416,null,6387,null,236303,null,7180,null,149566,null,5263,null,74167,null,4143,null,85560,null,6982,null,8887,null,2185,null,24505,null,3838,null,30962,null,3804,null,14400,null,2069,null,6806,null,1555,null,4560,null,1459,null,441,null,313,null,2093,null,911,null,1381,null,643,null,468,null,597,null,177,null,258,null,28286,null,3521,null,902,null,658,null,5201,null,1341,null,9867,null,2198,null,6816,null,1613,null,5500,null,1412,null,9774,null,2041,null,1170,null,544,null,1683,null,814,null,3726,null,1178,null,2024,null,901,null,1171,null,640,null,0400000US15,Hawaii,15
963730,null,2763,null,112027,null,4591,null,278026,null,8087,null,343425,null,7177,null,157721,null,5333,null,72531,null,3469,null,838202,null,5411,null,97452,null,4432,null,238786,null,7252,null,296194,null,6896,null,139831,null,4862,null,65939,null,3380,null,72155,null,4661,null,8084,null,1463,null,24099,null,2813,null,27569,null,3165,null,9083,null,1653,null,3320,null,996,null,22947,null,3170,null,2572,null,851,null,7803,null,1709,null,8894,null,1669,null,2787,null,919,null,891,null,399,null,27367,null,2590,null,3366,null,888,null,6620,null,1340,null,9949,null,1835,null,5302,null,1408,null,2130,null,611,null,3059,null,972,null,553,null,398,null,718,null,457,null,819,null,438,null,718,null,330,null,251,null,251,null,0400000US16,Idaho,16
8437673,null,4744,null,1146840,null,16710,null,2302533,null,21477,null,2406837,null,18379,null,1593889,null,16809,null,987574,null,14137,null,7518882,null,19590,null,1011145,null,15854,null,2074937,null,21680,null,2152219,null,19822,null,1401260,null,17004,null,879321,null,13399,null,607518,null,15935,null,98288,null,7019,null,160098,null,7781,null,169113,null,7543,null,117859,null,6536,null,62160,null,4251,null,157652,null,7932,null,22149,null,2477,null,37949,null,3141,null,48596,null,4965,null,33180,null,3062,null,15778,null,2107,null,113506,null,6435,null,7406,null,1358,null,22472,null,2773,null,31306,null,3342,null,31075,null,3054,null,21247,null,2249,null,40115,null,5279,null,7852,null,2132,null,7077,null,1923,null,5603,null,1613,null,10515,null,2152,null,9068,null,1847,null,0400000US17,Illinois,17
4193210,null,4843,null,560938,null,11144,null,1487584,null,15127,null,1200368,null,14978,null,606497,null,12208,null,337823,null,8579,null,3682419,null,13253,null,478872,null,10104,null,1317339,null,13555,null,1046673,null,13685,null,532346,null,11578,null,307189,null,8148,null,312851,null,10672,null,53846,null,3641,null,115184,null,7197,null,93068,null,5369,null,35955,null,3526,null,14798,null,2277,null,115671,null,6040,null,17651,null,2212,null,35292,null,3280,null,37006,null,3435,null,19361,null,2494,null,6361,null,1343,null,69536,null,5178,null,8622,null,1698,null,17314,null,2452,null,20828,null,2805,null,15231,null,2336,null,7541,null,1539,null,12733,null,2427,null,1947,null,1011,null,2455,null,764,null,2793,null,925,null,3604,null,1383,null,1934,null,796,null,0400000US18,Indiana,18
1980897,null,3561,null,188266,null,5837,null,653961,null,9685,null,641752,null,9542,null,350245,null,7509,null,146673,null,5503,null,1753694,null,8457,null,160780,null,5551,null,591523,null,8786,null,562100,null,9375,null,310524,null,6856,null,128767,null,5138,null,141117,null,6766,null,18168,null,2331,null,43205,null,3648,null,51576,null,4158,null,20275,null,2547,null,7893,null,1524,null,45662,null,3735,null,5095,null,1291,null,11867,null,1750,null,16060,null,2005,null,8823,null,1647,null,3817,null,793,null,34664,null,3538,null,3037,null,800,null,6673,null,1469,null,10869,null,1986,null,8831,null,1616,null,5254,null,1164,null,5760,null,1324,null,1186,null,536,null,693,null,479,null,1147,null,724,null,1792,null,680,null,942,null,529,null,0400000US19,Iowa,19
1809054,null,3681,null,185640,null,6456,null,517000,null,10231,null,573410,null,9822,null,348274,null,7407,null,184730,null,5876,null,1557224,null,9369,null,153549,null,5898,null,451319,null,9855,null,487654,null,9173,null,300765,null,7120,null,163937,null,5361,null,138222,null,6959,null,17677,null,2378,null,37941,null,4049,null,49988,null,4495,null,22328,null,2204,null,10288,null,1877,null,47809,null,4762,null,6674,null,1508,null,13742,null,2385,null,14844,null,2265,null,9162,null,1662,null,3387,null,1033,null,58728,null,4761,null,6691,null,1659,null,12878,null,1871,null,18858,null,2633,null,13857,null,2164,null,6444,null,1534,null,7071,null,1355,null,1049,null,630,null,1120,null,560,null,2066,null,682,null,2162,null,697,null,674,null,467,null,0400000US20,Kansas,20
2877333,null,5012,null,526902,null,11719,null,981970,null,13422,null,764894,null,11240,null,358687,null,9956,null,244880,null,7407,null,2526545,null,12879,null,458030,null,10480,null,871546,null,12839,null,663452,null,10787,null,315834,null,9710,null,217683,null,6977,null,200688,null,8588,null,39965,null,3288,null,66488,null,4660,null,61578,null,4745,null,21403,null,2358,null,11254,null,1735,null,75885,null,5928,null,16192,null,2402,null,24950,null,3216,null,21312,null,2544,null,7304,null,1324,null,6127,null,1490,null,65508,null,4784,null,10530,null,1768,null,17367,null,2431,null,16189,null,2022,null,12578,null,2173,null,8844,null,2037,null,8707,null,2140,null,2185,null,1119,null,1619,null,680,null,2363,null,805,null,1568,null,669,null,972,null,517,null,0400000US21,Kentucky,21
2896932,null,5398,null,516420,null,12748,null,994399,null,14289,null,765982,null,13702,null,419316,null,10581,null,200815,null,7686,null,2555275,null,12983,null,447965,null,11668,null,888664,null,14755,null,672395,null,14002,null,368477,null,8954,null,177774,null,6833,null,191539,null,9199,null,43084,null,4433,null,62115,null,4386,null,52312,null,4457,null,24525,null,3253,null,9503,null,1708,null,87446,null,5948,null,17992,null,2597,null,26978,null,3533,null,24372,null,2761,null,12288,null,2109,null,5816,null,1464,null,54971,null,4891,null,6411,null,1380,null,15424,null,2680,null,15346,null,2343,null,12162,null,1927,null,5628,null,1341,null,7701,null,1620,null,968,null,523,null,1218,null,605,null,1557,null,667,null,1864,null,702,null,2094,null,1094,null,0400000US22,Louisiana,22
924973,null,1243,null,90677,null,4315,null,317244,null,7484,null,267777,null,6431,null,160080,null,7007,null,89195,null,4900,null,834359,null,4692,null,81531,null,3969,null,286102,null,6868,null,241316,null,5647,null,144026,null,6505,null,81384,null,4806,null,53927,null,3687,null,6030,null,990,null,20388,null,2426,null,15490,null,2064,null,8780,null,1801,null,3239,null,820,null,20953,null,2545,null,2302,null,885,null,8161,null,1830,null,6259,null,1388,null,3105,null,970,null,1126,null,490,null,14512,null,2209,null,814,null,408,null,2472,null,885,null,4058,null,1058,null,3982,null,1047,null,3186,null,1086,null,1222,null,486,null,0,null,230,null,121,null,120,null,654,null,420,null,187,null,161,null,260,null,147,null,0400000US23,Maine,23
3797739,null,4154,null,447385,null,12295,null,1013865,null,14441,null,981221,null,15315,null,748377,null,13133,null,606891,null,11838,null,3334505,null,16410,null,378746,null,11817,null,899152,null,13512,null,863908,null,14082,null,656518,null,13291,null,536181,null,10838,null,242009,null,11455,null,41567,null,3441,null,67494,null,5751,null,61019,null,5317,null,42857,null,3344,null,29072,null,3583,null,95919,null,7981,null,12835,null,2404,null,26735,null,3667,null,28034,null,3331,null,17768,null,2907,null,10547,null,1903,null,101290,null,5872,null,10256,null,1971,null,16531,null,2899,null,23816,null,2589,null,25243,null,2657,null,25444,null,3070,null,24016,null,3220,null,3981,null,1387,null,3953,null,1423,null,4444,null,1218,null,5991,null,1415,null,5647,null,1422,null,0400000US24,Maryland,24
4490445,null,2452,null,495310,null,12403,null,1181095,null,18355,null,1097462,null,15733,null,980758,null,14697,null,735820,null,11472,null,3968792,null,14111,null,424641,null,12271,null,1058789,null,16761,null,977130,null,12853,null,856353,null,13086,null,651879,null,11646,null,306272,null,11809,null,50091,null,4973,null,82109,null,6651,null,74604,null,4280,null,62745,null,5121,null,36723,null,3411,null,106347,null,5798,null,9961,null,1694,null,22816,null,2575,null,26115,null,2778,null,30954,null,3927,null,16501,null,2419,null,78693,null,6172,null,4773,null,1366,null,13234,null,2757,null,15572,null,2622,null,23324,null,2824,null,21790,null,2756,null,30341,null,3907,null,5844,null,1959,null,4147,null,1278,null,4041,null,1310,null,7382,null,1537,null,8927,null,1718,null,0400000US25,Massachusetts,25
6624875,null,4676,null,801232,null,14581,null,2057412,null,18055,null,2137405,null,20385,null,1005499,null,16953,null,623327,null,12445,null,5861914,null,15196,null,684895,null,13005,null,1819913,null,18218,null,1884464,null,19247,null,904588,null,15670,null,568054,null,10684,null,487159,null,13229,null,78657,null,4166,null,160182,null,7955,null,167073,null,8055,null,54591,null,3746,null,26656,null,2835,null,179733,null,6835,null,24055,null,2751,null,56178,null,4314,null,60279,null,3859,null,26188,null,2698,null,13033,null,1759,null,67172,null,4927,null,6853,null,1598,null,16802,null,2298,null,19218,null,2413,null,13938,null,1784,null,10361,null,1635,null,28897,null,3816,null,6772,null,1893,null,4337,null,1381,null,6371,null,1724,null,6194,null,1182,null,5223,null,1415,null,0400000US26,Michigan,26
3486153,null,3055,null,297096,null,8198,null,972163,null,10936,null,1118853,null,13439,null,738972,null,11531,null,359069,null,7989,null,3090930,null,11034,null,247842,null,7484,null,869781,null,10270,null,996562,null,13262,null,656136,null,10985,null,320609,null,7711,null,219111,null,8213,null,29100,null,3624,null,61142,null,4144,null,70334,null,4252,null,42172,null,3662,null,16363,null,1796,null,113820,null,5710,null,13907,null,2168,null,29417,null,2648,null,37115,null,3429,null,23768,null,2862,null,9613,null,1631,null,49301,null,4023,null,4526,null,1262,null,9142,null,1705,null,12762,null,2020,null,13463,null,2055,null,9408,null,1738,null,12991,null,2096,null,1721,null,745,null,2681,null,889,null,2080,null,740,null,3433,null,994,null,3076,null,891,null,0400000US27,Minnesota,27
1865862,null,5619,null,366000,null,9201,null,572627,null,11694,null,561575,null,10112,null,234032,null,7525,null,131628,null,5959,null,1656375,null,10393,null,323685,null,8128,null,510043,null,12326,null,495696,null,9962,null,209474,null,6971,null,117477,null,5616,null,114389,null,7389,null,25849,null,3559,null,35290,null,3448,null,37006,null,4371,null,10906,null,1830,null,5338,null,1345,null,55381,null,4518,null,11628,null,1821,null,14952,null,2107,null,17089,null,2780,null,7148,null,1755,null,4564,null,1173,null,35719,null,3523,null,4331,null,1178,null,10682,null,2155,null,10941,null,1814,null,5946,null,1323,null,3819,null,1057,null,3998,null,1394,null,507,null,398,null,1660,null,976,null,843,null,397,null,558,null,429,null,430,null,401,null,0400000US28,Mississippi,28
3961562,null,4345,null,524505,null,11689,null,1267009,null,11888,null,1170953,null,14171,null,623479,null,11670,null,375616,null,10149,null,3450186,null,17812,null,439746,null,9567,null,1117233,null,12881,null,1009991,null,13176,null,546905,null,11043,null,336311,null,9605,null,288144,null,11197,null,51163,null,4057,null,89175,null,5002,null,92497,null,5767,null,36476,null,3377,null,18833,null,2073,null,131725,null,6989,null,24969,null,3070,null,37792,null,3226,null,41069,null,4068,null,18503,null,2128,null,9392,null,1727,null,81041,null,6919,null,7814,null,1797,null,19115,null,2726,null,25816,null,3722,null,18575,null,3085,null,9721,null,1791,null,10466,null,2339,null,813,null,414,null,3694,null,1572,null,1580,null,727,null,3020,null,1090,null,1359,null,555,null,0400000US29,Missouri,29
648828,null,2188,null,59423,null,3392,null,204204,null,6069,null,207569,null,6441,null,123649,null,5540,null,53983,null,4294,null,565469,null,5780,null,52009,null,3404,null,178989,null,5812,null,179634,null,5949,null,106783,null,4911,null,48054,null,4102,null,50263,null,4272,null,4405,null,1070,null,15334,null,2486,null,17405,null,2423,null,10049,null,1939,null,3070,null,876,null,15022,null,2180,null,2158,null,781,null,5403,null,1325,null,4544,null,1021,null,2487,null,871,null,430,null,230,null,16099,null,1862,null,851,null,473,null,4372,null,1032,null,5308,null,1448,null,3364,null,1117,null,2204,null,712,null,1975,null,778,null,0,null,240,null,106,null,119,null,678,null,433,null,966,null,601,null,225,null,234,null,0400000US30,Montana,30
1153230,null,2678,null,117664,null,4472,null,329580,null,6551,null,390521,null,7245,null,214419,null,7028,null,101046,null,4264,null,998161,null,7442,null,96151,null,4541,null,290637,null,6863,null,339329,null,7558,null,184661,null,6542,null,87383,null,3979,null,91071,null,5549,null,11694,null,2147,null,24878,null,2697,null,31953,null,3133,null,16175,null,2252,null,6371,null,1381,null,28483,null,3066,null,3478,null,1055,null,6861,null,1562,null,10017,null,1672,null,5577,null,1248,null,2550,null,837,null,29806,null,3283,null,5157,null,1538,null,6779,null,1488,null,8485,null,1448,null,6043,null,1385,null,3342,null,946,null,5709,null,1474,null,1184,null,581,null,425,null,306,null,737,null,365,null,1963,null,952,null,1400,null,790,null,0400000US31,Nebraska,31
1728239,null,2903,null,277932,null,9677,null,496477,null,9903,null,577407,null,11278,null,245697,null,7107,null,130726,null,5897,null,1407046,null,12455,null,216886,null,8896,null,403027,null,9680,null,471538,null,11333,null,203844,null,7169,null,111751,null,5260,null,235620,null,10806,null,50196,null,4993,null,70196,null,5540,null,76240,null,5694,null,27893,null,2954,null,11095,null,1741,null,10227,null,2123,null,1431,null,604,null,3425,null,1033,null,3745,null,1196,null,946,null,512,null,680,null,429,null,65930,null,5470,null,7785,null,1744,null,17616,null,2616,null,23679,null,3354,null,10491,null,1571,null,6359,null,1237,null,9416,null,2061,null,1634,null,873,null,2213,null,1045,null,2205,null,855,null,2523,null,893,null,841,null,500,null,0400000US32,Nevada,32
902747,null,1753,null,78694,null,4831,null,270372,null,7714,null,264808,null,7531,null,187812,null,5850,null,101061,null,3981,null,803132,null,6499,null,67621,null,4628,null,239353,null,7060,null,234726,null,7591,null,171012,null,5987,null,90420,null,3922,null,56635,null,5060,null,8142,null,1671,null,18797,null,2497,null,18142,null,2717,null,7975,null,1621,null,3579,null,878,null,20038,null,3315,null,2122,null,910,null,6778,null,1716,null,6086,null,1386,null,2592,null,1015,null,2460,null,1178,null,19661,null,2683,null,590,null,364,null,4774,null,1272,null,4979,null,1112,null,5512,null,1050,null,3806,null,1164,null,3281,null,1063,null,219,null,254,null,670,null,455,null,875,null,617,null,721,null,308,null,796,null,487,null,0400000US33,New Hampshire,33
5905302,null,3137,null,743210,null,14447,null,1734474,null,19448,null,1390137,null,15750,null,1273186,null,15809,null,764295,null,13508,null,5366091,null,15722,null,667617,null,14136,null,1584665,null,18893,null,1267166,null,14194,null,1153038,null,15929,null,693605,null,13423,null,295792,null,10590,null,47235,null,3851,null,94197,null,6996,null,70400,null,4474,null,55153,null,4365,null,28807,null,3221,null,122844,null,6666,null,14456,null,1989,null,29501,null,2831,null,30361,null,3265,null,30953,null,2656,null,17573,null,2163,null,84643,null,6453,null,8247,null,2921,null,18283,null,2978,null,17414,null,2508,null,23255,null,2564,null,17444,null,2755,null,35932,null,3926,null,5655,null,1473,null,7828,null,1527,null,4796,null,1232,null,10787,null,2321,null,6866,null,1365,null,0400000US34,New Jersey,34
