C25072_001E,C25072_001EA,C25072_001M,C25072_001MA,C25072_002E,C25072_002EA,C25072_002M,C25072_002MA,C25072_003E,C25072_003EA,C25072_003M,C25072_003MA,C25072_004E,C25072_004EA,C25072_004M,C25072_004MA,C25072_005E,C25072_005EA,C25072_005M,C25072_005MA,C25072_006E,C25072_006EA,C25072_006M,C25072_006MA,C25072_007E,C25072_007EA,C25072_007M,C25072_007MA,C25072_008E,C25072_008EA,C25072_008M,C25072_008MA,C25072_009E,C25072_009EA,C25072_009M,C25072_009MA,C25072_010E,C25072_010EA,C25072_010M,C25072_010MA,C25072_011E,C25072_011EA,C25072_011M,C25072_011MA,C25072_012E,C25072_012EA,C25072_012M,C25072_012MA,C25072_013E,C25072_013EA,C25072_013M,C25072_013MA,C25072_014E,C25072_014EA,C25072_014M,C25072_014MA,C25072_015E,C25072_015EA,C25072_015M,C25072_015MA,C25072_016E,C25072_016EA,C25072_016M,C25072_016MA,C25072_017E,C25072_017EA,C25072_017M,C25072_017MA,GEO_ID,NAME,state
562172,null,10797,null,78966,null,3945,null,26896,null,3059,null,41871,null,3398,null,10199,null,1922,null,149173,null,6090,null,69378,null,4517,null,64121,null,4376,null,15674,null,2546,null,263627,null,7872,null,114148,null,5176,null,113161,null,6312,null,36318,null,2898,null,70406,null,3873,null,22690,null,2474,null,29299,null,2148,null,18417,null,1994,null,0400000US01,Alabama,01
82260,null,3476,null,12441,null,1774,null,6029,null,1513,null,5615,null,1082,null,797,null,447,null,23480,null,2276,null,11674,null,1530,null,8867,null,1563,null,2939,null,705,null,41126,null,2728,null,23793,null,2424,null,12941,null,1889,null,4392,null,993,null,5213,null,1058,null,1982,null,591,null,2645,null,849,null,586,null,289,null,0400000US02,Alaska,02
750075,null,11978,null,86369,null,4130,null,28135,null,2895,null,50968,null,3797,null,7266,null,1396,null,222805,null,6850,null,111524,null,5580,null,98580,null,5252,null,12701,null,2226,null,362690,null,11051,null,172068,null,7679,null,165396,null,8307,null,25226,null,2976,null,78211,null,4218,null,22697,null,2349,null,44892,null,2994,null,10622,null,1473,null,0400000US04,Arizona,04
382087,null,9861,null,55086,null,3875,null,20789,null,2619,null,29782,null,3017,null,4515,null,1269,null,107097,null,6188,null,54189,null,4335,null,44518,null,4196,null,8390,null,1851,null,173021,null,6242,null,82479,null,5048,null,70324,null,5112,null,20218,null,2336,null,46883,null,2884,null,16464,null,1789,null,19067,null,2002,null,11352,null,1437,null,0400000US05,Arkansas,05
5304837,null,27827,null,413489,null,9376,null,126313,null,5867,null,263412,null,7421,null,23764,null,2270,null,1445069,null,15112,null,682942,null,11368,null,716796,null,12036,null,45331,null,4267,null,2847554,null,19177,null,1262780,null,14720,null,1455654,null,17968,null,129120,null,5763,null,598725,null,9486,null,183794,null,6541,null,363088,null,8152,null,51843,null,3515,null,0400000US06,California,06
630191,null,8889,null,95733,null,4512,null,31425,null,2977,null,58950,null,3328,null,5358,null,1317,null,184470,null,5970,null,91754,null,4720,null,84957,null,4946,null,7759,null,1655,null,284846,null,7169,null,137869,null,5989,null,129549,null,6102,null,17428,null,2406,null,65142,null,2860,null,19954,null,1561,null,36959,null,2440,null,8229,null,1442,null,0400000US08,Colorado,08
413163,null,7387,null,36026,null,3089,null,12199,null,1955,null,21755,null,2556,null,2072,null,823,null,97506,null,4407,null,49839,null,3399,null,42633,null,3432,null,5034,null,1445,null,211733,null,6406,null,98016,null,4797,null,102772,null,5483,null,10945,null,1754,null,67898,null,3386,null,23581,null,1985,null,36999,null,2845,null,7318,null,1262,null,0400000US09,Connecticut,09
86344,null,3763,null,6510,null,1144,null,2319,null,804,null,3774,null,917,null,417,null,279,null,25483,null,2213,null,12262,null,1873,null,12236,null,1956,null,985,null,492,null,42982,null,3441,null,18966,null,2459,null,21645,null,2455,null,2371,null,718,null,11369,null,1555,null,4999,null,1144,null,5464,null,1151,null,906,null,416,null,0400000US10,Delaware,10
137662,null,3905,null,8398,null,1362,null,1863,null,671,null,5785,null,1009,null,750,null,332,null,40811,null,2442,null,21425,null,2109,null,18346,null,2327,null,1040,null,511,null,71499,null,2860,null,35783,null,2616,null,31350,null,2539,null,4366,null,1139,null,16954,null,1553,null,7464,null,1206,null,8772,null,1385,null,718,null,341,null,0400000US11,District of Columbia,11
2202583,null,21786,null,229578,null,7883,null,60898,null,4433,null,148489,null,5782,null,20191,null,2838,null,590635,null,12706,null,244391,null,7721,null,312955,null,9267,null,33289,null,3676,null,1087667,null,16710,null,423932,null,12220,null,592910,null,11754,null,70825,null,4336,null,294703,null,7749,null,81629,null,4789,null,175932,null,6150,null,37142,null,2981,null,0400000US12,Florida,12
