B13002_001E,B13002_001EA,B13002_001M,B13002_001MA,B13002_002E,B13002_002EA,B13002_002M,B13002_002MA,B13002_003E,B13002_003EA,B13002_003M,B13002_003MA,B13002_004E,B13002_004EA,B13002_004M,B13002_004MA,B13002_005E,B13002_005EA,B13002_005M,B13002_005MA,B13002_006E,B13002_006EA,B13002_006M,B13002_006MA,B13002_007E,B13002_007EA,B13002_007M,B13002_007MA,B13002_008E,B13002_008EA,B13002_008M,B13002_008MA,B13002_009E,B13002_009EA,B13002_009M,B13002_009MA,B13002_010E,B13002_010EA,B13002_010M,B13002_010MA,B13002_011E,B13002_011EA,B13002_011M,B13002_011MA,B13002_012E,B13002_012EA,B13002_012M,B13002_012MA,B13002_013E,B13002_013EA,B13002_013M,B13002_013MA,B13002_014E,B13002_014EA,B13002_014M,B13002_014MA,B13002_015E,B13002_015EA,B13002_015M,B13002_015MA,B13002_016E,B13002_016EA,B13002_016M,B13002_016MA,B13002_017E,B13002_017EA,B13002_017M,B13002_017MA,B13002_018E,B13002_018EA,B13002_018M,B13002_018MA,B13002_019E,B13002_019EA,B13002_019M,B13002_019MA,GEO_ID,NAME,state
1159945,null,4168,null,69364,null,4929,null,40000,null,3198,null,858,null,481,null,30985,null,2665,null,8157,null,1492,null,29364,null,3596,null,5449,null,1291,null,21702,null,3189,null,2213,null,776,null,1090581,null,5536,null,520440,null,8622,null,2605,null,803,null,176942,null,5806,null,340893,null,6746,null,570141,null,9633,null,153074,null,4043,null,243898,null,6759,null,173169,null,6244,null,0400000US01,Alabama,01
178638,null,1725,null,13598,null,1882,null,8384,null,1494,null,125,null,154,null,6093,null,1177,null,2166,null,776,null,5214,null,1025,null,878,null,394,null,3898,null,900,null,438,null,244,null,165040,null,2277,null,78718,null,3332,null,275,null,201,null,28313,null,2492,null,50130,null,2248,null,86322,null,3451,null,26715,null,1645,null,34752,null,2710,null,24855,null,2120,null,0400000US02,Alaska,02
1569825,null,2978,null,93353,null,5473,null,56325,null,3905,null,1087,null,602,null,42358,null,3413,null,12880,null,1836,null,37028,null,4064,null,5932,null,1352,null,27201,null,3199,null,3895,null,1379,null,1476472,null,6557,null,656956,null,11241,null,3681,null,1183,null,231580,null,7431,null,421695,null,7967,null,819516,null,11609,null,204699,null,3387,null,361998,null,7931,null,252819,null,7750,null,0400000US04,Arizona,04
695530,null,3758,null,41732,null,3006,null,24825,null,2474,null,615,null,366,null,21053,null,2541,null,3157,null,826,null,16907,null,2299,null,3859,null,1026,null,11722,null,2133,null,1326,null,677,null,653798,null,5028,null,329746,null,8694,null,3280,null,883,null,114512,null,5307,null,211954,null,5834,null,324052,null,8220,null,87789,null,4239,null,137986,null,4813,null,98277,null,4845,null,0400000US05,Arkansas,05
9307715,null,8037,null,532289,null,12908,null,356209,null,9796,null,8169,null,1539,null,242438,null,8370,null,105602,null,5039,null,176080,null,7024,null,25815,null,3089,null,122935,null,6636,null,27330,null,2775,null,8775426,null,12967,null,3938706,null,27056,null,18782,null,2669,null,1236451,null,14460,null,2683473,null,18015,null,4836720,null,27741,null,1257932,null,5863,null,2234555,null,17428,null,1344233,null,18733,null,0400000US06,California,06
1258883,null,3972,null,72492,null,4281,null,52527,null,3547,null,1525,null,873,null,37803,null,2956,null,13199,null,1809,null,19965,null,2408,null,4196,null,1104,null,13333,null,1947,null,2436,null,884,null,1186391,null,5013,null,582862,null,9103,null,2904,null,933,null,195553,null,6408,null,384405,null,6128,null,603529,null,8838,null,151321,null,3031,null,275730,null,6593,null,176478,null,5779,null,0400000US08,Colorado,08
868452,null,3303,null,40387,null,2917,null,27623,null,2457,null,56,null,102,null,17370,null,2113,null,10197,null,1309,null,12764,null,1658,null,2207,null,636,null,8872,null,1377,null,1685,null,688,null,828065,null,4369,null,370893,null,7330,null,1164,null,576,null,89699,null,4308,null,280030,null,6281,null,457172,null,7306,null,122507,null,1865,null,198851,null,4614,null,135814,null,5741,null,0400000US09,Connecticut,09
218933,null,1534,null,12190,null,1850,null,7278,null,1365,null,135,null,221,null,4276,null,969,null,2867,null,1031,null,4912,null,1287,null,303,null,281,null,4191,null,1253,null,418,null,344,null,206743,null,2265,null,88371,null,3872,null,505,null,394,null,27725,null,2416,null,60141,null,2523,null,118372,null,3698,null,29281,null,1175,null,50414,null,2502,null,38677,null,2486,null,0400000US10,Delaware,10
176238,null,1120,null,7915,null,1514,null,3969,null,825,null,31,null,51,null,1815,null,600,null,2123,null,734,null,3946,null,1313,null,398,null,415,null,2691,null,1110,null,857,null,586,null,168323,null,1835,null,37454,null,2971,null,87,null,105,null,14352,null,1820,null,23015,null,1984,null,130869,null,3386,null,24499,null,1483,null,65260,null,2330,null,41110,null,2077,null,0400000US11,District of Columbia,11
4327036,null,7736,null,231153,null,7994,null,138731,null,5349,null,2445,null,1031,null,97063,null,5176,null,39223,null,3304,null,92422,null,5808,null,11913,null,2128,null,69679,null,5488,null,10830,null,2240,null,4095883,null,10923,null,1827802,null,17399,null,6785,null,1594,null,554044,null,11566,null,1266973,null,14480,null,2268081,null,19205,null,551793,null,6387,null,985137,null,13983,null,731151,null,13927,null,0400000US12,Florida,12
