B17002_001E,B17002_001EA,B17002_001M,B17002_001MA,B17002_002E,B17002_002EA,B17002_002M,B17002_002MA,B17002_003E,B17002_003EA,B17002_003M,B17002_003MA,B17002_004E,B17002_004EA,B17002_004M,B17002_004MA,B17002_005E,B17002_005EA,B17002_005M,B17002_005MA,B17002_006E,B17002_006EA,B17002_006M,B17002_006MA,B17002_007E,B17002_007EA,B17002_007M,B17002_007MA,B17002_008E,B17002_008EA,B17002_008M,B17002_008MA,B17002_009E,B17002_009EA,B17002_009M,B17002_009MA,B17002_010E,B17002_010EA,B17002_010M,B17002_010MA,B17002_011E,B17002_011EA,B17002_011M,B17002_011MA,B17002_012E,B17002_012EA,B17002_012M,B17002_012MA,B17002_013E,B17002_013EA,B17002_013M,B17002_013MA,GEO_ID,NAME,state
4588899,null,2203,null,343928,null,15507,null,223038,null,11828,null,237717,null,14751,null,248628,null,15249,null,254423,null,14695,null,232875,null,12646,null,118695,null,9935,null,127590,null,10718,null,812261,null,25474,null,617436,null,21003,null,454969,null,17146,null,917339,null,19786,null,0400000US01,Alabama,01
682412,null,1129,null,27286,null,4300,null,16942,null,3037,null,17425,null,3646,null,21814,null,3381,null,25636,null,3935,null,27456,null,4284,null,12662,null,2984,null,15582,null,3520,null,104038,null,8472,null,104861,null,7747,null,87478,null,7893,null,221232,null,8759,null,0400000US02,Alaska,02
6475485,null,4779,null,490820,null,23535,null,270041,null,20479,null,309036,null,21005,null,322402,null,19750,null,330266,null,15883,null,305810,null,19207,null,142670,null,12580,null,179736,null,16507,null,1128105,null,35997,null,902670,null,26280,null,634591,null,18811,null,1459338,null,27590,null,0400000US04,Arizona,04
2806056,null,2222,null,215636,null,12647,null,146320,null,11125,null,165422,null,11316,null,168150,null,11711,null,170662,null,11976,null,154220,null,10412,null,66861,null,7827,null,85676,null,8204,null,513921,null,19860,null,383842,null,14423,null,272352,null,15115,null,462994,null,14612,null,0400000US05,Arkansas,05
36202780,null,9722,null,2172632,null,44048,null,1308977,null,38208,null,1647099,null,47173,null,1779512,null,47026,null,1833577,null,39103,null,1732903,null,42656,null,735850,null,28692,null,974601,null,35495,null,5801989,null,71902,null,4404386,null,55598,null,3495659,null,58209,null,10315595,null,74693,null,0400000US06,California,06
4917061,null,2396,null,290156,null,15935,null,170718,null,12648,null,173513,null,12352,null,189760,null,14008,null,188112,null,11780,null,198466,null,13148,null,95665,null,8919,null,117660,null,10654,null,785889,null,23278,null,670332,null,22931,null,566371,null,19826,null,1470419,null,26667,null,0400000US08,Colorado,08
3409901,null,1798,null,149816,null,10788,null,73891,null,7932,null,96847,null,8486,null,85154,null,7529,null,98370,null,8229,null,103575,null,9890,null,48542,null,5727,null,64071,null,7688,null,463281,null,19575,null,449209,null,18055,null,404267,null,16022,null,1372878,null,22267,null,0400000US09,Connecticut,09
860972,null,1467,null,42162,null,6581,null,22829,null,4764,null,28260,null,5894,null,32690,null,5518,null,29685,null,4177,null,36822,null,5118,null,20142,null,3782,null,18612,null,5090,null,148240,null,9257,null,118282,null,9480,null,98635,null,7616,null,264613,null,10465,null,0400000US10,Delaware,10
570093,null,857,null,61128,null,7228,null,23861,null,4383,null,19912,null,3829,null,18010,null,3910,null,22583,null,5144,null,18441,null,4811,null,9982,null,3948,null,14404,null,3879,null,67725,null,7439,null,55619,null,6054,null,41135,null,5668,null,217293,null,8063,null,0400000US11,District of Columbia,11
18124789,null,5650,null,1180365,null,30441,null,720303,null,28373,null,807257,null,25228,null,920351,null,34745,null,954612,null,28707,null,924600,null,34175,null,427251,null,22774,null,562574,null,28262,null,3355516,null,57450,null,2518137,null,42128,null,1767206,null,36400,null,3986617,null,48562,null,0400000US12,Florida,12
9535714,null,6127,null,695499,null,24480,null,410472,null,21693,null,468678,null,20537,null,486692,null,26116,null,493895,null,21540,null,458063,null,23559,null,197133,null,13806,null,252576,null,17965,null,1620352,null,37763,null,1281610,null,32963,null,940790,null,25451,null,2229954,null,37983,null,0400000US13,Georgia,13
1264202,null,2157,null,56010,null,5727,null,32363,null,5589,null,42634,null,5647,null,41855,null,7068,null,45392,null,6394,null,40638,null,6246,null,20786,null,3881,null,27468,null,5680,null,205441,null,12723,null,207962,null,14001,null,151853,null,9682,null,391800,null,15737,null,0400000US15,Hawaii,15
1511950,null,1516,null,90550,null,9279,null,53821,null,6273,null,71744,null,8602,null,84844,null,8757,null,98443,null,9042,null,85067,null,8413,null,42403,null,6294,null,47662,null,6181,null,310104,null,13909,null,216679,null,11094,null,153114,null,10968,null,257519,null,9534,null,0400000US16,Idaho,16
12574351,null,4476,null,759761,null,25457,null,418066,null,18993,null,499266,null,23142,null,522198,null,24002,null,547854,null,20365,null,531493,null,20551,null,238197,null,14407,null,288743,null,20550,null,1998763,null,41429,null,1733859,null,31654,null,1426790,null,33650,null,3609361,null,37976,null,0400000US17,Illinois,17
6228236,null,3485,null,401301,null,18396,null,238459,null,11559,null,257212,null,13508,null,265889,null,15099,null,300027,null,15727,null,296069,null,15559,null,118947,null,8758,null,196593,null,11401,null,1187408,null,24443,null,961505,null,25589,null,722823,null,21737,null,1282003,null,22431,null,0400000US18,Indiana,18
2905436,null,1980,null,143724,null,8785,null,94416,null,8961,null,104794,null,7660,null,121326,null,8625,null,129524,null,9814,null,133361,null,7683,null,56027,null,5204,null,82389,null,7250,null,550026,null,17190,null,463290,null,12881,null,351706,null,12310,null,674853,null,14113,null,0400000US19,Iowa,19
2732685,null,2290,null,153756,null,9785,null,98166,null,9431,null,113111,null,9055,null,123507,null,9745,null,125169,null,7862,null,129600,null,9106,null,55551,null,7366,null,77285,null,6194,null,491864,null,15068,null,392989,null,14613,null,314560,null,11443,null,657127,null,14919,null,0400000US20,Kansas,20
4187582,null,3444,null,333716,null,15398,null,214568,null,13748,null,229011,null,12899,null,210656,null,10943,null,224100,null,14135,null,215900,null,13941,null,83410,null,7852,null,116213,null,10051,null,751838,null,22173,null,594680,null,21275,null,425099,null,15856,null,788391,null,20568,null,0400000US21,Kentucky,21
4367637,null,2329,null,315241,null,16959,null,215795,null,13732,null,224424,null,14596,null,238152,null,14628,null,231978,null,12686,null,204099,null,12847,null,84189,null,8850,null,114322,null,9851,null,773850,null,22512,null,571370,null,20366,null,460295,null,16445,null,933922,null,21846,null,0400000US22,Louisiana,22
1281292,null,1528,null,60341,null,5882,null,45582,null,5108,null,51762,null,4816,null,60283,null,5039,null,68107,null,6085,null,52410,null,4524,null,28156,null,3833,null,40744,null,4630,null,243725,null,9642,null,205441,null,11353,null,139923,null,7321,null,284818,null,10715,null,0400000US23,Maine,23
5559336,null,2928,null,233150,null,13848,null,127913,null,13042,null,144223,null,9961,null,163324,null,13018,null,151581,null,11750,null,183367,null,10865,null,81456,null,8657,null,109090,null,10522,null,770638,null,27707,null,710602,null,20486,null,655952,null,24878,null,2228040,null,26037,null,0400000US24,Maryland,24
6365449,null,2245,null,285212,null,15561,null,159145,null,14006,null,210626,null,10451,null,201025,null,13683,null,186271,null,11275,null,195557,null,12164,null,93619,null,7905,null,132936,null,10638,null,832493,null,21917,null,841165,null,26131,null,765773,null,21247,null,2461627,null,30653,null,0400000US25,Massachusetts,25
9735741,null,3666,null,721292,null,22938,null,411959,null,18588,null,443453,null,19285,null,438167,null,17898,null,444637,null,16002,null,455674,null,18972,null,205795,null,12205,null,253544,null,13474,null,1724975,null,30156,null,1422476,null,27455,null,1036760,null,25877,null,2177009,null,27862,null,0400000US26,Michigan,26
5133038,null,2706,null,249054,null,11949,null,149124,null,11575,null,164828,null,9652,null,184661,null,10122,null,192812,null,10564,null,189734,null,11168,null,88618,null,6189,null,121336,null,7235,null,817095,null,20365,null,812359,null,18466,null,642386,null,18236,null,1521031,null,21060,null,0400000US27,Minnesota,27
2848335,null,2637,null,266213,null,13673,null,182022,null,13184,null,176125,null,11724,null,177894,null,10801,null,166715,null,12755,null,145515,null,10935,null,65198,null,8500,null,90910,null,9588,null,517804,null,19342,null,363813,null,16850,null,241128,null,10647,null,454998,null,13576,null,0400000US28,Mississippi,28
5818541,null,3372,null,381649,null,17395,null,226324,null,13462,null,241036,null,14737,null,267365,null,15256,null,289396,null,14915,null,281010,null,13530,null,125838,null,9204,null,158565,null,10698,null,1042128,null,24478,null,895762,null,22759,null,635009,null,18377,null,1274459,null,24134,null,0400000US29,Missouri,29
946333,null,1999,null,65476,null,6706,null,31936,null,4511,null,45616,null,5366,null,48162,null,5226,null,49918,null,6107,null,56395,null,6390,null,21393,null,4245,null,23684,null,3526,null,174380,null,9298,null,141602,null,9072,null,96568,null,6302,null,191203,null,8253,null,0400000US30,Montana,30
1739311,null,2955,null,87303,null,7450,null,57804,null,5895,null,69658,null,6956,null,84360,null,7498,null,77490,null,6364,null,84854,null,6942,null,37336,null,4212,null,41664,null,5113,null,327897,null,12603,null,284729,null,10223,null,210729,null,10219,null,375487,null,10695,null,0400000US31,Nebraska,31
2606479,null,3099,null,143562,null,11888,null,77270,null,9794,null,101108,null,11659,null,120691,null,12352,null,133842,null,11641,null,124480,null,11755,null,55094,null,8286,null,70746,null,8230,null,477981,null,18492,null,401862,null,19921,null,283465,null,13876,null,616378,null,19443,null,0400000US32,Nevada,32
1284588,null,1481,null,48290,null,5037,null,24120,null,3785,null,36803,null,5459,null,30446,null,4219,null,40659,null,5023,null,48791,null,7491,null,19622,null,3026,null,23940,null,3587,null,203871,null,10542,null,218306,null,10908,null,162264,null,9348,null,427476,null,12248,null,0400000US33,New Hampshire,33
8531160,null,2446,null,350083,null,19185,null,200371,null,10879,null,248645,null,15552,null,266547,null,13058,null,272119,null,16080,null,289372,null,15358,null,121461,null,9693,null,173685,null,12798,null,1100453,null,27274,null,1105456,null,27819,null,970870,null,25326,null,3432098,null,39351,null,0400000US34,New Jersey,34
1968078,null,3199,null,146963,null,10650,null,93514,null,9693,null,113117,null,11427,null,108394,null,7970,null,122483,null,11477,null,110110,null,10962,null,40694,null,5949,null,57239,null,6701,null,344239,null,16361,null,259701,null,13274,null,183869,null,10973,null,387755,null,13838,null,0400000US35,New Mexico,35
19014215,null,6000,null,1224359,null,31447,null,645646,null,27213,null,821752,null,26817,null,770102,null,27341,null,800350,null,24131,null,746609,null,23457,null,328604,null,15868,null,446103,null,20181,null,2862282,null,44958,null,2461922,null,43220,null,2023522,null,39412,null,5882964,null,44843,null,0400000US36,New York,36
9095948,null,4026,null,643429,null,21568,null,372626,null,18592,null,462159,null,20450,null,451253,null,19579,null,504154,null,23938,null,443960,null,17644,null,194187,null,13203,null,252016,null,14918,null,1570949,null,30817,null,1265791,null,29924,null,920799,null,23964,null,2014625,null,30073,null,0400000US37,North Carolina,37
620821,null,509,null,30781,null,3864,null,18466,null,2918,null,23095,null,3029,null,22142,null,3032,null,24518,null,2824,null,22910,null,2874,null,11899,null,2693,null,20759,null,2950,null,114475,null,7284,null,101271,null,6405,null,81444,null,6273,null,149061,null,6162,null,0400000US38,North Dakota,38
11225133,null,4163,null,782615,null,21798,null,445146,null,20997,null,482210,null,20773,null,488750,null,19760,null,496890,null,18180,null,483414,null,23093,null,226051,null,12221,null,295108,null,12057,null,2051105,null,35675,null,1695833,null,34226,null,1278418,null,28204,null,2499593,null,29617,null,0400000US39,Ohio,39
3565442,null,3092,null,240925,null,13358,null,149274,null,11624,null,187757,null,11090,null,195467,null,11849,null,201773,null,12068,null,185826,null,9844,null,76192,null,6257,null,125980,null,9813,null,661790,null,21561,null,494006,null,16671,null,349874,null,12910,null,696578,null,18778,null,0400000US40,Oklahoma,40
3748545,null,2642,null,236266,null,12811,null,135620,null,11787,null,162708,null,12430,null,176067,null,13267,null,190379,null,13286,null,178993,null,12769,null,81416,null,6970,null,95801,null,9067,null,681219,null,20706,null,535299,null,18785,null,406410,null,17342,null,868367,null,19008,null,0400000US41,Oregon,41
12165877,null,4304,null,666338,null,21650,null,384223,null,17005,null,466144,null,17355,null,477080,null,17873,null,510811,null,18755,null,506135,null,18696,null,217709,null,10674,null,329109,null,18189,null,2132800,null,32674,null,1817986,null,33196,null,1461080,null,29799,null,3196462,null,36637,null,0400000US42,Pennsylvania,42
