B19001A_001E,B19001A_001EA,B19001A_001M,B19001A_001MA,B19001A_002E,B19001A_002EA,B19001A_002M,B19001A_002MA,B19001A_003E,B19001A_003EA,B19001A_003M,B19001A_003MA,B19001A_004E,B19001A_004EA,B19001A_004M,B19001A_004MA,B19001A_005E,B19001A_005EA,B19001A_005M,B19001A_005MA,B19001A_006E,B19001A_006EA,B19001A_006M,B19001A_006MA,B19001A_007E,B19001A_007EA,B19001A_007M,B19001A_007MA,B19001A_008E,B19001A_008EA,B19001A_008M,B19001A_008MA,B19001A_009E,B19001A_009EA,B19001A_009M,B19001A_009MA,B19001A_010E,B19001A_010EA,B19001A_010M,B19001A_010MA,B19001A_011E,B19001A_011EA,B19001A_011M,B19001A_011MA,B19001A_012E,B19001A_012EA,B19001A_012M,B19001A_012MA,B19001A_013E,B19001A_013EA,B19001A_013M,B19001A_013MA,B19001A_014E,B19001A_014EA,B19001A_014M,B19001A_014MA,B19001A_015E,B19001A_015EA,B19001A_015M,B19001A_015MA,B19001A_016E,B19001A_016EA,B19001A_016M,B19001A_016MA,B19001A_017E,B19001A_017EA,B19001A_017M,B19001A_017MA,GEO_ID,NAME,state
527957,null,4655,null,33391,null,2955,null,33295,null,2761,null,30629,null,2733,null,35620,null,2651,null,34812,null,2897,null,33072,null,2274,null,30671,null,2330,null,30142,null,2607,null,27336,null,2240,null,51037,null,3828,null,58039,null,3043,null,63146,null,3786,null,31460,null,2224,null,13978,null,1682,null,11221,null,1459,null,10108,null,1466,null,0400000US16,Idaho,16
3654727,null,14604,null,200782,null,6893,null,166987,null,7183,null,181502,null,6479,null,179644,null,6120,null,178943,null,6922,null,171094,null,6080,null,167783,null,6060,null,165263,null,5045,null,159333,null,5923,null,302675,null,7680,null,396542,null,10013,null,502308,null,8577,null,326078,null,7226,null,187968,null,5669,null,179069,null,6666,null,188756,null,6294,null,0400000US17,Illinois,17
2169293,null,11383,null,141188,null,5774,null,116995,null,5049,null,121029,null,5737,null,134219,null,5081,null,137874,null,4506,null,124732,null,4860,null,128728,null,5909,null,122239,null,5813,null,109615,null,5164,null,197266,null,6721,null,243481,null,6645,null,264957,null,6134,null,150741,null,5396,null,70927,null,3705,null,60848,null,3440,null,44454,null,2695,null,0400000US18,Indiana,18
1153637,null,6570,null,72054,null,3865,null,69069,null,3439,null,65729,null,3050,null,68396,null,3856,null,64890,null,3560,null,62940,null,3439,null,66896,null,3774,null,60314,null,3445,null,60832,null,3441,null,106047,null,3627,null,126169,null,4413,null,152698,null,5175,null,81385,null,3320,null,41129,null,2461,null,29424,null,2184,null,25665,null,2257,null,0400000US19,Iowa,19
978494,null,6163,null,61285,null,3386,null,53742,null,3358,null,55071,null,3431,null,60510,null,3704,null,58180,null,3939,null,52844,null,2896,null,53732,null,3248,null,51500,null,3550,null,49558,null,2906,null,80143,null,4190,null,113939,null,4540,null,122260,null,5084,null,67533,null,3093,null,35126,null,2602,null,32484,null,2029,null,30587,null,2123,null,0400000US20,Kansas,20
1526559,null,10168,null,160720,null,6198,null,110360,null,5451,null,100802,null,5485,null,100604,null,4547,null,94616,null,4423,null,89471,null,4857,null,84538,null,4595,null,76903,null,4065,null,76011,null,4700,null,122903,null,5091,null,146116,null,5409,null,164540,null,5122,null,88548,null,4948,null,45875,null,2801,null,35064,null,2832,null,29488,null,2125,null,0400000US21,Kentucky,21
1132878,null,7321,null,79444,null,4647,null,62351,null,4061,null,63475,null,3636,null,60304,null,3606,null,60164,null,3718,null,59324,null,3947,null,56567,null,3887,null,58029,null,3661,null,52257,null,3746,null,89143,null,4920,null,119549,null,5341,null,147759,null,6553,null,89912,null,4335,null,52066,null,3565,null,43639,null,3146,null,38895,null,2908,null,0400000US22,Louisiana,22
526250,null,4604,null,36933,null,2598,null,33235,null,2596,null,32926,null,2318,null,34962,null,2942,null,29879,null,2139,null,31634,null,2587,null,30246,null,2417,null,26080,null,2153,null,27035,null,2167,null,48487,null,2367,null,58719,null,3556,null,62697,null,3041,null,32292,null,2443,null,16173,null,1576,null,14088,null,1418,null,10864,null,1566,null,0400000US23,Maine,23
1335804,null,8369,null,55927,null,3588,null,39694,null,3138,null,42794,null,3021,null,41086,null,3338,null,47360,null,3122,null,47301,null,2920,null,49419,null,3467,null,49116,null,3318,null,50729,null,3692,null,94306,null,5062,null,139203,null,5330,null,189943,null,7414,null,149704,null,5792,null,102992,null,4483,null,119106,null,3889,null,117124,null,3443,null,0400000US24,Maryland,24
2129147,null,8930,null,125477,null,5445,null,103741,null,4702,null,85451,null,4968,null,85950,null,3975,null,77132,null,4359,null,86527,null,4819,null,82972,null,4882,null,83844,null,4689,null,80486,null,4810,null,148696,null,5817,null,217710,null,6199,null,288587,null,7632,null,217580,null,7514,null,150250,null,6453,null,146538,null,4587,null,148206,null,5304,null,0400000US25,Massachusetts,25
3154095,null,13067,null,221918,null,7934,null,174821,null,5707,null,181813,null,6433,null,189897,null,5963,null,187857,null,5880,null,175521,null,5709,null,178468,null,4887,null,163325,null,5528,null,153216,null,5610,null,284311,null,7831,null,331827,null,6939,null,382168,null,7944,null,222923,null,5486,null,123077,null,4778,null,98378,null,4594,null,84575,null,4058,null,0400000US26,Michigan,26
1895277,null,7875,null,101513,null,4039,null,88553,null,3841,null,87817,null,3772,null,90671,null,3795,null,91756,null,3264,null,96323,null,3644,null,93069,null,3956,null,88314,null,3813,null,86237,null,4105,null,165468,null,5106,null,220868,null,5681,null,276843,null,5818,null,164155,null,5653,null,88421,null,3622,null,80854,null,3224,null,74415,null,3644,null,0400000US27,Minnesota,27
690585,null,6709,null,54683,null,4635,null,47720,null,2754,null,44283,null,3422,null,42684,null,3291,null,42050,null,3130,null,38872,null,2770,null,37237,null,2767,null,34562,null,3008,null,33523,null,2982,null,56387,null,3246,null,72633,null,3976,null,85103,null,4196,null,44074,null,3093,null,23789,null,2173,null,18378,null,1721,null,14607,null,1913,null,0400000US28,Mississippi,28
2004411,null,8583,null,147758,null,6145,null,115716,null,4839,null,113452,null,4685,null,121357,null,4177,null,119862,null,4948,null,112891,null,4968,null,119107,null,4773,null,101192,null,4930,null,96332,null,3920,null,180845,null,6023,null,214225,null,7760,null,245874,null,6260,null,137057,null,6116,null,68385,null,3594,null,60203,null,3562,null,50155,null,3225,null,0400000US29,Missouri,29
348936,null,3433,null,27142,null,2613,null,21401,null,2006,null,25439,null,2291,null,22676,null,1885,null,21964,null,1896,null,19825,null,2176,null,20659,null,1765,null,20372,null,1826,null,17555,null,1608,null,31006,null,2703,null,36441,null,2645,null,41893,null,2834,null,20969,null,2067,null,8210,null,1257,null,7237,null,1242,null,6147,null,845,null,0400000US30,Montana,30
645154,null,5098,null,38739,null,3089,null,36713,null,2486,null,35638,null,3246,null,36428,null,2745,null,37803,null,2761,null,40008,null,3064,null,36418,null,2435,null,34391,null,2586,null,32463,null,2595,null,59908,null,3120,null,74540,null,3560,null,81682,null,3119,null,43501,null,2363,null,23386,null,1698,null,17682,null,1608,null,15854,null,1331,null,0400000US31,Nebraska,31
762629,null,7197,null,41793,null,3591,null,30687,null,2810,null,40462,null,4031,null,39010,null,2973,null,42870,null,2945,null,40317,null,3686,null,40363,null,3704,null,36686,null,2718,null,34808,null,3229,null,68545,null,3990,null,90031,null,4108,null,103946,null,5204,null,61956,null,3786,null,37623,null,3128,null,29910,null,2673,null,23622,null,2377,null,0400000US32,Nevada,32
486261,null,4340,null,24591,null,2424,null,20777,null,2478,null,18488,null,2016,null,24376,null,2365,null,22527,null,2451,null,20147,null,2141,null,23706,null,2336,null,23535,null,2235,null,21464,null,2259,null,39918,null,2747,null,54267,null,3386,null,69266,null,4034,null,48872,null,2890,null,27374,null,2500,null,27295,null,2268,null,19658,null,2018,null,0400000US33,New Hampshire,33
2337970,null,11536,null,101529,null,5293,null,89942,null,4605,null,88936,null,4967,null,93171,null,4734,null,93487,null,4280,null,84476,null,4391,null,85147,null,4560,null,83885,null,4099,null,86890,null,4287,null,164061,null,5653,null,223747,null,6886,null,324820,null,8418,null,253789,null,7365,null,168015,null,5948,null,189371,null,4883,null,206704,null,5224,null,0400000US34,New Jersey,34
572287,null,5827,null,50810,null,3647,null,33990,null,3317,null,35392,null,3169,null,40923,null,3000,null,31328,null,3242,null,31983,null,2669,null,32595,null,3292,null,27217,null,2350,null,27439,null,2691,null,47641,null,3494,null,57930,null,3425,null,64009,null,3358,null,36649,null,2952,null,20715,null,2076,null,18618,null,1949,null,15048,null,1590,null,0400000US35,New Mexico,35
5179810,null,16911,null,324566,null,8678,null,257170,null,8076,null,245305,null,7547,null,247980,null,7064,null,239987,null,6743,null,220562,null,7591,null,218487,null,7222,null,209933,null,6279,null,212157,null,7391,null,396450,null,10075,null,516039,null,10723,null,655011,null,11856,null,455290,null,10034,null,288612,null,8188,null,314053,null,8148,null,378208,null,8612,null,0400000US36,New York,36
2674923,null,12820,null,188126,null,6974,null,150870,null,6251,null,154551,null,6148,null,155290,null,5667,null,152487,null,6145,null,156840,null,6034,null,137981,null,5315,null,137205,null,6013,null,124273,null,5648,null,229281,null,7366,null,283211,null,7920,null,332660,null,9519,null,189370,null,7028,null,101412,null,4883,null,92478,null,4699,null,88888,null,4458,null,0400000US37,North Carolina,37
258508,null,2796,null,19611,null,1943,null,13713,null,1346,null,13921,null,1438,null,14547,null,1754,null,15172,null,1669,null,15557,null,1587,null,12417,null,1342,null,13395,null,1416,null,13091,null,1305,null,22398,null,2065,null,29470,null,2142,null,34579,null,2463,null,17268,null,1604,null,10110,null,1328,null,6728,null,984,null,6531,null,1065,null,0400000US38,North Dakota,38
3859347,null,14055,null,275698,null,7813,null,209290,null,8226,null,217564,null,6381,null,234549,null,6570,null,229765,null,7014,null,216993,null,6607,null,209688,null,7087,null,204287,null,7145,null,196882,null,7371,null,334087,null,7159,null,427328,null,11290,null,473893,null,8369,null,272533,null,7109,null,138923,null,4703,null,122228,null,4312,null,95639,null,3477,null,0400000US39,Ohio,39
1129679,null,7967,null,91755,null,4613,null,69106,null,3896,null,70666,null,3862,null,74085,null,4239,null,70499,null,4069,null,66321,null,3803,null,64626,null,3477,null,57753,null,3679,null,54846,null,3933,null,97477,null,4693,null,121100,null,4707,null,130195,null,4753,null,68465,null,3907,null,34409,null,2371,null,29758,null,2345,null,28618,null,1818,null,0400000US40,Oklahoma,40
1331773,null,7784,null,92810,null,4660,null,75905,null,4207,null,75519,null,3596,null,79738,null,3948,null,75687,null,4931,null,75946,null,5143,null,73293,null,3809,null,66232,null,3920,null,61846,null,3405,null,114251,null,5620,null,147490,null,5363,null,166458,null,6252,null,95696,null,3789,null,50231,null,3177,null,42486,null,3570,null,38185,null,2899,null,0400000US41,Oregon,41
4250392,null,13863,null,258108,null,7088,null,231806,null,7080,null,233127,null,7236,null,238602,null,6220,null,231826,null,6902,null,229292,null,6161,null,211564,null,5878,null,212752,null,6906,null,198975,null,7018,null,377065,null,8869,null,459823,null,9968,null,551170,null,8856,null,317852,null,8432,null,172841,null,5874,null,167214,null,5489,null,158375,null,4724,null,0400000US42,Pennsylvania,42
351839,null,4387,null,23945,null,2480,null,18522,null,2135,null,16836,null,2114,null,16617,null,2104,null,15991,null,2241,null,14521,null,1921,null,14399,null,1727,null,16531,null,2145,null,15769,null,2151,null,28710,null,2598,null,36341,null,2699,null,49058,null,3095,null,32761,null,2631,null,19051,null,1845,null,17568,null,1833,null,15219,null,1817,null,0400000US44,Rhode Island,44
1218959,null,7043,null,86958,null,4863,null,69295,null,4327,null,67362,null,4412,null,69533,null,3962,null,68434,null,4552,null,69197,null,4282,null,63269,null,4207,null,62881,null,3616,null,62282,null,4015,null,107749,null,4908,null,131578,null,5765,null,152613,null,5469,null,88646,null,4374,null,46104,null,3233,null,37863,null,2590,null,35195,null,2757,null,0400000US45,South Carolina,45
287715,null,3601,null,19088,null,1810,null,17774,null,2092,null,16347,null,1810,null,20127,null,2068,null,17201,null,1748,null,15587,null,1657,null,17498,null,1719,null,14537,null,1662,null,15203,null,1616,null,27321,null,2209,null,34105,null,2346,null,35548,null,2249,null,16443,null,1727,null,7639,null,1054,null,6199,null,1044,null,7098,null,1009,null,0400000US46,South Dakota,46
1995682,null,11448,null,170651,null,6537,null,134290,null,5735,null,126112,null,6115,null,122766,null,5676,null,121798,null,5881,null,115878,null,5337,null,111771,null,5254,null,100616,null,5060,null,101061,null,5243,null,176790,null,6701,null,203432,null,6602,null,227734,null,6842,null,113877,null,4690,null,57937,null,3588,null,57235,null,3830,null,53734,null,3423,null,0400000US47,Tennessee,47
6471197,null,23809,null,461299,null,10784,null,360814,null,9444,null,346187,null,9342,null,376977,null,11090,null,343479,null,9448,null,336862,null,9367,null,321483,null,9202,null,302851,null,8819,null,288313,null,10170,null,532135,null,12676,null,647083,null,13816,null,783021,null,13767,null,496236,null,10266,null,292544,null,8553,null,288835,null,8650,null,293078,null,7103,null,0400000US48,Texas,48
794913,null,4996,null,39760,null,3186,null,32154,null,3042,null,33043,null,3325,null,33263,null,2848,null,42456,null,2966,null,39548,null,3229,null,41662,null,3337,null,41752,null,3394,null,40879,null,3045,null,78173,null,4730,null,98327,null,4181,null,114855,null,4029,null,66833,null,3782,null,36379,null,2487,null,31898,null,2502,null,23931,null,2160,null,0400000US49,Utah,49
243511,null,2952,null,14967,null,1695,null,14100,null,1411,null,12840,null,1721,null,13795,null,1582,null,11775,null,1393,null,12861,null,1405,null,11879,null,1344,null,11931,null,1416,null,11996,null,1464,null,23896,null,1997,null,28821,null,2104,null,32214,null,1998,null,16878,null,1538,null,10109,null,1040,null,9398,null,1464,null,6051,null,1051,null,0400000US50,Vermont,50
2187713,null,12149,null,108414,null,5834,null,84899,null,4831,null,86234,null,4229,null,89928,null,4154,null,91812,null,5274,null,90490,null,4632,null,99040,null,5011,null,98749,null,5223,null,96127,null,5402,null,178642,null,6663,null,228811,null,7307,null,295704,null,7317,null,202027,null,6362,null,129561,null,5058,null,152466,null,4985,null,154809,null,5687,null,0400000US51,Virginia,51
2165901,null,10193,null,126922,null,5613,null,91907,null,4764,null,98763,null,5004,null,105866,null,5019,null,104754,null,5198,null,106465,null,4699,null,103673,null,4987,null,102063,null,5012,null,96113,null,4761,null,193535,null,6903,null,232356,null,7751,null,302021,null,6780,null,194814,null,6137,null,113250,null,4721,null,107299,null,4009,null,86100,null,4468,null,0400000US53,Washington,53
711479,null,5803,null,74800,null,3696,null,59661,null,3453,null,61813,null,3881,null,47473,null,2969,null,46155,null,2765,null,43770,null,3219,null,39881,null,2819,null,35566,null,2702,null,34885,null,2959,null,58985,null,3222,null,64204,null,3799,null,68712,null,4252,null,35821,null,2849,null,14342,null,1814,null,13480,null,1744,null,11931,null,1660,null,0400000US54,West Virginia,54
2072148,null,8930,null,118782,null,5334,null,105611,null,5043,null,115517,null,4269,null,112248,null,4302,null,112172,null,4218,null,112030,null,4083,null,114486,null,4500,null,107668,null,4140,null,103121,null,4063,null,191030,null,5483,null,242165,null,6090,null,286494,null,6463,null,158010,null,5150,null,78961,null,3106,null,61923,null,3021,null,51930,null,2581,null,0400000US55,Wisconsin,55
198858,null,2870,null,10568,null,1663,null,8921,null,1298,null,10373,null,1542,null,10857,null,1644,null,11014,null,1392,null,8686,null,1529,null,11454,null,1814,null,10100,null,1887,null,10699,null,1782,null,17482,null,1859,null,23150,null,2327,null,28684,null,2243,null,16755,null,1761,null,9146,null,1382,null,5931,null,973,null,5038,null,880,null,0400000US56,Wyoming,56
856895,null,8601,null,244976,null,6271,null,114310,null,4466,null,86406,null,3323,null,65911,null,3204,null,56402,null,3679,null,48743,null,3226,null,39637,null,2491,null,33446,null,2076,null,29040,null,2393,null,39440,null,2477,null,35771,null,2488,null,30602,null,2182,null,13866,null,1680,null,7000,null,986,null,4864,null,932,null,6481,null,1101,null,0400000US72,Puerto Rico,72
