C08011_001E,C08011_001EA,C08011_001M,C08011_001MA,C08011_002E,C08011_002EA,C08011_002M,C08011_002MA,C08011_003E,C08011_003EA,C08011_003M,C08011_003MA,C08011_004E,C08011_004EA,C08011_004M,C08011_004MA,C08011_005E,C08011_005EA,C08011_005M,C08011_005MA,C08011_006E,C08011_006EA,C08011_006M,C08011_006MA,C08011_007E,C08011_007EA,C08011_007M,C08011_007MA,C08011_008E,C08011_008EA,C08011_008M,C08011_008MA,C08011_009E,C08011_009EA,C08011_009M,C08011_009MA,C08011_010E,C08011_010EA,C08011_010M,C08011_010MA,C08011_011E,C08011_011EA,C08011_011M,C08011_011MA,C08011_012E,C08011_012EA,C08011_012M,C08011_012MA,C08011_013E,C08011_013EA,C08011_013M,C08011_013MA,C08011_014E,C08011_014EA,C08011_014M,C08011_014MA,C08011_015E,C08011_015EA,C08011_015M,C08011_015MA,C08011_016E,C08011_016EA,C08011_016M,C08011_016MA,C08011_017E,C08011_017EA,C08011_017M,C08011_017MA,C08011_018E,C08011_018EA,C08011_018M,C08011_018MA,C08011_019E,C08011_019EA,C08011_019M,C08011_019MA,C08011_020E,C08011_020EA,C08011_020M,C08011_020MA,C08011_021E,C08011_021EA,C08011_021M,C08011_021MA,C08011_022E,C08011_022EA,C08011_022M,C08011_022MA,C08011_023E,C08011_023EA,C08011_023M,C08011_023MA,C08011_024E,C08011_024EA,C08011_024M,C08011_024MA,C08011_025E,C08011_025EA,C08011_025M,C08011_025MA,C08011_026E,C08011_026EA,C08011_026M,C08011_026MA,C08011_027E,C08011_027EA,C08011_027M,C08011_027MA,C08011_028E,C08011_028EA,C08011_028M,C08011_028MA,C08011_029E,C08011_029EA,C08011_029M,C08011_029MA,C08011_030E,C08011_030EA,C08011_030M,C08011_030MA,C08011_031E,C08011_031EA,C08011_031M,C08011_031MA,C08011_032E,C08011_032EA,C08011_032M,C08011_032MA,C08011_033E,C08011_033EA,C08011_033M,C08011_033MA,GEO_ID,NAME,state
4082324,null,28590,null,146961,null,7106,null,135773,null,6780,null,172257,null,6606,null,368589,null,11193,null,425356,null,11845,null,679028,null,12142,null,530548,null,11484,null,460434,null,12501,null,216822,null,7802,null,946556,null,17198,null,2139253,null,19410,null,98611,null,6563,null,91844,null,5420,null,118133,null,5591,null,225342,null,8913,null,224427,null,8638,null,356270,null,10598,null,239588,null,8439,null,229956,null,8717,null,93649,null,5640,null,461433,null,11899,null,1943071,null,19125,null,48350,null,3867,null,43929,null,4300,null,54124,null,3748,null,143247,null,6932,null,200929,null,7377,null,322758,null,8083,null,290960,null,8563,null,230478,null,9148,null,123173,null,5293,null,485123,null,12560,null,0400000US13,Georgia,13
609481,null,6281,null,42309,null,3289,null,35882,null,3256,null,48601,null,4043,null,62280,null,4135,null,73176,null,4838,null,86235,null,4525,null,58469,null,3513,null,44028,null,4076,null,25046,null,3123,null,133455,null,5634,null,332282,null,4950,null,31688,null,2916,null,24061,null,2602,null,31964,null,3192,null,38898,null,3396,null,38047,null,3402,null,39446,null,3229,null,25675,null,2200,null,19876,null,2467,null,11189,null,1814,null,71438,null,4196,null,277199,null,5159,null,10621,null,1444,null,11821,null,1895,null,16637,null,2272,null,23382,null,2267,null,35129,null,3000,null,46789,null,3224,null,32794,null,2506,null,24152,null,2535,null,13857,null,2275,null,62017,null,3901,null,0400000US15,Hawaii,15
640220,null,8544,null,24622,null,2479,null,20291,null,2232,null,30851,null,2965,null,51608,null,3206,null,67132,null,4037,null,92072,null,4247,null,99746,null,5344,null,65240,null,4977,null,33218,null,2896,null,155440,null,6495,null,342569,null,5283,null,16525,null,2012,null,14198,null,1756,null,18372,null,1905,null,33701,null,2649,null,39294,null,2442,null,51251,null,3349,null,50713,null,3924,null,32449,null,2965,null,13206,null,1786,null,72860,null,3802,null,297651,null,5950,null,8097,null,1348,null,6093,null,1207,null,12479,null,2047,null,17907,null,2207,null,27838,null,2675,null,40821,null,2789,null,49033,null,3348,null,32791,null,3097,null,20012,null,2086,null,82580,null,4691,null,0400000US16,Idaho,16
5685704,null,20461,null,242481,null,8476,null,239278,null,8140,null,283045,null,8447,null,526844,null,11369,null,570626,null,13465,null,800813,null,13351,null,715560,null,12486,null,621208,null,13662,null,296874,null,8587,null,1388975,null,19374,null,2991038,null,17716,null,167087,null,7394,null,169195,null,6474,null,185660,null,6817,null,334938,null,8146,null,311377,null,10408,null,398148,null,10684,null,314053,null,9370,null,290072,null,8983,null,119682,null,5138,null,700826,null,12364,null,2694666,null,11409,null,75394,null,3803,null,70083,null,4095,null,97385,null,4121,null,191906,null,6684,null,259249,null,7771,null,402665,null,9952,null,401507,null,8888,null,331136,null,8551,null,177192,null,6610,null,688149,null,11993,null,0400000US17,Illinois,17
2780428,null,17428,null,133030,null,5944,null,111449,null,5493,null,163431,null,6091,null,246042,null,6669,null,309850,null,8087,null,390837,null,10011,null,374490,null,10188,null,237310,null,7562,null,119223,null,5054,null,694766,null,15020,null,1460459,null,11130,null,90703,null,4630,null,73814,null,3868,null,102737,null,4393,null,155584,null,5202,null,174731,null,6062,null,199204,null,7845,null,162777,null,5852,null,109490,null,4666,null,49929,null,3574,null,341490,null,9245,null,1319969,null,12997,null,42327,null,3517,null,37635,null,3316,null,60694,null,3824,null,90458,null,4421,null,135119,null,5898,null,191633,null,6045,null,211713,null,7546,null,127820,null,5232,null,69294,null,3411,null,353276,null,9464,null,0400000US18,Indiana,18
1450289,null,9570,null,60690,null,3734,null,45361,null,3328,null,76343,null,4004,null,120702,null,5216,null,174670,null,6302,null,214039,null,6776,null,229744,null,7164,null,130686,null,5425,null,57524,null,3923,null,340530,null,7418,null,754116,null,7107,null,38128,null,2722,null,29712,null,2572,null,43894,null,3012,null,78624,null,3962,null,105111,null,4552,null,112294,null,4601,null,97354,null,4490,null,60402,null,3703,null,22971,null,2620,null,165626,null,5032,null,696173,null,6559,null,22562,null,2110,null,15649,null,1759,null,32449,null,2479,null,42078,null,3220,null,69559,null,4126,null,101745,null,4161,null,132390,null,5034,null,70284,null,4009,null,34553,null,3039,null,174904,null,5910,null,0400000US19,Iowa,19
1309712,null,10496,null,45143,null,3743,null,38564,null,2864,null,59693,null,3728,null,97912,null,5372,null,141936,null,5352,null,202048,null,5560,null,230364,null,6646,null,128090,null,5841,null,61937,null,3993,null,304025,null,8882,null,697158,null,6820,null,27044,null,2387,null,25642,null,2209,null,38808,null,2772,null,63165,null,4144,null,86331,null,4312,null,110933,null,4107,null,109772,null,4717,null,64301,null,4151,null,25648,null,2329,null,145514,null,5933,null,612554,null,8059,null,18099,null,2644,null,12922,null,1650,null,20885,null,2038,null,34747,null,3020,null,55605,null,3462,null,91115,null,4003,null,120592,null,4860,null,63789,null,3742,null,36289,null,2836,null,158511,null,5528,null,0400000US20,Kansas,20
1768400,null,14552,null,76809,null,5792,null,60471,null,4004,null,91602,null,4868,null,161407,null,6954,null,194462,null,7055,null,259657,null,8388,null,236587,null,7242,null,165186,null,7173,null,79819,null,4621,null,442400,null,11635,null,931830,null,10284,null,54102,null,4884,null,40794,null,3251,null,58782,null,3834,null,99739,null,5266,null,108769,null,5655,null,125594,null,5872,null,105740,null,4567,null,76958,null,4733,null,31876,null,2884,null,229476,null,7545,null,836570,null,9427,null,22707,null,2376,null,19677,null,2218,null,32820,null,2991,null,61668,null,4055,null,85693,null,4144,null,134063,null,5749,null,130847,null,5310,null,88228,null,5307,null,47943,null,3364,null,212924,null,7650,null,0400000US21,Kentucky,21
1913069,null,15498,null,111188,null,6230,null,87367,null,5153,null,114933,null,6148,null,193909,null,7814,null,220469,null,8287,null,304036,null,8487,null,261559,null,8665,null,175740,null,7365,null,68552,null,4297,null,375316,null,10918,null,1007098,null,11182,null,85564,null,5119,null,67362,null,4097,null,79088,null,4563,null,125883,null,6489,null,122687,null,5950,null,142371,null,5094,null,104294,null,4623,null,81852,null,4763,null,26247,null,2665,null,171750,null,7072,null,905971,null,10864,null,25624,null,3330,null,20005,null,2545,null,35845,null,3779,null,68026,null,4202,null,97782,null,5183,null,161665,null,6135,null,157265,null,6709,null,93888,null,5716,null,42305,null,3598,null,203566,null,8313,null,0400000US22,Louisiana,22
602639,null,7571,null,30450,null,3085,null,26169,null,2440,null,31567,null,2764,null,59838,null,3786,null,67245,null,3904,null,87681,null,4233,null,83195,null,3275,null,56750,null,2964,null,27312,null,2818,null,132432,null,5399,null,308243,null,4824,null,22574,null,2559,null,18922,null,1925,null,20868,null,2058,null,37013,null,3099,null,36349,null,2439,null,41098,null,3344,null,33906,null,2461,null,26831,null,2607,null,10440,null,1695,null,60242,null,3168,null,294396,null,5296,null,7876,null,1316,null,7247,null,1300,null,10699,null,1527,null,22825,null,2420,null,30896,null,2619,null,46583,null,2825,null,49289,null,2522,null,29919,null,2143,null,16872,null,1920,null,72190,null,3940,null,0400000US23,Maine,23
2723313,null,15940,null,107815,null,5951,null,109577,null,6179,null,152588,null,5512,null,252789,null,7261,null,277072,null,8810,null,391643,null,10271,null,327632,null,9667,null,324722,null,9758,null,176394,null,6949,null,603081,null,11704,null,1383246,null,11156,null,78453,null,4846,null,74025,null,4142,null,96168,null,5047,null,146074,null,5710,null,147686,null,5907,null,185510,null,7775,null,141762,null,5695,null,144325,null,6665,null,77310,null,4540,null,291933,null,7129,null,1340067,null,12539,null,29362,null,3203,null,35552,null,3695,null,56420,null,3868,null,106715,null,5179,null,129386,null,6474,null,206133,null,7757,null,185870,null,7053,null,180397,null,6859,null,99084,null,4933,null,311148,null,8007,null,0400000US24,Maryland,24
3095379,null,16698,null,79664,null,5225,null,81492,null,5228,null,123573,null,4933,null,243691,null,10514,null,311063,null,8843,null,450583,null,10057,null,404289,null,11290,null,425183,null,11664,null,233504,null,7952,null,742337,null,14073,null,1577548,null,12866,null,60355,null,4189,null,59408,null,3976,null,82623,null,3841,null,153356,null,7844,null,169987,null,6549,null,238613,null,8144,null,179072,null,7208,null,193345,null,7724,null,93596,null,5092,null,347193,null,10630,null,1517831,null,11613,null,19309,null,2219,null,22084,null,2893,null,40950,null,3161,null,90335,null,5245,null,141076,null,5978,null,211970,null,7333,null,225217,null,7539,null,231838,null,8482,null,139908,null,5818,null,395144,null,10016,null,0400000US25,Massachusetts,25
3988813,null,22515,null,146409,null,5652,null,131868,null,6026,null,191833,null,6545,null,314611,null,8685,null,377787,null,8026,null,544743,null,11694,null,546335,null,10245,null,417995,null,10802,null,243488,null,7419,null,1073744,null,15048,null,2034692,null,14324,null,96285,null,4639,null,89661,null,4919,null,122824,null,5189,null,197140,null,7107,null,210803,null,6530,null,280666,null,8186,null,254848,null,7771,null,185239,null,6435,null,100663,null,4469,null,496563,null,10731,null,1954121,null,15008,null,50124,null,3361,null,42207,null,3467,null,69009,null,3863,null,117471,null,4864,null,166984,null,4616,null,264077,null,6801,null,291487,null,7780,null,232756,null,6969,null,142825,null,5699,null,577181,null,10997,null,0400000US26,Michigan,26
2526447,null,13610,null,92848,null,4300,null,79065,null,4113,null,126388,null,4702,null,214344,null,6228,null,282243,null,7786,null,376054,null,7619,null,380345,null,8662,null,247146,null,6491,null,122774,null,6398,null,605240,null,11324,null,1308829,null,9186,null,64735,null,3768,null,52872,null,2740,null,76941,null,3434,null,129628,null,4408,null,151635,null,5436,null,191930,null,5499,null,174975,null,5871,null,117534,null,5020,null,53646,null,3468,null,294933,null,7822,null,1217618,null,8901,null,28113,null,1978,null,26193,null,2490,null,49447,null,2651,null,84716,null,4055,null,130608,null,4667,null,184124,null,5042,null,205370,null,6218,null,129612,null,4424,null,69128,null,4683,null,310307,null,7161,null,0400000US27,Minnesota,27
1155788,null,12702,null,64743,null,5224,null,46459,null,4064,null,65597,null,4420,null,118552,null,5682,null,153189,null,7970,null,189701,null,6645,null,160867,null,6341,null,89883,null,4976,null,33955,null,2930,null,232842,null,7685,null,595139,null,8388,null,44946,null,4039,null,33394,null,3762,null,44501,null,4272,null,76402,null,4503,null,80604,null,4909,null,87573,null,3956,null,68297,null,4248,null,39180,null,3133,null,12683,null,1882,null,107559,null,6246,null,560649,null,9025,null,19797,null,2889,null,13065,null,1841,null,21096,null,2253,null,42150,null,3065,null,72585,null,4822,null,102128,null,5580,null,92570,null,4156,null,50703,null,3890,null,21272,null,2234,null,125283,null,5133,null,0400000US28,Mississippi,28
2632874,null,16726,null,101815,null,5170,null,90733,null,4895,null,144855,null,5842,null,246616,null,8191,null,296330,null,7637,null,397140,null,9146,null,369233,null,8662,null,246263,null,7302,null,123302,null,5300,null,616587,null,11820,null,1357481,null,11504,null,67743,null,3986,null,61144,null,4043,null,90934,null,4715,null,150652,null,6865,null,163419,null,5393,null,191899,null,6255,null,161768,null,6597,null,116293,null,5028,null,50248,null,3582,null,303381,null,9089,null,1275393,null,11081,null,34072,null,3196,null,29589,null,2431,null,53921,null,3888,null,95964,null,3880,null,132911,null,5106,null,205241,null,6154,null,207465,null,5507,null,129970,null,6340,null,73054,null,3748,null,313206,null,7669,null,0400000US29,Missouri,29
430745,null,6267,null,13109,null,1619,null,8941,null,1254,null,15559,null,1595,null,24779,null,2552,null,40965,null,2868,null,60885,null,3889,null,89394,null,4240,null,48866,null,3560,null,27505,null,2713,null,100742,null,5053,null,221569,null,4546,null,8982,null,1284,null,5331,null,920,null,8964,null,1101,null,16093,null,2263,null,25472,null,2375,null,36223,null,2963,null,40482,null,2926,null,23511,null,2548,null,11473,null,2094,null,45038,null,3390,null,209176,null,4375,null,4127,null,978,null,3610,null,861,null,6595,null,1292,null,8686,null,1222,null,15493,null,1639,null,24662,null,2108,null,48912,null,3031,null,25355,null,2396,null,16032,null,1841,null,55704,null,3162,null,0400000US30,Montana,30
880527,null,8254,null,31045,null,2720,null,26195,null,2169,null,38918,null,2935,null,66482,null,3992,null,102830,null,5199,null,125671,null,5181,null,163203,null,5262,null,82706,null,4024,null,40063,null,2728,null,203414,null,6695,null,463035,null,5601,null,22045,null,2176,null,16130,null,1645,null,22598,null,2275,null,42286,null,3299,null,64032,null,3767,null,69524,null,3660,null,75278,null,3519,null,37667,null,3041,null,15094,null,1793,null,98381,null,5175,null,417492,null,5438,null,9000,null,1188,null,10065,null,1519,null,16320,null,1559,null,24196,null,2148,null,38798,null,2799,null,56147,null,3612,null,87925,null,4006,null,45039,null,2778,null,24969,null,2036,null,105033,null,4376,null,0400000US31,Nebraska,31
1161756,null,14097,null,81586,null,4642,null,54921,null,4079,null,59869,null,4498,null,106603,null,6104,null,98716,null,4782,null,129197,null,7140,null,119115,null,5620,null,108742,null,6053,null,47479,null,3825,null,355528,null,11649,null,646038,null,9058,null,56929,null,3893,null,41842,null,3615,null,40804,null,3732,null,73945,null,5260,null,54936,null,4183,null,65296,null,4613,null,50348,null,3413,null,54098,null,4234,null,20322,null,2508,null,187518,null,7202,null,515718,null,9723,null,24657,null,2798,null,13079,null,1968,null,19065,null,2194,null,32658,null,2684,null,43780,null,3167,null,63901,null,4598,null,68767,null,4414,null,54644,null,4012,null,27157,null,3000,null,168010,null,7484,null,0400000US32,Nevada,32
643016,null,8624,null,28647,null,2677,null,18821,null,1777,null,31514,null,2525,null,55622,null,3846,null,75965,null,4125,null,93177,null,4738,null,90023,null,4573,null,72344,null,4235,null,33851,null,3131,null,143052,null,6010,null,333285,null,5957,null,21223,null,2343,null,13801,null,1518,null,21201,null,2325,null,34518,null,3026,null,46022,null,3080,null,48824,null,3142,null,37543,null,2979,null,32311,null,2707,null,13730,null,1874,null,64112,null,3897,null,309731,null,4940,null,7424,null,1462,null,5020,null,935,null,10313,null,1525,null,21104,null,2157,null,29943,null,2695,null,44353,null,3315,null,52480,null,3279,null,40033,null,2914,null,20121,null,2165,null,78940,null,4257,null,0400000US33,New Hampshire,33
3936495,null,21092,null,117803,null,5209,null,99296,null,5636,null,147106,null,6833,null,299603,null,9124,null,375201,null,9062,null,592714,null,12759,null,510003,null,11801,null,572812,null,11534,null,307619,null,9135,null,914338,null,17908,null,2098523,null,13425,null,87601,null,4486,null,75099,null,4775,null,106738,null,5934,null,202841,null,7403,null,218228,null,6569,null,319875,null,9382,null,239955,null,7809,null,263357,null,8772,null,121748,null,5837,null,463081,null,12642,null,1837972,null,12983,null,30202,null,3039,null,24197,null,2898,null,40368,null,3346,null,96762,null,4886,null,156973,null,6703,null,272839,null,8710,null,270048,null,7239,null,309455,null,8281,null,185871,null,6866,null,451257,null,9922,null,0400000US34,New Jersey,34
817459,null,11511,null,27321,null,2995,null,24757,null,2677,null,38813,null,3148,null,74059,null,4333,null,86203,null,4809,null,122009,null,7093,null,135772,null,6279,null,82952,null,4929,null,40260,null,2955,null,185313,null,7967,null,428392,null,8564,null,19943,null,2472,null,19358,null,2286,null,27162,null,2736,null,48664,null,3962,null,50386,null,3582,null,61395,null,4829,null,57973,null,4149,null,36885,null,2848,null,15187,null,1880,null,91439,null,5207,null,389067,null,7739,null,7378,null,1682,null,5399,null,1332,null,11651,null,1519,null,25395,null,2294,null,35817,null,3373,null,60614,null,4487,null,77799,null,4492,null,46067,null,3781,null,25073,null,2745,null,93874,null,6318,null,0400000US35,New Mexico,35
8562239,null,30400,null,241933,null,9021,null,215182,null,8503,null,302255,null,8901,null,624418,null,12720,null,755594,null,14115,null,1267275,null,18394,null,1090327,null,17539,null,1208227,null,18550,null,668689,null,12439,null,2188339,null,24098,null,4462581,null,21599,null,174198,null,7523,null,157572,null,6940,null,205531,null,7432,null,400886,null,10115,null,430226,null,10129,null,651801,null,13023,null,492109,null,10327,null,546002,null,12577,null,274486,null,8230,null,1129770,null,18095,null,4099658,null,21040,null,67735,null,5430,null,57610,null,3979,null,96724,null,5526,null,223532,null,8332,null,325368,null,9026,null,615474,null,12225,null,598218,null,13986,null,662225,null,11928,null,394203,null,9737,null,1058569,null,16999,null,0400000US36,New York,36
3971560,null,21562,null,127408,null,6370,null,124326,null,6746,null,184216,null,7997,null,341638,null,11798,null,431457,null,10214,null,633266,null,11903,null,585237,null,11947,null,428473,null,12669,null,213634,null,9042,null,901905,null,18141,null,2075094,null,14963,null,83626,null,5390,null,87054,null,5974,null,123789,null,6609,null,217085,null,8214,null,253270,null,7359,null,321965,null,8459,null,266088,null,7848,null,202491,null,8526,null,91275,null,5561,null,428451,null,12268,null,1896466,null,15949,null,43782,null,3466,null,37272,null,3959,null,60427,null,3788,null,124553,null,6669,null,178187,null,6217,null,311301,null,8620,null,319149,null,9045,null,225982,null,8148,null,122359,null,6105,null,473454,null,11133,null,0400000US37,North Carolina,37
