B25081_001E,B25081_001EA,B25081_001M,B25081_001MA,B25081_002E,B25081_002EA,B25081_002M,B25081_002MA,B25081_003E,B25081_003EA,B25081_003M,B25081_003MA,B25081_004E,B25081_004EA,B25081_004M,B25081_004MA,B25081_005E,B25081_005EA,B25081_005M,B25081_005MA,B25081_006E,B25081_006EA,B25081_006M,B25081_006MA,B25081_007E,B25081_007EA,B25081_007M,B25081_007MA,B25081_008E,B25081_008EA,B25081_008M,B25081_008MA,GEO_ID,NAME,state
936919,null,9031,null,655589,null,8852,null,176595,null,5128,null,53025,null,3243,null,123570,null,4727,null,6577,null,1148,null,472417,null,8205,null,281330,null,6358,null,0400000US41,Oregon,41
3467285,null,17499,null,2205428,null,16462,null,570816,null,7933,null,116060,null,3957,null,454756,null,7123,null,20516,null,1982,null,1614096,null,15984,null,1261857,null,12083,null,0400000US42,Pennsylvania,42
257680,null,4568,null,186002,null,4535,null,54635,null,3029,null,11131,null,1667,null,43504,null,2709,null,2423,null,795,null,128944,null,4470,null,71678,null,3263,null,0400000US44,Rhode Island,44
1213577,null,11626,null,769352,null,10232,null,163260,null,6448,null,40022,null,3478,null,123238,null,5278,null,5811,null,1421,null,600281,null,9995,null,444225,null,7950,null,0400000US45,South Carolina,45
215033,null,3921,null,126093,null,3736,null,24305,null,1820,null,6329,null,1063,null,17976,null,1612,null,1120,null,417,null,100668,null,3868,null,88940,null,3081,null,0400000US46,South Dakota,46
1692157,null,14484,null,1085291,null,11739,null,202297,null,6906,null,64649,null,3730,null,137648,null,6020,null,6615,null,1243,null,876379,null,11133,null,606866,null,8362,null,0400000US47,Tennessee,47
5430700,null,23806,null,3428275,null,21069,null,362776,null,7708,null,172444,null,5410,null,190332,null,5503,null,12751,null,2075,null,3052748,null,20298,null,2002425,null,18808,null,0400000US48,Texas,48
617106,null,7080,null,455691,null,6853,null,115877,null,4257,null,42407,null,2957,null,73470,null,3210,null,4770,null,1157,null,335044,null,6298,null,161415,null,4515,null,0400000US49,Utah,49
179447,null,3107,null,121554,null,3286,null,30233,null,2263,null,4434,null,769,null,25799,null,2157,null,598,null,313,null,90723,null,2988,null,57893,null,2350,null,0400000US50,Vermont,50
2024529,null,15173,null,1475470,null,15504,null,406321,null,9291,null,107157,null,5344,null,299164,null,8192,null,18168,null,2127,null,1050981,null,15597,null,549059,null,10107,null,0400000US51,Virginia,51
1645662,null,12603,null,1195537,null,11320,null,322233,null,7706,null,90592,null,4664,null,231641,null,6117,null,15277,null,2236,null,858027,null,10833,null,450125,null,8819,null,0400000US53,Washington,53
551063,null,6864,null,274517,null,5950,null,41385,null,3297,null,10384,null,1695,null,31001,null,2774,null,1834,null,603,null,231298,null,5976,null,276546,null,6179,null,0400000US54,West Virginia,54
1567336,null,10758,null,1074592,null,10341,null,303677,null,6236,null,78547,null,3231,null,225130,null,5415,null,11432,null,1528,null,759483,null,9136,null,492744,null,6492,null,0400000US55,Wisconsin,55
151460,null,3613,null,93297,null,3737,null,15762,null,2124,null,6652,null,1472,null,9110,null,1361,null,925,null,438,null,76610,null,3676,null,58163,null,3551,null,0400000US56,Wyoming,56
844860,null,7873,null,319779,null,7028,null,17073,null,1503,null,12723,null,1285,null,4350,null,758,null,1621,null,681,null,301085,null,7060,null,525081,null,7091,null,0400000US72,Puerto Rico,72
