B25081_001E,B25081_001EA,B25081_001M,B25081_001MA,B25081_002E,B25081_002EA,B25081_002M,B25081_002MA,B25081_003E,B25081_003EA,B25081_003M,B25081_003MA,B25081_004E,B25081_004EA,B25081_004M,B25081_004MA,B25081_005E,B25081_005EA,B25081_005M,B25081_005MA,B25081_006E,B25081_006EA,B25081_006M,B25081_006MA,B25081_007E,B25081_007EA,B25081_007M,B25081_007MA,B25081_008E,B25081_008EA,B25081_008M,B25081_008MA,GEO_ID,NAME,state
1285879,null,10656,null,779325,null,11540,null,149109,null,5771,null,46092,null,3545,null,103017,null,4314,null,6053,null,1240,null,624163,null,11017,null,506554,null,9492,null,0400000US01,Alabama,01
154337,null,3768,null,104790,null,4016,null,16651,null,1830,null,3971,null,952,null,12680,null,1600,null,648,null,515,null,87491,null,3775,null,49547,null,2899,null,0400000US02,Alaska,02
1526790,null,12373,null,1076371,null,12607,null,262561,null,7949,null,73497,null,4846,null,189064,null,5990,null,11481,null,1694,null,802329,null,12244,null,450419,null,8066,null,0400000US04,Arizona,04
742860,null,10442,null,435512,null,8884,null,49359,null,3185,null,18052,null,1868,null,31307,null,2512,null,1786,null,668,null,384367,null,7987,null,307348,null,6395,null,0400000US05,Arkansas,05
6910054,null,26866,null,5226588,null,27593,null,1534453,null,19125,null,447594,null,12064,null,1086859,null,14861,null,95127,null,5135,null,3597008,null,26753,null,1683466,null,16569,null,0400000US06,California,06
1279955,null,10174,null,971804,null,9735,null,279688,null,6660,null,106276,null,4498,null,173412,null,5212,null,12852,null,2101,null,679264,null,10599,null,308151,null,6700,null,0400000US08,Colorado,08
913166,null,7185,null,659299,null,8016,null,192860,null,6383,null,40136,null,3002,null,152724,null,5639,null,6023,null,1292,null,460416,null,8678,null,253867,null,5724,null,0400000US09,Connecticut,09
240908,null,4399,null,168711,null,4461,null,42562,null,2737,null,10693,null,1606,null,31869,null,2184,null,2313,null,688,null,123836,null,4119,null,72197,null,2671,null,0400000US10,Delaware,10
111618,null,3411,null,87382,null,3517,null,24057,null,2452,null,7798,null,1368,null,16259,null,1997,null,1158,null,522,null,62167,null,3595,null,24236,null,2203,null,0400000US11,District of Columbia,11
4785064,null,27252,null,3093098,null,23983,null,753544,null,11988,null,175423,null,6830,null,578121,null,11005,null,31425,null,2555,null,2308129,null,23592,null,1691966,null,17640,null,0400000US12,Florida,12
2325917,null,19632,null,1655875,null,18168,null,388241,null,8925,null,126439,null,6078,null,261802,null,7682,null,14436,null,1760,null,1253198,null,17896,null,670042,null,12260,null,0400000US13,Georgia,13
252881,null,6432,null,177529,null,5722,null,45992,null,3304,null,11425,null,1804,null,34567,null,2920,null,2249,null,801,null,129288,null,4855,null,75352,null,3378,null,0400000US15,Hawaii,15
399498,null,5977,null,278102,null,6572,null,67648,null,3543,null,21249,null,2102,null,46399,null,3283,null,2045,null,588,null,208409,null,6133,null,121396,null,4260,null,0400000US16,Idaho,16
3235065,null,15882,null,2251649,null,15693,null,549112,null,9424,null,121979,null,5193,null,427133,null,8947,null,19248,null,2602,null,1683289,null,14317,null,983416,null,10722,null,0400000US17,Illinois,17
1744831,null,14143,null,1223347,null,14477,null,280081,null,8482,null,74318,null,4017,null,205763,null,7053,null,8963,null,1522,null,934303,null,14481,null,521484,null,9708,null,0400000US18,Indiana,18
884301,null,8410,null,559814,null,7131,null,115331,null,4070,null,34785,null,1986,null,80546,null,3736,null,5246,null,958,null,439237,null,6926,null,324487,null,5836,null,0400000US19,Iowa,19
749151,null,7504,null,486683,null,7126,null,89283,null,4411,null,27695,null,2599,null,61588,null,3286,null,3707,null,673,null,393693,null,7332,null,262468,null,6049,null,0400000US20,Kansas,20
1163029,null,12289,null,724517,null,12426,null,162092,null,5961,null,42221,null,3172,null,119871,null,4905,null,3771,null,843,null,558654,null,11901,null,438512,null,7785,null,0400000US21,Kentucky,21
1146560,null,10008,null,651071,null,8845,null,96042,null,4408,null,33403,null,2841,null,62639,null,3672,null,4469,null,986,null,550560,null,8600,null,495489,null,8625,null,0400000US22,Louisiana,22
396341,null,5297,null,263918,null,4449,null,67545,null,3667,null,10850,null,1478,null,56695,null,3620,null,2642,null,778,null,193731,null,4586,null,132423,null,4194,null,0400000US23,Maine,23
1436362,null,11234,null,1102684,null,10884,null,325569,null,8303,null,80241,null,4875,null,245328,null,6730,null,16115,null,2313,null,761000,null,10270,null,333678,null,6079,null,0400000US24,Maryland,24
1589421,null,12326,null,1155696,null,12146,null,339637,null,8669,null,75000,null,3640,null,264637,null,7964,null,11630,null,1828,null,804429,null,10547,null,433725,null,7575,null,0400000US25,Massachusetts,25
2795638,null,15898,null,1882846,null,14713,null,507529,null,8403,null,108634,null,4361,null,398895,null,7955,null,15871,null,2091,null,1359446,null,13141,null,912792,null,10873,null,0400000US26,Michigan,26
1537420,null,9655,null,1096579,null,8131,null,318307,null,7118,null,87376,null,4108,null,230931,null,6057,null,13538,null,1590,null,764734,null,8571,null,440841,null,6001,null,0400000US27,Minnesota,27
760954,null,9164,null,427313,null,8198,null,50248,null,3354,null,16066,null,1798,null,34182,null,2504,null,1789,null,538,null,375276,null,7997,null,333641,null,7463,null,0400000US28,Mississippi,28
1616365,null,12338,null,1078256,null,12190,null,220524,null,6638,null,65742,null,4019,null,154782,null,5404,null,7261,null,1303,null,850471,null,11203,null,538109,null,8301,null,0400000US29,Missouri,29
259779,null,5241,null,150921,null,4857,null,27057,null,1949,null,7777,null,1153,null,19280,null,1636,null,1378,null,623,null,122486,null,4621,null,108858,null,3730,null,0400000US30,Montana,30
478209,null,6374,null,310747,null,5573,null,67474,null,2928,null,21744,null,1936,null,45730,null,2554,null,2159,null,613,null,241114,null,5425,null,167462,null,3881,null,0400000US31,Nebraska,31
572214,null,8475,null,440311,null,8679,null,112916,null,5203,null,46699,null,3708,null,66217,null,3757,null,4518,null,1202,null,322877,null,8157,null,131903,null,4770,null,0400000US32,Nevada,32
367316,null,4946,null,257807,null,5661,null,69983,null,2491,null,15685,null,1689,null,54298,null,2484,null,2381,null,772,null,185443,null,5697,null,109509,null,4495,null,0400000US33,New Hampshire,33
2086551,null,13280,null,1488050,null,13751,null,405313,null,7910,null,69425,null,3352,null,335888,null,7028,null,14343,null,1732,null,1068394,null,12381,null,598501,null,8069,null,0400000US34,New Jersey,34
514530,null,6487,null,310823,null,6906,null,49231,null,3326,null,18419,null,2084,null,30812,null,2678,null,2445,null,844,null,259147,null,7099,null,203707,null,5871,null,0400000US35,New Mexico,35
3955096,null,19708,null,2579280,null,17820,null,621260,null,8889,null,98142,null,4588,null,523118,null,8759,null,20406,null,2044,null,1937614,null,19742,null,1375816,null,13135,null,0400000US36,New York,36
2449917,null,18145,null,1661351,null,18020,null,409907,null,8413,null,94400,null,5297,null,315507,null,7206,null,14689,null,2152,null,1236755,null,16884,null,788566,null,10941,null,0400000US37,North Carolina,37
184159,null,3181,null,101911,null,3184,null,18282,null,1562,null,5646,null,943,null,12636,null,1250,null,607,null,285,null,83022,null,2955,null,82248,null,2614,null,0400000US38,North Dakota,38
3080013,null,18866,null,2108697,null,15581,null,573818,null,11459,null,131285,null,5749,null,442533,null,9394,null,20170,null,2030,null,1514709,null,15202,null,971316,null,11712,null,0400000US39,Ohio,39
960901,null,9207,null,572509,null,8546,null,75704,null,4078,null,34975,null,2784,null,40729,null,2728,null,4018,null,1011,null,492787,null,8430,null,388392,null,5835,null,0400000US40,Oklahoma,40
