B06007_001E,B06007_001EA,B06007_001M,B06007_001MA,B06007_002E,B06007_002EA,B06007_002M,B06007_002MA,B06007_003E,B06007_003EA,B06007_003M,B06007_003MA,B06007_004E,B06007_004EA,B06007_004M,B06007_004MA,B06007_005E,B06007_005EA,B06007_005M,B06007_005MA,B06007_006E,B06007_006EA,B06007_006M,B06007_006MA,B06007_007E,B06007_007EA,B06007_007M,B06007_007MA,B06007_008E,B06007_008EA,B06007_008M,B06007_008MA,B06007_009E,B06007_009EA,B06007_009M,B06007_009MA,B06007_010E,B06007_010EA,B06007_010M,B06007_010MA,B06007_011E,B06007_011EA,B06007_011M,B06007_011MA,B06007_012E,B06007_012EA,B06007_012M,B06007_012MA,B06007_013E,B06007_013EA,B06007_013M,B06007_013MA,B06007_014E,B06007_014EA,B06007_014M,B06007_014MA,B06007_015E,B06007_015EA,B06007_015M,B06007_015MA,B06007_016E,B06007_016EA,B06007_016M,B06007_016MA,B06007_017E,B06007_017EA,B06007_017M,B06007_017MA,B06007_018E,B06007_018EA,B06007_018M,B06007_018MA,B06007_019E,B06007_019EA,B06007_019M,B06007_019MA,B06007_020E,B06007_020EA,B06007_020M,B06007_020MA,B06007_021E,B06007_021EA,B06007_021M,B06007_021MA,B06007_022E,B06007_022EA,B06007_022M,B06007_022MA,B06007_023E,B06007_023EA,B06007_023M,B06007_023MA,B06007_024E,B06007_024EA,B06007_024M,B06007_024MA,B06007_025E,B06007_025EA,B06007_025M,B06007_025MA,B06007_026E,B06007_026EA,B06007_026M,B06007_026MA,B06007_027E,B06007_027EA,B06007_027M,B06007_027MA,B06007_028E,B06007_028EA,B06007_028M,B06007_028MA,B06007_029E,B06007_029EA,B06007_029M,B06007_029MA,B06007_030E,B06007_030EA,B06007_030M,B06007_030MA,B06007_031E,B06007_031EA,B06007_031M,B06007_031MA,B06007_032E,B06007_032EA,B06007_032M,B06007_032MA,B06007_033E,B06007_033EA,B06007_033M,B06007_033MA,B06007_034E,B06007_034EA,B06007_034M,B06007_034MA,B06007_035E,B06007_035EA,B06007_035M,B06007_035MA,B06007_036E,B06007_036EA,B06007_036M,B06007_036MA,B06007_037E,B06007_037EA,B06007_037M,B06007_037MA,B06007_038E,B06007_038EA,B06007_038M,B06007_038MA,B06007_039E,B06007_039EA,B06007_039M,B06007_039MA,B06007_040E,B06007_040EA,B06007_040M,B06007_040MA,GEO_ID,NAME,state
4394837,null,2930,null,4191173,null,6638,null,124299,null,5611,null,58628,null,4689,null,65671,null,4209,null,79365,null,4478,null,54094,null,4493,null,25271,null,2224,null,3031598,null,18852,null,2991537,null,18436,null,28442,null,3343,null,22186,null,3149,null,6256,null,1230,null,11619,null,1958,null,10689,null,1887,null,930,null,469,null,1182163,null,18282,null,1143854,null,17751,null,24227,null,2507,null,18834,null,2296,null,5393,null,1270,null,14082,null,2130,null,12385,null,1922,null,1697,null,602,null,36348,null,3167,null,29046,null,2768,null,5549,null,1280,null,3820,null,1067,null,1729,null,798,null,1753,null,774,null,1753,null,774,null,0,null,273,null,144728,null,4204,null,26736,null,3013,null,66081,null,3443,null,13788,null,2246,null,52293,null,3539,null,51911,null,3014,null,29267,null,2878,null,22644,null,2027,null,0400000US01,Alabama,01
643692,null,1295,null,538043,null,5168,null,26859,null,2944,null,19867,null,2355,null,6992,null,2130,null,78790,null,4179,null,47139,null,3640,null,31651,null,2582,null,236312,null,6474,null,197209,null,6334,null,4061,null,1337,null,3804,null,1357,null,257,null,274,null,35042,null,2837,null,24720,null,2344,null,10322,null,1307,null,343730,null,6358,null,321812,null,6093,null,11519,null,2031,null,10830,null,2015,null,689,null,393,null,10399,null,1561,null,8886,null,1468,null,1513,null,640,null,14860,null,2101,null,10337,null,1685,null,1573,null,752,null,1432,null,672,null,141,null,196,null,2950,null,1054,null,2163,null,854,null,787,null,564,null,48790,null,3394,null,8685,null,1631,null,9706,null,2246,null,3801,null,1149,null,5905,null,2066,null,30399,null,2433,null,11370,null,2051,null,19029,null,2155,null,0400000US02,Alaska,02
6079191,null,1576,null,4395579,null,24694,null,1304157,null,19243,null,770445,null,15657,null,533712,null,15488,null,379455,null,14008,null,260545,null,12033,null,118910,null,8250,null,2029961,null,22569,null,1452538,null,23866,null,451621,null,15022,null,378754,null,13142,null,72867,null,5890,null,125802,null,6626,null,98114,null,6326,null,27688,null,2985,null,3057819,null,24546,null,2765295,null,23186,null,228775,null,11166,null,196874,null,10347,null,31901,null,4172,null,63749,null,4546,null,54094,null,4132,null,9655,null,1757,null,70629,null,5012,null,49819,null,3823,null,16165,null,2762,null,12270,null,2385,null,3895,null,977,null,4645,null,1322,null,3572,null,1158,null,1073,null,483,null,920782,null,20357,null,127927,null,7386,null,607596,null,15438,null,182547,null,7806,null,425049,null,14199,null,185259,null,9346,null,104765,null,7201,null,80494,null,6774,null,0400000US04,Arizona,04
2687139,null,2239,null,2504624,null,7318,null,136538,null,4372,null,68763,null,4804,null,67775,null,3892,null,45977,null,4269,null,29881,null,3590,null,16096,null,2613,null,1594743,null,14771,null,1558289,null,14661,null,29144,null,3572,null,21126,null,2999,null,8018,null,1782,null,7310,null,1740,null,6080,null,1643,null,1230,null,494,null,954970,null,14666,null,914665,null,13938,null,29561,null,3364,null,24217,null,3414,null,5344,null,1222,null,10744,null,1818,null,9238,null,1738,null,1506,null,745,null,18238,null,2290,null,14537,null,1992,null,3188,null,1236,null,2315,null,1030,null,873,null,549,null,513,null,403,null,513,null,403,null,0,null,273,null,119188,null,4645,null,17133,null,2374,null,74645,null,3326,null,21105,null,2439,null,53540,null,3505,null,27410,null,3025,null,14050,null,2302,null,13360,null,2337,null,0400000US05,Arkansas,05
34212484,null,3343,null,19461770,null,52155,null,9816432,null,41248,null,5158217,null,37084,null,4658215,null,39243,null,4934282,null,28549,null,2803333,null,26430,null,2130949,null,24837,null,17265370,null,54204,null,12362305,null,53007,null,4058965,null,33507,null,3381858,null,30582,null,677107,null,16054,null,844100,null,15917,null,721214,null,16039,null,122886,null,5755,null,6641337,null,40095,null,5970266,null,37253,null,440653,null,11230,null,347432,null,10005,null,93221,null,5406,null,230418,null,7914,null,197920,null,7680,null,32498,null,2600,null,406453,null,12212,null,205982,null,8331,null,104723,null,6835,null,71886,null,5523,null,32837,null,3415,null,95748,null,5897,null,72534,null,5120,null,23214,null,2562,null,9899324,null,46378,null,923217,null,16802,null,5212091,null,37296,null,1357041,null,22800,null,3855050,null,38412,null,3764016,null,27523,null,1811665,null,21153,null,1952351,null,23181,null,0400000US06,California,06
4660034,null,1862,null,3883103,null,14763,null,552928,null,13473,null,299828,null,9546,null,253100,null,11369,null,224003,null,8495,null,146531,null,7143,null,77472,null,5868,null,1809525,null,18981,null,1615629,null,18820,null,159356,null,8105,null,126938,null,6598,null,32418,null,3871,null,34540,null,3822,null,28093,null,3326,null,6447,null,1788,null,2303250,null,19982,null,2144788,null,18263,null,118562,null,7035,null,94663,null,6604,null,23899,null,2815,null,39900,null,3595,null,34647,null,3339,null,5253,null,1330,null,63847,null,4411,null,47800,null,3519,null,9375,null,2353,null,6464,null,1800,null,2911,null,1200,null,6672,null,2100,null,5865,null,1924,null,807,null,531,null,483412,null,14570,null,74886,null,5300,null,265635,null,12118,null,71763,null,6318,null,193872,null,9339,null,142891,null,7602,null,77926,null,5181,null,64965,null,5697,null,0400000US08,Colorado,08
3308919,null,1147,null,2633025,null,13639,null,340565,null,7162,null,198276,null,7102,null,142289,null,6895,null,335329,null,11239,null,213788,null,8917,null,121541,null,6340,null,1794512,null,16211,null,1644645,null,17129,null,87298,null,5928,null,78117,null,5641,null,9181,null,1933,null,62569,null,5102,null,54769,null,4801,null,7800,null,1424,null,938038,null,12995,null,851689,null,12211,null,48586,null,3957,null,42498,null,3932,null,6088,null,1140,null,37763,null,3249,null,32715,null,2914,null,5048,null,1091,null,120155,null,6138,null,22252,null,2303,null,91699,null,5247,null,43919,null,3396,null,47780,null,3745,null,6204,null,1571,null,4175,null,914,null,2029,null,1009,null,456214,null,11328,null,114439,null,6170,null,112982,null,6609,null,33742,null,3831,null,79240,null,5627,null,228793,null,9751,null,122129,null,6798,null,106664,null,6243,null,0400000US09,Connecticut,09
825661,null,256,null,731261,null,5813,null,45877,null,3443,null,24291,null,3169,null,21586,null,2640,null,48523,null,4462,null,33404,null,3466,null,15119,null,2635,null,357528,null,8006,null,341842,null,8170,null,10375,null,2077,null,8473,null,1951,null,1902,null,610,null,5311,null,1531,null,4799,null,1384,null,512,null,318,null,382623,null,8471,null,364467,null,8145,null,9172,null,1888,null,7132,null,1842,null,2040,null,620,null,8984,null,1549,null,7680,null,1525,null,1304,null,683,null,12303,null,1915,null,6731,null,1627,null,4707,null,1206,null,2858,null,1083,null,1849,null,661,null,865,null,485,null,746,null,428,null,119,null,195,null,73207,null,4946,null,18221,null,3332,null,21623,null,2643,null,5828,null,1757,null,15795,null,2509,null,33363,null,3404,null,20179,null,2352,null,13184,null,2386,null,0400000US10,Delaware,10
561505,null,772,null,490979,null,4473,null,35598,null,3174,null,21145,null,2644,null,14453,null,2425,null,34928,null,3071,null,26680,null,2598,null,8248,null,1570,null,214105,null,5487,null,205575,null,5991,null,6283,null,1612,null,5362,null,1530,null,921,null,485,null,2247,null,705,null,1532,null,606,null,715,null,438,null,268249,null,6048,null,251250,null,6074,null,9081,null,1930,null,7437,null,1929,null,1644,null,744,null,7918,null,1361,null,7228,null,1388,null,690,null,315,null,8495,null,1550,null,6366,null,1452,null,1267,null,538,null,1151,null,490,null,116,null,192,null,862,null,443,null,691,null,441,null,171,null,165,null,70656,null,4673,null,27788,null,3934,null,18967,null,2760,null,7195,null,1585,null,11772,null,2461,null,23901,null,2905,null,17229,null,2390,null,6672,null,1492,null,0400000US11,District of Columbia,11
17374812,null,2501,null,12801854,null,33429,null,3352805,null,21415,null,1796054,null,24266,null,1556751,null,20216,null,1220153,null,28308,null,758754,null,21132,null,461399,null,15647,null,5496952,null,36359,null,4740062,null,36850,null,603312,null,15799,null,529896,null,14819,null,73416,null,6007,null,153578,null,8807,null,135119,null,8341,null,18459,null,2841,null,7851611,null,37129,null,7217818,null,35141,null,463281,null,15541,null,401075,null,12946,null,62206,null,5390,null,170512,null,8545,null,149455,null,7951,null,21057,null,2596,null,558968,null,17499,null,169303,null,8704,null,364767,null,14169,null,216941,null,9924,null,147826,null,8516,null,24898,null,3010,null,20183,null,2872,null,4715,null,1345,null,3467281,null,36325,null,674671,null,17785,null,1921445,null,24243,null,648142,null,14806,null,1273303,null,22618,null,871165,null,20983,null,453997,null,14226,null,417168,null,14945,null,0400000US12,Florida,12
