B06007_001E,B06007_001EA,B06007_001M,B06007_001MA,B06007_002E,B06007_002EA,B06007_002M,B06007_002MA,B06007_003E,B06007_003EA,B06007_003M,B06007_003MA,B06007_004E,B06007_004EA,B06007_004M,B06007_004MA,B06007_005E,B06007_005EA,B06007_005M,B06007_005MA,B06007_006E,B06007_006EA,B06007_006M,B06007_006MA,B06007_007E,B06007_007EA,B06007_007M,B06007_007MA,B06007_008E,B06007_008EA,B06007_008M,B06007_008MA,B06007_009E,B06007_009EA,B06007_009M,B06007_009MA,B06007_010E,B06007_010EA,B06007_010M,B06007_010MA,B06007_011E,B06007_011EA,B06007_011M,B06007_011MA,B06007_012E,B06007_012EA,B06007_012M,B06007_012MA,B06007_013E,B06007_013EA,B06007_013M,B06007_013MA,B06007_014E,B06007_014EA,B06007_014M,B06007_014MA,B06007_015E,B06007_015EA,B06007_015M,B06007_015MA,B06007_016E,B06007_016EA,B06007_016M,B06007_016MA,B06007_017E,B06007_017EA,B06007_017M,B06007_017MA,B06007_018E,B06007_018EA,B06007_018M,B06007_018MA,B06007_019E,B06007_019EA,B06007_019M,B06007_019MA,B06007_020E,B06007_020EA,B06007_020M,B06007_020MA,B06007_021E,B06007_021EA,B06007_021M,B06007_021MA,B06007_022E,B06007_022EA,B06007_022M,B06007_022MA,B06007_023E,B06007_023EA,B06007_023M,B06007_023MA,B06007_024E,B06007_024EA,B06007_024M,B06007_024MA,B06007_025E,B06007_025EA,B06007_025M,B06007_025MA,B06007_026E,B06007_026EA,B06007_026M,B06007_026MA,B06007_027E,B06007_027EA,B06007_027M,B06007_027MA,B06007_028E,B06007_028EA,B06007_028M,B06007_028MA,B06007_029E,B06007_029EA,B06007_029M,B06007_029MA,B06007_030E,B06007_030EA,B06007_030M,B06007_030MA,B06007_031E,B06007_031EA,B06007_031M,B06007_031MA,B06007_032E,B06007_032EA,B06007_032M,B06007_032MA,B06007_033E,B06007_033EA,B06007_033M,B06007_033MA,B06007_034E,B06007_034EA,B06007_034M,B06007_034MA,B06007_035E,B06007_035EA,B06007_035M,B06007_035MA,B06007_036E,B06007_036EA,B06007_036M,B06007_036MA,B06007_037E,B06007_037EA,B06007_037M,B06007_037MA,B06007_038E,B06007_038EA,B06007_038M,B06007_038MA,B06007_039E,B06007_039EA,B06007_039M,B06007_039MA,B06007_040E,B06007_040EA,B06007_040M,B06007_040MA,GEO_ID,NAME,state
9084812,null,2958,null,7950037,null,18403,null,658286,null,9669,null,306806,null,10508,null,351480,null,9050,null,476489,null,15703,null,316289,null,13225,null,160200,null,8211,null,4813834,null,32201,null,4630511,null,30072,null,125390,null,7300,null,96656,null,6905,null,28734,null,2888,null,57933,null,5367,null,48128,null,4580,null,9805,null,1669,null,3250153,null,30792,null,3074311,null,30494,null,115151,null,6322,null,94128,null,5665,null,21023,null,2741,null,60691,null,4859,null,55232,null,4820,null,5459,null,1149,null,109371,null,6425,null,73614,null,5262,null,23263,null,3254,null,15924,null,2533,null,7339,null,1718,null,12494,null,2754,null,11137,null,2668,null,1357,null,636,null,911454,null,17692,null,171601,null,9570,null,394482,null,9127,null,100098,null,6370,null,294384,null,8845,null,345371,null,11850,null,201792,null,9852,null,143579,null,7508,null,0400000US13,Georgia,13
1206732,null,578,null,906731,null,10998,null,23763,null,3132,null,17654,null,2781,null,6109,null,1550,null,276238,null,10281,null,139592,null,6391,null,136646,null,8489,null,619163,null,11578,null,551645,null,11636,null,4076,null,1234,null,3499,null,1214,null,577,null,349,null,63442,null,4361,null,48225,null,3972,null,15217,null,2138,null,329716,null,7116,null,303677,null,7125,null,10687,null,2088,null,9070,null,1984,null,1617,null,1047,null,15352,null,2538,null,11526,null,1955,null,3826,null,1506,null,34640,null,3688,null,18071,null,2415,null,1524,null,803,null,1030,null,599,null,494,null,441,null,15045,null,2333,null,9105,null,1923,null,5940,null,1339,null,223213,null,9413,null,33338,null,3339,null,7476,null,1635,null,4055,null,1133,null,3421,null,1020,null,182399,null,8814,null,70736,null,5189,null,111663,null,7275,null,0400000US15,Hawaii,15
1422425,null,1773,null,1281370,null,6053,null,103911,null,4585,null,60847,null,3916,null,43064,null,3228,null,37144,null,3812,null,24336,null,2239,null,12808,null,3236,null,602520,null,12141,null,571162,null,11706,null,24178,null,2506,null,20493,null,2522,null,3685,null,917,null,7180,null,1256,null,6301,null,1156,null,879,null,582,null,710267,null,12002,null,673905,null,11105,null,27205,null,3130,null,23886,null,2853,null,3319,null,1042,null,9157,null,1459,null,7890,null,1330,null,1267,null,499,null,13745,null,2110,null,10724,null,1767,null,2173,null,712,null,1554,null,684,null,619,null,289,null,848,null,480,null,508,null,358,null,340,null,360,null,95893,null,5878,null,25579,null,2922,null,50355,null,3955,null,14914,null,2511,null,35441,null,3019,null,19959,null,3464,null,9637,null,1500,null,10322,null,3062,null,0400000US16,Idaho,16
12017820,null,2303,null,9415760,null,25950,null,1518472,null,15033,null,799088,null,16259,null,719384,null,18637,null,1083588,null,20356,null,660998,null,15984,null,422590,null,16176,null,7827107,null,26561,null,7019284,null,26180,null,574886,null,12976,null,472466,null,13222,null,102420,null,6265,null,232937,null,10059,null,204445,null,8907,null,28492,null,3272,null,2334975,null,24246,null,2175319,null,22893,null,103765,null,6435,null,84297,null,5725,null,19468,null,2410,null,55891,null,4794,null,49294,null,4533,null,6597,null,1303,null,125386,null,6232,null,51730,null,3287,null,55693,null,4838,null,29652,null,3261,null,26041,null,3273,null,17963,null,2367,null,13952,null,2029,null,4011,null,1231,null,1730352,null,23891,null,169427,null,7803,null,784128,null,16218,null,212673,null,9839,null,571455,null,15237,null,776797,null,16130,null,393307,null,10990,null,383490,null,14998,null,0400000US17,Illinois,17
5979302,null,2227,null,5527011,null,12082,null,249623,null,7757,null,130592,null,7059,null,119031,null,5881,null,202668,null,9249,null,137278,null,6532,null,65390,null,5558,null,4006450,null,21625,null,3873251,null,23186,null,66697,null,4261,null,50226,null,3813,null,16471,null,2007,null,66502,null,5129,null,50626,null,3931,null,15876,null,2747,null,1663527,null,21121,null,1585028,null,21929,null,52405,null,3774,null,41743,null,3397,null,10662,null,1848,null,26094,null,2820,null,22825,null,2531,null,3269,null,898,null,32163,null,3037,null,22980,null,2640,null,5602,null,1287,null,3866,null,1051,null,1736,null,677,null,3581,null,857,null,3136,null,852,null,445,null,315,null,277162,null,8179,null,45752,null,3448,null,124919,null,4974,null,34757,null,3441,null,90162,null,4733,null,106491,null,5880,null,60691,null,4029,null,45800,null,4585,null,0400000US18,Indiana,18
2809202,null,1793,null,2625651,null,7032,null,102956,null,4360,null,57930,null,3815,null,45026,null,3199,null,80595,null,4971,null,50981,null,3893,null,29614,null,2668,null,2011895,null,11845,null,1958769,null,12568,null,32416,null,2984,null,27319,null,2880,null,5097,null,968,null,20710,null,2381,null,17710,null,2215,null,3000,null,745,null,669590,null,11866,null,637271,null,11615,null,22803,null,2429,null,18309,null,2158,null,4494,null,1186,null,9516,null,2099,null,8091,null,1995,null,1425,null,603,null,12784,null,1998,null,10042,null,1642,null,1596,null,949,null,788,null,461,null,808,null,715,null,1146,null,622,null,870,null,569,null,276,null,218,null,114933,null,4303,null,19569,null,2219,null,46141,null,3072,null,11514,null,1844,null,34627,null,2884,null,49223,null,3489,null,24310,null,2697,null,24913,null,2408,null,0400000US19,Iowa,19
2614097,null,1866,null,2351283,null,7793,null,175638,null,6049,null,91603,null,4729,null,84035,null,4380,null,87176,null,4245,null,54762,null,4072,null,32414,null,2789,null,1479325,null,13636,null,1420923,null,13560,null,42211,null,3519,null,35252,null,3445,null,6959,null,1226,null,16191,null,1797,null,13846,null,1704,null,2345,null,657,null,944493,null,13424,null,892886,null,13159,null,37542,null,3859,null,29293,null,3257,null,8249,null,1872,null,14065,null,1974,null,12316,null,1961,null,1749,null,584,null,20661,null,2755,null,16016,null,2132,null,3487,null,1325,null,2420,null,1162,null,1067,null,637,null,1158,null,451,null,876,null,428,null,282,null,274,null,169618,null,6157,null,21458,null,2662,null,92398,null,5012,null,24638,null,2848,null,67760,null,3876,null,55762,null,3090,null,27724,null,2718,null,28038,null,2551,null,0400000US20,Kansas,20
4023706,null,2485,null,3843284,null,8322,null,93051,null,4784,null,47481,null,4092,null,45570,null,4423,null,87371,null,5650,null,54344,null,4283,null,33027,null,3536,null,2779005,null,18344,null,2740681,null,18320,null,26046,null,2959,null,20322,null,2551,null,5724,null,1342,null,12278,null,2038,null,10111,null,1914,null,2167,null,696,null,1092904,null,18491,null,1058647,null,18029,null,17130,null,2270,null,13494,null,2106,null,3636,null,973,null,17127,null,2697,null,11314,null,2032,null,5813,null,1671,null,26027,null,2480,null,20641,null,2106,null,2513,null,898,null,1869,null,759,null,644,null,353,null,2873,null,1213,null,2689,null,1217,null,184,null,207,null,125770,null,6009,null,23315,null,2568,null,47362,null,3889,null,11796,null,2411,null,35566,null,3829,null,55093,null,4101,null,30230,null,2623,null,24863,null,3038,null,0400000US21,Kentucky,21
4173509,null,2454,null,3831702,null,9251,null,123992,null,6235,null,74157,null,5499,null,49835,null,3903,null,217815,null,7326,null,162798,null,6697,null,55017,null,4590,null,3239776,null,15396,null,3065876,null,15460,null,35170,null,3311,null,28868,null,2972,null,6302,null,1527,null,138730,null,6224,null,116785,null,5173,null,21945,null,2505,null,758635,null,13434,null,721689,null,13121,null,21174,null,3209,null,16462,null,2804,null,4712,null,1190,null,15772,null,2586,null,13500,null,2290,null,2272,null,842,null,24311,null,2834,null,18047,null,2521,null,3924,null,1108,null,3055,null,918,null,869,null,465,null,2340,null,800,null,1658,null,737,null,682,null,332,null,150787,null,7112,null,26090,null,3191,null,63724,null,4178,null,25772,null,2899,null,37952,null,3662,null,60973,null,4268,null,30855,null,3573,null,30118,null,3509,null,0400000US22,Louisiana,22
1246940,null,956,null,1156082,null,5660,null,12170,null,1795,null,9431,null,1563,null,2739,null,809,null,78688,null,5069,null,58230,null,3856,null,20458,null,3148,null,789040,null,10847,null,744229,null,10972,null,4219,null,1091,null,3533,null,973,null,686,null,368,null,40592,null,3150,null,33826,null,2884,null,6766,null,1238,null,402020,null,10041,null,385477,null,9292,null,5118,null,967,null,4476,null,900,null,642,null,374,null,11425,null,1435,null,9829,null,1361,null,1596,null,528,null,12344,null,1711,null,8655,null,1397,null,1023,null,592,null,457,null,254,null,566,null,503,null,2666,null,847,null,2336,null,812,null,330,null,230,null,43536,null,3846,null,17721,null,2012,null,1810,null,672,null,965,null,435,null,845,null,458,null,24005,null,3093,null,12239,null,1636,null,11766,null,2635,null,0400000US23,Maine,23
5319919,null,1975,null,4503375,null,14285,null,318920,null,8709,null,163058,null,7243,null,155862,null,6620,null,497624,null,11340,null,329296,null,9603,null,168328,null,7690,null,2425847,null,22048,null,2298990,null,22431,null,64740,null,4454,null,51835,null,4160,null,12905,null,2048,null,62117,null,4625,null,52963,null,4079,null,9154,null,1582,null,2101655,null,21349,null,1989140,null,21188,null,53737,null,4792,null,45020,null,4497,null,8717,null,1710,null,58778,null,4049,null,52176,null,3976,null,6602,null,1405,null,67568,null,5099,null,45629,null,4312,null,12702,null,2369,null,9833,null,2021,null,2869,null,905,null,9237,null,1995,null,7869,null,1968,null,1368,null,585,null,724849,null,13623,null,169616,null,6778,null,187741,null,6748,null,56370,null,4541,null,131371,null,5907,null,367492,null,9904,null,216288,null,7882,null,151204,null,7725,null,0400000US24,Maryland,24
6208685,null,1188,null,4926679,null,21464,null,449173,null,9415,null,245572,null,9514,null,203601,null,7010,null,832833,null,20549,null,500018,null,14903,null,332815,null,11930,null,3857987,null,22725,null,3543083,null,23582,null,120593,null,6836,null,101735,null,6964,null,18858,null,2343,null,194311,null,8821,null,171301,null,8474,null,23010,null,2478,null,1263401,null,16699,null,1160072,null,16483,null,47643,null,4514,null,40683,null,4019,null,6960,null,1540,null,55686,null,3812,null,48317,null,3641,null,7369,null,1333,null,152027,null,6581,null,43196,null,4017,null,96077,null,5658,null,45520,null,3651,null,50557,null,3892,null,12754,null,1999,null,8821,null,1614,null,3933,null,1179,null,935270,null,19443,null,180328,null,7968,null,184860,null,8414,null,57634,null,5303,null,127226,null,6443,null,570082,null,16875,null,271579,null,10315,null,298503,null,11575,null,0400000US25,Massachusetts,25
9354233,null,1987,null,8492114,null,17489,null,282690,null,8123,null,178802,null,7153,null,103888,null,6386,null,579429,null,14684,null,373788,null,11420,null,205641,null,8686,null,7043046,null,20522,null,6783976,null,20198,null,108674,null,5035,null,87625,null,4838,null,21049,null,2481,null,150396,null,7993,null,130644,null,7529,null,19752,null,2583,null,1643006,null,18313,null,1545151,null,17794,null,58532,null,4310,null,49176,null,4174,null,9356,null,1564,null,39323,null,3373,null,33565,null,3131,null,5758,null,1361,null,61260,null,4237,null,39716,null,3173,null,13365,null,2748,null,7894,null,1809,null,5471,null,1624,null,8179,null,1427,null,6199,null,1196,null,1980,null,698,null,606921,null,14250,null,123271,null,6584,null,102119,null,7169,null,34107,null,3686,null,68012,null,5742,null,381531,null,11631,null,203380,null,7629,null,178151,null,7836,null,0400000US26,Michigan,26
4904175,null,1524,null,4421587,null,11021,null,173313,null,6190,null,93180,null,4746,null,80133,null,4576,null,309275,null,9079,null,193822,null,7444,null,115453,null,6739,null,3312165,null,14212,null,3178919,null,14076,null,51158,null,3224,null,40140,null,2842,null,11018,null,1436,null,82088,null,4873,null,65991,null,4650,null,16097,null,2574,null,1209403,null,13123,null,1145711,null,13312,null,32663,null,3047,null,26987,null,2683,null,5676,null,1023,null,31029,null,2913,null,25786,null,2701,null,5243,null,1126,null,30974,null,2734,null,22989,null,2257,null,3968,null,1114,null,2898,null,790,null,1070,null,537,null,4017,null,1110,null,3146,null,993,null,871,null,520,null,351633,null,9867,null,73968,null,5087,null,85524,null,4603,null,23155,null,2500,null,62369,null,4481,null,192141,null,8378,null,98899,null,4988,null,93242,null,6157,null,0400000US27,Minnesota,27
2731685,null,2141,null,2629825,null,4899,null,61040,null,4269,null,32000,null,3331,null,29040,null,3428,null,40820,null,3900,null,27859,null,3363,null,12961,null,2831,null,1924675,null,14337,null,1896805,null,14061,null,15514,null,2318,null,10790,null,2138,null,4724,null,1083,null,12356,null,1857,null,10481,null,1708,null,1875,null,836,null,732506,null,14503,null,708830,null,14379,null,16353,null,2410,null,11375,null,2124,null,4978,null,1185,null,7323,null,1726,null,6007,null,1615,null,1316,null,486,null,15603,null,2395,null,11986,null,1957,null,2280,null,1079,null,1515,null,993,null,765,null,453,null,1337,null,669,null,1021,null,527,null,316,null,399,null,58901,null,4597,null,12204,null,2033,null,26893,null,3183,null,8320,null,1822,null,18573,null,2930,null,19804,null,2691,null,10350,null,1867,null,9454,null,2376,null,0400000US28,Mississippi,28
5583484,null,2274,null,5259716,null,9971,null,146793,null,5795,null,92234,null,5504,null,54559,null,3940,null,176975,null,7770,null,112589,null,6999,null,64386,null,4819,null,3626186,null,19470,null,3544391,null,19959,null,44837,null,4452,null,37008,null,3998,null,7829,null,1373,null,36958,null,3100,null,29680,null,2912,null,7278,null,1277,null,1710233,null,20102,null,1643996,null,19777,null,40619,null,3464,null,33779,null,3182,null,6840,null,1201,null,25618,null,3123,null,20884,null,2688,null,4734,null,1157,null,36560,null,2724,null,28397,null,2605,null,3578,null,1165,null,2850,null,970,null,728,null,510,null,4585,null,1233,null,3467,null,1046,null,1118,null,516,null,210505,null,8088,null,42932,null,4327,null,57759,null,3892,null,18597,null,2437,null,39162,null,3540,null,109814,null,6094,null,58558,null,4897,null,51256,null,4167,null,0400000US29,Missouri,29
914065,null,1468,null,870217,null,3314,null,14129,null,1845,null,11549,null,1691,null,2580,null,883,null,29719,null,2963,null,23221,null,2736,null,6498,null,1561,null,486038,null,7252,null,466678,null,6943,null,4989,null,1293,null,4350,null,1194,null,639,null,426,null,14371,null,2319,null,12750,null,2246,null,1621,null,699,null,400204,null,7113,null,386845,null,6979,null,6501,null,1146,null,5791,null,1073,null,710,null,348,null,6858,null,1324,null,5230,null,1112,null,1628,null,682,null,8701,null,1791,null,7673,null,1653,null,101,null,168,null,101,null,168,null,0,null,240,null,927,null,761,null,527,null,508,null,400,null,538,null,19122,null,2373,null,9021,null,1540,null,2538,null,867,null,1307,null,582,null,1231,null,622,null,7563,null,1498,null,4714,null,1137,null,2849,null,967,null,0400000US30,Montana,30
1662501,null,1623,null,1503481,null,5819,null,106230,null,4470,null,53702,null,3756,null,52528,null,3671,null,52790,null,4423,null,32744,null,3345,null,20046,null,2904,null,1070106,null,10607,null,1031516,null,10774,null,26543,null,2915,null,21913,null,2842,null,4630,null,1059,null,12047,null,1842,null,9979,null,1576,null,2068,null,714,null,473872,null,10155,null,445316,null,10169,null,21757,null,2929,null,18256,null,2722,null,3501,null,1009,null,6799,null,1404,null,5704,null,1150,null,1095,null,576,null,13766,null,1728,null,11404,null,1687,null,1253,null,437,null,942,null,376,null,311,null,220,null,1109,null,553,null,899,null,494,null,210,null,221,null,104757,null,4349,null,15245,null,2293,null,56677,null,3151,null,12591,null,1979,null,44086,null,2923,null,32835,null,3019,null,16162,null,2114,null,16673,null,2534,null,0400000US31,Nebraska,31
