B19013D_001E,B19013D_001EA,B19013D_001M,B19013D_001MA,GEO_ID,NAME,state
46893,null,12295,null,0400000US01,Alabama,01
68750,null,10476,null,0400000US02,Alaska,02
66960,null,4347,null,0400000US04,Arizona,04
40599,null,9918,null,0400000US05,Arkansas,05
73227,null,1167,null,0400000US06,California,06
64622,null,4679,null,0400000US08,Colorado,08
89434,null,5558,null,0400000US09,Connecticut,09
85117,null,11531,null,0400000US10,Delaware,10
78564,null,11968,null,0400000US11,District of Columbia,11
54952,null,3619,null,0400000US12,Florida,12
59585,null,3046,null,0400000US13,Georgia,13
68103,null,2447,null,0400000US15,Hawaii,15
42422,null,8479,null,0400000US16,Idaho,16
72711,null,2590,null,0400000US17,Illinois,17
50629,null,5766,null,0400000US18,Indiana,18
48609,null,7718,null,0400000US19,Iowa,19
57002,null,6835,null,0400000US20,Kansas,20
54591,null,11827,null,0400000US21,Kentucky,21
48019,null,2406,null,0400000US22,Louisiana,22
44154,null,8567,null,0400000US23,Maine,23
89558,null,3460,null,0400000US24,Maryland,24
78939,null,4479,null,0400000US25,Massachusetts,25
65091,null,4718,null,0400000US26,Michigan,26
59893,null,3583,null,0400000US27,Minnesota,27
42281,null,17942,null,0400000US28,Mississippi,28
62413,null,4096,null,0400000US29,Missouri,29
38521,null,7064,null,0400000US30,Montana,30
43448,null,10262,null,0400000US31,Nebraska,31
62921,null,3979,null,0400000US32,Nevada,32
64920,null,9902,null,0400000US33,New Hampshire,33
98257,null,2143,null,0400000US34,New Jersey,34
57546,null,11342,null,0400000US35,New Mexico,35
59159,null,1830,null,0400000US36,New York,36
62699,null,4732,null,0400000US37,North Carolina,37
37583,null,22771,null,0400000US38,North Dakota,38
64317,null,3112,null,0400000US39,Ohio,39
49502,null,5034,null,0400000US40,Oklahoma,40
58283,null,3076,null,0400000US41,Oregon,41
64927,null,4303,null,0400000US42,Pennsylvania,42
53615,null,8820,null,0400000US44,Rhode Island,44
50262,null,4393,null,0400000US45,South Carolina,45
45064,null,13457,null,0400000US46,South Dakota,46
63365,null,7661,null,0400000US47,Tennessee,47
63692,null,2118,null,0400000US48,Texas,48
47246,null,7696,null,0400000US49,Utah,49
30989,null,12514,null,0400000US50,Vermont,50
83920,null,4019,null,0400000US51,Virginia,51
67506,null,2975,null,0400000US53,Washington,53
46163,null,8525,null,0400000US54,West Virginia,54
57955,null,4753,null,0400000US55,Wisconsin,55
44032,null,7178,null,0400000US56,Wyoming,56
14547,null,3660,null,0400000US72,Puerto Rico,72
