B10059_001E,B10059_001EA,B10059_001M,B10059_001MA,B10059_002E,B10059_002EA,B10059_002M,B10059_002MA,B10059_003E,B10059_003EA,B10059_003M,B10059_003MA,B10059_004E,B10059_004EA,B10059_004M,B10059_004MA,B10059_005E,B10059_005EA,B10059_005M,B10059_005MA,B10059_006E,B10059_006EA,B10059_006M,B10059_006MA,B10059_007E,B10059_007EA,B10059_007M,B10059_007MA,B10059_008E,B10059_008EA,B10059_008M,B10059_008MA,B10059_009E,B10059_009EA,B10059_009M,B10059_009MA,B10059_010E,B10059_010EA,B10059_010M,B10059_010MA,B10059_011E,B10059_011EA,B10059_011M,B10059_011MA,GEO_ID,NAME,state
116708,null,7329,null,24235,null,3151,null,17334,null,2583,null,12427,null,2253,null,4907,null,1062,null,6901,null,1329,null,92473,null,6834,null,47540,null,3898,null,32738,null,3315,null,14802,null,1944,null,44933,null,4685,null,0400000US01,Alabama,01
16036,null,2164,null,1060,null,334,null,778,null,306,null,544,null,270,null,234,null,167,null,282,null,139,null,14976,null,2127,null,6757,null,1741,null,4220,null,1136,null,2537,null,1300,null,8219,null,1484,null,0400000US02,Alaska,02
168101,null,7973,null,32434,null,4145,null,15168,null,2860,null,11011,null,2439,null,4157,null,1013,null,17266,null,3112,null,135667,null,7176,null,49557,null,4990,null,32368,null,4276,null,17189,null,2114,null,86110,null,6000,null,0400000US04,Arizona,04
64123,null,4447,null,13737,null,2210,null,9724,null,1709,null,7109,null,1426,null,2615,null,742,null,4013,null,1234,null,50386,null,3989,null,28142,null,3220,null,17853,null,2558,null,10289,null,1774,null,22244,null,3049,null,0400000US05,Arkansas,05
1041855,null,18566,null,125745,null,7771,null,47485,null,4314,null,34372,null,3804,null,13113,null,2171,null,78260,null,6430,null,916110,null,15813,null,251072,null,10120,null,157177,null,8457,null,93895,null,5769,null,665038,null,13699,null,0400000US06,California,06
81255,null,4785,null,10198,null,1746,null,6249,null,1358,null,4397,null,1010,null,1852,null,742,null,3949,null,1170,null,71057,null,4707,null,26863,null,3313,null,19098,null,2801,null,7765,null,1378,null,44194,null,3983,null,0400000US08,Colorado,08
71536,null,5694,null,7048,null,1461,null,3826,null,1088,null,2543,null,947,null,1283,null,602,null,3222,null,1050,null,64488,null,5534,null,20148,null,3038,null,13367,null,2721,null,6781,null,1532,null,44340,null,4282,null,0400000US09,Connecticut,09
17741,null,2101,null,2277,null,1019,null,911,null,446,null,719,null,411,null,192,null,184,null,1366,null,775,null,15464,null,2090,null,7191,null,1423,null,4773,null,1134,null,2418,null,720,null,8273,null,1696,null,0400000US10,Delaware,10
12024,null,1990,null,2945,null,841,null,1533,null,692,null,1054,null,540,null,479,null,477,null,1412,null,694,null,9079,null,1878,null,2528,null,943,null,1379,null,615,null,1149,null,544,null,6551,null,1532,null,0400000US11,District of Columbia,11
425421,null,11945,null,67854,null,6221,null,34356,null,4063,null,20314,null,3109,null,14042,null,2410,null,33498,null,4263,null,357567,null,11517,null,126465,null,6100,null,78907,null,5497,null,47558,null,3814,null,231102,null,11386,null,0400000US12,Florida,12
247023,null,10723,null,48915,null,3619,null,28692,null,2828,null,19680,null,2453,null,9012,null,1430,null,20223,null,2781,null,198108,null,9845,null,82189,null,6253,null,57426,null,5470,null,24763,null,2809,null,115919,null,6524,null,0400000US13,Georgia,13
