B14007G_001E,B14007G_001EA,B14007G_001M,B14007G_001MA,B14007G_002E,B14007G_002EA,B14007G_002M,B14007G_002MA,B14007G_003E,B14007G_003EA,B14007G_003M,B14007G_003MA,B14007G_004E,B14007G_004EA,B14007G_004M,B14007G_004MA,B14007G_005E,B14007G_005EA,B14007G_005M,B14007G_005MA,B14007G_006E,B14007G_006EA,B14007G_006M,B14007G_006MA,B14007G_007E,B14007G_007EA,B14007G_007M,B14007G_007MA,B14007G_008E,B14007G_008EA,B14007G_008M,B14007G_008MA,B14007G_009E,B14007G_009EA,B14007G_009M,B14007G_009MA,B14007G_010E,B14007G_010EA,B14007G_010M,B14007G_010MA,B14007G_011E,B14007G_011EA,B14007G_011M,B14007G_011MA,B14007G_012E,B14007G_012EA,B14007G_012M,B14007G_012MA,B14007G_013E,B14007G_013EA,B14007G_013M,B14007G_013MA,B14007G_014E,B14007G_014EA,B14007G_014M,B14007G_014MA,B14007G_015E,B14007G_015EA,B14007G_015M,B14007G_015MA,B14007G_016E,B14007G_016EA,B14007G_016M,B14007G_016MA,B14007G_017E,B14007G_017EA,B14007G_017M,B14007G_017MA,B14007G_018E,B14007G_018EA,B14007G_018M,B14007G_018MA,B14007G_019E,B14007G_019EA,B14007G_019M,B14007G_019MA,GEO_ID,NAME,state
105486,null,6295,null,53489,null,4353,null,3861,null,906,null,4082,null,1062,null,3478,null,836,null,3139,null,912,null,3736,null,947,null,3252,null,852,null,3050,null,915,null,4480,null,1132,null,3194,null,978,null,2376,null,754,null,3762,null,828,null,2879,null,823,null,2160,null,621,null,2166,null,637,null,6551,null,1187,null,1323,null,643,null,51997,null,4000,null,0400000US18,Indiana,18
48275,null,4126,null,28082,null,3004,null,3570,null,997,null,1544,null,461,null,1742,null,577,null,1615,null,628,null,1849,null,676,null,1335,null,541,null,2062,null,607,null,2499,null,840,null,1633,null,538,null,1239,null,507,null,1937,null,688,null,1373,null,617,null,1432,null,482,null,1664,null,662,null,2071,null,490,null,517,null,335,null,20193,null,2779,null,0400000US19,Iowa,19
72808,null,5414,null,35747,null,3599,null,2767,null,838,null,2561,null,827,null,2829,null,811,null,2419,null,727,null,2172,null,651,null,2034,null,557,null,1966,null,644,null,2070,null,601,null,2001,null,512,null,2460,null,637,null,1752,null,637,null,1915,null,640,null,1449,null,548,null,2018,null,831,null,4735,null,1072,null,599,null,345,null,37061,null,3236,null,0400000US20,Kansas,20
59252,null,4956,null,29377,null,3377,null,3164,null,818,null,1835,null,543,null,2635,null,846,null,2071,null,687,null,2534,null,889,null,1704,null,620,null,1455,null,509,null,1763,null,683,null,2120,null,723,null,1221,null,570,null,1986,null,675,null,1312,null,857,null,1504,null,596,null,1099,null,491,null,2706,null,875,null,268,null,230,null,29875,null,2976,null,0400000US21,Kentucky,21
55210,null,5805,null,26819,null,4142,null,3296,null,1238,null,3044,null,973,null,2083,null,828,null,1498,null,572,null,1688,null,693,null,1409,null,655,null,1263,null,484,null,1180,null,604,null,1392,null,559,null,1128,null,493,null,1225,null,474,null,1139,null,520,null,1133,null,539,null,2117,null,827,null,2554,null,945,null,670,null,413,null,28391,null,2898,null,0400000US22,Louisiana,22
22925,null,2613,null,9236,null,1309,null,811,null,438,null,239,null,220,null,366,null,237,null,563,null,445,null,481,null,258,null,474,null,293,null,385,null,314,null,481,null,284,null,233,null,216,null,497,null,339,null,714,null,311,null,185,null,198,null,646,null,415,null,694,null,348,null,2422,null,830,null,45,null,74,null,13689,null,1999,null,0400000US23,Maine,23
113671,null,7357,null,56642,null,5072,null,5578,null,1248,null,3829,null,999,null,3806,null,1109,null,3587,null,1043,null,3291,null,923,null,2781,null,894,null,2504,null,895,null,2932,null,983,null,2120,null,654,null,3110,null,1082,null,3192,null,992,null,2173,null,719,null,2761,null,755,null,2626,null,731,null,9820,null,1879,null,2532,null,1059,null,57029,null,4761,null,0400000US24,Maryland,24
137718,null,8655,null,64199,null,5206,null,6575,null,1216,null,4941,null,1078,null,4665,null,1271,null,4571,null,1097,null,4021,null,910,null,3351,null,1019,null,3344,null,972,null,2365,null,691,null,3549,null,1135,null,4064,null,951,null,2732,null,803,null,3853,null,951,null,1931,null,590,null,3807,null,1183,null,8828,null,1380,null,1602,null,565,null,73519,null,5582,null,0400000US25,Massachusetts,25
176850,null,9235,null,89559,null,6331,null,8065,null,1455,null,5421,null,1139,null,6405,null,1317,null,5730,null,1133,null,4655,null,932,null,5620,null,957,null,5284,null,1145,null,4605,null,1125,null,4863,null,1020,null,4891,null,1234,null,4141,null,857,null,5938,null,1200,null,3868,null,927,null,3902,null,913,null,14381,null,1910,null,1790,null,570,null,87291,null,5656,null,0400000US26,Michigan,26
92197,null,5060,null,50460,null,3804,null,4460,null,789,null,4080,null,992,null,3151,null,898,null,3269,null,785,null,3192,null,823,null,3407,null,871,null,3809,null,1034,null,3711,null,911,null,2737,null,743,null,2648,null,740,null,2168,null,610,null,2462,null,690,null,2344,null,530,null,2189,null,633,null,5571,null,1201,null,1262,null,534,null,41737,null,2909,null,0400000US27,Minnesota,27
32038,null,4020,null,13912,null,2642,null,980,null,583,null,789,null,521,null,1374,null,790,null,1199,null,663,null,736,null,459,null,714,null,432,null,802,null,528,null,647,null,439,null,677,null,412,null,1113,null,616,null,681,null,474,null,364,null,266,null,969,null,599,null,677,null,476,null,1669,null,730,null,521,null,370,null,18126,null,2583,null,0400000US28,Mississippi,28
112881,null,7133,null,52366,null,4180,null,6081,null,1494,null,4470,null,1010,null,2944,null,770,null,3631,null,969,null,3749,null,926,null,2754,null,736,null,2891,null,818,null,2814,null,843,null,2599,null,737,null,2229,null,643,null,2309,null,720,null,1955,null,696,null,2529,null,747,null,1854,null,622,null,8341,null,1730,null,1216,null,616,null,60515,null,4647,null,0400000US29,Missouri,29
19998,null,2250,null,11204,null,1402,null,531,null,377,null,509,null,324,null,634,null,353,null,635,null,329,null,839,null,347,null,1114,null,443,null,808,null,384,null,1159,null,373,null,350,null,419,null,908,null,523,null,424,null,282,null,424,null,290,null,771,null,587,null,559,null,473,null,1358,null,621,null,181,null,163,null,8794,null,1426,null,0400000US30,Montana,30
33418,null,2994,null,14381,null,1790,null,888,null,486,null,1164,null,545,null,966,null,478,null,1136,null,484,null,752,null,375,null,927,null,522,null,969,null,499,null,305,null,203,null,729,null,347,null,648,null,447,null,886,null,361,null,1031,null,474,null,582,null,257,null,474,null,295,null,2620,null,654,null,304,null,227,null,19037,null,2213,null,0400000US31,Nebraska,31
78414,null,6605,null,32979,null,4121,null,1386,null,777,null,2288,null,832,null,2873,null,867,null,1683,null,585,null,2715,null,834,null,2236,null,800,null,1644,null,736,null,1579,null,717,null,2069,null,741,null,2004,null,725,null,1871,null,741,null,1872,null,870,null,2287,null,714,null,1677,null,627,null,4542,null,949,null,253,null,195,null,45435,null,4248,null,0400000US32,Nevada,32
15103,null,1967,null,6989,null,1291,null,768,null,432,null,351,null,341,null,469,null,310,null,167,null,160,null,64,null,105,null,402,null,255,null,334,null,225,null,535,null,302,null,330,null,218,null,633,null,350,null,576,null,364,null,313,null,184,null,184,null,146,null,347,null,204,null,1189,null,469,null,327,null,240,null,8114,null,1245,null,0400000US33,New Hampshire,33
168138,null,10886,null,75950,null,6337,null,6817,null,1163,null,6331,null,1280,null,4224,null,1112,null,3397,null,977,null,5945,null,1302,null,4421,null,920,null,3592,null,1099,null,3631,null,1004,null,3737,null,957,null,3058,null,873,null,3506,null,902,null,3726,null,886,null,3133,null,1106,null,5535,null,1296,null,12657,null,2318,null,2240,null,938,null,92188,null,6600,null,0400000US34,New Jersey,34
56114,null,5886,null,25354,null,3860,null,1924,null,962,null,1345,null,659,null,1963,null,936,null,1385,null,659,null,1273,null,555,null,1224,null,483,null,1334,null,556,null,1624,null,811,null,1719,null,790,null,888,null,538,null,1530,null,667,null,931,null,639,null,1039,null,438,null,1052,null,571,null,4931,null,1633,null,1192,null,581,null,30760,null,3811,null,0400000US35,New Mexico,35
354913,null,14354,null,161261,null,9081,null,14637,null,2148,null,8884,null,1644,null,8457,null,1391,null,11374,null,1832,null,9194,null,1493,null,9145,null,1417,null,8575,null,1513,null,9100,null,1480,null,8742,null,1620,null,7808,null,1422,null,8236,null,1224,null,8582,null,1367,null,7523,null,1587,null,7932,null,1557,null,26926,null,2946,null,6146,null,1193,null,193652,null,9393,null,0400000US36,New York,36
171469,null,10310,null,88422,null,6506,null,8129,null,1755,null,6305,null,1283,null,6511,null,1594,null,4592,null,1027,null,6462,null,1308,null,5310,null,1220,null,4744,null,1060,null,4411,null,1098,null,3310,null,914,null,4505,null,1155,null,4161,null,992,null,4043,null,912,null,2830,null,872,null,3771,null,1364,null,17373,null,2252,null,1965,null,720,null,83047,null,6692,null,0400000US37,North Carolina,37
8848,null,1472,null,4262,null,989,null,529,null,353,null,287,null,258,null,227,null,135,null,95,null,135,null,218,null,221,null,289,null,227,null,211,null,183,null,562,null,399,null,245,null,209,null,0,null,208,null,81,null,131,null,404,null,313,null,383,null,310,null,124,null,128,null,593,null,342,null,14,null,24,null,4586,null,1008,null,0400000US38,North Dakota,38
180862,null,8631,null,97043,null,6190,null,7511,null,1188,null,7717,null,1808,null,5532,null,980,null,7276,null,1311,null,6551,null,1312,null,7441,null,1638,null,5164,null,1063,null,3905,null,900,null,4640,null,999,null,5342,null,1096,null,6396,null,1319,null,5652,null,1058,null,4316,null,1219,null,4835,null,1053,null,12701,null,1758,null,2064,null,768,null,83819,null,5366,null,0400000US39,Ohio,39
242042,null,7946,null,97912,null,4871,null,8119,null,1378,null,6832,null,996,null,6825,null,1166,null,5384,null,1068,null,6116,null,1082,null,5944,null,899,null,5313,null,1063,null,5048,null,931,null,4692,null,983,null,5607,null,1162,null,5512,null,1100,null,4332,null,897,null,5008,null,1104,null,5577,null,1259,null,16285,null,2120,null,1318,null,503,null,144130,null,5390,null,0400000US40,Oklahoma,40
120843,null,7434,null,55562,null,4284,null,5064,null,1035,null,3145,null,813,null,4307,null,1283,null,3673,null,1009,null,2434,null,788,null,2238,null,712,null,3664,null,943,null,2928,null,748,null,3206,null,826,null,3218,null,890,null,3098,null,832,null,2536,null,790,null,2693,null,744,null,4490,null,1158,null,7816,null,1667,null,1052,null,529,null,65281,null,4628,null,0400000US41,Oregon,41
174712,null,8652,null,89426,null,5290,null,8365,null,1303,null,6032,null,1175,null,6037,null,1368,null,6380,null,1171,null,5567,null,1041,null,4506,null,1154,null,5367,null,1177,null,6403,null,1321,null,4674,null,1084,null,5490,null,1092,null,4059,null,987,null,4840,null,1206,null,3682,null,946,null,3668,null,897,null,12605,null,1683,null,1751,null,583,null,85286,null,5297,null,0400000US42,Pennsylvania,42
17016,null,2844,null,6292,null,1448,null,568,null,352,null,341,null,259,null,559,null,348,null,261,null,206,null,566,null,403,null,382,null,262,null,373,null,281,null,516,null,298,null,306,null,234,null,501,null,466,null,142,null,142,null,60,null,83,null,395,null,390,null,176,null,178,null,993,null,485,null,153,null,181,null,10724,null,2120,null,0400000US44,Rhode Island,44
59076,null,5399,null,32435,null,3836,null,2241,null,754,null,3411,null,1024,null,2064,null,822,null,2400,null,949,null,1981,null,724,null,2404,null,943,null,1792,null,724,null,1934,null,820,null,2092,null,670,null,825,null,404,null,1440,null,762,null,1683,null,711,null,1106,null,491,null,1570,null,622,null,4691,null,1142,null,801,null,449,null,26641,null,3064,null,0400000US45,South Carolina,45
15096,null,2485,null,6913,null,1479,null,1127,null,427,null,604,null,465,null,763,null,423,null,311,null,231,null,202,null,140,null,508,null,334,null,601,null,410,null,118,null,114,null,327,null,171,null,164,null,122,null,390,null,256,null,376,null,305,null,223,null,189,null,305,null,221,null,859,null,423,null,35,null,66,null,8183,null,1788,null,0400000US46,South Dakota,46
90145,null,6198,null,39923,null,4051,null,2869,null,714,null,3497,null,1004,null,3060,null,919,null,2954,null,861,null,3045,null,839,null,2792,null,881,null,1943,null,823,null,1806,null,515,null,2489,null,864,null,1683,null,768,null,2253,null,720,null,1629,null,728,null,1868,null,658,null,1656,null,669,null,5123,null,1110,null,1256,null,620,null,50222,null,4306,null,0400000US47,Tennessee,47
475964,null,15200,null,216077,null,8505,null,17676,null,1917,null,15218,null,2351,null,14170,null,1987,null,14189,null,2015,null,14074,null,1972,null,14221,null,1617,null,13411,null,1998,null,11526,null,1733,null,11330,null,1876,null,11156,null,1960,null,12361,null,1808,null,10310,null,1805,null,9720,null,1499,null,9728,null,1556,null,32665,null,3104,null,4322,null,1002,null,259887,null,10774,null,0400000US48,Texas,48
54636,null,5346,null,32024,null,3841,null,2587,null,1021,null,1629,null,651,null,2515,null,766,null,2114,null,647,null,2161,null,670,null,1668,null,576,null,1849,null,723,null,1846,null,737,null,1298,null,452,null,2409,null,850,null,1799,null,813,null,1452,null,499,null,1411,null,533,null,1567,null,756,null,5001,null,1455,null,718,null,422,null,22612,null,2537,null,0400000US49,Utah,49
10511,null,1357,null,4276,null,1019,null,360,null,283,null,157,null,116,null,188,null,153,null,298,null,214,null,304,null,246,null,175,null,144,null,500,null,333,null,144,null,139,null,191,null,157,null,200,null,196,null,161,null,156,null,155,null,129,null,341,null,236,null,320,null,254,null,696,null,465,null,86,null,85,null,6235,null,790,null,0400000US50,Vermont,50
168899,null,11494,null,89445,null,7131,null,9638,null,1630,null,4525,null,1147,null,6263,null,1344,null,4886,null,1064,null,4575,null,1052,null,4540,null,1147,null,4752,null,1102,null,5030,null,1395,null,5516,null,1340,null,4282,null,1178,null,5173,null,1373,null,4450,null,969,null,3160,null,1083,null,4168,null,1023,null,15920,null,2065,null,2567,null,844,null,79454,null,6616,null,0400000US51,Virginia,51
254466,null,10233,null,122893,null,7294,null,10629,null,1608,null,7777,null,1561,null,7885,null,1233,null,8999,null,1845,null,6972,null,1080,null,8484,null,1287,null,7301,null,1357,null,7159,null,1307,null,5594,null,1239,null,5511,null,1311,null,5781,null,1039,null,7068,null,1282,null,4874,null,1000,null,6814,null,1200,null,19837,null,2613,null,2208,null,783,null,131573,null,6212,null,0400000US53,Washington,53
26809,null,3069,null,10483,null,1787,null,1272,null,866,null,679,null,390,null,810,null,436,null,507,null,371,null,532,null,295,null,502,null,232,null,677,null,346,null,954,null,451,null,403,null,257,null,329,null,206,null,602,null,338,null,421,null,376,null,220,null,183,null,410,null,233,null,1842,null,675,null,323,null,237,null,16326,null,2367,null,0400000US54,West Virginia,54
77680,null,5778,null,42906,null,4038,null,3530,null,865,null,4407,null,954,null,2796,null,628,null,2957,null,788,null,3005,null,797,null,2019,null,596,null,2955,null,779,null,2641,null,969,null,2153,null,663,null,2128,null,629,null,2118,null,727,null,3148,null,851,null,1345,null,464,null,1842,null,585,null,5073,null,1066,null,789,null,392,null,34774,null,3079,null,0400000US55,Wisconsin,55
12783,null,1884,null,6156,null,1282,null,607,null,446,null,536,null,362,null,219,null,220,null,201,null,148,null,322,null,325,null,629,null,475,null,472,null,377,null,378,null,282,null,714,null,394,null,0,null,265,null,226,null,176,null,529,null,294,null,167,null,193,null,416,null,289,null,636,null,422,null,104,null,163,null,6627,null,1377,null,0400000US56,Wyoming,56
420931,null,14464,null,131575,null,6581,null,6475,null,1148,null,5672,null,1168,null,6752,null,1368,null,5767,null,1463,null,6321,null,1405,null,7230,null,1481,null,8300,null,1665,null,6736,null,1638,null,7576,null,1362,null,8094,null,1557,null,7008,null,1536,null,7412,null,1394,null,6844,null,1277,null,9655,null,1726,null,26689,null,2649,null,5044,null,1349,null,289356,null,10055,null,0400000US72,Puerto Rico,72
