C24090_001E,C24090_001EA,C24090_001M,C24090_001MA,C24090_002E,C24090_002EA,C24090_002M,C24090_002MA,C24090_003E,C24090_003EA,C24090_003M,C24090_003MA,C24090_004E,C24090_004EA,C24090_004M,C24090_004MA,C24090_005E,C24090_005EA,C24090_005M,C24090_005MA,C24090_006E,C24090_006EA,C24090_006M,C24090_006MA,C24090_007E,C24090_007EA,C24090_007M,C24090_007MA,C24090_008E,C24090_008EA,C24090_008M,C24090_008MA,C24090_009E,C24090_009EA,C24090_009M,C24090_009MA,C24090_010E,C24090_010EA,C24090_010M,C24090_010MA,C24090_011E,C24090_011EA,C24090_011M,C24090_011MA,C24090_012E,C24090_012EA,C24090_012M,C24090_012MA,C24090_013E,C24090_013EA,C24090_013M,C24090_013MA,C24090_014E,C24090_014EA,C24090_014M,C24090_014MA,C24090_015E,C24090_015EA,C24090_015M,C24090_015MA,C24090_016E,C24090_016EA,C24090_016M,C24090_016MA,C24090_017E,C24090_017EA,C24090_017M,C24090_017MA,C24090_018E,C24090_018EA,C24090_018M,C24090_018MA,C24090_019E,C24090_019EA,C24090_019M,C24090_019MA,GEO_ID,NAME,state
1410755,null,13545,null,792943,null,10651,null,596928,null,9997,null,560150,null,10454,null,36778,null,2769,null,31631,null,2611,null,50136,null,3383,null,36025,null,3005,null,33266,null,2598,null,44957,null,3537,null,617812,null,10424,null,404922,null,9802,null,394118,null,9438,null,10804,null,1681,null,53174,null,3811,null,62163,null,3715,null,56881,null,3280,null,23052,null,2569,null,17620,null,1909,null,0400000US01,Alabama,01
204407,null,5845,null,114643,null,3708,null,69880,null,3862,null,65299,null,3771,null,4581,null,964,null,9426,null,1391,null,8184,null,1393,null,8962,null,1437,null,11569,null,1744,null,6622,null,1350,null,89764,null,3840,null,46393,null,3434,null,44224,null,3401,null,2169,null,627,null,13665,null,1635,null,8732,null,1493,null,10445,null,1343,null,6311,null,1478,null,4218,null,1030,null,0400000US02,Alaska,02
1935953,null,17706,null,1115484,null,14187,null,856909,null,12704,null,804757,null,11928,null,52152,null,4232,null,47528,null,4813,null,74818,null,5019,null,38579,null,3455,null,33957,null,3368,null,63693,null,4902,null,820469,null,12116,null,555001,null,11287,null,535365,null,11094,null,19636,null,2308,null,76892,null,5238,null,77895,null,5627,null,55567,null,3809,null,26240,null,2796,null,28874,null,3167,null,0400000US04,Arizona,04
875223,null,14381,null,486935,null,7911,null,368143,null,8195,null,345723,null,8194,null,22420,null,2131,null,23028,null,2485,null,22482,null,2327,null,25798,null,2498,null,12217,null,1486,null,35267,null,3395,null,388288,null,9465,null,253921,null,8470,null,246188,null,8301,null,7733,null,1224,null,35961,null,3014,null,28524,null,2442,null,48300,null,3847,null,8814,null,1351,null,12768,null,1932,null,0400000US05,Arkansas,05
10987371,null,44870,null,6451219,null,32231,null,4862536,null,32906,null,4571176,null,31992,null,291360,null,8512,null,290856,null,9421,null,418617,null,9368,null,214408,null,8032,null,163308,null,7241,null,501494,null,11459,null,4536152,null,28093,null,3009364,null,29180,null,2916084,null,27751,null,93280,null,5267,null,422697,null,10354,null,489733,null,12601,null,243353,null,7790,null,109980,null,5414,null,261025,null,9201,null,0400000US06,California,06
1684588,null,15202,null,980929,null,11748,null,749478,null,12046,null,682264,null,11824,null,67214,null,3834,null,47920,null,3756,null,63555,null,4402,null,32231,null,2871,null,30288,null,3226,null,57457,null,4026,null,703659,null,10223,null,470898,null,9420,null,448745,null,9494,null,22153,null,2564,null,75439,null,3439,null,68477,null,3798,null,36449,null,2737,null,22073,null,2512,null,30323,null,2780,null,0400000US08,Colorado,08
1169814,null,11775,null,667792,null,7935,null,507112,null,8279,null,469250,null,8326,null,37862,null,2858,null,42366,null,3598,null,37383,null,3050,null,25228,null,2115,null,12618,null,1767,null,43085,null,3257,null,502022,null,8940,null,337525,null,8177,null,328438,null,8306,null,9087,null,1322,null,65641,null,3929,null,45696,null,3463,null,26239,null,2041,null,8639,null,1479,null,18282,null,1955,null,0400000US09,Connecticut,09
290683,null,6504,null,159246,null,4551,null,120959,null,4758,null,111695,null,4990,null,9264,null,1534,null,10377,null,1575,null,4569,null,754,null,12746,null,1952,null,5154,null,1102,null,5441,null,1123,null,131437,null,4267,null,87026,null,3974,null,84666,null,3878,null,2360,null,622,null,18116,null,1853,null,5632,null,1105,null,15476,null,1876,null,2225,null,627,null,2962,null,807,null,0400000US10,Delaware,10
220654,null,5503,null,109937,null,3456,null,60364,null,3827,null,56508,null,3703,null,3856,null,1051,null,16422,null,1923,null,6455,null,1358,null,2372,null,846,null,19381,null,2325,null,4943,null,1313,null,110717,null,4224,null,48057,null,3508,null,46123,null,3470,null,1934,null,730,null,22852,null,2458,null,9129,null,1576,null,3249,null,866,null,25133,null,2886,null,2297,null,679,null,0400000US11,District of Columbia,11
5579957,null,36462,null,3082214,null,23475,null,2410447,null,21732,null,2146660,null,22008,null,263787,null,9315,null,122082,null,5946,null,222756,null,9433,null,83549,null,4878,null,77793,null,4194,null,165587,null,6724,null,2497743,null,22113,null,1753655,null,19852,null,1669863,null,19780,null,83792,null,5650,null,220153,null,7390,null,271293,null,9527,null,107220,null,5722,null,54862,null,4151,null,90560,null,5566,null,0400000US12,Florida,12
3072443,null,23728,null,1693828,null,19280,null,1306198,null,18660,null,1205475,null,18175,null,100723,null,5631,null,77095,null,5218,null,106789,null,5809,null,57655,null,4467,null,56198,null,3424,null,89893,null,5170,null,1378615,null,14828,null,920842,null,14774,null,884484,null,14222,null,36358,null,2961,null,108245,null,5971,null,156763,null,7226,null,109177,null,5712,null,49918,null,3744,null,33670,null,2554,null,0400000US13,Georgia,13
