C05003G_001E,C05003G_001EA,C05003G_001M,C05003G_001MA,C05003G_002E,C05003G_002EA,C05003G_002M,C05003G_002MA,C05003G_003E,C05003G_003EA,C05003G_003M,C05003G_003MA,C05003G_004E,C05003G_004EA,C05003G_004M,C05003G_004MA,C05003G_005E,C05003G_005EA,C05003G_005M,C05003G_005MA,C05003G_006E,C05003G_006EA,C05003G_006M,C05003G_006MA,C05003G_007E,C05003G_007EA,C05003G_007M,C05003G_007MA,C05003G_008E,C05003G_008EA,C05003G_008M,C05003G_008MA,C05003G_009E,C05003G_009EA,C05003G_009M,C05003G_009MA,C05003G_010E,C05003G_010EA,C05003G_010M,C05003G_010MA,C05003G_011E,C05003G_011EA,C05003G_011M,C05003G_011MA,C05003G_012E,C05003G_012EA,C05003G_012M,C05003G_012MA,C05003G_013E,C05003G_013EA,C05003G_013M,C05003G_013MA,C05003G_014E,C05003G_014EA,C05003G_014M,C05003G_014MA,C05003G_015E,C05003G_015EA,C05003G_015M,C05003G_015MA,GEO_ID,NAME,state
64085,null,5544,null,32583,null,3514,null,14493,null,2390,null,14493,null,2390,null,0,null,273,null,18090,null,2184,null,17423,null,2110,null,667,null,408,null,31502,null,3150,null,13537,null,1981,null,13537,null,1981,null,0,null,273,null,17965,null,2120,null,16863,null,1910,null,1102,null,515,null,0400000US01,Alabama,01
51339,null,3796,null,25030,null,2105,null,12841,null,1420,null,12647,null,1401,null,194,null,342,null,12189,null,1612,null,11935,null,1589,null,254,null,259,null,26309,null,2606,null,12689,null,1596,null,12689,null,1596,null,0,null,244,null,13620,null,1722,null,13185,null,1688,null,435,null,446,null,0400000US02,Alaska,02
183364,null,10417,null,89262,null,5715,null,48459,null,4211,null,47928,null,4240,null,531,null,306,null,40803,null,3622,null,37225,null,3492,null,3578,null,1185,null,94102,null,6737,null,46137,null,4041,null,45730,null,4053,null,407,null,343,null,47965,null,4425,null,41775,null,3958,null,6190,null,1522,null,0400000US04,Arizona,04
57052,null,4396,null,29754,null,2529,null,14133,null,1892,null,13998,null,1894,null,135,null,225,null,15621,null,1823,null,14453,null,1765,null,1168,null,688,null,27298,null,3022,null,10952,null,1835,null,10952,null,1835,null,0,null,273,null,16346,null,2076,null,15413,null,2010,null,933,null,531,null,0400000US05,Arkansas,05
1406584,null,28150,null,705381,null,17376,null,338669,null,11472,null,335260,null,11559,null,3409,null,899,null,366712,null,11130,null,303517,null,9798,null,63195,null,4139,null,701203,null,14700,null,316311,null,9233,null,312187,null,9142,null,4124,null,1146,null,384892,null,10722,null,318005,null,9513,null,66887,null,4453,null,0400000US06,California,06
162136,null,8765,null,79896,null,5078,null,40300,null,3479,null,39763,null,3497,null,537,null,377,null,39596,null,3215,null,37634,null,3090,null,1962,null,597,null,82240,null,5283,null,41238,null,3932,null,41001,null,3895,null,237,null,245,null,41002,null,3297,null,37837,null,3104,null,3165,null,968,null,0400000US08,Colorado,08
78523,null,5538,null,39323,null,3570,null,23056,null,2727,null,22517,null,2850,null,539,null,461,null,16267,null,1954,null,14239,null,1749,null,2028,null,805,null,39200,null,3234,null,19255,null,2090,null,19255,null,2090,null,0,null,277,null,19945,null,2144,null,18248,null,1963,null,1697,null,711,null,0400000US09,Connecticut,09
18894,null,2871,null,8223,null,1563,null,4372,null,1244,null,4372,null,1244,null,0,null,263,null,3851,null,937,null,3520,null,888,null,331,null,300,null,10671,null,1884,null,5456,null,1407,null,5456,null,1407,null,0,null,263,null,5215,null,1192,null,4762,null,1005,null,453,null,445,null,0400000US10,Delaware,10
11049,null,1940,null,5145,null,1125,null,2375,null,908,null,2375,null,908,null,0,null,296,null,2770,null,839,null,2536,null,812,null,234,null,201,null,5904,null,1386,null,1681,null,754,null,1681,null,754,null,0,null,296,null,4223,null,1060,null,3596,null,1004,null,627,null,326,null,0400000US11,District of Columbia,11
357839,null,15399,null,175401,null,9509,null,81761,null,6369,null,79830,null,6226,null,1931,null,731,null,93640,null,5522,null,68205,null,4432,null,25435,null,3242,null,182438,null,9035,null,77853,null,6311,null,76776,null,6240,null,1077,null,514,null,104585,null,5628,null,73468,null,4061,null,31117,null,3509,null,0400000US12,Florida,12
159867,null,10645,null,78682,null,6698,null,42556,null,4415,null,42283,null,4344,null,273,null,232,null,36126,null,3920,null,32193,null,3846,null,3933,null,1069,null,81185,null,6785,null,39295,null,3881,null,39150,null,3866,null,145,null,158,null,41890,null,4334,null,35918,null,4021,null,5972,null,1264,null,0400000US13,Georgia,13
306306,null,12667,null,155140,null,7343,null,60326,null,3637,null,59727,null,3670,null,599,null,539,null,94814,null,5519,null,91640,null,5450,null,3174,null,1160,null,151166,null,7290,null,59480,null,3683,null,59178,null,3766,null,302,null,484,null,91686,null,5174,null,88525,null,5036,null,3161,null,996,null,0400000US15,Hawaii,15
39068,null,3805,null,19473,null,2375,null,10238,null,1773,null,10082,null,1786,null,156,null,190,null,9235,null,1347,null,8745,null,1348,null,490,null,274,null,19595,null,2311,null,9709,null,1707,null,9668,null,1698,null,41,null,65,null,9886,null,1580,null,9003,null,1424,null,883,null,535,null,0400000US16,Idaho,16
231440,null,12445,null,117952,null,7227,null,68280,null,5850,null,67805,null,5860,null,475,null,511,null,49672,null,3684,null,40879,null,3197,null,8793,null,1528,null,113488,null,7094,null,60315,null,5142,null,59891,null,5065,null,424,null,340,null,53173,null,3739,null,45430,null,3370,null,7743,null,1373,null,0400000US17,Illinois,17
117672,null,6879,null,57756,null,4409,null,30632,null,3181,null,30410,null,3194,null,222,null,199,null,27124,null,2497,null,24300,null,2595,null,2824,null,820,null,59916,null,4145,null,32943,null,3134,null,32527,null,3029,null,416,null,359,null,26973,null,2730,null,25370,null,2559,null,1603,null,597,null,0400000US18,Indiana,18
54253,null,4619,null,27674,null,2689,null,16301,null,1837,null,16202,null,1849,null,99,null,126,null,11373,null,1732,null,9487,null,1564,null,1886,null,884,null,26579,null,3001,null,15463,null,2370,null,15216,null,2332,null,247,null,200,null,11116,null,1765,null,9236,null,1562,null,1880,null,854,null,0400000US19,Iowa,19
81903,null,6204,null,41123,null,3887,null,21242,null,2701,null,21207,null,2702,null,35,null,56,null,19881,null,2268,null,18418,null,2064,null,1463,null,881,null,40780,null,3473,null,21778,null,2248,null,21678,null,2258,null,100,null,163,null,19002,null,1861,null,17603,null,1734,null,1399,null,782,null,0400000US20,Kansas,20
70631,null,5616,null,33583,null,3202,null,19811,null,2608,null,19678,null,2584,null,133,null,144,null,13772,null,1835,null,12712,null,1758,null,1060,null,581,null,37048,null,3464,null,20268,null,2330,null,20183,null,2342,null,85,null,118,null,16780,null,2210,null,15745,null,2051,null,1035,null,639,null,0400000US21,Kentucky,21
62322,null,5954,null,31869,null,3027,null,16883,null,2168,null,16751,null,2146,null,132,null,198,null,14986,null,1836,null,13447,null,1784,null,1539,null,622,null,30453,null,4013,null,14797,null,2885,null,14670,null,2903,null,127,null,160,null,15656,null,2087,null,14120,null,1893,null,1536,null,672,null,0400000US22,Louisiana,22
26149,null,2933,null,14419,null,2090,null,6058,null,1282,null,6058,null,1282,null,0,null,230,null,8361,null,1424,null,8156,null,1395,null,205,null,236,null,11730,null,1539,null,4531,null,980,null,4531,null,980,null,0,null,230,null,7199,null,1271,null,6957,null,1269,null,242,null,213,null,0400000US23,Maine,23
129206,null,8900,null,64107,null,5528,null,32388,null,3615,null,31802,null,3544,null,586,null,453,null,31719,null,2943,null,25943,null,2746,null,5776,null,1421,null,65099,null,5259,null,30903,null,3410,null,29792,null,3225,null,1111,null,577,null,34196,null,3202,null,28212,null,2803,null,5984,null,1550,null,0400000US24,Maryland,24
