B19025C_001E,B19025C_001EA,B19025C_001M,B19025C_001MA,GEO_ID,NAME,state
416605200,null,53973492,null,0400000US01,Alabama,01
1441564600,null,142143742,null,0400000US02,Alaska,02
2988200500,null,225147679,null,0400000US04,Arizona,04
326948100,null,79637637,null,0400000US05,Arkansas,05
5628560400,null,345895617,null,0400000US06,California,06
974236300,null,152278235,null,0400000US08,Colorado,08
225758800,null,73876782,null,0400000US09,Connecticut,09
53496900,null,27016502,null,0400000US10,Delaware,10
67405800,null,48130111,null,0400000US11,District of Columbia,11
974970800,null,153344027,null,0400000US12,Florida,12
489925900,null,111622875,null,0400000US13,Georgia,13
87293100,null,39871952,null,0400000US15,Hawaii,15
292344300,null,56700026,null,0400000US16,Idaho,16
537522400,null,122738895,null,0400000US17,Illinois,17
219127400,null,54814387,null,0400000US18,Indiana,18
153006800,null,45949070,null,0400000US19,Iowa,19
383548700,null,90608785,null,0400000US20,Kansas,20
105253400,null,36593790,null,0400000US21,Kentucky,21
404040200,null,87087068,null,0400000US22,Louisiana,22
114422200,null,32006078,null,0400000US23,Maine,23
407316900,null,115141341,null,0400000US24,Maryland,24
149036300,null,40902860,null,0400000US25,Massachusetts,25
765610600,null,96312675,null,0400000US26,Michigan,26
900884800,null,108604335,null,0400000US27,Minnesota,27
207777900,null,66357819,null,0400000US28,Mississippi,28
354057900,null,76818045,null,0400000US29,Missouri,29
626297000,null,77919286,null,0400000US30,Montana,30
217015900,null,47163092,null,0400000US31,Nebraska,31
599425800,null,82910830,null,0400000US32,Nevada,32
78121000,null,42101842,null,0400000US33,New Hampshire,33
390839800,null,73549382,null,0400000US34,New Jersey,34
2265800500,null,198749577,null,0400000US35,New Mexico,35
1103831300,null,157327605,null,0400000US36,New York,36
1305918600,null,125960169,null,0400000US37,North Carolina,37
467168300,null,67368263,null,0400000US38,North Dakota,38
338355900,null,69908717,null,0400000US39,Ohio,39
3592241500,null,198486810,null,0400000US40,Oklahoma,40
666955800,null,113496042,null,0400000US41,Oregon,41
332270800,null,99365875,null,0400000US42,Pennsylvania,42
71367400,null,54649982,null,0400000US44,Rhode Island,44
214160200,null,83794505,null,0400000US45,South Carolina,45
616126300,null,74798161,null,0400000US46,South Dakota,46
237620900,null,65278914,null,0400000US47,Tennessee,47
2411876000,null,230885243,null,0400000US48,Texas,48
362142100,null,74506158,null,0400000US49,Utah,49
49692700,null,40867482,null,0400000US50,Vermont,50
548628000,null,133617759,null,0400000US51,Virginia,51
1515588500,null,161211015,null,0400000US53,Washington,53
76670300,null,36342235,null,0400000US54,West Virginia,54
744103100,null,90817084,null,0400000US55,Wisconsin,55
230841400,null,70022535,null,0400000US56,Wyoming,56
57080200,null,20430137,null,0400000US72,Puerto Rico,72
