C17016_001E,C17016_001EA,C17016_001M,C17016_001MA,C17016_002E,C17016_002EA,C17016_002M,C17016_002MA,C17016_003E,C17016_003EA,C17016_003M,C17016_003MA,C17016_004E,C17016_004EA,C17016_004M,C17016_004MA,C17016_005E,C17016_005EA,C17016_005M,C17016_005MA,C17016_006E,C17016_006EA,C17016_006M,C17016_006MA,C17016_007E,C17016_007EA,C17016_007M,C17016_007MA,C17016_008E,C17016_008EA,C17016_008M,C17016_008MA,C17016_009E,C17016_009EA,C17016_009M,C17016_009MA,GEO_ID,NAME,state
754131,null,10408,null,130544,null,5589,null,25641,null,2868,null,41929,null,3547,null,62974,null,4026,null,623587,null,10341,null,350133,null,7890,null,106042,null,6202,null,167412,null,4790,null,0400000US28,Mississippi,28
1543375,null,10732,null,168472,null,6261,null,28370,null,2642,null,70221,null,4743,null,69881,null,4302,null,1374903,null,10549,null,793557,null,11520,null,262413,null,6983,null,318933,null,6457,null,0400000US29,Missouri,29
235940,null,5112,null,23429,null,2087,null,4205,null,1040,null,9799,null,1476,null,9425,null,1495,null,212511,null,5143,null,112184,null,4159,null,51601,null,3033,null,48726,null,2523,null,0400000US30,Montana,30
457966,null,6887,null,38557,null,2744,null,10391,null,1721,null,16186,null,2044,null,11980,null,1620,null,419409,null,6807,null,263948,null,5680,null,79717,null,4059,null,75744,null,3209,null,0400000US31,Nebraska,31
632236,null,9999,null,56721,null,4188,null,9666,null,1728,null,21882,null,2399,null,25173,null,2953,null,575515,null,10266,null,329019,null,7902,null,122235,null,5685,null,124261,null,4766,null,0400000US32,Nevada,32
336491,null,4797,null,18672,null,2131,null,2057,null,713,null,8703,null,1800,null,7912,null,1413,null,317819,null,4419,null,181786,null,5094,null,72627,null,3114,null,63406,null,3227,null,0400000US33,New Hampshire,33
2172031,null,12552,null,151004,null,6997,null,23377,null,2679,null,51869,null,3574,null,75758,null,4924,null,2021027,null,12469,null,1199567,null,12917,null,390122,null,9712,null,431338,null,8132,null,0400000US34,New Jersey,34
489296,null,6847,null,66461,null,4543,null,14346,null,2301,null,22669,null,2139,null,29446,null,3296,null,422835,null,7011,null,236460,null,5157,null,78753,null,3505,null,107622,null,4480,null,0400000US35,New Mexico,35
4606840,null,20341,null,498217,null,11254,null,81837,null,4793,null,169232,null,6405,null,247148,null,8480,null,4108623,null,20904,null,2345382,null,19606,null,790797,null,14149,null,972444,null,13852,null,0400000US36,New York,36
2430277,null,20042,null,289323,null,9095,null,50191,null,4330,null,115073,null,6259,null,124059,null,5585,null,2140954,null,19158,null,1187534,null,14996,null,438221,null,12525,null,515199,null,8845,null,0400000US37,North Carolina,37
172152,null,3488,null,11336,null,1498,null,2513,null,892,null,4662,null,1114,null,4161,null,929,null,160816,null,3639,null,100769,null,2870,null,32944,null,2365,null,27103,null,1553,null,0400000US38,North Dakota,38
2947214,null,14853,null,328032,null,9616,null,44750,null,3597,null,134339,null,6095,null,148943,null,6504,null,2619182,null,15194,null,1460101,null,14223,null,540670,null,10163,null,618411,null,9001,null,0400000US39,Ohio,39
949299,null,9633,null,115114,null,5201,null,24586,null,2310,null,39825,null,3231,null,50703,null,3831,null,834185,null,8985,null,483680,null,6603,null,145342,null,4898,null,205163,null,5008,null,0400000US40,Oklahoma,40
956627,null,9956,null,94215,null,4875,null,14119,null,2016,null,38514,null,3117,null,41582,null,3466,null,862412,null,10210,null,429162,null,8669,null,215581,null,7123,null,217669,null,5703,null,0400000US41,Oregon,41
3195832,null,16060,null,275187,null,7919,null,40283,null,3240,null,98187,null,5691,null,136717,null,5849,null,2920645,null,15284,null,1627736,null,14512,null,581989,null,10144,null,710920,null,10726,null,0400000US42,Pennsylvania,42
257514,null,5605,null,22067,null,2482,null,2151,null,859,null,7667,null,1517,null,12249,null,1906,null,235447,null,5403,null,129808,null,4455,null,53799,null,3249,null,51840,null,3241,null,0400000US44,Rhode Island,44
1163764,null,13110,null,149748,null,6647,null,25528,null,2801,null,53796,null,4235,null,70424,null,5150,null,1014016,null,12500,null,552861,null,10316,null,195120,null,7182,null,266035,null,6127,null,0400000US45,South Carolina,45
204649,null,4183,null,18493,null,2237,null,3796,null,843,null,7683,null,1430,null,7014,null,1109,null,186156,null,4156,null,119209,null,3822,null,33604,null,2673,null,33343,null,2291,null,0400000US46,South Dakota,46
1638789,null,13739,null,214685,null,7558,null,31366,null,2890,null,79451,null,5137,null,103868,null,5887,null,1424104,null,13638,null,794243,null,11954,null,274803,null,7218,null,355058,null,7490,null,0400000US47,Tennessee,47
5956367,null,25065,null,799633,null,15159,null,186628,null,7517,null,278581,null,9727,null,334424,null,11703,null,5156734,null,23859,null,3211386,null,20478,null,886868,null,14113,null,1058480,null,13435,null,0400000US48,Texas,48
648732,null,7081,null,50707,null,3659,null,9097,null,1445,null,23111,null,2484,null,18499,null,2286,null,598025,null,6893,null,354605,null,6034,null,129308,null,5077,null,114112,null,4122,null,0400000US49,Utah,49
159445,null,3177,null,11644,null,1501,null,1501,null,523,null,4825,null,1079,null,5318,null,1014,null,147801,null,3398,null,79493,null,3179,null,39053,null,2112,null,29255,null,1909,null,0400000US50,Vermont,50
1987501,null,16748,null,148366,null,6488,null,25159,null,3405,null,56329,null,4233,null,66878,null,4257,null,1839135,null,15687,null,1135798,null,14560,null,321416,null,7832,null,381921,null,8383,null,0400000US51,Virginia,51
1650519,null,12840,null,133226,null,6164,null,19144,null,2616,null,56483,null,4343,null,57599,null,4249,null,1517293,null,13552,null,841323,null,11996,null,344807,null,9715,null,331163,null,7173,null,0400000US53,Washington,53
492279,null,6996,null,68273,null,3523,null,9142,null,1715,null,21571,null,2434,null,37560,null,2750,null,424006,null,7449,null,212036,null,5719,null,68129,null,3949,null,143841,null,5069,null,0400000US54,West Virginia,54
1476615,null,10171,null,121379,null,4876,null,22625,null,2447,null,56959,null,4047,null,41795,null,2733,null,1355236,null,11067,null,769870,null,10471,null,306122,null,6595,null,279244,null,4934,null,0400000US55,Wisconsin,55
143459,null,3621,null,9056,null,1401,null,1784,null,737,null,4061,null,962,null,3211,null,912,null,134403,null,3708,null,80257,null,3017,null,28938,null,2463,null,25208,null,2116,null,0400000US56,Wyoming,56
877711,null,8137,null,362240,null,7048,null,49607,null,3258,null,68565,null,3933,null,244068,null,5715,null,515471,null,7602,null,253949,null,6019,null,55383,null,3721,null,206139,null,5447,null,0400000US72,Puerto Rico,72
