B20017H_001E,B20017H_001EA,B20017H_001M,B20017H_001MA,B20017H_002E,B20017H_002EA,B20017H_002M,B20017H_002MA,B20017H_003E,B20017H_003EA,B20017H_003M,B20017H_003MA,B20017H_004E,B20017H_004EA,B20017H_004M,B20017H_004MA,B20017H_005E,B20017H_005EA,B20017H_005M,B20017H_005MA,B20017H_006E,B20017H_006EA,B20017H_006M,B20017H_006MA,B20017H_007E,B20017H_007EA,B20017H_007M,B20017H_007MA,GEO_ID,NAME,state
25595,null,405,null,30939,null,474,null,41707,null,511,null,10132,null,393,null,20814,null,413,null,30909,null,548,null,8605,null,279,null,0400000US21,Kentucky,21
31314,null,427,null,40862,null,757,null,49509,null,507,null,12602,null,764,null,23303,null,446,null,32763,null,777,null,8533,null,337,null,0400000US22,Louisiana,22
26396,null,571,null,31310,null,739,null,42523,null,989,null,11289,null,603,null,21790,null,620,null,32564,null,718,null,9498,null,465,null,0400000US23,Maine,23
40893,null,499,null,49683,null,545,null,64085,null,959,null,11566,null,570,null,33286,null,796,null,48472,null,704,null,11648,null,429,null,0400000US24,Maryland,24
37634,null,312,null,44804,null,833,null,59951,null,617,null,11347,null,355,null,30879,null,474,null,47302,null,646,null,12136,null,299,null,0400000US25,Massachusetts,25
26878,null,310,null,33760,null,536,null,49226,null,372,null,10748,null,266,null,20790,null,281,null,35431,null,526,null,9185,null,169,null,0400000US26,Michigan,26
31562,null,246,null,38392,null,283,null,49944,null,321,null,11377,null,402,null,25814,null,359,null,38841,null,363,null,10515,null,251,null,0400000US27,Minnesota,27
28217,null,504,null,34346,null,958,null,42424,null,882,null,10157,null,717,null,22028,null,657,null,31751,null,732,null,7542,null,441,null,0400000US28,Mississippi,28
27289,null,312,null,32450,null,460,null,43014,null,694,null,10514,null,410,null,22369,null,342,null,32477,null,394,null,8567,null,223,null,0400000US29,Missouri,29
22885,null,677,null,28799,null,799,null,40213,null,973,null,9614,null,622,null,18404,null,563,null,28702,null,808,null,8842,null,505,null,0400000US30,Montana,30
27590,null,390,null,33155,null,622,null,41191,null,727,null,9070,null,560,null,21849,null,695,null,31472,null,558,null,8071,null,417,null,0400000US31,Nebraska,31
35005,null,695,null,41214,null,916,null,50733,null,964,null,14584,null,1037,null,28769,null,721,null,39207,null,747,null,11861,null,562,null,0400000US32,Nevada,32
31972,null,584,null,39750,null,824,null,51199,null,767,null,12660,null,1175,null,25477,null,671,null,37773,null,861,null,11276,null,516,null,0400000US33,New Hampshire,33
41964,null,395,null,51546,null,536,null,67116,null,983,null,13393,null,625,null,33069,null,622,null,48491,null,534,null,12543,null,450,null,0400000US34,New Jersey,34
29151,null,1018,null,37295,null,2040,null,48717,null,1103,null,10231,null,1025,null,23673,null,951,null,37681,null,1268,null,10583,null,704,null,0400000US35,New Mexico,35
36486,null,328,null,43390,null,467,null,56656,null,766,null,11724,null,284,null,29512,null,276,null,44596,null,496,null,11027,null,205,null,0400000US36,New York,36
29278,null,243,null,34290,null,480,null,44972,null,630,null,11006,null,338,null,24492,null,412,null,35372,null,523,null,9407,null,222,null,0400000US37,North Carolina,37
26933,null,776,null,33309,null,1029,null,41491,null,741,null,10399,null,766,null,21371,null,735,null,29799,null,748,null,8861,null,444,null,0400000US38,North Dakota,38
28028,null,182,null,34388,null,341,null,46044,null,477,null,10388,null,237,null,22136,null,275,null,34375,null,305,null,9162,null,158,null,0400000US39,Ohio,39
27182,null,428,null,33507,null,697,null,41595,null,677,null,10202,null,492,null,21174,null,478,null,31083,null,496,null,8259,null,321,null,0400000US40,Oklahoma,40
27528,null,450,null,34010,null,861,null,48024,null,688,null,11975,null,393,null,22285,null,476,null,35469,null,585,null,10539,null,334,null,0400000US41,Oregon,41
29893,null,174,null,37319,null,301,null,48325,null,270,null,10722,null,249,null,23717,null,237,null,36246,null,376,null,9144,null,143,null,0400000US42,Pennsylvania,42
33717,null,952,null,40560,null,1052,null,52644,null,1605,null,11764,null,923,null,28053,null,1011,null,42121,null,1320,null,12232,null,676,null,0400000US44,Rhode Island,44
28967,null,366,null,34397,null,909,null,44251,null,848,null,10474,null,562,null,23561,null,448,null,34128,null,558,null,8621,null,370,null,0400000US45,South Carolina,45
25402,null,675,null,30109,null,978,null,37900,null,889,null,8079,null,797,null,21173,null,739,null,28937,null,597,null,8134,null,621,null,0400000US46,South Dakota,46
27412,null,335,null,31928,null,385,null,41305,null,482,null,11257,null,404,null,22500,null,385,null,32080,null,418,null,9269,null,282,null,0400000US47,Tennessee,47
34368,null,286,null,41933,null,411,null,53012,null,722,null,11509,null,315,null,27276,null,354,null,39115,null,316,null,9151,null,169,null,0400000US48,Texas,48
26812,null,469,null,36683,null,868,null,49328,null,565,null,9874,null,471,null,18235,null,459,null,32395,null,595,null,7695,null,325,null,0400000US49,Utah,49
27319,null,651,null,32056,null,850,null,45401,null,1264,null,9860,null,756,null,22949,null,668,null,35448,null,1519,null,9396,null,563,null,0400000US50,Vermont,50
35274,null,406,null,42432,null,536,null,55224,null,781,null,10967,null,393,null,28091,null,356,null,41779,null,495,null,9346,null,303,null,0400000US51,Virginia,51
32835,null,440,null,41540,null,488,null,55399,null,806,null,13228,null,445,null,25897,null,541,null,39726,null,549,null,11131,null,271,null,0400000US53,Washington,53
24661,null,484,null,31054,null,629,null,40796,null,761,null,9319,null,514,null,19395,null,446,null,28201,null,651,null,7916,null,372,null,0400000US54,West Virginia,54
28871,null,214,null,35998,null,412,null,46453,null,410,null,10361,null,354,null,23096,null,290,null,34592,null,382,null,9684,null,210,null,0400000US55,Wisconsin,55
28306,null,913,null,37810,null,1180,null,48594,null,1026,null,10124,null,1130,null,20533,null,987,null,31618,null,1507,null,9220,null,758,null,0400000US56,Wyoming,56
21687,null,5429,null,22906,null,4206,null,26461,null,4795,null,9281,null,2353,null,16722,null,10119,null,26898,null,3165,null,4529,null,2411,null,0400000US72,Puerto Rico,72
