C14007F_001E,C14007F_001EA,C14007F_001M,C14007F_001MA,C14007F_002E,C14007F_002EA,C14007F_002M,C14007F_002MA,C14007F_003E,C14007F_003EA,C14007F_003M,C14007F_003MA,C14007F_004E,C14007F_004EA,C14007F_004M,C14007F_004MA,C14007F_005E,C14007F_005EA,C14007F_005M,C14007F_005MA,C14007F_006E,C14007F_006EA,C14007F_006M,C14007F_006MA,C14007F_007E,C14007F_007EA,C14007F_007M,C14007F_007MA,GEO_ID,NAME,state
39991,null,5097,null,10135,null,1984,null,2007,null,694,null,5709,null,1408,null,1369,null,471,null,1050,null,564,null,29856,null,3723,null,0400000US01,Alabama,01
11438,null,2480,null,3417,null,1163,null,455,null,337,null,817,null,504,null,1065,null,667,null,1080,null,656,null,8021,null,1848,null,0400000US02,Alaska,02
383352,null,18890,null,134086,null,8850,null,14126,null,1955,null,64793,null,5073,null,32095,null,2904,null,23072,null,3580,null,249266,null,11823,null,0400000US04,Arizona,04
61895,null,5544,null,24143,null,3197,null,4100,null,1158,null,10986,null,1972,null,5992,null,1137,null,3065,null,1260,null,37752,null,3512,null,0400000US05,Arkansas,05
4794793,null,69121,null,1603161,null,29729,null,182298,null,8817,null,712817,null,16424,null,392512,null,10866,null,315534,null,11668,null,3191632,null,49277,null,0400000US06,California,06
216124,null,14440,null,71994,null,5980,null,9946,null,1803,null,35339,null,4325,null,16993,null,2732,null,9716,null,1920,null,144130,null,10685,null,0400000US08,Colorado,08
177505,null,11164,null,59450,null,5206,null,8887,null,1694,null,25968,null,3033,null,14258,null,2131,null,10337,null,1664,null,118055,null,7941,null,0400000US09,Connecticut,09
14828,null,2917,null,3758,null,1203,null,851,null,459,null,1630,null,709,null,728,null,526,null,549,null,320,null,11070,null,2403,null,0400000US10,Delaware,10
15316,null,3249,null,4678,null,1567,null,225,null,254,null,1859,null,876,null,1444,null,729,null,1150,null,653,null,10638,null,2320,null,0400000US11,District of Columbia,11
486399,null,24856,null,144224,null,8935,null,17623,null,2595,null,61611,null,5408,null,31428,null,3207,null,33562,null,3439,null,342175,null,19178,null,0400000US12,Florida,12
292638,null,16705,null,90050,null,7132,null,13337,null,2087,null,51567,null,5192,null,17869,null,2503,null,7277,null,1604,null,202588,null,12512,null,0400000US13,Georgia,13
12821,null,2783,null,3489,null,1462,null,607,null,458,null,1198,null,687,null,780,null,549,null,904,null,502,null,9332,null,2025,null,0400000US15,Hawaii,15
26030,null,3563,null,9500,null,2074,null,627,null,350,null,4443,null,1198,null,2746,null,953,null,1684,null,639,null,16530,null,2220,null,0400000US16,Idaho,16
794652,null,22145,null,272147,null,9748,null,34749,null,3616,null,133709,null,6626,null,60391,null,3729,null,43298,null,3803,null,522505,null,16592,null,0400000US17,Illinois,17
121064,null,7153,null,37338,null,3626,null,4604,null,1330,null,18393,null,2325,null,6816,null,1078,null,7525,null,1673,null,83726,null,5546,null,0400000US18,Indiana,18
41810,null,4324,null,15495,null,2135,null,1978,null,713,null,7679,null,1476,null,4069,null,1105,null,1769,null,687,null,26315,null,2734,null,0400000US19,Iowa,19
57102,null,6503,null,19471,null,2855,null,2315,null,755,null,9084,null,1873,null,4623,null,1015,null,3449,null,951,null,37631,null,4467,null,0400000US20,Kansas,20
32988,null,4735,null,10253,null,2750,null,2170,null,964,null,5207,null,1675,null,1137,null,571,null,1739,null,1032,null,22735,null,3135,null,0400000US21,Kentucky,21
39823,null,4657,null,12098,null,2343,null,1527,null,798,null,5057,null,1320,null,2508,null,921,null,3006,null,950,null,27725,null,3447,null,0400000US22,Louisiana,22
