C24080_001E,C24080_001EA,C24080_001M,C24080_001MA,C24080_002E,C24080_002EA,C24080_002M,C24080_002MA,C24080_003E,C24080_003EA,C24080_003M,C24080_003MA,C24080_004E,C24080_004EA,C24080_004M,C24080_004MA,C24080_005E,C24080_005EA,C24080_005M,C24080_005MA,C24080_006E,C24080_006EA,C24080_006M,C24080_006MA,C24080_007E,C24080_007EA,C24080_007M,C24080_007MA,C24080_008E,C24080_008EA,C24080_008M,C24080_008MA,C24080_009E,C24080_009EA,C24080_009M,C24080_009MA,C24080_010E,C24080_010EA,C24080_010M,C24080_010MA,C24080_011E,C24080_011EA,C24080_011M,C24080_011MA,C24080_012E,C24080_012EA,C24080_012M,C24080_012MA,C24080_013E,C24080_013EA,C24080_013M,C24080_013MA,C24080_014E,C24080_014EA,C24080_014M,C24080_014MA,C24080_015E,C24080_015EA,C24080_015M,C24080_015MA,C24080_016E,C24080_016EA,C24080_016M,C24080_016MA,C24080_017E,C24080_017EA,C24080_017M,C24080_017MA,C24080_018E,C24080_018EA,C24080_018M,C24080_018MA,C24080_019E,C24080_019EA,C24080_019M,C24080_019MA,GEO_ID,NAME,state
1986034,null,13856,null,1039138,null,10595,null,777637,null,10748,null,732721,null,11647,null,44916,null,3108,null,42546,null,3018,null,60336,null,3787,null,42905,null,3312,null,36417,null,2782,null,79297,null,5003,null,946896,null,11626,null,628374,null,11877,null,612224,null,11454,null,16150,null,1884,null,86066,null,3967,null,89890,null,4674,null,73836,null,4109,null,28883,null,2742,null,39847,null,2705,null,0400000US01,Alabama,01
333464,null,5937,null,175692,null,4063,null,110242,null,4138,null,103976,null,4079,null,6266,null,1132,null,12412,null,1668,null,13039,null,1713,null,13339,null,1731,null,12990,null,1914,null,13670,null,2014,null,157772,null,3628,null,82864,null,3893,null,78989,null,4016,null,3875,null,973,null,21859,null,2069,null,18321,null,1858,null,15726,null,1669,null,8336,null,1691,null,10666,null,1587,null,0400000US02,Alaska,02
2795318,null,20239,null,1507570,null,14711,null,1148015,null,14798,null,1078175,null,14676,null,69840,null,4752,null,64010,null,5804,null,91752,null,5681,null,52571,null,3888,null,40374,null,3568,null,110848,null,7692,null,1287748,null,13274,null,869262,null,14301,null,837500,null,13983,null,31762,null,2714,null,112411,null,6580,null,118940,null,6403,null,83788,null,5045,null,32009,null,3107,null,71338,null,5634,null,0400000US04,Arizona,04
1245923,null,14871,null,653858,null,9135,null,484955,null,10442,null,457298,null,10562,null,27657,null,2558,null,32238,null,3012,null,28280,null,2685,null,32871,null,2903,null,14379,null,1659,null,61135,null,3924,null,592065,null,8950,null,388446,null,9143,null,376135,null,9117,null,12311,null,1403,null,56219,null,4053,null,43386,null,3685,null,64289,null,4278,null,12402,null,1662,null,27323,null,2531,null,0400000US05,Arkansas,05
16454578,null,41216,null,8928997,null,32284,null,6641731,null,34118,null,6263006,null,33945,null,378725,null,9147,null,406344,null,10571,null,544253,null,10528,null,286701,null,8856,null,185204,null,8385,null,864764,null,15760,null,7525581,null,29672,null,4882378,null,30755,null,4725840,null,30407,null,156538,null,6824,null,674729,null,13096,null,835906,null,16947,null,401581,null,9913,null,138900,null,5657,null,592087,null,14383,null,0400000US06,California,06
2480113,null,14335,null,1327143,null,10097,null,1002326,null,12657,null,914765,null,12727,null,87561,null,4086,null,65209,null,4525,null,78136,null,4682,null,45008,null,3581,null,36472,null,3902,null,99992,null,4811,null,1152970,null,9767,null,766046,null,10508,null,725947,null,11057,null,40099,null,3123,null,118529,null,4493,null,107662,null,5031,null,56724,null,3822,null,26990,null,2692,null,77019,null,3876,null,0400000US08,Colorado,08
1740760,null,11306,null,894630,null,7484,null,669192,null,9414,null,622018,null,9069,null,47174,null,3188,null,58683,null,4061,null,48876,null,3252,null,32718,null,2317,null,13734,null,1804,null,71427,null,4583,null,846130,null,7983,null,555921,null,9508,null,540334,null,9474,null,15587,null,1583,null,108374,null,5024,null,86824,null,4674,null,39647,null,2977,null,10378,null,1629,null,44986,null,3099,null,0400000US09,Connecticut,09
417673,null,5974,null,210453,null,3999,null,161165,null,4445,null,149356,null,4776,null,11809,null,1776,null,13655,null,1808,null,5501,null,827,null,15022,null,2072,null,5376,null,1140,null,9734,null,1372,null,207220,null,4499,null,137288,null,4681,null,133201,null,4659,null,4087,null,836,null,28402,null,2510,null,8463,null,1340,null,22328,null,2428,null,3006,null,691,null,7733,null,1199,null,0400000US10,Delaware,10
293927,null,4949,null,141941,null,2917,null,77580,null,3859,null,72121,null,3816,null,5459,null,1308,null,20917,null,2169,null,8004,null,1504,null,3693,null,991,null,22926,null,2521,null,8821,null,1668,null,151986,null,4025,null,69492,null,3773,null,66342,null,3630,null,3150,null,992,null,30423,null,2490,null,11170,null,1711,null,4441,null,969,null,29744,null,2794,null,6716,null,1035,null,0400000US11,District of Columbia,11
7995087,null,35310,null,4166128,null,20745,null,3248080,null,23758,null,2900446,null,24643,null,347634,null,11755,null,164379,null,6624,null,268431,null,10231,null,103474,null,5723,null,86182,null,4462,null,295582,null,8515,null,3828959,null,23056,null,2692491,null,22903,null,2559378,null,22150,null,133113,null,6892,null,322981,null,8457,null,394770,null,11507,null,141500,null,7072,null,66324,null,4293,null,210893,null,8415,null,0400000US12,Florida,12
