B01002D_001E,B01002D_001EA,B01002D_001M,B01002D_001MA,B01002D_002E,B01002D_002EA,B01002D_002M,B01002D_002MA,B01002D_003E,B01002D_003EA,B01002D_003M,B01002D_003MA,GEO_ID,NAME,state
33.2,null,1.3,null,31.6,null,3.7,null,33.9,null,2.4,null,0400000US01,Alabama,01
38.7,null,0.8,null,37.5,null,2.1,null,39.7,null,1.2,null,0400000US02,Alaska,02
35.0,null,0.6,null,32.7,null,0.8,null,36.4,null,0.5,null,0400000US04,Arizona,04
31.1,null,2.5,null,29.8,null,3.2,null,32.2,null,4.2,null,0400000US05,Arkansas,05
37.5,null,0.2,null,36.2,null,0.2,null,38.7,null,0.2,null,0400000US06,California,06
34.4,null,0.7,null,33.3,null,0.9,null,35.6,null,0.9,null,0400000US08,Colorado,08
33.4,null,0.6,null,33.6,null,0.6,null,33.0,null,0.9,null,0400000US09,Connecticut,09
33.8,null,1.1,null,32.1,null,1.0,null,36.8,null,2.7,null,0400000US10,Delaware,10
34.0,null,0.9,null,34.6,null,1.5,null,33.4,null,1.3,null,0400000US11,District of Columbia,11
36.3,null,0.4,null,34.6,null,0.7,null,37.5,null,0.6,null,0400000US12,Florida,12
33.9,null,0.4,null,33.3,null,0.6,null,34.6,null,0.6,null,0400000US13,Georgia,13
47.4,null,0.7,null,45.5,null,0.6,null,49.2,null,0.6,null,0400000US15,Hawaii,15
36.5,null,3.3,null,35.0,null,5.4,null,36.5,null,3.4,null,0400000US16,Idaho,16
34.3,null,0.3,null,33.5,null,0.4,null,35.0,null,0.4,null,0400000US17,Illinois,17
30.9,null,1.4,null,28.0,null,3.3,null,32.8,null,1.0,null,0400000US18,Indiana,18
31.1,null,1.2,null,31.5,null,2.9,null,31.1,null,2.0,null,0400000US19,Iowa,19
32.2,null,1.2,null,31.6,null,0.9,null,33.0,null,1.8,null,0400000US20,Kansas,20
31.3,null,1.9,null,30.0,null,1.3,null,34.3,null,2.8,null,0400000US21,Kentucky,21
32.0,null,1.3,null,30.1,null,1.3,null,33.4,null,2.4,null,0400000US22,Louisiana,22
28.2,null,3.8,null,26.3,null,6.7,null,31.1,null,7.2,null,0400000US23,Maine,23
36.3,null,0.4,null,35.7,null,0.5,null,37.1,null,0.6,null,0400000US24,Maryland,24
33.2,null,0.4,null,33.1,null,0.6,null,33.3,null,0.5,null,0400000US25,Massachusetts,25
33.1,null,0.4,null,32.9,null,0.6,null,33.4,null,0.6,null,0400000US26,Michigan,26
28.1,null,0.5,null,27.6,null,1.0,null,28.6,null,0.7,null,0400000US27,Minnesota,27
32.9,null,3.2,null,28.5,null,1.9,null,36.3,null,1.8,null,0400000US28,Mississippi,28
33.0,null,0.9,null,32.3,null,2.0,null,33.2,null,0.7,null,0400000US29,Missouri,29
36.5,null,6.4,null,41.1,null,13.5,null,36.1,null,9.1,null,0400000US30,Montana,30
29.1,null,1.9,null,25.0,null,2.3,null,31.6,null,1.6,null,0400000US31,Nebraska,31
38.4,null,0.8,null,36.8,null,0.8,null,39.6,null,0.5,null,0400000US32,Nevada,32
32.3,null,2.5,null,31.6,null,4.1,null,33.1,null,3.2,null,0400000US33,New Hampshire,33
35.6,null,0.2,null,35.2,null,0.2,null,36.2,null,0.3,null,0400000US34,New Jersey,34
33.2,null,2.2,null,30.8,null,3.6,null,34.2,null,4.6,null,0400000US35,New Mexico,35
35.7,null,0.2,null,35.4,null,0.2,null,36.0,null,0.3,null,0400000US36,New York,36
32.4,null,0.7,null,31.2,null,1.4,null,33.6,null,1.0,null,0400000US37,North Carolina,37
27.7,null,4.7,null,29.6,null,3.0,null,25.4,null,4.6,null,0400000US38,North Dakota,38
33.6,null,0.6,null,32.8,null,0.8,null,34.3,null,0.7,null,0400000US39,Ohio,39
31.9,null,2.0,null,30.2,null,1.4,null,34.9,null,1.5,null,0400000US40,Oklahoma,40
35.5,null,0.8,null,34.1,null,1.5,null,36.6,null,0.8,null,0400000US41,Oregon,41
33.2,null,0.4,null,33.0,null,0.6,null,33.4,null,0.6,null,0400000US42,Pennsylvania,42
29.2,null,1.7,null,27.9,null,1.6,null,31.0,null,4.4,null,0400000US44,Rhode Island,44
34.1,null,1.9,null,33.3,null,2.8,null,35.4,null,3.8,null,0400000US45,South Carolina,45
26.9,null,6.9,null,23.1,null,9.2,null,28.5,null,7.5,null,0400000US46,South Dakota,46
34.4,null,1.3,null,32.7,null,1.5,null,35.5,null,0.6,null,0400000US47,Tennessee,47
34.1,null,0.2,null,33.4,null,0.3,null,34.7,null,0.3,null,0400000US48,Texas,48
31.1,null,0.7,null,28.7,null,2.2,null,33.1,null,2.0,null,0400000US49,Utah,49
24.8,null,10.1,null,22.7,null,7.6,null,31.0,null,10.1,null,0400000US50,Vermont,50
35.2,null,0.4,null,34.3,null,0.5,null,36.1,null,0.6,null,0400000US51,Virginia,51
36.1,null,0.4,null,34.8,null,0.5,null,37.4,null,0.5,null,0400000US53,Washington,53
36.6,null,6.3,null,33.7,null,5.2,null,42.1,null,5.3,null,0400000US54,West Virginia,54
27.1,null,0.9,null,26.7,null,1.2,null,27.5,null,0.8,null,0400000US55,Wisconsin,55
37.7,null,5.9,null,23.8,null,13.1,null,49.8,null,26.4,null,0400000US56,Wyoming,56
33.0,null,6.0,null,36.8,null,5.6,null,30.1,null,5.8,null,0400000US72,Puerto Rico,72
