B18103_001E,B18103_001EA,B18103_001M,B18103_001MA,B18103_002E,B18103_002EA,B18103_002M,B18103_002MA,B18103_003E,B18103_003EA,B18103_003M,B18103_003MA,B18103_004E,B18103_004EA,B18103_004M,B18103_004MA,B18103_005E,B18103_005EA,B18103_005M,B18103_005MA,B18103_006E,B18103_006EA,B18103_006M,B18103_006MA,B18103_007E,B18103_007EA,B18103_007M,B18103_007MA,B18103_008E,B18103_008EA,B18103_008M,B18103_008MA,B18103_009E,B18103_009EA,B18103_009M,B18103_009MA,B18103_010E,B18103_010EA,B18103_010M,B18103_010MA,B18103_011E,B18103_011EA,B18103_011M,B18103_011MA,B18103_012E,B18103_012EA,B18103_012M,B18103_012MA,B18103_013E,B18103_013EA,B18103_013M,B18103_013MA,B18103_014E,B18103_014EA,B18103_014M,B18103_014MA,B18103_015E,B18103_015EA,B18103_015M,B18103_015MA,B18103_016E,B18103_016EA,B18103_016M,B18103_016MA,B18103_017E,B18103_017EA,B18103_017M,B18103_017MA,B18103_018E,B18103_018EA,B18103_018M,B18103_018MA,B18103_019E,B18103_019EA,B18103_019M,B18103_019MA,B18103_020E,B18103_020EA,B18103_020M,B18103_020MA,B18103_021E,B18103_021EA,B18103_021M,B18103_021MA,B18103_022E,B18103_022EA,B18103_022M,B18103_022MA,B18103_023E,B18103_023EA,B18103_023M,B18103_023MA,B18103_024E,B18103_024EA,B18103_024M,B18103_024MA,B18103_025E,B18103_025EA,B18103_025M,B18103_025MA,B18103_026E,B18103_026EA,B18103_026M,B18103_026MA,B18103_027E,B18103_027EA,B18103_027M,B18103_027MA,B18103_028E,B18103_028EA,B18103_028M,B18103_028MA,B18103_029E,B18103_029EA,B18103_029M,B18103_029MA,B18103_030E,B18103_030EA,B18103_030M,B18103_030MA,B18103_031E,B18103_031EA,B18103_031M,B18103_031MA,B18103_032E,B18103_032EA,B18103_032M,B18103_032MA,B18103_033E,B18103_033EA,B18103_033M,B18103_033MA,B18103_034E,B18103_034EA,B18103_034M,B18103_034MA,B18103_035E,B18103_035EA,B18103_035M,B18103_035MA,B18103_036E,B18103_036EA,B18103_036M,B18103_036MA,B18103_037E,B18103_037EA,B18103_037M,B18103_037MA,B18103_038E,B18103_038EA,B18103_038M,B18103_038MA,B18103_039E,B18103_039EA,B18103_039M,B18103_039MA,GEO_ID,NAME,state
4616028,null,1808,null,2216414,null,5319,null,159864,null,2855,null,327,null,224,null,159537,null,2834,null,413952,null,3403,null,4573,null,1101,null,409379,null,3516,null,513869,null,4088,null,6179,null,1240,null,507690,null,4196,null,865125,null,4577,null,28379,null,3084,null,836746,null,5766,null,158945,null,2154,null,8449,null,1322,null,150496,null,2463,null,104659,null,1667,null,11085,null,1491,null,93574,null,2044,null,2399614,null,5277,null,153981,null,2303,null,855,null,568,null,153126,null,2446,null,396430,null,2976,null,3887,null,1094,null,392543,null,3157,null,539810,null,3535,null,6952,null,1526,null,532858,null,3542,null,948912,null,3912,null,35240,null,2857,null,913672,null,4494,null,191400,null,1710,null,10148,null,1583,null,181252,null,2324,null,169081,null,1765,null,22752,null,1916,null,146329,null,2318,null,0400000US01,Alabama,01
678081,null,2615,null,344335,null,2643,null,28254,null,1020,null,78,null,99,null,28176,null,1019,null,65623,null,1387,null,761,null,463,null,64862,null,1404,null,90271,null,2708,null,1100,null,636,null,89171,null,2767,null,135900,null,2569,null,3571,null,1317,null,132329,null,2997,null,16465,null,828,null,535,null,294,null,15930,null,838,null,7822,null,452,null,1223,null,354,null,6599,null,571,null,333746,null,1899,null,26527,null,1128,null,0,null,244,null,26527,null,1128,null,62857,null,1274,null,1223,null,606,null,61634,null,1361,null,82525,null,1767,null,558,null,326,null,81967,null,1744,null,135031,null,1439,null,3944,null,1046,null,131087,null,1714,null,15466,null,1080,null,810,null,420,null,14656,null,1209,null,11340,null,873,null,1695,null,605,null,9645,null,973,null,0400000US02,Alaska,02
6501531,null,2050,null,3232732,null,3982,null,264083,null,2086,null,1040,null,517,null,263043,null,2195,null,621074,null,2266,null,6851,null,2030,null,614223,null,2962,null,786293,null,3134,null,6978,null,1480,null,779315,null,3421,null,1174649,null,3088,null,25321,null,2624,null,1149328,null,3997,null,211949,null,1412,null,6943,null,1185,null,205006,null,1686,null,174684,null,1271,null,16014,null,1918,null,158670,null,2319,null,3268799,null,3527,null,252347,null,1970,null,979,null,716,null,251368,null,1938,null,592310,null,2168,null,4239,null,1206,null,588071,null,2622,null,740661,null,2661,null,5412,null,1457,null,735249,null,3125,null,1216038,null,2428,null,24980,null,2438,null,1191058,null,3307,null,239589,null,1423,null,10180,null,1904,null,229409,null,2300,null,227854,null,1775,null,25484,null,2502,null,202370,null,2893,null,0400000US04,Arizona,04
2833391,null,1646,null,1376266,null,4518,null,103809,null,2508,null,248,null,270,null,103561,null,2503,null,257864,null,2905,null,2310,null,718,null,255554,null,2765,null,318903,null,3465,null,6873,null,1475,null,312030,null,3802,null,525698,null,3249,null,19483,null,2027,null,506215,null,3942,null,100748,null,1369,null,6679,null,927,null,94069,null,1619,null,69244,null,1438,null,9498,null,1373,null,59746,null,1924,null,1457125,null,4146,null,98502,null,2589,null,655,null,567,null,97847,null,2703,null,246509,null,2745,null,2139,null,742,null,244370,null,2935,null,323318,null,2952,null,4881,null,1322,null,318437,null,2930,null,566963,null,3137,null,22700,null,2205,null,544263,null,3722,null,116669,null,1542,null,7284,null,1237,null,109385,null,1857,null,105164,null,1916,null,12779,null,1754,null,92385,null,2786,null,0400000US05,Arkansas,05
36376938,null,5731,null,18072031,null,8343,null,1410857,null,3183,null,5970,null,1819,null,1404887,null,3913,null,3422645,null,4498,null,22719,null,3079,null,3399926,null,5795,null,4517238,null,6987,null,36014,null,3829,null,4481224,null,8472,null,6981353,null,5482,null,122580,null,5787,null,6858773,null,8402,null,996729,null,3038,null,39751,null,3068,null,956978,null,3893,null,743209,null,3306,null,71589,null,3764,null,671620,null,5001,null,18304907,null,7752,null,1337969,null,2817,null,6523,null,1629,null,1331446,null,3359,null,3251215,null,3387,null,20847,null,2717,null,3230368,null,3888,null,4334195,null,4133,null,35713,null,4125,null,4298482,null,5207,null,7097050,null,5440,null,138872,null,5663,null,6958178,null,8641,null,1159187,null,2959,null,53656,null,3861,null,1105531,null,4565,null,1125291,null,4215,null,128901,null,5564,null,996390,null,7436,null,0400000US06,California,06
4930142,null,2876,null,2457378,null,4175,null,187131,null,2243,null,763,null,516,null,186368,null,2291,null,439108,null,2477,null,3196,null,1113,null,435912,null,2709,null,607100,null,3155,null,5254,null,1314,null,601846,null,3528,null,995771,null,3969,null,17217,null,2169,null,978554,null,4258,null,139969,null,1415,null,3640,null,845,null,136329,null,1638,null,88299,null,1314,null,9151,null,1359,null,79148,null,1774,null,2472764,null,3736,null,177583,null,1855,null,405,null,340,null,177178,null,1828,null,421389,null,1935,null,3356,null,1009,null,418033,null,2188,null,580699,null,3205,null,5135,null,1517,null,575564,null,3761,null,1004719,null,3120,null,14961,null,2460,null,989758,null,3935,null,154294,null,1429,null,5171,null,943,null,149123,null,1685,null,134080,null,2384,null,16760,null,2124,null,117320,null,2887,null,0400000US08,Colorado,08
3456856,null,1297,null,1679224,null,2358,null,107111,null,998,null,240,null,237,null,106871,null,1001,null,305613,null,1622,null,1910,null,628,null,303703,null,1727,null,368074,null,2030,null,2770,null,1115,null,365304,null,2474,null,703912,null,2309,null,9890,null,1449,null,694022,null,2545,null,112901,null,876,null,2290,null,689,null,110611,null,1271,null,81613,null,1345,null,5604,null,869,null,76009,null,1474,null,1777632,null,2298,null,102258,null,785,null,262,null,220,null,101996,null,795,null,291817,null,1305,null,814,null,473,null,291003,null,1370,null,366938,null,1476,null,3282,null,905,null,363656,null,1723,null,751142,null,2032,null,12155,null,1715,null,738987,null,2663,null,131560,null,1008,null,4884,null,948,null,126676,null,1394,null,133917,null,1612,null,11627,null,1674,null,122290,null,2143,null,0400000US09,Connecticut,09
869483,null,1017,null,418177,null,1741,null,30077,null,477,null,0,null,263,null,30077,null,477,null,75489,null,998,null,615,null,451,null,74874,null,1051,null,94062,null,1080,null,1288,null,794,null,92774,null,1250,null,165467,null,1171,null,3668,null,965,null,161799,null,1522,null,30434,null,597,null,919,null,368,null,29515,null,721,null,22648,null,540,null,2582,null,734,null,20066,null,894,null,451306,null,1383,null,29384,null,511,null,0,null,263,null,29384,null,511,null,71814,null,978,null,171,null,177,null,71643,null,1022,null,99157,null,625,null,1122,null,634,null,98035,null,930,null,182706,null,1040,null,2621,null,839,null,180085,null,1474,null,36261,null,773,null,1985,null,661,null,34276,null,946,null,31984,null,1074,null,4043,null,818,null,27941,null,1209,null,0400000US10,Delaware,10
589408,null,861,null,275835,null,1117,null,19877,null,612,null,0,null,296,null,19877,null,612,null,37328,null,612,null,598,null,497,null,36730,null,792,null,83294,null,730,null,556,null,401,null,82738,null,829,null,108752,null,994,null,2196,null,796,null,106556,null,1219,null,16364,null,771,null,1212,null,730,null,15152,null,1019,null,10220,null,515,null,1372,null,525,null,8848,null,584,null,313573,null,1063,null,18275,null,614,null,59,null,97,null,18216,null,604,null,38230,null,877,null,557,null,425,null,37673,null,930,null,98310,null,641,null,1563,null,792,null,96747,null,1109,null,119578,null,488,null,3658,null,862,null,115920,null,1003,null,21056,null,558,null,1606,null,514,null,19450,null,712,null,18124,null,1358,null,1779,null,745,null,16345,null,1519,null,0400000US11,District of Columbia,11
18192784,null,3804,null,8856789,null,8200,null,594945,null,3088,null,2611,null,1031,null,592334,null,3338,null,1478001,null,3826,null,9989,null,1821,null,1468012,null,4040,null,1965624,null,6850,null,18136,null,2968,null,1947488,null,7697,null,3439167,null,8317,null,72780,null,4617,null,3366387,null,9429,null,712723,null,3247,null,25885,null,3433,null,686838,null,4786,null,666329,null,3396,null,59818,null,3905,null,606511,null,5324,null,9335995,null,7600,null,568212,null,3310,null,2135,null,905,null,566077,null,3191,null,1409503,null,4197,null,8640,null,1661,null,1400863,null,4610,null,1925324,null,4784,null,15512,null,2469,null,1909812,null,5294,null,3693603,null,5997,null,73520,null,4164,null,3620083,null,6882,null,834843,null,3200,null,35945,null,3208,null,798898,null,4222,null,904510,null,4774,null,91607,null,5362,null,812903,null,6554,null,0400000US12,Florida,12
