C21001A_001E,C21001A_001EA,C21001A_001M,C21001A_001MA,C21001A_002E,C21001A_002EA,C21001A_002M,C21001A_002MA,C21001A_003E,C21001A_003EA,C21001A_003M,C21001A_003MA,C21001A_004E,C21001A_004EA,C21001A_004M,C21001A_004MA,C21001A_005E,C21001A_005EA,C21001A_005M,C21001A_005MA,C21001A_006E,C21001A_006EA,C21001A_006M,C21001A_006MA,C21001A_007E,C21001A_007EA,C21001A_007M,C21001A_007MA,C21001A_008E,C21001A_008EA,C21001A_008M,C21001A_008MA,C21001A_009E,C21001A_009EA,C21001A_009M,C21001A_009MA,C21001A_010E,C21001A_010EA,C21001A_010M,C21001A_010MA,C21001A_011E,C21001A_011EA,C21001A_011M,C21001A_011MA,C21001A_012E,C21001A_012EA,C21001A_012M,C21001A_012MA,C21001A_013E,C21001A_013EA,C21001A_013M,C21001A_013MA,C21001A_014E,C21001A_014EA,C21001A_014M,C21001A_014MA,C21001A_015E,C21001A_015EA,C21001A_015M,C21001A_015MA,GEO_ID,NAME,state
1050095,null,3237,null,519404,null,2218,null,436815,null,2204,null,65435,null,3260,null,371380,null,3963,null,82589,null,453,null,45695,null,2067,null,36894,null,2083,null,530691,null,1798,null,433090,null,1749,null,5542,null,1102,null,427548,null,2353,null,97601,null,653,null,1726,null,607,null,95875,null,919,null,0400000US16,Idaho,16
7261324,null,16665,null,3545223,null,10860,null,2992244,null,10629,null,323115,null,7379,null,2669129,null,12885,null,552979,null,1792,null,295098,null,4612,null,257881,null,4898,null,3716101,null,7919,null,2942246,null,7781,null,23245,null,2355,null,2919001,null,8542,null,773855,null,2305,null,6442,null,1291,null,767413,null,2639,null,0400000US17,Illinois,17
4212612,null,5850,null,2049123,null,4451,null,1728994,null,4230,null,234107,null,7248,null,1494887,null,8144,null,320129,null,849,null,172775,null,3470,null,147354,null,3554,null,2163489,null,2966,null,1719765,null,2885,null,17082,null,1990,null,1702683,null,3643,null,443724,null,896,null,3681,null,738,null,440043,null,1267,null,0400000US18,Indiana,18
2150214,null,3219,null,1043525,null,1859,null,861294,null,1846,null,116745,null,4123,null,744549,null,4584,null,182231,null,597,null,96727,null,2453,null,85504,null,2560,null,1106689,null,2180,null,854033,null,2004,null,8793,null,1242,null,845240,null,2335,null,252656,null,868,null,3410,null,706,null,249246,null,1141,null,0400000US19,Iowa,19
1846315,null,5601,null,897397,null,3857,null,752628,null,3841,null,106238,null,4548,null,646390,null,5553,null,144769,null,918,null,81583,null,2476,null,63186,null,2554,null,948918,null,2998,null,749588,null,3169,null,8533,null,1469,null,741055,null,3559,null,199330,null,1048,null,1607,null,479,null,197723,null,1178,null,0400000US20,Kansas,20
2950800,null,4261,null,1416229,null,3450,null,1191151,null,3441,null,161261,null,5634,null,1029890,null,6650,null,225078,null,525,null,112439,null,3506,null,112639,null,3535,null,1534571,null,1863,null,1226477,null,1801,null,14197,null,1961,null,1212280,null,2765,null,308094,null,515,null,2134,null,549,null,305960,null,676,null,0400000US21,Kentucky,21
2210131,null,3537,null,1067246,null,2880,null,888967,null,2702,null,120728,null,4851,null,768239,null,5674,null,178279,null,827,null,100982,null,3090,null,77297,null,3029,null,1142885,null,2250,null,903382,null,2150,null,11386,null,1823,null,891996,null,2798,null,239503,null,892,null,1339,null,522,null,238164,null,970,null,0400000US22,Louisiana,22
1001258,null,2707,null,479556,null,1902,null,392195,null,1794,null,69651,null,3428,null,322544,null,3953,null,87361,null,437,null,51325,null,1966,null,36036,null,1959,null,521702,null,1351,null,406894,null,1353,null,5982,null,907,null,400912,null,1543,null,114808,null,183,null,1876,null,629,null,112932,null,643,null,0400000US23,Maine,23
2674553,null,8432,null,1290429,null,5774,null,1074617,null,5744,null,154895,null,5777,null,919722,null,7179,null,215812,null,723,null,120208,null,3512,null,95604,null,3505,null,1384124,null,4428,null,1093576,null,4000,null,19023,null,2327,null,1074553,null,4703,null,290548,null,1165,null,4772,null,1140,null,285776,null,1721,null,0400000US24,Maryland,24
4335949,null,8957,null,2067964,null,5669,null,1730879,null,5484,null,182869,null,6559,null,1548010,null,8123,null,337085,null,1078,null,187884,null,3744,null,149201,null,3838,null,2267985,null,5117,null,1783091,null,4907,null,13851,null,1972,null,1769240,null,4927,null,484894,null,1196,null,7101,null,1213,null,477793,null,1658,null,0400000US25,Massachusetts,25
6215947,null,6157,null,3034607,null,4313,null,2529848,null,4117,null,322792,null,6836,null,2207056,null,8138,null,504759,null,1033,null,263808,null,4631,null,240951,null,4523,null,3181340,null,3313,null,2510944,null,3253,null,24273,null,2733,null,2486671,null,4105,null,670396,null,989,null,6087,null,978,null,664309,null,1322,null,0400000US26,Michigan,26
3581904,null,5005,null,1757119,null,3405,null,1479398,null,3401,null,191281,null,5327,null,1288117,null,6303,null,277721,null,679,null,158454,null,3082,null,119267,null,3116,null,1824785,null,2563,null,1457869,null,2563,null,14225,null,1336,null,1443644,null,2832,null,366916,null,603,null,3508,null,729,null,363408,null,996,null,0400000US27,Minnesota,27
1349348,null,3805,null,650112,null,2851,null,533234,null,2913,null,71928,null,4302,null,461306,null,5238,null,116878,null,590,null,70246,null,2023,null,46632,null,1883,null,699236,null,1893,null,536347,null,1785,null,6511,null,1385,null,529836,null,2321,null,162889,null,673,null,1721,null,529,null,161168,null,834,null,0400000US28,Mississippi,28
3877798,null,4262,null,1872071,null,3493,null,1555489,null,3530,null,240235,null,6855,null,1315254,null,7226,null,316582,null,854,null,182104,null,3691,null,134478,null,3629,null,2005727,null,2580,null,1575629,null,2279,null,19106,null,1812,null,1556523,null,2760,null,430098,null,1001,null,3050,null,741,null,427048,null,1255,null,0400000US29,Missouri,29
685854,null,1867,null,338311,null,1304,null,276683,null,1286,null,49154,null,3233,null,227529,null,3555,null,61628,null,254,null,36406,null,1548,null,25222,null,1559,null,347543,null,1296,null,273410,null,1279,null,4648,null,951,null,268762,null,1748,null,74133,null,361,null,624,null,360,null,73509,null,495,null,0400000US30,Montana,30
1207303,null,4408,null,587190,null,3336,null,489557,null,3160,null,70477,null,3624,null,419080,null,4757,null,97633,null,690,null,57083,null,1705,null,40550,null,1649,null,620113,null,2116,null,486875,null,2036,null,7861,null,1425,null,479014,null,2484,null,133238,null,891,null,1406,null,433,null,131832,null,976,null,0400000US31,Nebraska,31
1510559,null,7965,null,775193,null,4887,null,653189,null,4665,null,96591,null,5225,null,556598,null,6104,null,122004,null,991,null,75377,null,2477,null,46627,null,2658,null,735366,null,4321,null,600001,null,4234,null,10037,null,1674,null,589964,null,4135,null,135365,null,1224,null,2276,null,635,null,133089,null,1396,null,0400000US32,Nevada,32
987508,null,2000,null,480134,null,1266,null,404209,null,1225,null,59335,null,3296,null,344874,null,3475,null,75925,null,233,null,45444,null,1854,null,30481,null,1893,null,507374,null,1161,null,407819,null,1183,null,6241,null,973,null,401578,null,1370,null,99555,null,458,null,1650,null,555,null,97905,null,684,null,0400000US33,New Hampshire,33
4807731,null,15139,null,2325611,null,9191,null,1924009,null,8816,null,163411,null,5541,null,1760598,null,10514,null,401602,null,1644,null,213543,null,3786,null,188059,null,4443,null,2482120,null,8302,null,1915366,null,7556,null,9345,null,1429,null,1906021,null,7528,null,566754,null,1930,null,4942,null,825,null,561812,null,2180,null,0400000US34,New Jersey,34
1102467,null,10768,null,530330,null,6939,null,431462,null,6553,null,69416,null,3676,null,362046,null,6752,null,98868,null,1435,null,57805,null,2270,null,41063,null,2166,null,572137,null,5013,null,449817,null,4888,null,6870,null,1120,null,442947,null,4922,null,122320,null,1740,null,1925,null,662,null,120395,null,1871,null,0400000US35,New Mexico,35
10447721,null,20689,null,5034271,null,12647,null,4174700,null,12813,null,388056,null,9568,null,3786644,null,16544,null,859571,null,2918,null,418782,null,6145,null,440789,null,6311,null,5413450,null,11759,null,4208718,null,10853,null,27467,null,2666,null,4181251,null,10782,null,1204732,null,3050,null,9872,null,1380,null,1194860,null,3121,null,0400000US36,New York,36
5077935,null,8419,null,2424802,null,6426,null,2010427,null,6598,null,299262,null,7143,null,1711165,null,9829,null,414375,null,1340,null,230445,null,4528,null,183930,null,4680,null,2653133,null,4123,null,2093368,null,4441,null,33119,null,3590,null,2060249,null,5963,null,559765,null,1361,null,6316,null,977,null,553449,null,1606,null,0400000US37,North Carolina,37
459138,null,1278,null,226988,null,1021,null,187513,null,1012,null,26951,null,1879,null,160562,null,1796,null,39475,null,166,null,19191,null,937,null,20284,null,964,null,232150,null,813,null,179188,null,715,null,2889,null,702,null,176299,null,907,null,52962,null,306,null,688,null,274,null,52274,null,318,null,0400000US38,North Dakota,38
7535960,null,5064,null,3634463,null,3496,null,3031870,null,3544,null,417506,null,9149,null,2614364,null,10699,null,602593,null,841,null,334976,null,5010,null,267617,null,5010,null,3901497,null,3254,null,3062730,null,3182,null,35322,null,2742,null,3027408,null,4317,null,838767,null,829,null,9293,null,1437,null,829474,null,1585,null,0400000US39,Ohio,39
2137329,null,5767,null,1031154,null,3852,null,848490,null,3800,null,141646,null,4759,null,706844,null,5768,null,182664,null,800,null,105215,null,2712,null,77449,null,2656,null,1106175,null,2877,null,860930,null,2845,null,14602,null,1762,null,846328,null,3171,null,245245,null,676,null,3003,null,874,null,242242,null,1133,null,0400000US40,Oklahoma,40
2581629,null,9072,null,1260443,null,5397,null,1045540,null,5452,null,168405,null,6754,null,877135,null,8338,null,214903,null,819,null,134842,null,2895,null,80061,null,3052,null,1321186,null,4820,null,1050692,null,4590,null,14915,null,2055,null,1035777,null,5207,null,270494,null,1190,null,5972,null,1083,null,264522,null,1578,null,0400000US41,Oregon,41
8376309,null,8269,null,4025111,null,4807,null,3290991,null,4924,null,424108,null,8053,null,2866883,null,10108,null,734120,null,1144,null,423965,null,5370,null,310155,null,5349,null,4351198,null,5127,null,3311397,null,4926,null,31589,null,2560,null,3279808,null,5341,null,1039801,null,1226,null,11266,null,1500,null,1028535,null,1882,null,0400000US42,Pennsylvania,42
699573,null,4176,null,331142,null,2697,null,274366,null,2522,null,34167,null,2568,null,240199,null,3597,null,56776,null,599,null,31632,null,1651,null,25144,null,1718,null,368431,null,2229,null,285310,null,2082,null,3288,null,1071,null,282022,null,2498,null,83121,null,542,null,1237,null,528,null,81884,null,672,null,0400000US44,Rhode Island,44
2393757,null,6122,null,1152655,null,4896,null,941035,null,4760,null,151656,null,5594,null,789379,null,6888,null,211620,null,643,null,129055,null,2961,null,82565,null,2998,null,1241102,null,2952,null,966450,null,2851,null,13652,null,1941,null,952798,null,3149,null,274652,null,627,null,2739,null,775,null,271913,null,1054,null,0400000US45,South Carolina,45
544849,null,2018,null,268385,null,1358,null,219214,null,1300,null,31783,null,2485,null,187431,null,2421,null,49171,null,283,null,27721,null,1650,null,21450,null,1605,null,276464,null,1143,null,212806,null,1160,null,2823,null,849,null,209983,null,1349,null,63658,null,224,null,1065,null,453,null,62593,null,509,null,0400000US46,South Dakota,46
3870810,null,5664,null,1864243,null,3666,null,1548207,null,3665,null,226738,null,7406,null,1321469,null,7798,null,316036,null,856,null,173972,null,3580,null,142064,null,3567,null,2006567,null,2968,null,1582655,null,2974,null,19873,null,2120,null,1562782,null,3324,null,423912,null,650,null,4347,null,1051,null,419565,null,1196,null,0400000US47,Tennessee,47
13323459,null,30455,null,6556928,null,20239,null,5639870,null,19506,null,714395,null,12647,null,4925475,null,24458,null,917058,null,3629,null,496495,null,6745,null,420563,null,7590,null,6766531,null,16332,null,5554659,null,15423,null,76011,null,4774,null,5478648,null,16902,null,1211872,null,3792,null,15324,null,1779,null,1196548,null,4217,null,0400000US48,Texas,48
1730031,null,5908,null,854680,null,4109,null,747729,null,4005,null,73024,null,3755,null,674705,null,5178,null,106951,null,658,null,60702,null,2291,null,46249,null,2298,null,875351,null,3002,null,743915,null,2979,null,6811,null,1383,null,737104,null,3214,null,131436,null,775,null,1700,null,615,null,129736,null,946,null,0400000US49,Utah,49
477337,null,1036,null,232424,null,836,null,193993,null,858,null,25972,null,1746,null,168021,null,1973,null,38431,null,260,null,21565,null,1158,null,16866,null,1157,null,244913,null,537,null,195147,null,475,null,2214,null,538,null,192933,null,618,null,49766,null,245,null,809,null,340,null,48957,null,426,null,0400000US50,Vermont,50
4274624,null,12042,null,2059438,null,8272,null,1730122,null,7972,null,305300,null,7379,null,1424822,null,10485,null,329316,null,1046,null,199284,null,4569,null,130032,null,4534,null,2215186,null,5725,null,1775963,null,5579,null,44790,null,2783,null,1731173,null,6235,null,439223,null,1412,null,7634,null,1317,null,431589,null,1926,null,0400000US51,Virginia,51
4148720,null,8649,null,2031986,null,5939,null,1711867,null,5885,null,290554,null,8134,null,1421313,null,9159,null,320119,null,881,null,194218,null,3411,null,125901,null,3483,null,2116734,null,4552,null,1716268,null,4058,null,32330,null,3306,null,1683938,null,5553,null,400466,null,1189,null,7618,null,1126,null,392848,null,1748,null,0400000US53,Washington,53
1358844,null,2274,null,656406,null,1654,null,537449,null,1477,null,78099,null,3076,null,459350,null,3502,null,118957,null,421,null,63573,null,2128,null,55384,null,2103,null,702438,null,1132,null,543802,null,1054,null,5743,null,1173,null,538059,null,1482,null,158636,null,525,null,1405,null,567,null,157231,null,735,null,0400000US54,West Virginia,54
3921009,null,4559,null,1930308,null,3461,null,1617246,null,3376,null,209621,null,5475,null,1407625,null,5896,null,313062,null,750,null,171723,null,3174,null,141339,null,3183,null,1990701,null,2295,null,1576208,null,2251,null,18884,null,1964,null,1557324,null,2271,null,414493,null,704,null,5123,null,872,null,409370,null,1142,null,0400000US55,Wisconsin,55
380272,null,1948,null,190995,null,1633,null,161429,null,1722,null,27547,null,2117,null,133882,null,2587,null,29566,null,540,null,16658,null,1020,null,12908,null,1035,null,189277,null,1388,null,154646,null,1449,null,3154,null,863,null,151492,null,1637,null,34631,null,358,null,317,null,213,null,34314,null,407,null,0400000US56,Wyoming,56
2198130,null,17294,null,1018153,null,10638,null,829713,null,9562,null,42154,null,3207,null,787559,null,9450,null,188440,null,3125,null,48989,null,3447,null,139451,null,3551,null,1179977,null,10660,null,928650,null,9650,null,2874,null,1054,null,925776,null,9837,null,251327,null,3000,null,741,null,344,null,250586,null,3019,null,0400000US72,Puerto Rico,72
