C01001A_001E,C01001A_001EA,C01001A_001M,C01001A_001MA,C01001A_002E,C01001A_002EA,C01001A_002M,C01001A_002MA,C01001A_003E,C01001A_003EA,C01001A_003M,C01001A_003MA,C01001A_004E,C01001A_004EA,C01001A_004M,C01001A_004MA,C01001A_005E,C01001A_005EA,C01001A_005M,C01001A_005MA,C01001A_006E,C01001A_006EA,C01001A_006M,C01001A_006MA,C01001A_007E,C01001A_007EA,C01001A_007M,C01001A_007MA,C01001A_008E,C01001A_008EA,C01001A_008M,C01001A_008MA,C01001A_009E,C01001A_009EA,C01001A_009M,C01001A_009MA,GEO_ID,NAME,state
3295027,null,5329,null,1613635,null,4341,null,371003,null,2612,null,1021592,null,3024,null,221040,null,422,null,1681392,null,4031,null,354136,null,2817,null,1025785,null,2278,null,301471,null,716,null,0400000US01,Alabama,01
477384,null,2779,null,251816,null,2037,null,57132,null,1239,null,175264,null,1423,null,19420,null,448,null,225568,null,1509,null,52603,null,1061,null,153183,null,934,null,19782,null,289,null,0400000US02,Alaska,02
5275163,null,22502,null,2650266,null,12555,null,657634,null,6767,null,1636192,null,9022,null,356440,null,1356,null,2624897,null,12394,null,613422,null,6978,null,1577822,null,7342,null,433653,null,1559,null,0400000US04,Arizona,04
2265537,null,6371,null,1111124,null,4451,null,259942,null,2985,null,693171,null,2394,null,158011,null,639,null,1154413,null,4335,null,250336,null,3308,null,696779,null,2149,null,207298,null,656,null,0400000US05,Arkansas,05
23157650,null,76456,null,11610808,null,42333,null,2809361,null,20113,null,7471461,null,29538,null,1329986,null,4941,null,11546842,null,39336,null,2663579,null,19494,null,7128296,null,22978,null,1754967,null,5178,null,0400000US06,California,06
4251059,null,15433,null,2139415,null,9201,null,496819,null,4717,null,1426281,null,6967,null,216315,null,1247,null,2111644,null,8357,null,470421,null,5168,null,1367261,null,4934,null,273962,null,1312,null,0400000US08,Colorado,08
2782023,null,11137,null,1352800,null,6308,null,298269,null,3068,null,870926,null,4204,null,183605,null,832,null,1429223,null,5860,null,283767,null,2960,null,887574,null,3671,null,257882,null,993,null,0400000US09,Connecticut,09
636530,null,4204,null,310597,null,2564,null,69820,null,1370,null,194307,null,1798,null,46470,null,302,null,325933,null,2028,null,64734,null,1231,null,200820,null,1046,null,60379,null,462,null,0400000US10,Delaware,10
232247,null,4198,null,115399,null,2026,null,14321,null,1229,null,89766,null,1284,null,11312,null,600,null,116848,null,2642,null,15548,null,1246,null,88078,null,1702,null,13222,null,228,null,0400000US11,District of Columbia,11
14258610,null,28885,null,7027711,null,16991,null,1441275,null,7351,null,4320387,null,12789,null,1266049,null,2778,null,7230899,null,15543,null,1362064,null,7674,null,4278027,null,10138,null,1590808,null,2893,null,0400000US12,Florida,12
6079509,null,18960,null,3012217,null,13828,null,744368,null,6355,null,1939463,null,10391,null,328386,null,1264,null,3067292,null,11301,null,710837,null,6871,null,1912500,null,7253,null,443955,null,1468,null,0400000US13,Georgia,13
348380,null,3796,null,191136,null,2555,null,32346,null,1552,null,136190,null,1597,null,22600,null,399,null,157244,null,2354,null,28407,null,1724,null,105159,null,1254,null,23678,null,464,null,0400000US15,Hawaii,15
1427540,null,5416,null,717141,null,3786,null,193625,null,2344,null,440927,null,2149,null,82589,null,453,null,710399,null,3131,null,179142,null,2161,null,433656,null,1705,null,97601,null,653,null,0400000US16,Idaho,16
9359857,null,25121,null,4623053,null,15032,null,1065174,null,7580,null,3004900,null,10087,null,552979,null,1792,null,4736804,null,13261,null,1019461,null,7411,null,2943488,null,7839,null,773855,null,2305,null,0400000US17,Illinois,17
5502046,null,8276,null,2713672,null,5561,null,659807,null,3064,null,1733736,null,3897,null,320129,null,849,null,2788374,null,5248,null,623755,null,3554,null,1720895,null,2931,null,443724,null,896,null,0400000US18,Indiana,18
2774940,null,5315,null,1364822,null,3335,null,318619,null,2468,null,863972,null,1968,null,182231,null,597,null,1410118,null,3151,null,303106,null,1849,null,854356,null,2043,null,252656,null,868,null,0400000US19,Iowa,19
2433099,null,7680,null,1202413,null,5057,null,293628,null,3160,null,764016,null,3467,null,144769,null,918,null,1230686,null,4466,null,280339,null,2380,null,751017,null,3219,null,199330,null,1048,null,0400000US20,Kansas,20
3829537,null,5811,null,1870193,null,4821,null,438079,null,3415,null,1207036,null,2707,null,225078,null,525,null,1959344,null,3980,null,423498,null,3198,null,1227752,null,1555,null,308094,null,515,null,0400000US21,Kentucky,21
2859980,null,4967,null,1406240,null,4182,null,325326,null,2592,null,902635,null,2518,null,178279,null,827,null,1453740,null,3662,null,309998,null,2402,null,904239,null,2087,null,239503,null,892,null,0400000US22,Louisiana,22
1251450,null,4053,null,608989,null,2253,null,126344,null,1271,null,395284,null,1577,null,87361,null,437,null,642461,null,2267,null,120454,null,1408,null,407199,null,1391,null,114808,null,183,null,0400000US23,Maine,23
3432154,null,11525,null,1685609,null,6907,null,376300,null,3562,null,1093497,null,4489,null,215812,null,723,null,1746545,null,6177,null,357524,null,2782,null,1098473,null,3948,null,290548,null,1165,null,0400000US24,Maryland,24
5434502,null,12713,null,2632524,null,7520,null,559838,null,3842,null,1735601,null,5434,null,337085,null,1078,null,2801978,null,7391,null,532906,null,3593,null,1784178,null,4948,null,484894,null,1196,null,0400000US25,Massachusetts,25
7966936,null,9237,null,3936402,null,5718,null,896268,null,3020,null,2535375,null,4062,null,504759,null,1033,null,4030534,null,5324,null,848513,null,2949,null,2511625,null,3328,null,670396,null,989,null,0400000US26,Michigan,26
4601572,null,8234,null,2280780,null,4885,null,520264,null,2500,null,1482795,null,3265,null,277721,null,679,null,2320792,null,4231,null,495735,null,2695,null,1458141,null,2541,null,366916,null,603,null,0400000US27,Minnesota,27
1758282,null,4600,null,866763,null,3791,null,208612,null,2901,null,541273,null,2110,null,116878,null,590,null,891519,null,3354,null,189970,null,2655,null,538660,null,1583,null,162889,null,673,null,0400000US28,Mississippi,28
5021359,null,6508,null,2463947,null,5126,null,578421,null,3183,null,1568944,null,3218,null,316582,null,854,null,2557412,null,3498,null,549215,null,2479,null,1578099,null,1995,null,430098,null,1001,null,0400000US29,Missouri,29
871719,null,1969,null,435893,null,1671,null,94241,null,1287,null,280024,null,1015,null,61628,null,254,null,435826,null,1607,null,87916,null,897,null,273777,null,1177,null,74133,null,361,null,0400000US30,Montana,30
1583709,null,6127,null,781618,null,4626,null,189865,null,2340,null,494120,null,2743,null,97633,null,690,null,802091,null,3186,null,180656,null,2254,null,488197,null,1903,null,133238,null,891,null,0400000US31,Nebraska,31
2013125,null,12227,null,1038102,null,7558,null,255644,null,4040,null,660454,null,4709,null,122004,null,991,null,975023,null,6707,null,238233,null,3990,null,601425,null,4266,null,135365,null,1224,null,0400000US32,Nevada,32
1251946,null,2740,null,616146,null,1667,null,135149,null,1087,null,405072,null,1077,null,75925,null,233,null,635800,null,1550,null,128249,null,802,null,407996,null,1146,null,99555,null,458,null,0400000US33,New Hampshire,33
6154878,null,20046,null,3021228,null,12234,null,687515,null,5640,null,1932111,null,8521,null,401602,null,1644,null,3133650,null,10653,null,649892,null,3986,null,1917004,null,7465,null,566754,null,1930,null,0400000US34,New Jersey,34
1456668,null,14648,null,714823,null,9010,null,177082,null,4471,null,438873,null,6508,null,98868,null,1435,null,741845,null,7680,null,168505,null,4817,null,451020,null,4934,null,122320,null,1740,null,0400000US35,New Mexico,35
13162838,null,28090,null,6433277,null,15248,null,1380003,null,6967,null,4193703,null,12588,null,859571,null,2918,null,6729561,null,17110,null,1314180,null,7780,null,4210649,null,10833,null,1204732,null,3050,null,0400000US36,New York,36
6609224,null,13647,null,3243518,null,9760,null,744946,null,6069,null,2084197,null,6016,null,414375,null,1340,null,3365706,null,7796,null,705626,null,5862,null,2100315,null,4130,null,559765,null,1361,null,0400000US37,North Carolina,37
583263,null,1168,null,292672,null,900,null,61354,null,619,null,191843,null,567,null,39475,null,166,null,290591,null,941,null,57465,null,554,null,180164,null,618,null,52962,null,306,null,0400000US38,North Dakota,38
9694632,null,8082,null,4746630,null,5098,null,1101195,null,3643,null,3042842,null,3128,null,602593,null,841,null,4948002,null,4804,null,1043782,null,2811,null,3065453,null,2755,null,838767,null,829,null,0400000US39,Ohio,39
2778234,null,10183,null,1368894,null,6031,null,320675,null,3448,null,865555,null,3598,null,182664,null,800,null,1409340,null,5986,null,301375,null,3964,null,862720,null,2915,null,245245,null,676,null,0400000US40,Oklahoma,40
3274965,null,13541,null,1619472,null,7627,null,354961,null,4008,null,1049608,null,5335,null,214903,null,819,null,1655493,null,7369,null,334127,null,3721,null,1050872,null,4628,null,270494,null,1190,null,0400000US41,Oregon,41
10525640,null,13378,null,5133902,null,7178,null,1098905,null,4564,null,3300877,null,4496,null,734120,null,1144,null,5391738,null,8222,null,1038968,null,4268,null,3312969,null,4807,null,1039801,null,1226,null,0400000US42,Pennsylvania,42
869575,null,5927,null,419126,null,3594,null,85876,null,1898,null,276474,null,2331,null,56776,null,599,null,450449,null,3354,null,80933,null,1877,null,286395,null,2044,null,83121,null,542,null,0400000US44,Rhode Island,44
3082191,null,8192,null,1516259,null,5331,null,339981,null,3138,null,964658,null,3876,null,211620,null,643,null,1565932,null,5013,null,320315,null,3210,null,970965,null,2638,null,274652,null,627,null,0400000US45,South Carolina,45
701305,null,3498,null,350259,null,2301,null,79149,null,1862,null,221939,null,1052,null,49171,null,283,null,351046,null,2230,null,74042,null,1696,null,213346,null,1054,null,63658,null,224,null,0400000US46,South Dakota,46
