C01001A_001E,C01001A_001EA,C01001A_001M,C01001A_001MA,C01001A_002E,C01001A_002EA,C01001A_002M,C01001A_002MA,C01001A_003E,C01001A_003EA,C01001A_003M,C01001A_003MA,C01001A_004E,C01001A_004EA,C01001A_004M,C01001A_004MA,C01001A_005E,C01001A_005EA,C01001A_005M,C01001A_005MA,C01001A_006E,C01001A_006EA,C01001A_006M,C01001A_006MA,C01001A_007E,C01001A_007EA,C01001A_007M,C01001A_007MA,C01001A_008E,C01001A_008EA,C01001A_008M,C01001A_008MA,C01001A_009E,C01001A_009EA,C01001A_009M,C01001A_009MA,GEO_ID,NAME,state
4981348,null,9176,null,2445821,null,6054,null,565388,null,3885,null,1564397,null,3385,null,316036,null,856,null,2535527,null,5026,null,527472,null,3488,null,1584143,null,2902,null,423912,null,650,null,0400000US47,Tennessee,47
18277105,null,50705,null,9112346,null,30269,null,2492942,null,14445,null,5702346,null,19281,null,917058,null,3629,null,9164759,null,25832,null,2386020,null,14568,null,5566867,null,15110,null,1211872,null,3792,null,0400000US48,Texas,48
2487925,null,9144,null,1245871,null,5985,null,384161,null,3532,null,754759,null,3821,null,106951,null,658,null,1242054,null,4422,null,365965,null,2337,null,744653,null,2964,null,131436,null,775,null,0400000US49,Utah,49
595344,null,1319,null,292834,null,1101,null,59835,null,579,null,194568,null,783,null,38431,null,260,null,302510,null,677,null,57576,null,368,null,195168,null,470,null,49766,null,245,null,0400000US50,Vermont,50
5552824,null,13239,null,2748266,null,8079,null,617509,null,4982,null,1801441,null,5455,null,329316,null,1046,null,2804558,null,8135,null,577608,null,4525,null,1787727,null,5120,null,439223,null,1412,null,0400000US51,Virginia,51
5342426,null,13297,null,2659167,null,7754,null,587826,null,3961,null,1751222,null,5413,null,320119,null,881,null,2683259,null,7876,null,562180,null,4625,null,1720613,null,4094,null,400466,null,1189,null,0400000US53,Washington,53
1715221,null,2503,null,839851,null,2260,null,181869,null,1699,null,539025,null,1406,null,118957,null,421,null,875370,null,2409,null,172614,null,2019,null,544120,null,992,null,158636,null,525,null,0400000US54,West Virginia,54
4997567,null,7097,null,2484545,null,4884,null,549947,null,2679,null,1621536,null,3223,null,313062,null,750,null,2513022,null,4276,null,521340,null,2879,null,1577189,null,2257,null,414493,null,704,null,0400000US55,Wisconsin,55
497086,null,1966,null,253684,null,1672,null,59795,null,1487,null,164323,null,1565,null,29566,null,540,null,243402,null,1783,null,53411,null,1084,null,155360,null,1235,null,34631,null,358,null,0400000US56,Wyoming,56
2885121,null,22446,null,1374919,null,13259,null,355460,null,5610,null,831019,null,9537,null,188440,null,3125,null,1510202,null,13817,null,330225,null,5542,null,928650,null,9650,null,251327,null,3000,null,0400000US72,Puerto Rico,72
