C14005_001E,C14005_001EA,C14005_001M,C14005_001MA,C14005_002E,C14005_002EA,C14005_002M,C14005_002MA,C14005_003E,C14005_003EA,C14005_003M,C14005_003MA,C14005_004E,C14005_004EA,C14005_004M,C14005_004MA,C14005_005E,C14005_005EA,C14005_005M,C14005_005MA,C14005_006E,C14005_006EA,C14005_006M,C14005_006MA,C14005_007E,C14005_007EA,C14005_007M,C14005_007MA,C14005_008E,C14005_008EA,C14005_008M,C14005_008MA,C14005_009E,C14005_009EA,C14005_009M,C14005_009MA,C14005_010E,C14005_010EA,C14005_010M,C14005_010MA,C14005_011E,C14005_011EA,C14005_011M,C14005_011MA,C14005_012E,C14005_012EA,C14005_012M,C14005_012MA,C14005_013E,C14005_013EA,C14005_013M,C14005_013MA,C14005_014E,C14005_014EA,C14005_014M,C14005_014MA,C14005_015E,C14005_015EA,C14005_015M,C14005_015MA,C14005_016E,C14005_016EA,C14005_016M,C14005_016MA,C14005_017E,C14005_017EA,C14005_017M,C14005_017MA,C14005_018E,C14005_018EA,C14005_018M,C14005_018MA,C14005_019E,C14005_019EA,C14005_019M,C14005_019MA,GEO_ID,NAME,state
267398,null,6113,null,135920,null,4139,null,109507,null,3645,null,26413,null,2729,null,15529,null,2520,null,12180,null,2192,null,3349,null,1078,null,10884,null,1627,null,5623,null,1400,null,5261,null,1057,null,131478,null,4851,null,112792,null,4662,null,18686,null,2540,null,10188,null,1832,null,7998,null,1603,null,2190,null,802,null,8498,null,1773,null,4359,null,1360,null,4139,null,1289,null,0400000US01,Alabama,01
46432,null,2777,null,23293,null,2073,null,17276,null,1960,null,6017,null,1110,null,4786,null,930,null,3731,null,923,null,1055,null,605,null,1231,null,506,null,674,null,446,null,557,null,290,null,23139,null,1704,null,18708,null,1834,null,4431,null,1041,null,3111,null,874,null,2708,null,808,null,403,null,309,null,1320,null,569,null,488,null,328,null,832,null,435,null,0400000US02,Alaska,02
358833,null,5301,null,187936,null,4036,null,150378,null,5059,null,37558,null,3522,null,22160,null,2905,null,16095,null,2227,null,6065,null,1619,null,15398,null,2349,null,7562,null,1607,null,7836,null,1741,null,170897,null,3120,null,137194,null,3945,null,33703,null,2885,null,22084,null,2587,null,15105,null,2325,null,6979,null,1606,null,11619,null,1774,null,4958,null,1085,null,6661,null,1470,null,0400000US04,Arizona,04
159761,null,4908,null,82732,null,3553,null,67018,null,3480,null,15714,null,2133,null,9842,null,1727,null,7731,null,1530,null,2111,null,834,null,5872,null,1361,null,3138,null,1127,null,2734,null,801,null,77029,null,3635,null,62531,null,3710,null,14498,null,1918,null,9225,null,1774,null,6441,null,1466,null,2784,null,979,null,5273,null,1087,null,2792,null,848,null,2481,null,837,null,0400000US05,Arkansas,05
2191896,null,10317,null,1132920,null,7298,null,943982,null,9243,null,188938,null,5479,null,118018,null,4884,null,85950,null,5114,null,32068,null,2945,null,70920,null,4943,null,41029,null,3934,null,29891,null,2907,null,1058976,null,8022,null,931095,null,9474,null,127881,null,5493,null,85864,null,4918,null,54461,null,3840,null,31403,null,3016,null,42017,null,3628,null,16031,null,2341,null,25986,null,2707,null,0400000US06,California,06
267244,null,5003,null,138771,null,3376,null,110623,null,3738,null,28148,null,2844,null,15768,null,2342,null,12259,null,2078,null,3509,null,1099,null,12380,null,1991,null,8767,null,1883,null,3613,null,1050,null,128473,null,3932,null,109620,null,3741,null,18853,null,2033,null,11109,null,1661,null,8828,null,1524,null,2281,null,840,null,7744,null,1486,null,3780,null,897,null,3964,null,1402,null,0400000US08,Colorado,08
206082,null,2785,null,105010,null,2207,null,88598,null,2812,null,16412,null,1846,null,10433,null,1469,null,7953,null,1329,null,2480,null,845,null,5979,null,1228,null,4048,null,1084,null,1931,null,708,null,101072,null,1903,null,90504,null,2373,null,10568,null,1561,null,7447,null,1230,null,5918,null,1115,null,1529,null,830,null,3121,null,1083,null,1764,null,874,null,1357,null,649,null,0400000US09,Connecticut,09
50509,null,1962,null,25866,null,1586,null,21811,null,1700,null,4055,null,1069,null,1782,null,689,null,1622,null,650,null,160,null,133,null,2273,null,763,null,1443,null,680,null,830,null,429,null,24643,null,1430,null,22334,null,1692,null,2309,null,677,null,1654,null,629,null,1117,null,506,null,537,null,399,null,655,null,380,null,419,null,300,null,236,null,217,null,0400000US10,Delaware,10
38311,null,2239,null,16364,null,1395,null,13777,null,1694,null,2587,null,852,null,923,null,434,null,547,null,354,null,376,null,229,null,1664,null,713,null,359,null,312,null,1305,null,638,null,21947,null,1785,null,19351,null,2029,null,2596,null,962,null,1419,null,683,null,848,null,579,null,571,null,505,null,1177,null,788,null,584,null,519,null,593,null,549,null,0400000US11,District of Columbia,11
945810,null,10602,null,483835,null,7624,null,389380,null,9036,null,94455,null,5377,null,55759,null,3940,null,42852,null,3607,null,12907,null,1858,null,38696,null,3757,null,18018,null,2588,null,20678,null,2596,null,461975,null,6994,null,388667,null,8318,null,73308,null,4637,null,44507,null,3806,null,29128,null,2586,null,15379,null,2646,null,28801,null,2847,null,12576,null,2079,null,16225,null,2416,null,0400000US12,Florida,12
