C20005C_001E,C20005C_001EA,C20005C_001M,C20005C_001MA,C20005C_002E,C20005C_002EA,C20005C_002M,C20005C_002MA,C20005C_003E,C20005C_003EA,C20005C_003M,C20005C_003MA,C20005C_004E,C20005C_004EA,C20005C_004M,C20005C_004MA,C20005C_005E,C20005C_005EA,C20005C_005M,C20005C_005MA,C20005C_006E,C20005C_006EA,C20005C_006M,C20005C_006MA,C20005C_007E,C20005C_007EA,C20005C_007M,C20005C_007MA,C20005C_008E,C20005C_008EA,C20005C_008M,C20005C_008MA,C20005C_009E,C20005C_009EA,C20005C_009M,C20005C_009MA,C20005C_010E,C20005C_010EA,C20005C_010M,C20005C_010MA,C20005C_011E,C20005C_011EA,C20005C_011M,C20005C_011MA,C20005C_012E,C20005C_012EA,C20005C_012M,C20005C_012MA,C20005C_013E,C20005C_013EA,C20005C_013M,C20005C_013MA,C20005C_014E,C20005C_014EA,C20005C_014M,C20005C_014MA,C20005C_015E,C20005C_015EA,C20005C_015M,C20005C_015MA,C20005C_016E,C20005C_016EA,C20005C_016M,C20005C_016MA,C20005C_017E,C20005C_017EA,C20005C_017M,C20005C_017MA,C20005C_018E,C20005C_018EA,C20005C_018M,C20005C_018MA,C20005C_019E,C20005C_019EA,C20005C_019M,C20005C_019MA,C20005C_020E,C20005C_020EA,C20005C_020M,C20005C_020MA,C20005C_021E,C20005C_021EA,C20005C_021M,C20005C_021MA,C20005C_022E,C20005C_022EA,C20005C_022M,C20005C_022MA,C20005C_023E,C20005C_023EA,C20005C_023M,C20005C_023MA,C20005C_024E,C20005C_024EA,C20005C_024M,C20005C_024MA,C20005C_025E,C20005C_025EA,C20005C_025M,C20005C_025MA,C20005C_026E,C20005C_026EA,C20005C_026M,C20005C_026MA,C20005C_027E,C20005C_027EA,C20005C_027M,C20005C_027MA,C20005C_028E,C20005C_028EA,C20005C_028M,C20005C_028MA,C20005C_029E,C20005C_029EA,C20005C_029M,C20005C_029MA,C20005C_030E,C20005C_030EA,C20005C_030M,C20005C_030MA,C20005C_031E,C20005C_031EA,C20005C_031M,C20005C_031MA,C20005C_032E,C20005C_032EA,C20005C_032M,C20005C_032MA,C20005C_033E,C20005C_033EA,C20005C_033M,C20005C_033MA,C20005C_034E,C20005C_034EA,C20005C_034M,C20005C_034MA,C20005C_035E,C20005C_035EA,C20005C_035M,C20005C_035MA,C20005C_036E,C20005C_036EA,C20005C_036M,C20005C_036MA,C20005C_037E,C20005C_037EA,C20005C_037M,C20005C_037MA,C20005C_038E,C20005C_038EA,C20005C_038M,C20005C_038MA,C20005C_039E,C20005C_039EA,C20005C_039M,C20005C_039MA,GEO_ID,NAME,state
19221,null,2715,null,9023,null,1457,null,3988,null,807,null,0,null,273,null,3988,null,807,null,107,null,154,null,543,null,344,null,677,null,378,null,1217,null,475,null,1155,null,432,null,289,null,184,null,5035,null,1106,null,3316,null,994,null,1719,null,508,null,1046,null,422,null,251,null,225,null,193,null,164,null,186,null,170,null,43,null,58,null,0,null,273,null,10198,null,1924,null,3958,null,1090,null,0,null,273,null,3958,null,1090,null,77,null,97,null,1026,null,820,null,1112,null,464,null,1381,null,613,null,302,null,220,null,60,null,70,null,6240,null,1432,null,4876,null,1333,null,1364,null,556,null,655,null,401,null,239,null,210,null,92,null,92,null,323,null,303,null,55,null,91,null,0,null,273,null,0400000US01,Alabama,01
67355,null,2852,null,32655,null,1916,null,7759,null,1180,null,0,null,244,null,7759,null,1180,null,465,null,490,null,1444,null,565,null,1083,null,352,null,2273,null,576,null,1398,null,403,null,1096,null,416,null,24896,null,1888,null,9279,null,1084,null,15617,null,1521,null,8929,null,1019,null,2308,null,725,null,1150,null,382,null,1306,null,481,null,1236,null,563,null,688,null,398,null,34700,null,1686,null,8396,null,1101,null,0,null,244,null,8396,null,1101,null,509,null,447,null,534,null,340,null,2010,null,633,null,3500,null,667,null,1705,null,478,null,138,null,99,null,26304,null,1672,null,10196,null,1072,null,16108,null,1478,null,8599,null,1089,null,3154,null,770,null,1904,null,501,null,1753,null,825,null,437,null,290,null,261,null,197,null,0400000US02,Alaska,02
208148,null,5578,null,97095,null,2982,null,28026,null,2544,null,0,null,305,null,28026,null,2544,null,1092,null,595,null,5336,null,1328,null,5564,null,1498,null,9093,null,1632,null,4499,null,1050,null,2442,null,878,null,69069,null,3200,null,43373,null,2798,null,25696,null,2771,null,14153,null,2156,null,4792,null,1310,null,3433,null,1087,null,2228,null,889,null,846,null,465,null,244,null,231,null,111053,null,3657,null,30184,null,2793,null,0,null,305,null,30184,null,2793,null,1059,null,483,null,7107,null,1583,null,8999,null,1586,null,9794,null,1728,null,2015,null,613,null,1210,null,592,null,80869,null,4083,null,53349,null,3749,null,27520,null,2496,null,16210,null,2220,null,6821,null,1410,null,1810,null,644,null,1589,null,589,null,1090,null,737,null,0,null,305,null,0400000US04,Arizona,04
14080,null,2178,null,6760,null,1377,null,3000,null,898,null,0,null,273,null,3000,null,898,null,603,null,557,null,405,null,318,null,760,null,455,null,517,null,302,null,212,null,210,null,503,null,382,null,3760,null,1013,null,2192,null,704,null,1568,null,664,null,551,null,289,null,587,null,480,null,308,null,308,null,93,null,170,null,29,null,50,null,0,null,273,null,7320,null,1277,null,3059,null,821,null,0,null,273,null,3059,null,821,null,0,null,273,null,1132,null,608,null,821,null,531,null,678,null,320,null,211,null,202,null,217,null,203,null,4261,null,1130,null,2755,null,894,null,1506,null,560,null,1088,null,517,null,179,null,197,null,178,null,166,null,61,null,113,null,0,null,273,null,0,null,273,null,0400000US05,Arkansas,05
231234,null,9000,null,116551,null,5641,null,42135,null,3489,null,0,null,294,null,42135,null,3489,null,1192,null,883,null,5615,null,1226,null,7409,null,1416,null,10897,null,1811,null,9144,null,1505,null,7878,null,1353,null,74416,null,4566,null,38080,null,3055,null,36336,null,3440,null,17589,null,2207,null,9065,null,1698,null,3853,null,1080,null,3160,null,988,null,1588,null,756,null,1081,null,573,null,114683,null,5465,null,32763,null,3032,null,0,null,294,null,32763,null,3032,null,1415,null,617,null,6284,null,1410,null,6893,null,1460,null,10844,null,1884,null,5154,null,1094,null,2173,null,694,null,81920,null,4444,null,47545,null,3296,null,34375,null,3082,null,17499,null,2372,null,9294,null,1479,null,3733,null,931,null,2199,null,882,null,861,null,489,null,789,null,472,null,0400000US06,California,06
40068,null,4042,null,20837,null,2719,null,8449,null,1242,null,0,null,279,null,8449,null,1242,null,132,null,162,null,864,null,593,null,1941,null,716,null,2787,null,962,null,1784,null,757,null,941,null,433,null,12388,null,2323,null,5572,null,1491,null,6816,null,1780,null,3083,null,1031,null,1832,null,846,null,683,null,441,null,886,null,679,null,206,null,261,null,126,null,216,null,19231,null,2340,null,7149,null,1505,null,0,null,279,null,7149,null,1505,null,121,null,148,null,790,null,401,null,1917,null,722,null,3024,null,1046,null,972,null,375,null,325,null,304,null,12082,null,1751,null,6871,null,1289,null,5211,null,1375,null,2542,null,940,null,1498,null,757,null,652,null,392,null,486,null,372,null,0,null,279,null,33,null,58,null,0400000US08,Colorado,08
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,Connecticut,09
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US10,Delaware,10
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US11,District of Columbia,11
44911,null,4623,null,24059,null,2999,null,10648,null,2410,null,0,null,305,null,10648,null,2410,null,796,null,564,null,1092,null,539,null,3196,null,1823,null,3009,null,1086,null,1547,null,605,null,1008,null,603,null,13411,null,2211,null,6879,null,1324,null,6532,null,1760,null,3256,null,1221,null,1466,null,661,null,856,null,534,null,622,null,446,null,290,null,265,null,42,null,69,null,20852,null,2423,null,6550,null,1312,null,0,null,305,null,6550,null,1312,null,240,null,252,null,1884,null,758,null,1462,null,611,null,1827,null,828,null,669,null,374,null,468,null,378,null,14302,null,1869,null,9514,null,1528,null,4788,null,1225,null,2836,null,821,null,1102,null,634,null,521,null,378,null,215,null,267,null,72,null,114,null,42,null,71,null,0400000US12,Florida,12
