B09002_001E,B09002_001EA,B09002_001M,B09002_001MA,B09002_002E,B09002_002EA,B09002_002M,B09002_002MA,B09002_003E,B09002_003EA,B09002_003M,B09002_003MA,B09002_004E,B09002_004EA,B09002_004M,B09002_004MA,B09002_005E,B09002_005EA,B09002_005M,B09002_005MA,B09002_006E,B09002_006EA,B09002_006M,B09002_006MA,B09002_007E,B09002_007EA,B09002_007M,B09002_007MA,B09002_008E,B09002_008EA,B09002_008M,B09002_008MA,B09002_009E,B09002_009EA,B09002_009M,B09002_009MA,B09002_010E,B09002_010EA,B09002_010M,B09002_010MA,B09002_011E,B09002_011EA,B09002_011M,B09002_011MA,B09002_012E,B09002_012EA,B09002_012M,B09002_012MA,B09002_013E,B09002_013EA,B09002_013M,B09002_013MA,B09002_014E,B09002_014EA,B09002_014M,B09002_014MA,B09002_015E,B09002_015EA,B09002_015M,B09002_015MA,B09002_016E,B09002_016EA,B09002_016M,B09002_016MA,B09002_017E,B09002_017EA,B09002_017M,B09002_017MA,B09002_018E,B09002_018EA,B09002_018M,B09002_018MA,B09002_019E,B09002_019EA,B09002_019M,B09002_019MA,B09002_020E,B09002_020EA,B09002_020M,B09002_020MA,GEO_ID,NAME,state
972626,null,8665,null,636758,null,11020,null,98106,null,4647,null,76734,null,4719,null,34093,null,3084,null,214792,null,7337,null,213033,null,6449,null,335868,null,10930,null,53172,null,6260,null,9911,null,2481,null,6285,null,1651,null,1666,null,692,null,17433,null,2965,null,17877,null,2798,null,282696,null,11817,null,38161,null,3462,null,32019,null,3125,null,15034,null,1999,null,96633,null,6310,null,100849,null,6083,null,0400000US01,Alabama,01
162883,null,2916,null,119245,null,4045,null,19618,null,1893,null,14296,null,1807,null,5298,null,1051,null,37388,null,2289,null,42645,null,2593,null,43638,null,3935,null,12028,null,2148,null,2416,null,946,null,734,null,361,null,728,null,385,null,3687,null,1036,null,4463,null,1211,null,31610,null,3462,null,5972,null,1194,null,3590,null,1129,null,1416,null,424,null,10403,null,1881,null,10229,null,1685,null,0400000US02,Alaska,02
1501319,null,13372,null,1022580,null,19100,null,173906,null,7263,null,121536,null,6530,null,57710,null,3731,null,342152,null,10398,null,327276,null,8730,null,478739,null,16739,null,127125,null,10375,null,23818,null,3442,null,16811,null,3099,null,9024,null,1895,null,41136,null,4749,null,36336,null,4131,null,351614,null,16413,null,54206,null,5867,null,38249,null,4476,null,19033,null,3221,null,114352,null,7641,null,125774,null,7295,null,0400000US04,Arizona,04
623878,null,6403,null,410555,null,10348,null,66092,null,3684,null,47491,null,2815,null,23804,null,2712,null,138915,null,6033,null,134253,null,5031,null,213323,null,9417,null,36843,null,4475,null,6848,null,1551,null,3799,null,893,null,1333,null,751,null,12230,null,2506,null,12633,null,2292,null,176480,null,8750,null,29500,null,2969,null,18855,null,2698,null,9065,null,1647,null,61863,null,4382,null,57197,null,4622,null,0400000US05,Arkansas,05
8141596,null,25023,null,5861836,null,39762,null,943324,null,13393,null,690003,null,13423,null,313187,null,8782,null,1918152,null,19398,null,1997170,null,19432,null,2279760,null,41279,null,605574,null,20987,null,110526,null,6650,null,75954,null,5415,null,31639,null,3197,null,185152,null,10307,null,202303,null,9578,null,1674186,null,34501,null,246526,null,9193,null,176846,null,8594,null,77747,null,5350,null,537124,null,14550,null,635943,null,16107,null,0400000US06,California,06
1118357,null,7157,null,838618,null,13859,null,147782,null,6011,null,102808,null,4991,null,48283,null,3323,null,281503,null,8139,null,258242,null,6883,null,279739,null,11885,null,63057,null,7124,null,9990,null,2266,null,7869,null,2152,null,3197,null,1039,null,21630,null,3711,null,20371,null,2587,null,216682,null,10402,null,32224,null,4062,null,25880,null,2649,null,10823,null,2103,null,71014,null,4515,null,76741,null,5331,null,0400000US08,Colorado,08
737315,null,5338,null,538526,null,9522,null,77432,null,3323,null,61202,null,3239,null,28909,null,2466,null,181198,null,5552,null,189785,null,5677,null,198789,null,8537,null,34557,null,3766,null,6126,null,1400,null,3094,null,1134,null,1201,null,634,null,9728,null,1774,null,14408,null,2203,null,164232,null,8427,null,19209,null,2664,null,18331,null,2420,null,7518,null,1394,null,53254,null,3550,null,65920,null,4699,null,0400000US09,Connecticut,09
182722,null,3833,null,121410,null,4983,null,20618,null,1779,null,13249,null,1718,null,7243,null,1407,null,39246,null,2282,null,41054,null,2965,null,61312,null,5442,null,11225,null,2160,null,2908,null,832,null,1215,null,646,null,517,null,393,null,3020,null,1034,null,3565,null,1122,null,50087,null,4761,null,6160,null,1403,null,5588,null,1272,null,2388,null,784,null,18563,null,2418,null,17388,null,2629,null,0400000US10,Delaware,10
92437,null,3355,null,40949,null,3767,null,11548,null,1505,null,6251,null,1264,null,1643,null,640,null,11240,null,1965,null,10267,null,1627,null,51488,null,4347,null,7287,null,2547,null,1049,null,905,null,850,null,610,null,185,null,300,null,2277,null,1148,null,2926,null,1197,null,44201,null,4278,null,4833,null,1405,null,4528,null,1080,null,1979,null,662,null,15357,null,2236,null,17504,null,2422,null,0400000US11,District of Columbia,11
3563329,null,14187,null,2352536,null,23991,null,392626,null,9869,null,269938,null,8899,null,119624,null,5906,null,781933,null,14643,null,788415,null,16561,null,1210793,null,21150,null,259116,null,14187,null,50637,null,4751,null,33203,null,4084,null,13988,null,2390,null,77132,null,6032,null,84156,null,7272,null,951677,null,19913,null,138822,null,7848,null,99264,null,5844,null,41455,null,4150,null,317725,null,10543,null,354411,null,9105,null,0400000US12,Florida,12
2249525,null,12475,null,1511874,null,19932,null,251608,null,8823,null,175977,null,7762,null,87923,null,5384,null,513904,null,11707,null,482462,null,10057,null,737651,null,19467,null,137638,null,8925,null,27003,null,3604,null,15306,null,2292,null,6374,null,1538,null,42744,null,4004,null,46211,null,4283,null,600013,null,18071,null,90129,null,5735,null,62187,null,5012,null,29427,null,3189,null,198896,null,8867,null,219374,null,8812,null,0400000US13,Georgia,13
230935,null,4485,null,166033,null,7301,null,29602,null,2651,null,19648,null,2660,null,7873,null,1280,null,52464,null,3519,null,56446,null,3625,null,64902,null,6345,null,19969,null,4385,null,3318,null,1502,null,2009,null,1018,null,1294,null,636,null,7589,null,1967,null,5759,null,1219,null,44933,null,4643,null,6913,null,1381,null,5939,null,1172,null,1955,null,670,null,16578,null,2461,null,13548,null,2248,null,0400000US15,Hawaii,15
386840,null,3391,null,303190,null,6945,null,55316,null,2751,null,37499,null,2577,null,17992,null,1883,null,96931,null,3868,null,95452,null,4084,null,83650,null,6435,null,21806,null,3271,null,3277,null,958,null,2029,null,724,null,1344,null,695,null,7464,null,1508,null,7692,null,1615,null,61844,null,5819,null,9098,null,1703,null,5538,null,1079,null,3664,null,1052,null,20750,null,3047,null,22794,null,2876,null,0400000US16,Idaho,16
2831466,null,12707,null,2012932,null,20498,null,318857,null,7099,null,230431,null,5948,null,101209,null,4487,null,673394,null,10485,null,689041,null,11815,null,818534,null,19055,null,166544,null,10736,null,34631,null,4087,null,20119,null,2466,null,8612,null,1653,null,49244,null,5477,null,53938,null,4228,null,651990,null,19548,null,89129,null,4787,null,64527,null,4297,null,35603,null,4075,null,223736,null,10128,null,238995,null,9663,null,0400000US17,Illinois,17
1424408,null,7654,null,1006947,null,14774,null,157403,null,4719,null,111998,null,4359,null,53303,null,3031,null,338162,null,7129,null,346081,null,9040,null,417461,null,13704,null,93192,null,6686,null,17787,null,2494,null,11601,null,2093,null,5613,null,1298,null,29454,null,3074,null,28737,null,3164,null,324269,null,13146,null,51212,null,3987,null,34980,null,3093,null,16536,null,2096,null,106250,null,6339,null,115291,null,7014,null,0400000US18,Indiana,18
657712,null,4314,null,479306,null,8080,null,78334,null,3440,null,53369,null,3064,null,26112,null,2328,null,157721,null,4406,null,163770,null,4499,null,178406,null,7730,null,44855,null,4469,null,8377,null,1508,null,5419,null,1313,null,2504,null,781,null,14067,null,2389,null,14488,null,1994,null,133551,null,6716,null,22300,null,2358,null,13585,null,1807,null,6429,null,1309,null,43548,null,3300,null,47689,null,3631,null,0400000US19,Iowa,19
642947,null,4954,null,464261,null,8203,null,76950,null,3271,null,51847,null,2527,null,21680,null,1871,null,155179,null,4327,null,158605,null,4531,null,178686,null,9065,null,46220,null,4705,null,9046,null,1760,null,5261,null,1248,null,2794,null,978,null,14163,null,2250,null,14956,null,2091,null,132466,null,8165,null,24968,null,2581,null,17487,null,2383,null,7359,null,1262,null,40727,null,3919,null,41925,null,3649,null,0400000US20,Kansas,20
884270,null,8079,null,611952,null,11931,null,99101,null,4304,null,67650,null,3021,null,33473,null,3202,null,205033,null,6864,null,206695,null,5435,null,272318,null,10703,null,49651,null,5547,null,9238,null,1657,null,5063,null,1023,null,1928,null,690,null,14412,null,2283,null,19010,null,2774,null,222667,null,10113,null,39094,null,4169,null,25736,null,2809,null,10277,null,1711,null,71613,null,5155,null,75947,null,4443,null,0400000US21,Kentucky,21
953101,null,7916,null,598801,null,13056,null,96410,null,4368,null,65115,null,3956,null,33763,null,2781,null,197223,null,6599,null,206290,null,6723,null,354300,null,12764,null,59617,null,5470,null,12141,null,2194,null,5976,null,1445,null,4751,null,1320,null,17137,null,2356,null,19612,null,2440,null,294683,null,12307,null,43909,null,4556,null,34208,null,3181,null,17214,null,2269,null,101101,null,6340,null,98251,null,5875,null,0400000US22,Louisiana,22
247961,null,2756,null,171380,null,4597,null,25770,null,1984,null,17901,null,1498,null,10432,null,1499,null,55690,null,2768,null,61587,null,2730,null,76581,null,4328,null,18687,null,2342,null,3745,null,981,null,2471,null,898,null,520,null,291,null,5583,null,1282,null,6368,null,1621,null,57894,null,4154,null,6623,null,1201,null,6203,null,1311,null,2355,null,632,null,19693,null,2786,null,23020,null,2345,null,0400000US23,Maine,23
1185145,null,10090,null,836427,null,13960,null,139039,null,5623,null,93341,null,4609,null,43410,null,3026,null,279354,null,7836,null,281283,null,7979,null,348718,null,11519,null,66246,null,6136,null,16167,null,2290,null,7293,null,1523,null,3091,null,991,null,17986,null,2877,null,21709,null,2689,null,282472,null,11225,null,39316,null,4071,null,24750,null,2868,null,14019,null,2278,null,93033,null,6166,null,111354,null,5515,null,0400000US24,Maryland,24
1314608,null,7299,null,966509,null,13522,null,151445,null,5771,null,107618,null,4628,null,55426,null,3539,null,329702,null,7529,null,322318,null,7516,null,348099,null,13341,null,65183,null,6615,null,11759,null,2078,null,6592,null,1939,null,2099,null,835,null,20501,null,2992,null,24232,null,2865,null,282916,null,11727,null,39999,null,3349,null,26118,null,3157,null,15487,null,2084,null,92891,null,6083,null,108421,null,6412,null,0400000US25,Massachusetts,25
2128829,null,7975,null,1476322,null,15915,null,218501,null,5601,null,159331,null,4198,null,77355,null,3870,null,499966,null,9421,null,521169,null,9853,null,652507,null,14539,null,128367,null,7847,null,23421,null,2624,null,13870,null,2415,null,6869,null,1353,null,38054,null,3429,null,46153,null,3960,null,524140,null,15049,null,69210,null,4071,null,53496,null,4050,null,26631,null,3074,null,174013,null,7254,null,200790,null,8088,null,0400000US26,Michigan,26
1174993,null,5254,null,888019,null,11593,null,149177,null,4872,null,109104,null,3642,null,48789,null,3040,null,289976,null,6595,null,290973,null,6251,null,286974,null,10991,null,69078,null,5876,null,11921,null,1766,null,8472,null,1557,null,3773,null,988,null,23195,null,3089,null,21717,null,2283,null,217896,null,9508,null,32406,null,3511,null,20852,null,2300,null,11141,null,1493,null,72985,null,5138,null,80512,null,5058,null,0400000US27,Minnesota,27
619582,null,8956,null,362384,null,11388,null,61710,null,4482,null,36893,null,2927,null,17609,null,2272,null,119465,null,5405,null,126707,null,4813,null,257198,null,11594,null,45499,null,5967,null,8785,null,2063,null,4782,null,1515,null,3139,null,1258,null,15510,null,2817,null,13283,null,2240,null,211699,null,9162,null,31169,null,2917,null,21992,null,2604,null,10345,null,1833,null,72510,null,4900,null,75683,null,4619,null,0400000US28,Mississippi,28
1281060,null,8776,null,879746,null,11995,null,136553,null,4940,null,100483,null,4227,null,47197,null,3436,null,297671,null,7663,null,297842,null,6618,null,401314,null,11696,null,85223,null,6871,null,13846,null,1998,null,13247,null,2109,null,5107,null,1405,null,26181,null,3255,null,26842,null,3262,null,316091,null,12195,null,52704,null,4210,null,35774,null,3041,null,15619,null,2062,null,101785,null,6413,null,110209,null,6319,null,0400000US29,Missouri,29
197697,null,3331,null,141708,null,6166,null,23533,null,2198,null,15065,null,1675,null,6755,null,1274,null,45565,null,3570,null,50790,null,3046,null,55989,null,5471,null,16139,null,3085,null,3041,null,1174,null,2076,null,779,null,864,null,610,null,4860,null,1421,null,5298,null,1298,null,39850,null,4553,null,6168,null,1523,null,4184,null,966,null,2714,null,887,null,13305,null,1948,null,13479,null,2476,null,0400000US30,Montana,30
