C23023_001E,C23023_001EA,C23023_001M,C23023_001MA,C23023_002E,C23023_002EA,C23023_002M,C23023_002MA,C23023_003E,C23023_003EA,C23023_003M,C23023_003MA,C23023_004E,C23023_004EA,C23023_004M,C23023_004MA,C23023_005E,C23023_005EA,C23023_005M,C23023_005MA,C23023_006E,C23023_006EA,C23023_006M,C23023_006MA,C23023_007E,C23023_007EA,C23023_007M,C23023_007MA,C23023_008E,C23023_008EA,C23023_008M,C23023_008MA,C23023_009E,C23023_009EA,C23023_009M,C23023_009MA,C23023_010E,C23023_010EA,C23023_010M,C23023_010MA,C23023_011E,C23023_011EA,C23023_011M,C23023_011MA,C23023_012E,C23023_012EA,C23023_012M,C23023_012MA,C23023_013E,C23023_013EA,C23023_013M,C23023_013MA,C23023_014E,C23023_014EA,C23023_014M,C23023_014MA,C23023_015E,C23023_015EA,C23023_015M,C23023_015MA,C23023_016E,C23023_016EA,C23023_016M,C23023_016MA,C23023_017E,C23023_017EA,C23023_017M,C23023_017MA,C23023_018E,C23023_018EA,C23023_018M,C23023_018MA,C23023_019E,C23023_019EA,C23023_019M,C23023_019MA,C23023_020E,C23023_020EA,C23023_020M,C23023_020MA,C23023_021E,C23023_021EA,C23023_021M,C23023_021MA,C23023_022E,C23023_022EA,C23023_022M,C23023_022MA,C23023_023E,C23023_023EA,C23023_023M,C23023_023MA,GEO_ID,NAME,state
3059728,null,4734,null,1500904,null,3953,null,219861,null,6815,null,87534,null,4552,null,47199,null,3056,null,40335,null,3559,null,132327,null,6494,null,1281043,null,7910,null,1073713,null,8475,null,745150,null,10259,null,328563,null,9120,null,207330,null,6884,null,1558824,null,4416,null,228378,null,7180,null,76035,null,4396,null,32708,null,2746,null,43327,null,3126,null,152343,null,6485,null,1330446,null,8735,null,980407,null,10941,null,576034,null,10371,null,404373,null,9194,null,350039,null,9601,null,0400000US01,Alabama,01
484064,null,2285,null,252083,null,1681,null,28856,null,3471,null,18300,null,2578,null,8162,null,1778,null,10138,null,1670,null,10556,null,1970,null,223227,null,3689,null,199444,null,3747,null,114900,null,3688,null,84544,null,3847,null,23783,null,2559,null,231981,null,1859,null,23301,null,2792,null,12492,null,2090,null,5566,null,1477,null,6926,null,1439,null,10809,null,1770,null,208680,null,3131,null,167739,null,3507,null,84748,null,3896,null,82991,null,3621,null,40941,null,3041,null,0400000US02,Alaska,02
4179761,null,4376,null,2125226,null,3764,null,208337,null,9072,null,93569,null,5108,null,46848,null,3764,null,46721,null,3903,null,114768,null,7230,null,1916889,null,10150,null,1589401,null,13022,null,1069812,null,13344,null,519589,null,13839,null,327488,null,11096,null,2054535,null,2855,null,195085,null,7559,null,72070,null,4890,null,31924,null,3363,null,40146,null,3103,null,123015,null,7076,null,1859450,null,8224,null,1345838,null,12642,null,777925,null,10742,null,567913,null,12395,null,513612,null,12553,null,0400000US04,Arizona,04
1847079,null,4001,null,914919,null,3173,null,151400,null,5689,null,69364,null,4033,null,35042,null,2797,null,34322,null,2938,null,82036,null,4322,null,763519,null,6041,null,650744,null,7074,null,448047,null,7517,null,202697,null,6033,null,112775,null,5222,null,932160,null,3535,null,142913,null,6669,null,55067,null,4109,null,24558,null,2708,null,30509,null,3150,null,87846,null,5416,null,789247,null,7067,null,595930,null,7881,null,359195,null,9352,null,236735,null,6797,null,193317,null,6052,null,0400000US05,Arkansas,05
24479481,null,10127,null,12460394,null,7279,null,1026642,null,18820,null,438701,null,10624,null,208071,null,7771,null,230630,null,8978,null,587941,null,15775,null,11433752,null,19340,null,9483297,null,25251,null,6240934,null,30024,null,3242363,null,28299,null,1950455,null,20386,null,12019087,null,8611,null,968639,null,14042,null,367702,null,9899,null,155966,null,5526,null,211736,null,8564,null,600937,null,12094,null,11050448,null,15542,null,7905684,null,29111,null,4313635,null,27486,null,3592049,null,26995,null,3144764,null,26190,null,0400000US06,California,06
3394002,null,4287,null,1733790,null,3445,null,149155,null,6781,null,85979,null,5922,null,42927,null,3303,null,43052,null,4005,null,63176,null,4221,null,1584635,null,6832,null,1412512,null,8884,null,951665,null,12020,null,460847,null,10833,null,172123,null,7852,null,1660212,null,3974,null,126541,null,6124,null,62873,null,4441,null,31015,null,3259,null,31858,null,2905,null,63668,null,4444,null,1533671,null,7500,null,1214679,null,8661,null,668485,null,10051,null,546194,null,8229,null,318992,null,7812,null,0400000US08,Colorado,08
2320532,null,2916,null,1150169,null,2495,null,98566,null,5023,null,50783,null,3787,null,26492,null,2405,null,24291,null,2755,null,47783,null,2894,null,1051603,null,5839,null,921657,null,7859,null,629350,null,8091,null,292307,null,7269,null,129946,null,5428,null,1170363,null,2226,null,100422,null,4909,null,45073,null,3434,null,19527,null,2255,null,25546,null,2362,null,55349,null,4004,null,1069941,null,5486,null,867987,null,6911,null,470921,null,8522,null,397066,null,7958,null,201954,null,5402,null,0400000US09,Connecticut,09
576590,null,1989,null,281830,null,1517,null,30989,null,2663,null,16245,null,2264,null,7904,null,1519,null,8341,null,1568,null,14744,null,1597,null,250841,null,2884,null,215073,null,4607,null,152351,null,4726,null,62722,null,3359,null,35768,null,3568,null,294760,null,1589,null,31774,null,2694,null,11873,null,1822,null,5398,null,1128,null,6475,null,1188,null,19901,null,2040,null,262986,null,2982,null,211079,null,4138,null,123535,null,4350,null,87544,null,3947,null,51907,null,3742,null,0400000US10,Delaware,10
428713,null,1216,null,202427,null,1129,null,19414,null,2890,null,6998,null,1725,null,2556,null,693,null,4442,null,1416,null,12416,null,2177,null,183013,null,2813,null,150084,null,3485,null,104777,null,3383,null,45307,null,3612,null,32929,null,2955,null,226286,null,1126,null,23984,null,2600,null,9664,null,1624,null,4450,null,1342,null,5214,null,1129,null,14320,null,1836,null,202302,null,2890,null,155970,null,4124,null,103285,null,4442,null,52685,null,3846,null,46332,null,3193,null,0400000US11,District of Columbia,11
11744569,null,8849,null,5864331,null,6691,null,596834,null,14543,null,247150,null,10491,null,119379,null,5644,null,127771,null,8345,null,349684,null,10746,null,5267497,null,15383,null,4327300,null,18246,null,2933316,null,23097,null,1393984,null,19002,null,940197,null,14509,null,5880238,null,6092,null,557709,null,13678,null,214581,null,7276,null,95042,null,4098,null,119539,null,6062,null,343128,null,11266,null,5322529,null,14572,null,3933059,null,21369,null,2361097,null,22107,null,1571962,null,19007,null,1389470,null,19523,null,0400000US12,Florida,12
6516458,null,7195,null,3223531,null,7767,null,333020,null,10693,null,148187,null,6785,null,77051,null,5111,null,71136,null,4087,null,184833,null,8401,null,2890511,null,12450,null,2377610,null,17562,null,1651957,null,19574,null,725653,null,16504,null,512901,null,14160,null,3292927,null,8683,null,331696,null,9606,null,123824,null,5692,null,59688,null,3699,null,64136,null,4331,null,207872,null,7825,null,2961231,null,11143,null,2180337,null,18375,null,1315387,null,13593,null,864950,null,15686,null,780894,null,14433,null,0400000US13,Georgia,13
849035,null,1852,null,439467,null,1471,null,33477,null,3009,null,17522,null,2120,null,9476,null,1549,null,8046,null,1433,null,15955,null,2104,null,405990,null,2888,null,354158,null,4101,null,251464,null,4953,null,102694,null,4898,null,51832,null,3197,null,409568,null,1340,null,29499,null,2633,null,13682,null,2030,null,7336,null,1579,null,6346,null,1241,null,15817,null,1820,null,380069,null,2978,null,295157,null,4244,null,183685,null,5253,null,111472,null,4572,null,84912,null,4578,null,0400000US15,Hawaii,15
988096,null,2721,null,499029,null,2340,null,59009,null,3650,null,30387,null,2901,null,14109,null,1602,null,16278,null,2361,null,28622,null,2438,null,440020,null,4389,null,391206,null,4324,null,242637,null,5551,null,148569,null,5943,null,48814,null,3857,null,489067,null,2520,null,48484,null,3420,null,21513,null,2192,null,8576,null,1358,null,12937,null,1744,null,26971,null,2839,null,440583,null,3866,null,341547,null,4966,null,170293,null,4898,null,171254,null,4671,null,99036,null,3606,null,0400000US16,Idaho,16
8498190,null,6517,null,4256881,null,5741,null,342439,null,10275,null,152643,null,5687,null,77405,null,4595,null,75238,null,4420,null,189796,null,8050,null,3914442,null,10616,null,3324279,null,15071,null,2225871,null,16737,null,1098408,null,14398,null,590163,null,12903,null,4241309,null,4367,null,343738,null,8222,null,135803,null,5551,null,60520,null,3677,null,75283,null,3629,null,207935,null,7007,null,3897571,null,8872,null,2999236,null,11301,null,1691694,null,14447,null,1307542,null,15102,null,898335,null,12190,null,0400000US17,Illinois,17
4185269,null,5060,null,2095563,null,4099,null,237707,null,7886,null,114121,null,5978,null,53732,null,3380,null,60389,null,4744,null,123586,null,5620,null,1857856,null,8555,null,1608396,null,11444,null,1059553,null,11370,null,548843,null,10037,null,249460,null,7497,null,2089706,null,3982,null,222964,null,7208,null,90931,null,4417,null,37359,null,3145,null,53572,null,3234,null,132033,null,5079,null,1866742,null,7902,null,1460762,null,11154,null,782783,null,10672,null,677979,null,9637,null,405980,null,9747,null,0400000US18,Indiana,18
1937828,null,3160,null,976689,null,3025,null,95054,null,4609,null,56539,null,3741,null,27811,null,2208,null,28728,null,2879,null,38515,null,2764,null,881635,null,5044,null,808029,null,5889,null,567685,null,6809,null,240344,null,5881,null,73606,null,3931,null,961139,null,2855,null,84268,null,3945,null,45167,null,2661,null,18723,null,1955,null,26444,null,2549,null,39101,null,2994,null,876871,null,4651,null,756195,null,6000,null,435345,null,6865,null,320850,null,6098,null,120676,null,4845,null,0400000US19,Iowa,19
