C06007_001E,C06007_001EA,C06007_001M,C06007_001MA,C06007_002E,C06007_002EA,C06007_002M,C06007_002MA,C06007_003E,C06007_003EA,C06007_003M,C06007_003MA,C06007_004E,C06007_004EA,C06007_004M,C06007_004MA,C06007_005E,C06007_005EA,C06007_005M,C06007_005MA,C06007_006E,C06007_006EA,C06007_006M,C06007_006MA,C06007_007E,C06007_007EA,C06007_007M,C06007_007MA,C06007_008E,C06007_008EA,C06007_008M,C06007_008MA,C06007_009E,C06007_009EA,C06007_009M,C06007_009MA,C06007_010E,C06007_010EA,C06007_010M,C06007_010MA,C06007_011E,C06007_011EA,C06007_011M,C06007_011MA,C06007_012E,C06007_012EA,C06007_012M,C06007_012MA,C06007_013E,C06007_013EA,C06007_013M,C06007_013MA,C06007_014E,C06007_014EA,C06007_014M,C06007_014MA,C06007_015E,C06007_015EA,C06007_015M,C06007_015MA,C06007_016E,C06007_016EA,C06007_016M,C06007_016MA,C06007_017E,C06007_017EA,C06007_017M,C06007_017MA,C06007_018E,C06007_018EA,C06007_018M,C06007_018MA,C06007_019E,C06007_019EA,C06007_019M,C06007_019MA,C06007_020E,C06007_020EA,C06007_020M,C06007_020MA,C06007_021E,C06007_021EA,C06007_021M,C06007_021MA,C06007_022E,C06007_022EA,C06007_022M,C06007_022MA,C06007_023E,C06007_023EA,C06007_023M,C06007_023MA,C06007_024E,C06007_024EA,C06007_024M,C06007_024MA,C06007_025E,C06007_025EA,C06007_025M,C06007_025MA,GEO_ID,NAME,state
4394837,null,2930,null,4191173,null,6638,null,203664,null,6575,null,112722,null,6381,null,90942,null,4558,null,3031598,null,18852,null,2991537,null,18436,null,40061,null,3932,null,32875,null,3675,null,7186,null,1233,null,1182163,null,18282,null,1143854,null,17751,null,38309,null,3407,null,31219,null,3063,null,7090,null,1420,null,36348,null,3167,null,29046,null,2768,null,7302,null,1397,null,5573,null,1192,null,1729,null,798,null,144728,null,4204,null,26736,null,3013,null,117992,null,4430,null,43055,null,3491,null,74937,null,3929,null,0400000US01,Alabama,01
643692,null,1295,null,538043,null,5168,null,105649,null,4940,null,67006,null,4188,null,38643,null,3294,null,236312,null,6474,null,197209,null,6334,null,39103,null,3199,null,28524,null,2828,null,10579,null,1383,null,343730,null,6358,null,321812,null,6093,null,21918,null,2531,null,19716,null,2481,null,2202,null,841,null,14860,null,2101,null,10337,null,1685,null,4523,null,1207,null,3595,null,1105,null,928,null,517,null,48790,null,3394,null,8685,null,1631,null,40105,null,3021,null,15171,null,2207,null,24934,null,2868,null,0400000US02,Alaska,02
6079191,null,1576,null,4395579,null,24694,null,1683612,null,24184,null,1030990,null,19929,null,652622,null,18084,null,2029961,null,22569,null,1452538,null,23866,null,577423,null,15348,null,476868,null,13563,null,100555,null,6485,null,3057819,null,24546,null,2765295,null,23186,null,292524,null,12139,null,250968,null,10937,null,41556,null,4809,null,70629,null,5012,null,49819,null,3823,null,20810,null,3047,null,15842,null,2646,null,4968,null,1075,null,920782,null,20357,null,127927,null,7386,null,792855,null,19277,null,287312,null,11647,null,505543,null,16209,null,0400000US04,Arizona,04
2687139,null,2239,null,2504624,null,7318,null,182515,null,6567,null,98644,null,6592,null,83871,null,4369,null,1594743,null,14771,null,1558289,null,14661,null,36454,null,4154,null,27206,null,3399,null,9248,null,1906,null,954970,null,14666,null,914665,null,13938,null,40305,null,3692,null,33455,null,3745,null,6850,null,1400,null,18238,null,2290,null,14537,null,1992,null,3701,null,1327,null,2828,null,1144,null,873,null,549,null,119188,null,4645,null,17133,null,2374,null,102055,null,4280,null,35155,null,3173,null,66900,null,3865,null,0400000US05,Arkansas,05
34212484,null,3343,null,19461770,null,52155,null,14750714,null,52143,null,7961550,null,47016,null,6789164,null,46590,null,17265370,null,54204,null,12362305,null,53007,null,4903065,null,38581,null,4103072,null,36075,null,799993,null,17365,null,6641337,null,40095,null,5970266,null,37253,null,671071,null,12586,null,545352,null,11190,null,125719,null,6027,null,406453,null,12212,null,205982,null,8331,null,200471,null,8267,null,144420,null,6928,null,56051,null,4245,null,9899324,null,46378,null,923217,null,16802,null,8976107,null,44890,null,3168706,null,28636,null,5807401,null,44847,null,0400000US06,California,06
4660034,null,1862,null,3883103,null,14763,null,776931,null,14696,null,446359,null,11167,null,330572,null,13616,null,1809525,null,18981,null,1615629,null,18820,null,193896,null,8174,null,155031,null,6808,null,38865,null,3997,null,2303250,null,19982,null,2144788,null,18263,null,158462,null,7871,null,129310,null,7397,null,29152,null,3292,null,63847,null,4411,null,47800,null,3519,null,16047,null,3121,null,12329,null,2606,null,3718,null,1304,null,483412,null,14570,null,74886,null,5300,null,408526,null,13818,null,149689,null,7919,null,258837,null,11304,null,0400000US08,Colorado,08
3308919,null,1147,null,2633025,null,13639,null,675894,null,13720,null,412064,null,11664,null,263830,null,9800,null,1794512,null,16211,null,1644645,null,17129,null,149867,null,8382,null,132886,null,7845,null,16981,null,2499,null,938038,null,12995,null,851689,null,12211,null,86349,null,5231,null,75213,null,5131,null,11136,null,1591,null,120155,null,6138,null,22252,null,2303,null,97903,null,5148,null,48094,null,3456,null,49809,null,3789,null,456214,null,11328,null,114439,null,6170,null,341775,null,11929,null,155871,null,7798,null,185904,null,8841,null,0400000US09,Connecticut,09
825661,null,256,null,731261,null,5813,null,94400,null,5802,null,57695,null,4823,null,36705,null,3569,null,357528,null,8006,null,341842,null,8170,null,15686,null,2770,null,13272,null,2574,null,2414,null,671,null,382623,null,8471,null,364467,null,8145,null,18156,null,2405,null,14812,null,2325,null,3344,null,920,null,12303,null,1915,null,6731,null,1627,null,5572,null,1336,null,3604,null,1178,null,1968,null,696,null,73207,null,4946,null,18221,null,3332,null,54986,null,4067,null,26007,null,2867,null,28979,null,3235,null,0400000US10,Delaware,10
561505,null,772,null,490979,null,4473,null,70526,null,4316,null,47825,null,4001,null,22701,null,2714,null,214105,null,5487,null,205575,null,5991,null,8530,null,1740,null,6894,null,1660,null,1636,null,676,null,268249,null,6048,null,251250,null,6074,null,16999,null,2430,null,14665,null,2466,null,2334,null,842,null,8495,null,1550,null,6366,null,1452,null,2129,null,687,null,1842,null,646,null,287,null,249,null,70656,null,4673,null,27788,null,3934,null,42868,null,3712,null,24424,null,2944,null,18444,null,2666,null,0400000US11,District of Columbia,11
17374812,null,2501,null,12801854,null,33429,null,4572958,null,33855,null,2554808,null,29220,null,2018150,null,26779,null,5496952,null,36359,null,4740062,null,36850,null,756890,null,16713,null,665015,null,15934,null,91875,null,6615,null,7851611,null,37129,null,7217818,null,35141,null,633793,null,18178,null,550530,null,15611,null,83263,null,6106,null,558968,null,17499,null,169303,null,8704,null,389665,null,14052,null,237124,null,9903,null,152541,null,8652,null,3467281,null,36325,null,674671,null,17785,null,2792610,null,33246,null,1102139,null,20159,null,1690471,null,28575,null,0400000US12,Florida,12
