C19101_001E,C19101_001EA,C19101_001M,C19101_001MA,C19101_002E,C19101_002EA,C19101_002M,C19101_002MA,C19101_003E,C19101_003EA,C19101_003M,C19101_003MA,C19101_004E,C19101_004EA,C19101_004M,C19101_004MA,C19101_005E,C19101_005EA,C19101_005M,C19101_005MA,C19101_006E,C19101_006EA,C19101_006M,C19101_006MA,C19101_007E,C19101_007EA,C19101_007M,C19101_007MA,C19101_008E,C19101_008EA,C19101_008M,C19101_008MA,C19101_009E,C19101_009EA,C19101_009M,C19101_009MA,C19101_010E,C19101_010EA,C19101_010M,C19101_010MA,C19101_011E,C19101_011EA,C19101_011M,C19101_011MA,GEO_ID,NAME,state
1246056,null,11767,null,84220,null,3968,null,55017,null,3691,null,138463,null,6442,null,137931,null,6232,null,198128,null,6475,null,244155,null,8548,null,165307,null,4781,null,144427,null,4367,null,42550,null,2846,null,35858,null,2509,null,0400000US01,Alabama,01
159940,null,3646,null,4568,null,1097,null,2744,null,756,null,7966,null,1416,null,11410,null,1694,null,18965,null,1889,null,29442,null,2125,null,30363,null,2471,null,32813,null,2125,null,12356,null,1761,null,9313,null,1322,null,0400000US02,Alaska,02
1514235,null,13945,null,81463,null,4984,null,50064,null,3876,null,140799,null,5981,null,152871,null,6116,null,224912,null,7126,null,316054,null,8468,null,216870,null,7170,null,208246,null,5962,null,63798,null,3601,null,59158,null,3761,null,0400000US04,Arizona,04
768492,null,8905,null,52495,null,3695,null,38441,null,3493,null,99733,null,4869,null,91763,null,4720,null,127819,null,5056,null,158593,null,5787,null,88254,null,4282,null,74062,null,3331,null,19503,null,1821,null,17829,null,1709,null,0400000US05,Arkansas,05
8366253,null,25708,null,353472,null,9246,null,281383,null,9148,null,712796,null,13567,null,724976,null,12467,null,1051067,null,15631,null,1494238,null,19853,null,1136580,null,16640,null,1399316,null,16865,null,611270,null,11399,null,601155,null,11589,null,0400000US06,California,06
1233139,null,11054,null,52261,null,3902,null,36035,null,3755,null,88389,null,4868,null,93718,null,5022,null,151973,null,7134,null,247876,null,7971,null,195088,null,6549,null,216483,null,5926,null,81419,null,3683,null,69897,null,3542,null,0400000US08,Colorado,08
890530,null,9200,null,28927,null,3335,null,21898,null,2380,null,45868,null,3671,null,58539,null,3841,null,90343,null,4395,null,152291,null,5777,null,135316,null,5073,null,185679,null,5330,null,79371,null,4131,null,92298,null,4652,null,0400000US09,Connecticut,09
220655,null,4595,null,6961,null,1400,null,4293,null,1202,null,17963,null,2636,null,20514,null,2437,null,27326,null,2408,null,44898,null,2820,null,35286,null,2728,null,38402,null,2267,null,14153,null,1734,null,10859,null,1381,null,0400000US10,Delaware,10
109030,null,4490,null,9307,null,1838,null,4573,null,1025,null,8032,null,1610,null,8516,null,1628,null,11422,null,1633,null,14560,null,1859,null,10965,null,1518,null,15350,null,2100,null,10318,null,1398,null,15987,null,1829,null,0400000US11,District of Columbia,11
4542466,null,26422,null,228409,null,8011,null,171992,null,7313,null,464848,null,11269,null,512093,null,13176,null,742675,null,16726,null,923893,null,14691,null,590366,null,10673,null,546742,null,12196,null,179257,null,6542,null,182191,null,6850,null,0400000US12,Florida,12
2370143,null,18487,null,140161,null,5426,null,99902,null,5547,null,233947,null,7903,null,243064,null,8754,null,341993,null,8850,null,457325,null,9462,null,328353,null,8340,null,311056,null,6827,null,112067,null,4733,null,102275,null,4284,null,0400000US13,Georgia,13
310366,null,5604,null,9070,null,1287,null,7390,null,1604,null,20387,null,2643,null,23336,null,2483,null,36026,null,2623,null,58816,null,3753,null,54412,null,3452,null,59644,null,3754,null,24304,null,2274,null,16981,null,1849,null,0400000US15,Hawaii,15
397214,null,6069,null,15720,null,2318,null,14518,null,1775,null,39016,null,3091,null,49110,null,2858,null,70917,null,4071,null,89949,null,4337,null,57011,null,3365,null,41817,null,2942,null,10224,null,1344,null,8932,null,1269,null,0400000US16,Idaho,16
3120138,null,16955,null,144964,null,6088,null,96992,null,5394,null,232610,null,6662,null,269459,null,7580,null,396335,null,9267,null,612138,null,11109,null,483121,null,8819,null,515003,null,11225,null,186723,null,6584,null,182793,null,5803,null,0400000US17,Illinois,17
1657555,null,11425,null,85372,null,4750,null,54848,null,3614,null,150394,null,6012,null,169943,null,6179,null,265037,null,7006,null,373280,null,8744,null,244613,null,6427,null,211753,null,6402,null,59689,null,3358,null,42626,null,2685,null,0400000US18,Indiana,18
