B21001A_001E,B21001A_001EA,B21001A_001M,B21001A_001MA,B21001A_002E,B21001A_002EA,B21001A_002M,B21001A_002MA,B21001A_003E,B21001A_003EA,B21001A_003M,B21001A_003MA,B21001A_004E,B21001A_004EA,B21001A_004M,B21001A_004MA,B21001A_005E,B21001A_005EA,B21001A_005M,B21001A_005MA,B21001A_006E,B21001A_006EA,B21001A_006M,B21001A_006MA,B21001A_007E,B21001A_007EA,B21001A_007M,B21001A_007MA,B21001A_008E,B21001A_008EA,B21001A_008M,B21001A_008MA,B21001A_009E,B21001A_009EA,B21001A_009M,B21001A_009MA,B21001A_010E,B21001A_010EA,B21001A_010M,B21001A_010MA,B21001A_011E,B21001A_011EA,B21001A_011M,B21001A_011MA,B21001A_012E,B21001A_012EA,B21001A_012M,B21001A_012MA,B21001A_013E,B21001A_013EA,B21001A_013M,B21001A_013MA,B21001A_014E,B21001A_014EA,B21001A_014M,B21001A_014MA,B21001A_015E,B21001A_015EA,B21001A_015M,B21001A_015MA,B21001A_016E,B21001A_016EA,B21001A_016M,B21001A_016MA,B21001A_017E,B21001A_017EA,B21001A_017M,B21001A_017MA,B21001A_018E,B21001A_018EA,B21001A_018M,B21001A_018MA,B21001A_019E,B21001A_019EA,B21001A_019M,B21001A_019MA,B21001A_020E,B21001A_020EA,B21001A_020M,B21001A_020MA,B21001A_021E,B21001A_021EA,B21001A_021M,B21001A_021MA,B21001A_022E,B21001A_022EA,B21001A_022M,B21001A_022MA,B21001A_023E,B21001A_023EA,B21001A_023M,B21001A_023MA,B21001A_024E,B21001A_024EA,B21001A_024M,B21001A_024MA,B21001A_025E,B21001A_025EA,B21001A_025M,B21001A_025MA,B21001A_026E,B21001A_026EA,B21001A_026M,B21001A_026MA,B21001A_027E,B21001A_027EA,B21001A_027M,B21001A_027MA,B21001A_028E,B21001A_028EA,B21001A_028M,B21001A_028MA,B21001A_029E,B21001A_029EA,B21001A_029M,B21001A_029MA,B21001A_030E,B21001A_030EA,B21001A_030M,B21001A_030MA,B21001A_031E,B21001A_031EA,B21001A_031M,B21001A_031MA,B21001A_032E,B21001A_032EA,B21001A_032M,B21001A_032MA,B21001A_033E,B21001A_033EA,B21001A_033M,B21001A_033MA,GEO_ID,NAME,state
7535960,null,5064,null,3634463,null,3496,null,1050796,null,3013,null,40057,null,3052,null,1010739,null,4728,null,1385088,null,2307,null,172808,null,6364,null,1212280,null,6764,null,595986,null,961,null,204641,null,5743,null,391345,null,5837,null,343501,null,906,null,153493,null,3981,null,190008,null,3972,null,259092,null,846,null,181483,null,2985,null,77609,null,2948,null,3901497,null,3254,null,1034747,null,2499,null,6566,null,1341,null,1028181,null,2711,null,1403052,null,2131,null,21820,null,2377,null,1381232,null,3242,null,624931,null,857,null,6936,null,1226,null,617995,null,1597,null,401233,null,2384,null,2844,null,779,null,398389,null,2674,null,437534,null,2303,null,6449,null,1173,null,431085,null,2511,null,0400000US39,Ohio,39
2137329,null,5767,null,1031154,null,3852,null,317126,null,2621,null,18649,null,2356,null,298477,null,3780,null,366086,null,2462,null,57028,null,3652,null,309058,null,3898,null,165278,null,829,null,65969,null,2676,null,99309,null,2672,null,104521,null,850,null,49801,null,2144,null,54720,null,2153,null,78143,null,250,null,55414,null,1556,null,22729,null,1496,null,1106175,null,2877,null,307717,null,2290,null,3995,null,1057,null,303722,null,2484,null,376390,null,2052,null,8414,null,1361,null,367976,null,2498,null,176823,null,757,null,2193,null,613,null,174630,null,1010,null,120269,null,671,null,1272,null,527,null,118997,null,896,null,124976,null,417,null,1731,null,604,null,123245,null,715,null,0400000US40,Oklahoma,40
2581629,null,9072,null,1260443,null,5397,null,368656,null,4083,null,14294,null,1861,null,354362,null,4723,null,455934,null,3015,null,67198,null,4588,null,388736,null,5059,null,220950,null,1045,null,86913,null,3751,null,134037,null,3867,null,122749,null,697,null,65388,null,2298,null,57361,null,2502,null,92154,null,452,null,69454,null,1566,null,22700,null,1530,null,1321186,null,4820,null,361905,null,3178,null,3354,null,1015,null,358551,null,3349,null,456982,null,2382,null,8271,null,1421,null,448711,null,2910,null,231805,null,880,null,3290,null,820,null,228515,null,1154,null,134473,null,1103,null,2509,null,773,null,131964,null,1313,null,136021,null,551,null,3463,null,771,null,132558,null,990,null,0400000US41,Oregon,41
8376309,null,8269,null,4025111,null,4807,null,1113033,null,3533,null,46322,null,3324,null,1066711,null,4892,null,1507533,null,3403,null,160926,null,5896,null,1346607,null,7273,null,670425,null,1722,null,216860,null,4836,null,453565,null,4929,null,396334,null,901,null,182075,null,4130,null,214259,null,4185,null,337786,null,689,null,241890,null,3821,null,95896,null,3815,null,4351198,null,5127,null,1086440,null,3507,null,6654,null,1253,null,1079786,null,3709,null,1523053,null,2849,null,19687,null,2002,null,1503366,null,3107,null,701904,null,1216,null,5248,null,861,null,696656,null,1539,null,464315,null,981,null,4201,null,888,null,460114,null,1424,null,575486,null,873,null,7065,null,1078,null,568421,null,1272,null,0400000US42,Pennsylvania,42
699573,null,4176,null,331142,null,2697,null,94168,null,1736,null,4147,null,1194,null,90021,null,2102,null,124972,null,1634,null,13686,null,1873,null,111286,null,2386,null,55226,null,544,null,16334,null,1434,null,38892,null,1543,null,30542,null,342,null,13964,null,1327,null,16578,null,1363,null,26234,null,441,null,17668,null,1090,null,8566,null,1196,null,368431,null,2229,null,93696,null,1291,null,888,null,578,null,92808,null,1305,null,132864,null,1345,null,2048,null,769,null,130816,null,1666,null,58750,null,456,null,352,null,369,null,58398,null,586,null,36611,null,457,null,138,null,180,null,36473,null,498,null,46510,null,399,null,1099,null,505,null,45411,null,602,null,0400000US44,Rhode Island,44
2393757,null,6122,null,1152655,null,4896,null,324982,null,3776,null,17681,null,2243,null,307301,null,4271,null,419025,null,3060,null,58686,null,3817,null,360339,null,4527,null,197028,null,807,null,75289,null,3455,null,121739,null,3432,null,126127,null,745,null,65682,null,2325,null,60445,null,2387,null,85493,null,577,null,63373,null,2145,null,22120,null,2105,null,1241102,null,2952,null,320363,null,2278,null,3813,null,1107,null,316550,null,2433,null,434704,null,1779,null,7572,null,1392,null,427132,null,2120,null,211383,null,617,null,2267,null,656,null,209116,null,921,null,142021,null,583,null,954,null,421,null,141067,null,786,null,132631,null,473,null,1785,null,617,null,130846,null,716,null,0400000US45,South Carolina,45
544849,null,2018,null,268385,null,1358,null,82207,null,1314,null,3122,null,811,null,79085,null,1474,null,92000,null,1023,null,12716,null,1733,null,79284,null,1778,null,45007,null,120,null,15945,null,1287,null,29062,null,1299,null,25766,null,414,null,11359,null,1155,null,14407,null,1105,null,23405,null,518,null,16362,null,1039,null,7043,null,943,null,276464,null,1143,null,76474,null,907,null,449,null,320,null,76025,null,1020,null,92165,null,778,null,1890,null,743,null,90275,null,1053,null,44167,null,245,null,484,null,272,null,43683,null,368,null,28360,null,510,null,376,null,236,null,27984,null,579,null,35298,null,499,null,689,null,405,null,34609,null,624,null,0400000US46,South Dakota,46
3870810,null,5664,null,1864243,null,3666,null,538690,null,3062,null,25122,null,2931,null,513568,null,4098,null,702184,null,2687,null,94567,null,4907,null,607617,null,5523,null,307333,null,696,null,107049,null,3667,null,200284,null,3707,null,190819,null,927,null,86429,null,3263,null,104390,null,3260,null,125217,null,561,null,87543,null,2024,null,37674,null,2051,null,2006567,null,2968,null,536364,null,2255,null,5166,null,1411,null,531198,null,2607,null,717652,null,1716,null,11249,null,1696,null,706403,null,2590,null,328639,null,1147,null,3458,null,885,null,325181,null,1366,null,217519,null,571,null,1449,null,528,null,216070,null,709,null,206393,null,418,null,2898,null,949,null,203495,null,1048,null,0400000US47,Tennessee,47
13323459,null,30455,null,6556928,null,20239,null,2203050,null,15035,null,98259,null,5251,null,2104791,null,15215,null,2489270,null,11092,null,305457,null,8550,null,2183813,null,14034,null,947550,null,3775,null,310679,null,7494,null,636871,null,8335,null,534136,null,2810,null,239133,null,4790,null,295003,null,5366,null,382922,null,2676,null,257362,null,4518,null,125560,null,5019,null,6766531,null,16332,null,2097413,null,12111,null,21387,null,2525,null,2076026,null,12222,null,2466997,null,7374,null,42097,null,3559,null,2424900,null,8530,null,990249,null,4501,null,12527,null,1572,null,977722,null,4452,null,612307,null,3175,null,5962,null,1155,null,606345,null,3311,null,599565,null,3032,null,9362,null,1299,null,590203,null,3424,null,0400000US48,Texas,48
1730031,null,5908,null,854680,null,4109,null,348903,null,3634,null,10803,null,1620,null,338100,null,3679,null,291783,null,1930,null,30142,null,2704,null,261641,null,3162,null,107043,null,809,null,32079,null,2137,null,74964,null,2169,null,61212,null,768,null,27637,null,1767,null,33575,null,1840,null,45739,null,555,null,33065,null,1446,null,12674,null,1373,null,875351,null,3002,null,345310,null,1968,null,1720,null,739,null,343590,null,2034,null,286566,null,1480,null,4175,null,1048,null,282391,null,1740,null,112039,null,920,null,916,null,418,null,111123,null,1012,null,67975,null,693,null,411,null,247,null,67564,null,749,null,63461,null,395,null,1289,null,514,null,62172,null,612,null,0400000US49,Utah,49
477337,null,1036,null,232424,null,836,null,66708,null,783,null,2098,null,799,null,64610,null,1054,null,85821,null,681,null,10575,null,1127,null,75246,null,1366,null,41464,null,222,null,13299,null,895,null,28165,null,946,null,22523,null,51,null,10618,null,898,null,11905,null,893,null,15908,null,262,null,10947,null,703,null,4961,null,671,null,244913,null,537,null,63775,null,288,null,219,null,186,null,63556,null,331,null,89023,null,458,null,1535,null,492,null,87488,null,604,null,42349,null,85,null,460,null,272,null,41889,null,277,null,24140,null,429,null,355,null,218,null,23785,null,484,null,25626,null,459,null,454,null,250,null,25172,null,530,null,0400000US50,Vermont,50
4274624,null,12042,null,2059438,null,8272,null,612660,null,6482,null,36936,null,3083,null,575724,null,6918,null,779894,null,4226,null,137552,null,5492,null,642342,null,6918,null,337568,null,1168,null,130812,null,3868,null,206756,null,3982,null,197233,null,1435,null,101516,null,3050,null,95717,null,3239,null,132083,null,1133,null,97768,null,2838,null,34315,null,2527,null,2215186,null,5725,null,604905,null,3802,null,12182,null,1928,null,592723,null,4163,null,814035,null,3739,null,25432,null,2571,null,788603,null,4608,null,357023,null,1317,null,7176,null,1283,null,349847,null,1584,null,222833,null,994,null,3492,null,841,null,219341,null,1279,null,216390,null,1031,null,4142,null,909,null,212248,null,1355,null,0400000US51,Virginia,51
4148720,null,8649,null,2031986,null,5939,null,596718,null,5085,null,33148,null,4161,null,563570,null,5873,null,770841,null,3002,null,122619,null,4679,null,648222,null,5720,null,344308,null,1347,null,134787,null,4447,null,209521,null,4874,null,185910,null,698,null,98752,null,2569,null,87158,null,2528,null,134209,null,564,null,95466,null,2289,null,38743,null,2400,null,2116734,null,4552,null,591278,null,2900,null,6519,null,1409,null,584759,null,3298,null,767735,null,2377,null,18036,null,2089,null,749699,null,3318,null,357255,null,1257,null,7775,null,1564,null,349480,null,1960,null,199734,null,953,null,3726,null,811,null,196008,null,1248,null,200732,null,1003,null,3892,null,764,null,196840,null,1323,null,0400000US53,Washington,53
1358844,null,2274,null,656406,null,1654,null,184417,null,1448,null,9416,null,1317,null,175001,null,2080,null,236522,null,1541,null,28400,null,2484,null,208122,null,3126,null,116510,null,604,null,40283,null,2488,null,76227,null,2364,null,69846,null,634,null,29874,null,1857,null,39972,null,1884,null,49111,null,626,null,33699,null,1487,null,15412,null,1454,null,702438,null,1132,null,179883,null,1171,null,1510,null,635,null,178373,null,1221,null,243351,null,934,null,2943,null,651,null,240408,null,1188,null,120568,null,524,null,1290,null,522,null,119278,null,755,null,78500,null,394,null,851,null,454,null,77649,null,613,null,80136,null,306,null,554,null,338,null,79582,null,390,null,0400000US54,West Virginia,54
3921009,null,4559,null,1930308,null,3461,null,566073,null,2954,null,22255,null,2431,null,543818,null,3741,null,737375,null,2209,null,82750,null,3501,null,654625,null,3867,null,313798,null,988,null,104616,null,3138,null,209182,null,3115,null,175415,null,645,null,78548,null,2520,null,96867,null,2443,null,137647,null,593,null,93175,null,2017,null,44472,null,2094,null,1990701,null,2295,null,540269,null,1628,null,4593,null,1146,null,535676,null,1950,null,723025,null,1495,null,10922,null,1421,null,712103,null,1860,null,312914,null,1008,null,3369,null,878,null,309545,null,1037,null,194940,null,678,null,1679,null,523,null,193261,null,892,null,219553,null,566,null,3444,null,729,null,216109,null,927,null,0400000US55,Wisconsin,55
380272,null,1948,null,190995,null,1633,null,61264,null,1544,null,3991,null,1220,null,57273,null,1797,null,67839,null,1031,null,10456,null,1243,null,57383,null,1624,null,32326,null,427,null,13100,null,1304,null,19226,null,1256,null,17448,null,509,null,7467,null,849,null,9981,null,875,null,12118,null,444,null,9191,null,605,null,2927,null,552,null,189277,null,1388,null,56602,null,1110,null,618,null,383,null,55984,null,1143,null,66844,null,1056,null,1775,null,673,null,65069,null,1321,null,31200,null,513,null,761,null,463,null,30439,null,662,null,17532,null,354,null,101,null,95,null,17431,null,354,null,17099,null,246,null,216,null,186,null,16883,null,288,null,0400000US56,Wyoming,56
2198130,null,17294,null,1018153,null,10638,null,328605,null,6404,null,4281,null,1060,null,324324,null,6422,null,350021,null,4599,null,16846,null,2316,null,333175,null,4831,null,151087,null,2901,null,21027,null,2051,null,130060,null,3191,null,108252,null,2350,null,21851,null,1653,null,86401,null,2532,null,80188,null,2187,null,27138,null,2832,null,53050,null,2384,null,1179977,null,10660,null,340079,null,5914,null,1336,null,601,null,338743,null,5979,null,401817,null,5697,null,1099,null,747,null,400718,null,5739,null,186754,null,3082,null,439,null,279,null,186315,null,3162,null,134052,null,2206,null,297,null,209,null,133755,null,2218,null,117275,null,2040,null,444,null,245,null,116831,null,2035,null,0400000US72,Puerto Rico,72
