B16008_001E,B16008_001EA,B16008_001M,B16008_001MA,B16008_002E,B16008_002EA,B16008_002M,B16008_002MA,B16008_003E,B16008_003EA,B16008_003M,B16008_003MA,B16008_004E,B16008_004EA,B16008_004M,B16008_004MA,B16008_005E,B16008_005EA,B16008_005M,B16008_005MA,B16008_006E,B16008_006EA,B16008_006M,B16008_006MA,B16008_007E,B16008_007EA,B16008_007M,B16008_007MA,B16008_008E,B16008_008EA,B16008_008M,B16008_008MA,B16008_009E,B16008_009EA,B16008_009M,B16008_009MA,B16008_010E,B16008_010EA,B16008_010M,B16008_010MA,B16008_011E,B16008_011EA,B16008_011M,B16008_011MA,B16008_012E,B16008_012EA,B16008_012M,B16008_012MA,B16008_013E,B16008_013EA,B16008_013M,B16008_013MA,B16008_014E,B16008_014EA,B16008_014M,B16008_014MA,B16008_015E,B16008_015EA,B16008_015M,B16008_015MA,B16008_016E,B16008_016EA,B16008_016M,B16008_016MA,B16008_017E,B16008_017EA,B16008_017M,B16008_017MA,B16008_018E,B16008_018EA,B16008_018M,B16008_018MA,B16008_019E,B16008_019EA,B16008_019M,B16008_019MA,B16008_020E,B16008_020EA,B16008_020M,B16008_020MA,B16008_021E,B16008_021EA,B16008_021M,B16008_021MA,B16008_022E,B16008_022EA,B16008_022M,B16008_022MA,B16008_023E,B16008_023EA,B16008_023M,B16008_023MA,B16008_024E,B16008_024EA,B16008_024M,B16008_024MA,B16008_025E,B16008_025EA,B16008_025M,B16008_025MA,B16008_026E,B16008_026EA,B16008_026M,B16008_026MA,B16008_027E,B16008_027EA,B16008_027M,B16008_027MA,B16008_028E,B16008_028EA,B16008_028M,B16008_028MA,B16008_029E,B16008_029EA,B16008_029M,B16008_029MA,B16008_030E,B16008_030EA,B16008_030M,B16008_030MA,B16008_031E,B16008_031EA,B16008_031M,B16008_031MA,B16008_032E,B16008_032EA,B16008_032M,B16008_032MA,B16008_033E,B16008_033EA,B16008_033M,B16008_033MA,B16008_034E,B16008_034EA,B16008_034M,B16008_034MA,B16008_035E,B16008_035EA,B16008_035M,B16008_035MA,B16008_036E,B16008_036EA,B16008_036M,B16008_036MA,B16008_037E,B16008_037EA,B16008_037M,B16008_037MA,B16008_038E,B16008_038EA,B16008_038M,B16008_038MA,B16008_039E,B16008_039EA,B16008_039M,B16008_039MA,B16008_040E,B16008_040EA,B16008_040M,B16008_040MA,B16008_041E,B16008_041EA,B16008_041M,B16008_041MA,GEO_ID,NAME,state
4394837,null,2930,null,4250109,null,4821,null,798352,null,3072,null,766404,null,4329,null,22548,null,2629,null,4018,null,1115,null,4236,null,1324,null,1146,null,887,null,3451757,null,4231,null,3398033,null,4889,null,35670,null,3309,null,11817,null,1536,null,4751,null,1230,null,1486,null,571,null,144728,null,4204,null,44126,null,3953,null,3195,null,899,null,1720,null,798,null,430,null,253,null,555,null,384,null,298,null,314,null,192,null,296,null,40931,null,3668,null,13365,null,1980,null,6556,null,1566,null,8791,null,1578,null,9053,null,1723,null,3166,null,1575,null,100602,null,5060,null,10757,null,1869,null,900,null,492,null,6441,null,1539,null,826,null,409,null,2013,null,808,null,577,null,593,null,89845,null,4428,null,10751,null,1888,null,52654,null,3226,null,10858,null,1985,null,12416,null,1947,null,3166,null,1374,null,0400000US01,Alabama,01
643692,null,1295,null,594902,null,3537,null,124960,null,1563,null,107116,null,2391,null,5121,null,1186,null,2354,null,860,null,3684,null,1045,null,6685,null,746,null,469942,null,3075,null,422242,null,4286,null,12032,null,1772,null,5784,null,1693,null,5103,null,1057,null,24781,null,1919,null,48790,null,3394,null,25765,null,2628,null,1281,null,559,null,649,null,378,null,74,null,126,null,89,null,104,null,469,null,370,null,0,null,244,null,24484,null,2465,null,4825,null,1089,null,4142,null,1091,null,3057,null,1121,null,12014,null,1779,null,446,null,491,null,23025,null,3386,null,2490,null,1017,null,176,null,201,null,870,null,854,null,283,null,264,null,1130,null,591,null,31,null,51,null,20535,null,3103,null,3035,null,994,null,4620,null,1806,null,2645,null,1001,null,9092,null,1622,null,1143,null,775,null,0400000US02,Alaska,02
6079191,null,1576,null,5158409,null,20649,null,1150259,null,5381,null,835492,null,11687,null,269461,null,9467,null,10581,null,2117,null,11720,null,2385,null,23005,null,3796,null,4008150,null,18588,null,3432160,null,17941,null,427100,null,12777,null,35553,null,3822,null,10628,null,1559,null,102709,null,4639,null,920782,null,20357,null,298757,null,10976,null,7941,null,1761,null,3729,null,1266,null,1966,null,726,null,1192,null,543,null,187,null,150,null,867,null,792,null,290816,null,10710,null,61740,null,4510,null,141200,null,8815,null,40206,null,4275,null,36087,null,3442,null,11583,null,2589,null,622025,null,18763,null,57077,null,5288,null,3614,null,1201,null,44980,null,4724,null,2091,null,1006,null,3428,null,1380,null,2964,null,1637,null,564948,null,16381,null,58844,null,4709,null,419450,null,13616,null,36678,null,5006,null,36574,null,3477,null,13402,null,3158,null,0400000US04,Arizona,04
2687139,null,2239,null,2567951,null,5308,null,494816,null,3129,null,456501,null,4023,null,31897,null,3137,null,1848,null,962,null,3405,null,1008,null,1165,null,1212,null,2073135,null,4348,null,2030990,null,5036,null,29996,null,2662,null,8402,null,1517,null,2126,null,629,null,1621,null,935,null,119188,null,4645,null,36496,null,3612,null,1094,null,605,null,306,null,278,null,706,null,515,null,0,null,273,null,82,null,137,null,0,null,273,null,35402,null,3604,null,10293,null,1764,null,12387,null,2194,null,3658,null,1099,null,8257,null,1596,null,807,null,620,null,82692,null,4626,null,9506,null,1944,null,801,null,482,null,7555,null,1604,null,366,null,318,null,784,null,468,null,0,null,273,null,73186,null,3712,null,5733,null,1467,null,53997,null,2845,null,5349,null,1686,null,7584,null,1522,null,523,null,409,null,0400000US05,Arkansas,05
34212484,null,3343,null,24313160,null,46710,null,6168599,null,15370,null,3640965,null,26446,null,2047631,null,20332,null,138856,null,7684,null,304521,null,8711,null,36626,null,4713,null,18144561,null,40665,null,14897588,null,40374,null,2556710,null,28100,null,277727,null,9949,null,363114,null,11602,null,49422,null,4468,null,9899324,null,46378,null,4534912,null,36878,null,75610,null,6185,null,17997,null,2311,null,22342,null,3550,null,10623,null,1694,null,21115,null,2673,null,3533,null,1558,null,4459302,null,34206,null,554429,null,12775,null,1566135,null,23849,null,655470,null,17863,null,1555166,null,18886,null,128102,null,8021,null,5364412,null,50868,null,441713,null,14091,null,26504,null,3077,null,289235,null,11414,null,36041,null,4313,null,77482,null,6542,null,12451,null,2983,null,4922699,null,45571,null,324287,null,9830,null,3334379,null,37405,null,386668,null,13730,null,803938,null,19047,null,73427,null,6102,null,0400000US06,California,06
4660034,null,1862,null,4176622,null,14901,null,822919,null,5512,null,690636,null,8040,null,107458,null,6136,null,11981,null,2196,null,9923,null,1662,null,2921,null,1331,null,3353703,null,12062,null,3117581,null,12713,null,179835,null,6651,null,36596,null,3144,null,12695,null,2133,null,6996,null,1918,null,483412,null,14570,null,159638,null,7487,null,9200,null,1647,null,6034,null,1427,null,1040,null,509,null,752,null,461,null,788,null,472,null,586,null,479,null,150438,null,7311,null,38245,null,3249,null,43143,null,4485,null,29727,null,2840,null,32625,null,2631,null,6698,null,1614,null,323774,null,14112,null,31256,null,4661,null,2446,null,1014,null,24588,null,4411,null,1957,null,821,null,1939,null,770,null,326,null,309,null,292518,null,11105,null,28161,null,3562,null,196864,null,9017,null,29166,null,4060,null,25605,null,3178,null,12722,null,3112,null,0400000US08,Colorado,08
3308919,null,1147,null,2852705,null,11479,null,563457,null,4009,null,475665,null,5412,null,61041,null,3777,null,17295,null,2339,null,7010,null,1427,null,2446,null,1199,null,2289248,null,9594,null,2042921,null,10708,null,166542,null,6120,null,69965,null,4928,null,6056,null,1242,null,3764,null,981,null,456214,null,11328,null,210555,null,7919,null,8641,null,1822,null,5585,null,1279,null,576,null,472,null,1947,null,795,null,419,null,536,null,114,null,167,null,201914,null,7254,null,63819,null,4609,null,30560,null,2979,null,79017,null,5282,null,22095,null,2635,null,6423,null,1493,null,245659,null,11682,null,25886,null,3354,null,6177,null,1372,null,7587,null,1823,null,6869,null,1742,null,4645,null,1443,null,608,null,499,null,219773,null,9756,null,38858,null,3918,null,74259,null,6249,null,72208,null,6354,null,28791,null,2956,null,5657,null,1486,null,0400000US09,Connecticut,09
825661,null,256,null,752454,null,4961,null,141154,null,1499,null,130231,null,1951,null,6853,null,1331,null,2202,null,1043,null,1356,null,672,null,512,null,400,null,611300,null,4351,null,582809,null,5623,null,17401,null,2555,null,8554,null,1860,null,2214,null,934,null,322,null,171,null,73207,null,4946,null,31185,null,3166,null,2475,null,988,null,1118,null,616,null,753,null,708,null,465,null,350,null,139,null,231,null,0,null,263,null,28710,null,3122,null,9951,null,2183,null,3806,null,980,null,8336,null,1754,null,4733,null,1310,null,1884,null,722,null,42022,null,4457,null,3674,null,1131,null,932,null,711,null,919,null,599,null,552,null,446,null,989,null,617,null,282,null,275,null,38348,null,4157,null,6220,null,1626,null,16145,null,2489,null,6898,null,2095,null,6878,null,1512,null,2207,null,1099,null,0400000US10,Delaware,10
561505,null,772,null,490849,null,4638,null,71445,null,1704,null,65292,null,2032,null,4828,null,1136,null,1063,null,572,null,54,null,89,null,208,null,206,null,419404,null,3842,null,397899,null,3463,null,11803,null,1937,null,6527,null,1210,null,2105,null,648,null,1070,null,474,null,70656,null,4673,null,27770,null,2465,null,435,null,385,null,124,null,213,null,221,null,268,null,90,null,147,null,0,null,296,null,0,null,296,null,27335,null,2404,null,10883,null,2065,null,5654,null,1459,null,5172,null,1111,null,3495,null,978,null,2131,null,866,null,42886,null,4445,null,3678,null,1550,null,1689,null,1114,null,1084,null,589,null,565,null,526,null,81,null,132,null,259,null,320,null,39208,null,3707,null,15092,null,2430,null,12008,null,2176,null,7048,null,1333,null,1989,null,669,null,3071,null,933,null,0400000US11,District of Columbia,11
17374812,null,2501,null,13907531,null,36036,null,2686840,null,9705,null,2103787,null,15022,null,460140,null,11287,null,88447,null,7054,null,26287,null,3222,null,8179,null,2301,null,11220691,null,33436,null,10023396,null,30151,null,971220,null,20902,null,185244,null,9675,null,23099,null,2842,null,17732,null,2698,null,3467281,null,36325,null,1685067,null,22307,null,37060,null,3904,null,13392,null,2157,null,14052,null,2770,null,7988,null,2107,null,1259,null,604,null,369,null,362,null,1648007,null,21598,null,392667,null,12831,null,821339,null,15270,null,283630,null,11746,null,118319,null,6406,null,32052,null,3953,null,1782214,null,30792,null,170362,null,8279,null,21086,null,3506,null,102648,null,6061,null,37087,null,5149,null,8568,null,1654,null,973,null,612,null,1611852,null,29238,null,247526,null,9140,null,983406,null,22242,null,283721,null,13032,null,75152,null,5339,null,22047,null,3805,null,0400000US12,Florida,12
