C17013_001E,C17013_001EA,C17013_001M,C17013_001MA,C17013_002E,C17013_002EA,C17013_002M,C17013_002MA,C17013_003E,C17013_003EA,C17013_003M,C17013_003MA,C17013_004E,C17013_004EA,C17013_004M,C17013_004MA,C17013_005E,C17013_005EA,C17013_005M,C17013_005MA,C17013_006E,C17013_006EA,C17013_006M,C17013_006MA,C17013_007E,C17013_007EA,C17013_007M,C17013_007MA,C17013_008E,C17013_008EA,C17013_008M,C17013_008MA,C17013_009E,C17013_009EA,C17013_009M,C17013_009MA,C17013_010E,C17013_010EA,C17013_010M,C17013_010MA,C17013_011E,C17013_011EA,C17013_011M,C17013_011MA,GEO_ID,NAME,state
1246056,null,11767,null,166703,null,5280,null,59673,null,3401,null,77210,null,3834,null,23679,null,2743,null,6141,null,1590,null,1079353,null,12047,null,538721,null,9836,null,434555,null,8760,null,96519,null,4580,null,9558,null,1435,null,0400000US01,Alabama,01
159940,null,3646,null,9850,null,1365,null,2720,null,783,null,4362,null,893,null,2241,null,656,null,527,null,206,null,150090,null,3688,null,69989,null,3093,null,57276,null,2397,null,18932,null,1989,null,3893,null,873,null,0400000US02,Alaska,02
1514235,null,13945,null,175498,null,7259,null,53480,null,3821,null,69200,null,4754,null,39672,null,4164,null,13146,null,1875,null,1338737,null,13081,null,655756,null,9989,null,500173,null,9016,null,155036,null,6288,null,27772,null,2656,null,0400000US04,Arizona,04
768492,null,8905,null,113410,null,4531,null,42771,null,3648,null,47764,null,3432,null,18896,null,2372,null,3979,null,1076,null,655082,null,7950,null,339753,null,6960,null,252674,null,7442,null,55887,null,3298,null,6768,null,1307,null,0400000US05,Arkansas,05
8366253,null,25708,null,887411,null,13879,null,248353,null,7169,null,375011,null,9205,null,207233,null,7569,null,56814,null,4153,null,7478842,null,27770,null,2974450,null,25089,null,3189394,null,23450,null,1075055,null,17731,null,239943,null,6680,null,0400000US06,California,06
1233139,null,11054,null,109626,null,5252,null,36662,null,3532,null,47099,null,3658,null,21260,null,2615,null,4605,null,1267,null,1123513,null,10157,null,546790,null,9164,null,443753,null,8103,null,118859,null,5815,null,14111,null,1865,null,0400000US08,Colorado,08
890530,null,9200,null,59484,null,4290,null,20748,null,2733,null,29531,null,2884,null,7614,null,1626,null,1591,null,691,null,831046,null,9223,null,366295,null,7635,null,361542,null,7325,null,93522,null,4517,null,9687,null,1473,null,0400000US09,Connecticut,09
220655,null,4595,null,15627,null,2343,null,3620,null,974,null,8368,null,1861,null,2984,null,959,null,655,null,601,null,205028,null,4752,null,98778,null,4087,null,85474,null,4162,null,17939,null,1982,null,2837,null,979,null,0400000US10,Delaware,10
109030,null,4490,null,15965,null,2196,null,6086,null,1255,null,7368,null,1613,null,1233,null,581,null,1278,null,628,null,93065,null,4537,null,51574,null,2938,null,34147,null,2809,null,5653,null,1126,null,1691,null,678,null,0400000US11,District of Columbia,11
4542466,null,26422,null,488257,null,11108,null,188641,null,8367,null,203308,null,7662,null,78372,null,5367,null,17936,null,2641,null,4054209,null,24841,null,2112256,null,17677,null,1544115,null,16734,null,355080,null,11724,null,42758,null,3319,null,0400000US12,Florida,12
2370143,null,18487,null,300948,null,7887,null,98746,null,5517,null,140223,null,6827,null,51128,null,3651,null,10851,null,1800,null,2069195,null,19185,null,938089,null,12481,null,884561,null,15290,null,220772,null,8635,null,25773,null,2969,null,0400000US13,Georgia,13
310366,null,5604,null,23281,null,2354,null,8225,null,1450,null,8871,null,1531,null,5303,null,1298,null,882,null,446,null,287085,null,5680,null,116890,null,4646,null,117893,null,4590,null,38356,null,3086,null,13946,null,1849,null,0400000US15,Hawaii,15
397214,null,6069,null,39387,null,3021,null,13448,null,1956,null,15173,null,1993,null,8417,null,1473,null,2349,null,862,null,357827,null,6663,null,174662,null,4466,null,131718,null,4592,null,43204,null,2810,null,8243,null,1438,null,0400000US16,Idaho,16
