B07004I_001E,B07004I_001EA,B07004I_001M,B07004I_001MA,B07004I_002E,B07004I_002EA,B07004I_002M,B07004I_002MA,B07004I_003E,B07004I_003EA,B07004I_003M,B07004I_003MA,B07004I_004E,B07004I_004EA,B07004I_004M,B07004I_004MA,B07004I_005E,B07004I_005EA,B07004I_005M,B07004I_005MA,B07004I_006E,B07004I_006EA,B07004I_006M,B07004I_006MA,GEO_ID,NAME,state
144129,null,2284,null,112748,null,4733,null,18293,null,3853,null,4482,null,1697,null,6042,null,1693,null,2564,null,1217,null,0400000US01,Alabama,01
42512,null,468,null,27483,null,2602,null,8383,null,2462,null,2432,null,1281,null,3451,null,1679,null,763,null,582,null,0400000US02,Alaska,02
1984533,null,3417,null,1537614,null,24186,null,368918,null,22470,null,25130,null,4106,null,38738,null,5546,null,14133,null,3587,null,0400000US04,Arizona,04
168212,null,2006,null,129536,null,6333,null,24162,null,5860,null,4882,null,1625,null,8196,null,2946,null,1436,null,754,null,0400000US05,Arkansas,05
13412372,null,8891,null,11215567,null,41786,null,1710925,null,35703,null,340879,null,19686,null,75587,null,6607,null,69414,null,6707,null,0400000US06,California,06
997339,null,1994,null,767129,null,13942,null,135704,null,12077,null,52731,null,7272,null,32932,null,4878,null,8843,null,2170,null,0400000US08,Colorado,08
425901,null,1372,null,340093,null,7680,null,59196,null,7163,null,10116,null,2243,null,9122,null,2196,null,7374,null,2450,null,0400000US09,Connecticut,09
62824,null,685,null,48842,null,3248,null,7292,null,2064,null,962,null,617,null,3756,null,1675,null,1972,null,1844,null,0400000US10,Delaware,10
51820,null,674,null,44586,null,2093,null,2107,null,798,null,0,null,296,null,3580,null,1212,null,1547,null,830,null,0400000US11,District of Columbia,11
3920506,null,4935,null,3220773,null,23797,null,467594,null,20519,null,112752,null,9463,null,61826,null,6876,null,57561,null,7548,null,0400000US12,Florida,12
792744,null,3906,null,631575,null,12396,null,94981,null,9738,null,36458,null,5401,null,20240,null,3530,null,9490,null,2345,null,0400000US13,Georgia,13
112510,null,905,null,79398,null,4148,null,23709,null,4025,null,2340,null,1306,null,6103,null,2024,null,960,null,757,null,0400000US15,Hawaii,15
161007,null,919,null,135185,null,3396,null,14922,null,3076,null,3308,null,1384,null,6806,null,1744,null,786,null,552,null,0400000US16,Idaho,16
1926072,null,3873,null,1676891,null,16535,null,186003,null,15650,null,29143,null,4827,null,21428,null,4009,null,12607,null,3482,null,0400000US17,Illinois,17
338295,null,2144,null,275292,null,5607,null,38405,null,4669,null,9244,null,2002,null,10765,null,2352,null,4589,null,1724,null,0400000US18,Indiana,18
128282,null,1611,null,99438,null,3683,null,17254,null,2765,null,4297,null,1676,null,4679,null,1282,null,2614,null,1260,null,0400000US19,Iowa,19
254655,null,1526,null,204138,null,6339,null,28300,null,5103,null,7878,null,2184,null,12139,null,2972,null,2200,null,978,null,0400000US20,Kansas,20
109153,null,2848,null,75280,null,4446,null,17891,null,3949,null,4247,null,1956,null,6662,null,1937,null,5073,null,2472,null,0400000US21,Kentucky,21
158402,null,1880,null,130781,null,3889,null,11609,null,2730,null,4161,null,1313,null,9986,null,2644,null,1865,null,795,null,0400000US22,Louisiana,22
17134,null,444,null,14592,null,762,null,1194,null,489,null,422,null,273,null,750,null,479,null,176,null,181,null,0400000US23,Maine,23
400337,null,2286,null,323638,null,8655,null,45354,null,6468,null,10483,null,2845,null,15083,null,3948,null,5779,null,1888,null,0400000US24,Maryland,24
570911,null,2152,null,442935,null,9289,null,85541,null,8699,null,17658,null,3432,null,13884,null,3243,null,10893,null,2823,null,0400000US25,Massachusetts,25
412670,null,1658,null,322119,null,7435,null,62595,null,6136,null,13891,null,2467,null,8845,null,2240,null,5220,null,2019,null,0400000US26,Michigan,26
217951,null,1370,null,168098,null,5677,null,29945,null,4727,null,11845,null,2373,null,6248,null,1971,null,1815,null,793,null,0400000US27,Minnesota,27
65134,null,3060,null,51246,null,4280,null,4400,null,1594,null,2416,null,1048,null,5222,null,1904,null,1850,null,1003,null,0400000US28,Mississippi,28
196458,null,1794,null,155252,null,4933,null,19754,null,3543,null,8792,null,1980,null,10892,null,2639,null,1768,null,740,null,0400000US29,Missouri,29
26991,null,988,null,19719,null,1898,null,4084,null,1472,null,1227,null,613,null,1474,null,911,null,487,null,390,null,0400000US30,Montana,30
144879,null,1233,null,113180,null,4597,null,16673,null,3106,null,5982,null,2025,null,7429,null,2351,null,1615,null,714,null,0400000US31,Nebraska,31
686543,null,1822,null,519016,null,14532,null,135136,null,13581,null,5968,null,2201,null,23118,null,4520,null,3305,null,1529,null,0400000US32,Nevada,32
36012,null,563,null,28447,null,1891,null,4746,null,1867,null,1019,null,695,null,1111,null,474,null,689,null,744,null,0400000US33,New Hampshire,33
1427522,null,2848,null,1242279,null,12856,null,121174,null,11463,null,26311,null,3798,null,22022,null,4373,null,15736,null,3390,null,0400000US34,New Jersey,34
897476,null,2419,null,758705,null,10535,null,90881,null,8618,null,25025,null,5261,null,17180,null,3470,null,5685,null,2058,null,0400000US35,New Mexico,35
3214726,null,4143,null,2800873,null,19735,null,261650,null,14895,null,80148,null,8428,null,38384,null,5371,null,33671,null,4250,null,0400000US36,New York,36
