C02003_001E,C02003_001EA,C02003_001M,C02003_001MA,C02003_002E,C02003_002EA,C02003_002M,C02003_002MA,C02003_003E,C02003_003EA,C02003_003M,C02003_003MA,C02003_004E,C02003_004EA,C02003_004M,C02003_004MA,C02003_005E,C02003_005EA,C02003_005M,C02003_005MA,C02003_006E,C02003_006EA,C02003_006M,C02003_006MA,C02003_007E,C02003_007EA,C02003_007M,C02003_007MA,C02003_008E,C02003_008EA,C02003_008M,C02003_008MA,C02003_009E,C02003_009EA,C02003_009M,C02003_009MA,C02003_010E,C02003_010EA,C02003_010M,C02003_010MA,C02003_011E,C02003_011EA,C02003_011M,C02003_011MA,C02003_012E,C02003_012EA,C02003_012M,C02003_012MA,C02003_013E,C02003_013EA,C02003_013M,C02003_013MA,C02003_014E,C02003_014EA,C02003_014M,C02003_014MA,C02003_015E,C02003_015EA,C02003_015M,C02003_015MA,C02003_016E,C02003_016EA,C02003_016M,C02003_016MA,C02003_017E,C02003_017EA,C02003_017M,C02003_017MA,C02003_018E,C02003_018EA,C02003_018M,C02003_018MA,C02003_019E,C02003_019EA,C02003_019M,C02003_019MA,GEO_ID,NAME,state
4708708,null,0,*****,4644623,null,5544,null,3295027,null,5329,null,1229268,null,5545,null,24076,null,4031,null,51410,null,2190,null,2171,null,1340,null,42671,null,5367,null,64085,null,5544,null,4925,null,1454,null,59160,null,5422,null,61947,null,5380,null,20951,null,3147,null,22688,null,1991,null,6093,null,1396,null,4535,null,1737,null,7680,null,1827,null,2058,null,694,null,80,null,112,null,0400000US01,Alabama,01
698473,null,0,*****,647134,null,3796,null,477384,null,2779,null,27067,null,1511,null,91953,null,3540,null,33636,null,1807,null,5351,null,962,null,11743,null,2551,null,51339,null,3796,null,3389,null,1450,null,47950,null,3769,null,48777,null,3785,null,4429,null,1238,null,29715,null,3236,null,4781,null,1151,null,1236,null,456,null,8616,null,2250,null,2562,null,1102,null,0,null,244,null,0400000US02,Alaska,02
6595778,null,0,*****,6412414,null,10417,null,5275163,null,22502,null,254011,null,7261,null,294145,null,8429,null,167881,null,3725,null,11340,null,2213,null,409874,null,20106,null,183364,null,10417,null,41357,null,5273,null,142007,null,8054,null,173706,null,10724,null,35349,null,5226,null,51556,null,5814,null,32301,null,3630,null,4862,null,1689,null,49638,null,5877,null,9276,null,3239,null,382,null,272,null,0400000US04,Arizona,04
2889450,null,0,*****,2832398,null,4396,null,2265537,null,6371,null,447786,null,5069,null,18241,null,2695,null,32202,null,2525,null,2329,null,530,null,66303,null,6069,null,57052,null,4396,null,4925,null,1505,null,52127,null,4252,null,54692,null,4296,null,15263,null,2602,null,25688,null,2652,null,5647,null,1886,null,1919,null,789,null,6175,null,1553,null,2360,null,1185,null,0,null,273,null,0400000US05,Arkansas,05
36961664,null,0,*****,35555080,null,28150,null,23157650,null,76456,null,2247948,null,13760,null,295755,null,12869,null,4618747,null,13431,null,137544,null,4945,null,5097436,null,73157,null,1406584,null,28150,null,364321,null,16798,null,1042263,null,23146,null,1303836,null,27486,null,181203,null,9978,null,254669,null,11586,null,367695,null,12208,null,39091,null,6269,null,461178,null,20031,null,94539,null,7766,null,8209,null,1576,null,0400000US06,California,06
5024748,null,0,*****,4862612,null,8765,null,4251059,null,15433,null,194951,null,5530,null,49142,null,5335,null,130216,null,3502,null,5737,null,1381,null,231507,null,16039,null,162136,null,8765,null,27504,null,4432,null,134632,null,7733,null,153298,null,8326,null,36111,null,5158,null,49395,null,5142,null,31454,null,2897,null,3114,null,1118,null,33224,null,4589,null,7841,null,2109,null,997,null,776,null,0400000US08,Colorado,08
3518288,null,0,*****,3439765,null,5538,null,2782023,null,11137,null,337293,null,5466,null,9801,null,2758,null,124037,null,2221,null,969,null,687,null,185642,null,11639,null,78523,null,5538,null,16105,null,3269,null,62418,null,4982,null,71915,null,5475,null,27996,null,3837,null,11255,null,1235,null,11874,null,2012,null,3253,null,1259,null,17537,null,3395,null,6399,null,1448,null,209,null,258,null,0400000US09,Connecticut,09
885122,null,0,*****,866228,null,2871,null,636530,null,4204,null,183790,null,3416,null,2736,null,999,null,27132,null,956,null,0,null,263,null,16040,null,3257,null,18894,null,2871,null,1804,null,951,null,17090,null,2871,null,17313,null,2465,null,9675,null,2269,null,2168,null,605,null,1887,null,883,null,1194,null,773,null,2389,null,1038,null,1512,null,890,null,69,null,112,null,0400000US10,Delaware,10
599657,null,0,*****,588608,null,1940,null,232247,null,4198,null,319119,null,2130,null,1835,null,730,null,17268,null,980,null,539,null,368,null,17600,null,3915,null,11049,null,1940,null,913,null,548,null,10136,null,1862,null,10092,null,1834,null,2521,null,878,null,602,null,484,null,3482,null,977,null,1482,null,824,null,2005,null,943,null,675,null,470,null,282,null,412,null,0400000US11,District of Columbia,11
18537969,null,0,*****,18180130,null,15399,null,14258610,null,28885,null,2898631,null,16932,null,57715,null,6619,null,442687,null,6207,null,8906,null,2648,null,513581,null,26082,null,357839,null,15399,null,77485,null,7933,null,280354,null,13704,null,336813,null,14803,null,108381,null,10454,null,65866,null,4014,null,55462,null,6059,null,10212,null,2390,null,96892,null,8928,null,20184,null,3372,null,842,null,559,null,0400000US12,Florida,12
9829211,null,0,*****,9669344,null,10645,null,6079509,null,18960,null,2946121,null,12586,null,22599,null,2671,null,291741,null,4651,null,6244,null,2446,null,323130,null,18305,null,159867,null,10645,null,22117,null,3513,null,137750,null,10013,null,147297,null,10225,null,57225,null,6879,null,27701,null,3144,null,23406,null,3404,null,6790,null,1850,null,32175,null,4468,null,10943,null,2780,null,1627,null,1290,null,0400000US13,Georgia,13
