C25095_001E,C25095_001EA,C25095_001M,C25095_001MA,C25095_002E,C25095_002EA,C25095_002M,C25095_002MA,C25095_003E,C25095_003EA,C25095_003M,C25095_003MA,C25095_004E,C25095_004EA,C25095_004M,C25095_004MA,C25095_005E,C25095_005EA,C25095_005M,C25095_005MA,C25095_006E,C25095_006EA,C25095_006M,C25095_006MA,C25095_007E,C25095_007EA,C25095_007M,C25095_007MA,C25095_008E,C25095_008EA,C25095_008M,C25095_008MA,C25095_009E,C25095_009EA,C25095_009M,C25095_009MA,C25095_010E,C25095_010EA,C25095_010M,C25095_010MA,C25095_011E,C25095_011EA,C25095_011M,C25095_011MA,C25095_012E,C25095_012EA,C25095_012M,C25095_012MA,C25095_013E,C25095_013EA,C25095_013M,C25095_013MA,C25095_014E,C25095_014EA,C25095_014M,C25095_014MA,C25095_015E,C25095_015EA,C25095_015M,C25095_015MA,C25095_016E,C25095_016EA,C25095_016M,C25095_016MA,C25095_017E,C25095_017EA,C25095_017M,C25095_017MA,C25095_018E,C25095_018EA,C25095_018M,C25095_018MA,C25095_019E,C25095_019EA,C25095_019M,C25095_019MA,C25095_020E,C25095_020EA,C25095_020M,C25095_020MA,C25095_021E,C25095_021EA,C25095_021M,C25095_021MA,C25095_022E,C25095_022EA,C25095_022M,C25095_022MA,C25095_023E,C25095_023EA,C25095_023M,C25095_023MA,C25095_024E,C25095_024EA,C25095_024M,C25095_024MA,C25095_025E,C25095_025EA,C25095_025M,C25095_025MA,C25095_026E,C25095_026EA,C25095_026M,C25095_026MA,C25095_027E,C25095_027EA,C25095_027M,C25095_027MA,C25095_028E,C25095_028EA,C25095_028M,C25095_028MA,C25095_029E,C25095_029EA,C25095_029M,C25095_029MA,GEO_ID,NAME,state
1285879,null,10656,null,77733,null,4566,null,9712,null,1456,null,56986,null,3792,null,11035,null,1667,null,143293,null,5662,null,67689,null,3771,null,75604,null,4126,null,0,null,273,null,208531,null,7307,null,130945,null,5420,null,77586,null,4865,null,0,null,273,null,200809,null,6494,null,152593,null,5715,null,48216,null,3268,null,0,null,273,null,257139,null,8058,null,229057,null,7354,null,28082,null,2600,null,0,null,273,null,168786,null,5190,null,159263,null,5324,null,9523,null,1397,null,0,null,273,null,229588,null,5713,null,225371,null,5761,null,4217,null,829,null,0,null,273,null,0400000US01,Alabama,01
154337,null,3768,null,4816,null,1133,null,366,null,195,null,3905,null,1000,null,545,null,481,null,6130,null,938,null,1552,null,410,null,4578,null,882,null,0,null,244,null,14000,null,1714,null,6804,null,1218,null,7196,null,1179,null,0,null,244,null,16184,null,1990,null,9352,null,1318,null,6832,null,1454,null,0,null,244,null,28289,null,2168,null,17633,null,1847,null,10656,null,1363,null,0,null,244,null,28735,null,2549,null,22740,null,2238,null,5995,null,1202,null,0,null,244,null,56183,null,2859,null,53528,null,2679,null,2655,null,789,null,0,null,244,null,0400000US02,Alaska,02
1526790,null,12373,null,70927,null,3315,null,7802,null,1336,null,47111,null,3188,null,16014,null,1822,null,124530,null,5478,null,46342,null,3140,null,78188,null,4374,null,0,null,305,null,220052,null,7426,null,105912,null,5761,null,114140,null,5540,null,0,null,305,null,224348,null,6643,null,124337,null,4968,null,100011,null,4947,null,0,null,305,null,312831,null,7790,null,216795,null,6359,null,96036,null,4926,null,0,null,305,null,215767,null,6468,null,179685,null,6249,null,36082,null,3100,null,0,null,305,null,358335,null,7975,null,331345,null,8093,null,26990,null,2466,null,0,null,305,null,0400000US04,Arizona,04
742860,null,10442,null,41542,null,2696,null,7854,null,1371,null,29415,null,2261,null,4273,null,1170,null,85753,null,4305,null,44984,null,3011,null,40769,null,3209,null,0,null,273,null,136239,null,6079,null,91375,null,4199,null,44864,null,3236,null,0,null,273,null,120848,null,4442,null,101251,null,3937,null,19597,null,2035,null,0,null,273,null,155779,null,5922,null,144030,null,5873,null,11749,null,1459,null,0,null,273,null,88665,null,4243,null,85766,null,4157,null,2899,null,781,null,0,null,273,null,114034,null,4151,null,111563,null,4270,null,2471,null,812,null,0,null,273,null,0400000US05,Arkansas,05
6910054,null,26866,null,195502,null,5568,null,11452,null,1535,null,140422,null,4687,null,43628,null,3194,null,383511,null,9273,null,118226,null,4511,null,265285,null,8056,null,0,null,294,null,712429,null,12806,null,289383,null,7586,null,423046,null,10807,null,0,null,294,null,759717,null,12936,null,321662,null,9347,null,438055,null,9964,null,0,null,294,null,1227662,null,18987,null,576475,null,10789,null,651187,null,13827,null,0,null,294,null,1033541,null,16141,null,572310,null,11473,null,461231,null,11513,null,0,null,294,null,2597692,null,17815,null,2013345,null,18955,null,584347,null,11412,null,0,null,294,null,0400000US06,California,06
1279955,null,10174,null,38913,null,2985,null,2712,null,710,null,28357,null,2642,null,7844,null,1259,null,73726,null,3865,null,26112,null,1878,null,47614,null,3577,null,0,null,279,null,136202,null,5792,null,63320,null,3178,null,72882,null,4518,null,0,null,279,null,162526,null,6588,null,80961,null,4113,null,81565,null,4703,null,0,null,279,null,264028,null,8266,null,175329,null,6196,null,88699,null,4747,null,0,null,279,null,206113,null,6725,null,170607,null,5518,null,35506,null,2847,null,0,null,279,null,398447,null,7675,null,374418,null,7317,null,24029,null,2092,null,0,null,279,null,0400000US08,Colorado,08
913166,null,7185,null,16523,null,1969,null,0,null,277,null,12592,null,1567,null,3931,null,1098,null,40527,null,2352,null,3241,null,857,null,37286,null,2296,null,0,null,277,null,80316,null,4265,null,22633,null,2050,null,57683,null,3980,null,0,null,277,null,93638,null,4016,null,37727,null,2719,null,55911,null,3860,null,0,null,277,null,159617,null,5416,null,81268,null,4108,null,78349,null,3989,null,0,null,277,null,141811,null,5447,null,98470,null,4336,null,43341,null,3258,null,0,null,277,null,380734,null,7853,null,336508,null,7907,null,44226,null,2900,null,0,null,277,null,0400000US09,Connecticut,09
240908,null,4399,null,7260,null,1260,null,228,null,208,null,5523,null,1016,null,1509,null,646,null,15753,null,1398,null,5870,null,1022,null,9883,null,1314,null,0,null,263,null,30314,null,2531,null,14485,null,1359,null,15829,null,2038,null,0,null,263,null,31494,null,2783,null,17634,null,1874,null,13860,null,1947,null,0,null,263,null,50270,null,3112,null,34576,null,2867,null,15694,null,1853,null,0,null,263,null,36826,null,2585,null,30123,null,2288,null,6703,null,1173,null,0,null,263,null,68991,null,3347,null,64235,null,3274,null,4756,null,1173,null,0,null,263,null,0400000US10,Delaware,10
111618,null,3411,null,4196,null,1010,null,0,null,296,null,3276,null,871,null,920,null,475,null,4360,null,939,null,1296,null,488,null,3064,null,797,null,0,null,296,null,7534,null,1197,null,2329,null,735,null,5205,null,1040,null,0,null,296,null,9567,null,1636,null,4116,null,847,null,5451,null,1373,null,0,null,296,null,16992,null,1653,null,8071,null,1166,null,8921,null,1225,null,0,null,296,null,14107,null,1493,null,9248,null,1322,null,4859,null,960,null,0,null,296,null,54862,null,2643,null,47988,null,2367,null,6874,null,1195,null,0,null,296,null,0400000US11,District of Columbia,11
4785064,null,27252,null,246900,null,8155,null,15996,null,1876,null,182561,null,7642,null,48343,null,3308,null,449341,null,10168,null,123742,null,5649,null,325599,null,9127,null,0,null,305,null,782321,null,16095,null,361068,null,9284,null,421253,null,11847,null,0,null,305,null,751986,null,15272,null,406033,null,10400,null,345953,null,10372,null,0,null,305,null,957140,null,12902,null,629846,null,11509,null,327294,null,9635,null,0,null,305,null,618492,null,11035,null,481644,null,8718,null,136848,null,5931,null,0,null,305,null,978884,null,13644,null,877159,null,13505,null,101725,null,4866,null,0,null,305,null,0400000US12,Florida,12
2325917,null,19632,null,112356,null,4840,null,11987,null,1914,null,80753,null,4409,null,19616,null,2528,null,189174,null,7245,null,73391,null,3810,null,115783,null,5747,null,0,null,296,null,323411,null,9418,null,157904,null,6599,null,165507,null,6456,null,0,null,296,null,334421,null,8610,null,202272,null,6906,null,132149,null,6219,null,0,null,296,null,464921,null,10970,null,351213,null,10523,null,113708,null,4928,null,0,null,296,null,340131,null,8299,null,297446,null,7808,null,42685,null,3251,null,0,null,296,null,561503,null,9629,null,529694,null,9214,null,31809,null,2900,null,0,null,296,null,0400000US13,Georgia,13
252881,null,6432,null,7755,null,1442,null,737,null,351,null,5443,null,1240,null,1575,null,486,null,12363,null,1692,null,4517,null,883,null,7846,null,1444,null,0,null,275,null,22522,null,2209,null,10994,null,1393,null,11528,null,1665,null,0,null,275,null,25358,null,2074,null,12208,null,1519,null,13150,null,1762,null,0,null,275,null,46115,null,3191,null,23454,null,2155,null,22661,null,2441,null,0,null,275,null,43870,null,2610,null,25953,null,2239,null,17917,null,2266,null,0,null,275,null,94898,null,3900,null,76904,null,3539,null,17994,null,1811,null,0,null,275,null,0400000US15,Hawaii,15
399498,null,5977,null,14492,null,1925,null,1663,null,663,null,10705,null,1491,null,2124,null,892,null,35006,null,2832,null,15779,null,1747,null,19227,null,2308,null,0,null,263,null,65620,null,3293,null,33443,null,2376,null,32177,null,2587,null,0,null,263,null,67752,null,3998,null,42925,null,3025,null,24827,null,2369,null,0,null,263,null,93887,null,4390,null,74918,null,3883,null,18969,null,1991,null,0,null,263,null,58460,null,3431,null,52860,null,3243,null,5600,null,1055,null,0,null,263,null,64281,null,3235,null,61320,null,3127,null,2961,null,917,null,0,null,263,null,0400000US16,Idaho,16
3235065,null,15882,null,100832,null,4939,null,3445,null,736,null,78265,null,4413,null,19122,null,1963,null,209275,null,6057,null,61163,null,2937,null,148112,null,5760,null,0,null,269,null,397364,null,8685,null,189037,null,5764,null,208327,null,6697,null,0,null,269,null,412363,null,9225,null,235837,null,6569,null,176526,null,6736,null,0,null,269,null,654744,null,11009,null,432261,null,9125,null,222483,null,7169,null,0,null,269,null,517057,null,9762,null,410765,null,8934,null,106292,null,4546,null,0,null,269,null,943430,null,11564,null,862218,null,11018,null,81212,null,4519,null,0,null,269,null,0400000US17,Illinois,17
1744831,null,14143,null,57721,null,3666,null,5105,null,1159,null,44702,null,2903,null,7914,null,1377,null,136799,null,4949,null,56282,null,2950,null,80517,null,3877,null,0,null,269,null,281429,null,6581,null,160628,null,5004,null,120801,null,4971,null,0,null,269,null,286807,null,6912,null,207676,null,6399,null,79131,null,4591,null,0,null,269,null,395650,null,9073,null,345982,null,8068,null,49668,null,3740,null,0,null,269,null,256546,null,6221,null,241181,null,6079,null,15365,null,1778,null,0,null,269,null,329879,null,7077,null,320598,null,7045,null,9281,null,1458,null,0,null,269,null,0400000US18,Indiana,18
884301,null,8410,null,26807,null,2207,null,2195,null,476,null,21912,null,2074,null,2700,null,684,null,69021,null,3420,null,30330,null,2378,null,38691,null,2398,null,0,null,228,null,126602,null,4543,null,81610,null,3614,null,44992,null,3166,null,0,null,228,null,142541,null,4540,null,109915,null,4028,null,32626,null,2331,null,0,null,228,null,203197,null,5014,null,182102,null,5004,null,21095,null,1748,null,0,null,228,null,141930,null,4759,null,135517,null,4538,null,6413,null,1059,null,0,null,228,null,174203,null,4498,null,171277,null,4303,null,2926,null,727,null,0,null,228,null,0400000US19,Iowa,19
749151,null,7504,null,25597,null,2048,null,2108,null,562,null,21338,null,1930,null,2151,null,600,null,55889,null,3588,null,22900,null,2198,null,32989,null,2394,null,0,null,244,null,108864,null,4027,null,69479,null,3301,null,39385,null,2763,null,0,null,244,null,113552,null,4554,null,84960,null,3433,null,28592,null,2761,null,0,null,244,null,163903,null,5631,null,140904,null,5278,null,22999,null,2242,null,0,null,244,null,114688,null,4526,null,107373,null,4402,null,7315,null,1330,null,0,null,244,null,166658,null,4501,null,163102,null,4495,null,3556,null,804,null,0,null,244,null,0400000US20,Kansas,20
1163029,null,12289,null,72782,null,3424,null,14247,null,2033,null,49503,null,2918,null,9032,null,1358,null,126778,null,5212,null,66399,null,3907,null,60379,null,3406,null,0,null,273,null,193158,null,6209,null,123846,null,4659,null,69312,null,3739,null,0,null,273,null,182780,null,6637,null,143754,null,6488,null,39026,null,2977,null,0,null,273,null,234573,null,6815,null,210741,null,6929,null,23832,null,2313,null,0,null,273,null,155879,null,5108,null,147214,null,4874,null,8665,null,1253,null,0,null,273,null,197079,null,7207,null,192280,null,7222,null,4799,null,908,null,0,null,273,null,0400000US21,Kentucky,21
1146560,null,10008,null,68737,null,4569,null,12411,null,1742,null,47453,null,3652,null,8873,null,1714,null,121195,null,5747,null,68271,null,4367,null,52924,null,3858,null,0,null,281,null,179149,null,5738,null,121269,null,4641,null,57880,null,3430,null,0,null,281,null,162813,null,7011,null,123902,null,5542,null,38911,null,3448,null,0,null,281,null,217092,null,8042,null,193251,null,7031,null,23841,null,2469,null,0,null,281,null,160364,null,6033,null,150094,null,5640,null,10270,null,1624,null,0,null,281,null,237210,null,6415,null,231207,null,6430,null,6003,null,1117,null,0,null,281,null,0400000US22,Louisiana,22
