C19101I_001E,C19101I_001EA,C19101I_001M,C19101I_001MA,C19101I_002E,C19101I_002EA,C19101I_002M,C19101I_002MA,C19101I_003E,C19101I_003EA,C19101I_003M,C19101I_003MA,C19101I_004E,C19101I_004EA,C19101I_004M,C19101I_004MA,C19101I_005E,C19101I_005EA,C19101I_005M,C19101I_005MA,C19101I_006E,C19101I_006EA,C19101I_006M,C19101I_006MA,C19101I_007E,C19101I_007EA,C19101I_007M,C19101I_007MA,C19101I_008E,C19101I_008EA,C19101I_008M,C19101I_008MA,C19101I_009E,C19101I_009EA,C19101I_009M,C19101I_009MA,C19101I_010E,C19101I_010EA,C19101I_010M,C19101I_010MA,C19101I_011E,C19101I_011EA,C19101I_011M,C19101I_011MA,GEO_ID,NAME,state
27684,null,2234,null,3304,null,1125,null,2097,null,854,null,4934,null,1321,null,5005,null,1099,null,4811,null,1045,null,3664,null,1015,null,2324,null,900,null,1239,null,433,null,136,null,132,null,170,null,164,null,0400000US01,Alabama,01
7977,null,1007,null,479,null,259,null,47,null,75,null,642,null,362,null,841,null,562,null,957,null,546,null,1685,null,646,null,1713,null,680,null,1191,null,543,null,310,null,286,null,112,null,124,null,0400000US02,Alaska,02
381668,null,7055,null,33413,null,3073,null,22279,null,2891,null,59396,null,4614,null,54033,null,4550,null,65846,null,4941,null,72495,null,4836,null,39933,null,3693,null,24131,null,2619,null,6257,null,1131,null,3885,null,952,null,0400000US04,Arizona,04
34925,null,1695,null,3214,null,905,null,2663,null,819,null,8129,null,1518,null,5987,null,1355,null,5992,null,1495,null,5324,null,1325,null,1800,null,635,null,1266,null,789,null,409,null,268,null,141,null,136,null,0400000US05,Arkansas,05
2679041,null,15940,null,160321,null,5586,null,144044,null,6564,null,355320,null,8609,null,343171,null,8877,null,452776,null,11662,null,530780,null,12656,null,308892,null,10093,null,266511,null,7658,null,74392,null,4374,null,42834,null,3369,null,0400000US06,California,06
208182,null,5166,null,18558,null,2472,null,15979,null,2639,null,30788,null,2903,null,23654,null,2505,null,34621,null,3133,null,38789,null,3165,null,22508,null,2011,null,16698,null,2127,null,4780,null,1078,null,1807,null,634,null,0400000US08,Colorado,08
95523,null,2790,null,10301,null,1704,null,8046,null,1568,null,11423,null,1817,null,12139,null,1923,null,14254,null,1926,null,14762,null,2138,null,9167,null,1634,null,9575,null,1508,null,2788,null,773,null,3068,null,960,null,0400000US09,Connecticut,09
11189,null,1198,null,783,null,492,null,535,null,385,null,1874,null,645,null,1747,null,732,null,1879,null,618,null,1477,null,592,null,1282,null,643,null,1325,null,645,null,193,null,221,null,94,null,164,null,0400000US10,Delaware,10
8429,null,1225,null,267,null,250,null,41,null,73,null,1099,null,610,null,1959,null,909,null,1282,null,724,null,1434,null,643,null,454,null,385,null,912,null,449,null,332,null,227,null,649,null,352,null,0400000US11,District of Columbia,11
892223,null,11882,null,53911,null,4114,null,52057,null,3540,null,128249,null,6705,null,125472,null,6320,null,158752,null,6931,null,166580,null,6881,null,93812,null,4698,null,70438,null,4496,null,23972,null,2688,null,18980,null,2326,null,0400000US12,Florida,12
146817,null,5241,null,14194,null,2232,null,11986,null,2000,null,29951,null,3069,null,21869,null,2728,null,23846,null,2705,null,20957,null,2383,null,9071,null,1402,null,10207,null,1593,null,1923,null,670,null,2813,null,900,null,0400000US13,Georgia,13
22072,null,1661,null,794,null,352,null,711,null,510,null,2589,null,882,null,1672,null,720,null,3767,null,1061,null,3805,null,925,null,4232,null,1118,null,3267,null,1001,null,688,null,269,null,547,null,339,null,0400000US15,Hawaii,15
32932,null,1766,null,1729,null,759,null,3650,null,1078,null,4592,null,1000,null,7156,null,1355,null,6473,null,1094,null,5853,null,1178,null,1829,null,671,null,1445,null,575,null,205,null,172,null,0,null,263,null,0400000US16,Idaho,16
393602,null,6589,null,24636,null,2682,null,20406,null,2674,null,46452,null,3505,null,56418,null,4411,null,67539,null,4132,null,80003,null,4749,null,46221,null,3257,null,37873,null,3193,null,8791,null,1770,null,5263,null,889,null,0400000US17,Illinois,17
