B18101G_001E,B18101G_001EA,B18101G_001M,B18101G_001MA,B18101G_002E,B18101G_002EA,B18101G_002M,B18101G_002MA,B18101G_003E,B18101G_003EA,B18101G_003M,B18101G_003MA,B18101G_004E,B18101G_004EA,B18101G_004M,B18101G_004MA,B18101G_005E,B18101G_005EA,B18101G_005M,B18101G_005MA,B18101G_006E,B18101G_006EA,B18101G_006M,B18101G_006MA,B18101G_007E,B18101G_007EA,B18101G_007M,B18101G_007MA,B18101G_008E,B18101G_008EA,B18101G_008M,B18101G_008MA,B18101G_009E,B18101G_009EA,B18101G_009M,B18101G_009MA,B18101G_010E,B18101G_010EA,B18101G_010M,B18101G_010MA,GEO_ID,NAME,state
21349,null,2452,null,11958,null,1594,null,303,null,284,null,11655,null,1612,null,8506,null,1581,null,1373,null,515,null,7133,null,1481,null,885,null,429,null,573,null,328,null,312,null,223,null,0400000US30,Montana,30
36467,null,3242,null,16657,null,2209,null,1031,null,506,null,15626,null,2069,null,18514,null,1885,null,3010,null,927,null,15504,null,1812,null,1296,null,530,null,530,null,325,null,766,null,429,null,0400000US31,Nebraska,31
86119,null,7326,null,41372,null,4573,null,1785,null,664,null,39587,null,4428,null,40214,null,3834,null,5311,null,1260,null,34903,null,3444,null,4533,null,1291,null,2060,null,833,null,2473,null,863,null,0400000US32,Nevada,32
16546,null,2267,null,8146,null,1410,null,592,null,372,null,7554,null,1315,null,8116,null,1292,null,1197,null,490,null,6919,null,1233,null,284,null,239,null,158,null,195,null,126,null,119,null,0400000US33,New Hampshire,33
185798,null,11699,null,81158,null,6774,null,3745,null,1246,null,77413,null,6552,null,97499,null,7238,null,10856,null,1718,null,86643,null,6970,null,7141,null,1300,null,3131,null,932,null,4010,null,919,null,0400000US34,New Jersey,34
59401,null,6511,null,26528,null,3816,null,1594,null,735,null,24934,null,3787,null,28368,null,3897,null,5563,null,1341,null,22805,null,3540,null,4505,null,1074,null,2544,null,764,null,1961,null,784,null,0400000US35,New Mexico,35
385875,null,16018,null,170602,null,9484,null,8526,null,1262,null,162076,null,9094,null,193055,null,9639,null,27018,null,2830,null,166037,null,8685,null,22218,null,2549,null,9206,null,1561,null,13012,null,1823,null,0400000US36,New York,36
184717,null,10432,null,98051,null,6938,null,4313,null,1202,null,93738,null,6692,null,80930,null,5602,null,13332,null,1831,null,67598,null,4876,null,5736,null,1390,null,2288,null,738,null,3448,null,1095,null,0400000US37,North Carolina,37
10174,null,1651,null,5583,null,1233,null,129,null,135,null,5454,null,1209,null,4204,null,967,null,770,null,401,null,3434,null,894,null,387,null,246,null,312,null,241,null,75,null,104,null,0400000US38,North Dakota,38
201613,null,9132,null,110248,null,6757,null,5838,null,1301,null,104410,null,6328,null,83925,null,5100,null,17624,null,2349,null,66301,null,4975,null,7440,null,1374,null,3571,null,901,null,3869,null,896,null,0400000US39,Ohio,39
256158,null,8495,null,106861,null,5564,null,6499,null,1253,null,100362,null,5313,null,133043,null,4998,null,24421,null,2375,null,108622,null,4572,null,16254,null,1420,null,7511,null,965,null,8743,null,1076,null,0400000US40,Oklahoma,40
131511,null,7788,null,60630,null,4590,null,2243,null,713,null,58387,null,4442,null,64816,null,4767,null,10302,null,1698,null,54514,null,4010,null,6065,null,1017,null,2799,null,756,null,3266,null,777,null,0400000US41,Oregon,41
190092,null,9177,null,101044,null,6381,null,8052,null,1398,null,92992,null,6201,null,81662,null,4420,null,14757,null,1837,null,66905,null,3937,null,7386,null,1306,null,3531,null,943,null,3855,null,872,null,0400000US42,Pennsylvania,42
18665,null,3017,null,8756,null,1832,null,472,null,286,null,8284,null,1772,null,8721,null,1911,null,1376,null,697,null,7345,null,1667,null,1188,null,636,null,365,null,326,null,823,null,519,null,0400000US44,Rhode Island,44
64886,null,5698,null,37283,null,4381,null,1720,null,660,null,35563,null,4345,null,24784,null,2968,null,4959,null,1087,null,19825,null,2849,null,2819,null,816,null,1040,null,480,null,1779,null,653,null,0400000US45,South Carolina,45
16446,null,2508,null,8207,null,1388,null,309,null,227,null,7898,null,1372,null,7451,null,1599,null,1522,null,701,null,5929,null,1310,null,788,null,537,null,271,null,272,null,517,null,468,null,0400000US46,South Dakota,46
100010,null,6890,null,50064,null,5018,null,3034,null,1083,null,47030,null,4839,null,44737,null,4199,null,10765,null,2047,null,33972,null,3338,null,5209,null,941,null,3291,null,780,null,1918,null,582,null,0400000US47,Tennessee,47
521974,null,16862,null,251935,null,10544,null,12838,null,2252,null,239097,null,9987,null,244224,null,10723,null,34947,null,3262,null,209277,null,9949,null,25815,null,2533,null,13892,null,1675,null,11923,null,1679,null,0400000US48,Texas,48
60382,null,5474,null,35657,null,4090,null,1416,null,566,null,34241,null,3933,null,23315,null,2491,null,2154,null,837,null,21161,null,2416,null,1410,null,730,null,667,null,484,null,743,null,465,null,0400000US49,Utah,49
11047,null,1374,null,4406,null,855,null,117,null,94,null,4289,null,853,null,6288,null,896,null,2005,null,644,null,4283,null,757,null,353,null,171,null,185,null,130,null,168,null,125,null,0400000US50,Vermont,50
184804,null,12635,null,99409,null,8073,null,3605,null,1095,null,95804,null,7790,null,79958,null,6665,null,10499,null,1738,null,69459,null,6248,null,5437,null,1161,null,2434,null,718,null,3003,null,872,null,0400000US51,Virginia,51
278220,null,11441,null,138690,null,7975,null,6119,null,1217,null,132571,null,7858,null,130382,null,6756,null,20141,null,2539,null,110241,null,6327,null,9148,null,1448,null,4601,null,971,null,4547,null,1017,null,0400000US53,Washington,53
29473,null,3242,null,12617,null,1987,null,188,null,164,null,12429,null,1994,null,15075,null,1958,null,3604,null,849,null,11471,null,1720,null,1781,null,587,null,880,null,361,null,901,null,454,null,0400000US54,West Virginia,54
86317,null,6078,null,49596,null,4420,null,2743,null,842,null,46853,null,4244,null,34557,null,3435,null,4361,null,816,null,30196,null,3206,null,2164,null,565,null,880,null,318,null,1284,null,506,null,0400000US55,Wisconsin,55
13601,null,1867,null,6744,null,1521,null,348,null,355,null,6396,null,1443,null,6504,null,1294,null,1241,null,727,null,5263,null,1033,null,353,null,258,null,136,null,145,null,217,null,211,null,0400000US56,Wyoming,56
432137,null,14948,null,121356,null,6620,null,7908,null,1270,null,113448,null,6581,null,268618,null,10248,null,43595,null,3856,null,225023,null,9325,null,42163,null,2783,null,23384,null,2090,null,18779,null,1943,null,0400000US72,Puerto Rico,72
