B18101G_001E,B18101G_001EA,B18101G_001M,B18101G_001MA,B18101G_002E,B18101G_002EA,B18101G_002M,B18101G_002MA,B18101G_003E,B18101G_003EA,B18101G_003M,B18101G_003MA,B18101G_004E,B18101G_004EA,B18101G_004M,B18101G_004MA,B18101G_005E,B18101G_005EA,B18101G_005M,B18101G_005MA,B18101G_006E,B18101G_006EA,B18101G_006M,B18101G_006MA,B18101G_007E,B18101G_007EA,B18101G_007M,B18101G_007MA,B18101G_008E,B18101G_008EA,B18101G_008M,B18101G_008MA,B18101G_009E,B18101G_009EA,B18101G_009M,B18101G_009MA,B18101G_010E,B18101G_010EA,B18101G_010M,B18101G_010MA,GEO_ID,NAME,state
62774,null,5552,null,28030,null,3266,null,1668,null,644,null,26362,null,3139,null,28915,null,3161,null,8045,null,1388,null,20870,null,2721,null,5829,null,992,null,2907,null,711,null,2922,null,840,null,0400000US01,Alabama,01
50147,null,3877,null,25372,null,2353,null,919,null,394,null,24453,null,2281,null,23436,null,2473,null,2646,null,834,null,20790,null,2306,null,1339,null,483,null,654,null,342,null,685,null,314,null,0400000US02,Alaska,02
181972,null,10455,null,94543,null,6861,null,3739,null,1069,null,90804,null,6764,null,80131,null,6086,null,12065,null,2336,null,68066,null,5612,null,7298,null,1255,null,3493,null,1007,null,3805,null,811,null,0400000US04,Arizona,04
55631,null,4308,null,25033,null,2678,null,2017,null,801,null,23016,null,2741,null,26514,null,2955,null,6773,null,1389,null,19741,null,2506,null,4084,null,966,null,2496,null,687,null,1588,null,591,null,0400000US05,Arkansas,05
1385620,null,28100,null,654469,null,16753,null,23567,null,2823,null,630902,null,16036,null,667741,null,17046,null,74669,null,4990,null,593072,null,15706,null,63410,null,3949,null,26935,null,2687,null,36475,null,2735,null,0400000US06,California,06
159102,null,8606,null,81189,null,5620,null,2926,null,879,null,78263,null,5561,null,71716,null,4956,null,9797,null,1807,null,61919,null,4562,null,6197,null,1227,null,3471,null,901,null,2726,null,753,null,0400000US08,Colorado,08
77306,null,5616,null,42291,null,3866,null,1797,null,703,null,40494,null,3813,null,32629,null,3027,null,4496,null,1160,null,28133,null,2683,null,2386,null,791,null,932,null,453,null,1454,null,558,null,0400000US09,Connecticut,09
18591,null,2867,null,9828,null,2084,null,397,null,245,null,9431,null,2018,null,7754,null,1582,null,1053,null,463,null,6701,null,1561,null,1009,null,655,null,361,null,268,null,648,null,601,null,0400000US10,Delaware,10
10807,null,1930,null,4056,null,1345,null,92,null,159,null,3964,null,1322,null,6286,null,1235,null,166,null,140,null,6120,null,1229,null,465,null,270,null,126,null,151,null,339,null,216,null,0400000US11,District of Columbia,11
351464,null,15587,null,159407,null,9401,null,8017,null,1840,null,151390,null,9102,null,168486,null,9038,null,25093,null,3283,null,143393,null,8030,null,23571,null,2885,null,11385,null,2038,null,12186,null,1835,null,0400000US12,Florida,12
155647,null,10275,null,81563,null,6532,null,4485,null,1362,null,77078,null,5894,null,69498,null,5796,null,9022,null,2165,null,60476,null,5308,null,4586,null,1053,null,2089,null,768,null,2497,null,799,null,0400000US13,Georgia,13
297982,null,12962,null,118077,null,6412,null,3375,null,911,null,114702,null,6355,null,163110,null,8454,null,13971,null,2177,null,149139,null,8148,null,16795,null,1451,null,7036,null,1052,null,9759,null,1286,null,0400000US15,Hawaii,15
37620,null,3790,null,19880,null,2809,null,692,null,508,null,19188,null,2827,null,16461,null,2163,null,4072,null,1315,null,12389,null,1830,null,1279,null,513,null,685,null,416,null,594,null,342,null,0400000US16,Idaho,16
229146,null,12435,null,128461,null,9039,null,5097,null,1323,null,123364,null,8810,null,92631,null,5803,null,10160,null,1851,null,82471,null,5279,null,8054,null,1574,null,3611,null,1048,null,4443,null,1062,null,0400000US17,Illinois,17
115351,null,6834,null,63088,null,5147,null,3874,null,1074,null,59214,null,5091,null,47726,null,3609,null,8994,null,1576,null,38732,null,3571,null,4537,null,1084,null,2168,null,669,null,2369,null,746,null,0400000US18,Indiana,18
53514,null,4619,null,31574,null,3622,null,1944,null,776,null,29630,null,3515,null,20544,null,2536,null,3336,null,994,null,17208,null,2223,null,1396,null,639,null,557,null,345,null,839,null,541,null,0400000US19,Iowa,19
79366,null,6043,null,42831,null,4115,null,2544,null,777,null,40287,null,4178,null,33772,null,3092,null,7316,null,1121,null,26456,null,3058,null,2763,null,750,null,1231,null,521,null,1532,null,596,null,0400000US20,Kansas,20
69922,null,5562,null,39954,null,3862,null,1716,null,614,null,38238,null,3852,null,25098,null,2819,null,6635,null,1652,null,18463,null,2371,null,4870,null,1350,null,2796,null,1093,null,2074,null,853,null,0400000US21,Kentucky,21
61521,null,5926,null,31680,null,4171,null,2448,null,895,null,29232,null,4012,null,26442,null,3003,null,4966,null,1123,null,21476,null,2905,null,3399,null,965,null,2098,null,681,null,1301,null,589,null,0400000US22,Louisiana,22
25937,null,2914,null,10589,null,1760,null,797,null,404,null,9792,null,1706,null,14329,null,2143,null,3804,null,1149,null,10525,null,1858,null,1019,null,389,null,622,null,261,null,397,null,244,null,0400000US23,Maine,23
127743,null,8924,null,63191,null,5830,null,1958,null,857,null,61233,null,5572,null,60000,null,4382,null,6811,null,1333,null,53189,null,4051,null,4552,null,1237,null,1594,null,539,null,2958,null,1064,null,0400000US24,Maryland,24
151818,null,9354,null,72603,null,4910,null,3010,null,883,null,69593,null,4943,null,73785,null,5787,null,13300,null,2289,null,60485,null,5127,null,5430,null,1242,null,3001,null,898,null,2429,null,818,null,0400000US25,Massachusetts,25
194852,null,9932,null,98362,null,6301,null,6083,null,1117,null,92279,null,6163,null,89083,null,5533,null,16200,null,1980,null,72883,null,4866,null,7407,null,1199,null,3006,null,600,null,4401,null,989,null,0400000US26,Michigan,26
103073,null,5437,null,59638,null,3603,null,3613,null,793,null,56025,null,3616,null,41034,null,3094,null,7129,null,1247,null,33905,null,2750,null,2401,null,625,null,887,null,376,null,1514,null,506,null,0400000US27,Minnesota,27
35929,null,4373,null,17371,null,3030,null,742,null,504,null,16629,null,2814,null,15863,null,2315,null,3094,null,990,null,12769,null,2151,null,2695,null,1026,null,1089,null,499,null,1606,null,843,null,0400000US28,Mississippi,28
124490,null,7635,null,62217,null,5201,null,3762,null,1081,null,58455,null,4983,null,55621,null,4424,null,10356,null,1747,null,45265,null,3791,null,6652,null,1227,null,3850,null,877,null,2802,null,752,null,0400000US29,Missouri,29
