C27009_001E,C27009_001EA,C27009_001M,C27009_001MA,C27009_002E,C27009_002EA,C27009_002M,C27009_002MA,C27009_003E,C27009_003EA,C27009_003M,C27009_003MA,C27009_004E,C27009_004EA,C27009_004M,C27009_004MA,C27009_005E,C27009_005EA,C27009_005M,C27009_005MA,C27009_006E,C27009_006EA,C27009_006M,C27009_006MA,C27009_007E,C27009_007EA,C27009_007M,C27009_007MA,C27009_008E,C27009_008EA,C27009_008M,C27009_008MA,C27009_009E,C27009_009EA,C27009_009M,C27009_009MA,C27009_010E,C27009_010EA,C27009_010M,C27009_010MA,C27009_011E,C27009_011EA,C27009_011M,C27009_011MA,C27009_012E,C27009_012EA,C27009_012M,C27009_012MA,C27009_013E,C27009_013EA,C27009_013M,C27009_013MA,C27009_014E,C27009_014EA,C27009_014M,C27009_014MA,C27009_015E,C27009_015EA,C27009_015M,C27009_015MA,C27009_016E,C27009_016EA,C27009_016M,C27009_016MA,C27009_017E,C27009_017EA,C27009_017M,C27009_017MA,C27009_018E,C27009_018EA,C27009_018M,C27009_018MA,C27009_019E,C27009_019EA,C27009_019M,C27009_019MA,C27009_020E,C27009_020EA,C27009_020M,C27009_020MA,C27009_021E,C27009_021EA,C27009_021M,C27009_021MA,GEO_ID,NAME,state
4616028,null,1808,null,2216414,null,5319,null,573816,null,3795,null,362,null,351,null,573454,null,3773,null,1378994,null,3722,null,50622,null,3879,null,1328372,null,5387,null,263604,null,2165,null,49998,null,2860,null,213606,null,3882,null,2399614,null,5277,null,550411,null,3893,null,512,null,340,null,549899,null,3877,null,1488722,null,3325,null,10543,null,1680,null,1478179,null,3596,null,360481,null,2152,null,7264,null,1110,null,353217,null,2485,null,0400000US01,Alabama,01
678081,null,2615,null,344335,null,2643,null,93877,null,1414,null,141,null,192,null,93736,null,1436,null,226171,null,2648,null,12674,null,2180,null,213497,null,2790,null,24287,null,861,null,4800,null,1040,null,19487,null,1167,null,333746,null,1899,null,89384,null,1416,null,198,null,213,null,89186,null,1432,null,217556,null,1601,null,2398,null,815,null,215158,null,1904,null,26806,null,946,null,233,null,219,null,26573,null,964,null,0400000US02,Alaska,02
6501531,null,2050,null,3232732,null,3982,null,885157,null,2681,null,774,null,615,null,884383,null,2662,null,1960942,null,2813,null,69653,null,4217,null,1891289,null,4623,null,386633,null,1604,null,76003,null,3872,null,310630,null,3955,null,3268799,null,3527,null,844657,null,2773,null,1604,null,1012,null,843053,null,3012,null,1956699,null,2375,null,11770,null,2041,null,1944929,null,3115,null,467443,null,1886,null,8218,null,1310,null,459225,null,2332,null,0400000US04,Arizona,04
2833391,null,1646,null,1376266,null,4518,null,361673,null,3078,null,318,null,260,null,361355,null,3047,null,844601,null,2887,null,44671,null,3438,null,799930,null,4233,null,169992,null,1484,null,44880,null,2305,null,125112,null,2852,null,1457125,null,4146,null,345011,null,3309,null,391,null,341,null,344620,null,3334,null,890281,null,2626,null,6366,null,1230,null,883915,null,2941,null,221833,null,2063,null,4945,null,938,null,216888,null,2272,null,0400000US05,Arkansas,05
36376938,null,5731,null,18072031,null,8343,null,4833502,null,4622,null,3423,null,1135,null,4830079,null,4768,null,11498591,null,7798,null,227127,null,7789,null,11271464,null,11677,null,1739938,null,3731,null,209644,null,5677,null,1530294,null,6787,null,18304907,null,7752,null,4589184,null,4115,null,4550,null,1946,null,4584634,null,4665,null,11431245,null,5797,null,31662,null,2954,null,11399583,null,6485,null,2284478,null,4506,null,20885,null,2006,null,2263593,null,4554,null,0400000US06,California,06
4930142,null,2876,null,2457378,null,4175,null,626239,null,2633,null,340,null,290,null,625899,null,2599,null,1602871,null,3911,null,46766,null,3462,null,1556105,null,4559,null,228268,null,1588,null,34385,null,2206,null,193883,null,2355,null,2472764,null,3736,null,598972,null,2437,null,822,null,570,null,598150,null,2513,null,1585418,null,3309,null,6790,null,1343,null,1578628,null,3441,null,288374,null,2165,null,3785,null,773,null,284589,null,2172,null,0400000US08,Colorado,08
3456856,null,1297,null,1679224,null,2358,null,412724,null,1538,null,235,null,267,null,412489,null,1567,null,1071986,null,2152,null,18671,null,2476,null,1053315,null,3147,null,194514,null,1526,null,32119,null,2434,null,162395,null,2500,null,1777632,null,2298,null,394075,null,1373,null,226,null,248,null,393849,null,1337,null,1118080,null,1965,null,3829,null,1163,null,1114251,null,2060,null,265477,null,1588,null,2336,null,623,null,263141,null,1680,null,0400000US09,Connecticut,09
869483,null,1017,null,418177,null,1741,null,105566,null,1078,null,0,null,263,null,105566,null,1078,null,259529,null,1344,null,6419,null,1259,null,253110,null,1679,null,53082,null,626,null,8655,null,1160,null,44427,null,1277,null,451306,null,1383,null,101198,null,1027,null,0,null,263,null,101198,null,1027,null,281863,null,1108,null,1264,null,566,null,280599,null,1172,null,68245,null,939,null,687,null,346,null,67558,null,1057,null,0400000US10,Delaware,10
589408,null,861,null,275835,null,1117,null,57205,null,826,null,88,null,147,null,57117,null,824,null,192046,null,1242,null,4636,null,1229,null,187410,null,1441,null,26584,null,883,null,3599,null,788,null,22985,null,1093,null,313573,null,1063,null,56505,null,825,null,0,null,296,null,56505,null,825,null,217888,null,586,null,696,null,380,null,217192,null,688,null,39180,null,1205,null,332,null,344,null,38848,null,1251,null,0400000US11,District of Columbia,11
18192784,null,3804,null,8856789,null,8200,null,2072946,null,4614,null,2178,null,992,null,2070768,null,4734,null,5404791,null,7884,null,186614,null,6597,null,5218177,null,10225,null,1379052,null,3521,null,289037,null,6750,null,1090015,null,7290,null,9335995,null,7600,null,1977715,null,4515,null,2119,null,774,null,1975596,null,4542,null,5618927,null,7114,null,29151,null,2843,null,5589776,null,7722,null,1739353,null,6174,null,27337,null,1951,null,1712016,null,6420,null,0400000US12,Florida,12
