B24092_001E,B24092_001EA,B24092_001M,B24092_001MA,B24092_002E,B24092_002EA,B24092_002M,B24092_002MA,B24092_003E,B24092_003EA,B24092_003M,B24092_003MA,B24092_004E,B24092_004EA,B24092_004M,B24092_004MA,B24092_005E,B24092_005EA,B24092_005M,B24092_005MA,B24092_006E,B24092_006EA,B24092_006M,B24092_006MA,B24092_007E,B24092_007EA,B24092_007M,B24092_007MA,B24092_008E,B24092_008EA,B24092_008M,B24092_008MA,B24092_009E,B24092_009EA,B24092_009M,B24092_009MA,B24092_010E,B24092_010EA,B24092_010M,B24092_010MA,B24092_011E,B24092_011EA,B24092_011M,B24092_011MA,B24092_012E,B24092_012EA,B24092_012M,B24092_012MA,B24092_013E,B24092_013EA,B24092_013M,B24092_013MA,B24092_014E,B24092_014EA,B24092_014M,B24092_014MA,B24092_015E,B24092_015EA,B24092_015M,B24092_015MA,B24092_016E,B24092_016EA,B24092_016M,B24092_016MA,B24092_017E,B24092_017EA,B24092_017M,B24092_017MA,B24092_018E,B24092_018EA,B24092_018M,B24092_018MA,GEO_ID,NAME,state
41384,null,511,null,40409,null,702,null,39653,null,685,null,58038,null,7458,null,42457,null,4746,null,39931,null,1275,null,48037,null,2496,null,65567,null,6599,null,33944,null,2989,null,30707,null,494,null,28441,null,464,null,28226,null,472,null,40458,null,2671,null,34301,null,2201,null,37310,null,1567,null,37339,null,1632,null,49665,null,2408,null,19470,null,2308,null,0400000US01,Alabama,01
51863,null,1485,null,48589,null,1855,null,47552,null,2849,null,59631,null,15404,null,48770,null,4455,null,59360,null,3323,null,59103,null,2401,null,59573,null,3223,null,45469,null,5392,null,39005,null,985,null,34897,null,1530,null,34632,null,1497,null,48228,null,20774,null,40007,null,1574,null,49937,null,5328,null,48414,null,2853,null,45628,null,6713,null,14001,null,7313,null,0400000US02,Alaska,02
42145,null,465,null,41202,null,598,null,40564,null,617,null,56055,null,4332,null,44464,null,3604,null,48608,null,1020,null,44958,null,2334,null,58181,null,3677,null,30308,null,2933,null,34728,null,560,null,33225,null,718,null,32957,null,745,null,41988,null,3492,null,38009,null,1273,null,37936,null,1027,null,37602,null,1102,null,45210,null,2846,null,23007,null,4947,null,0400000US04,Arizona,04
36242,null,819,null,36449,null,946,null,35888,null,965,null,45188,null,6047,null,38667,null,2275,null,35045,null,2625,null,38474,null,2984,null,57257,null,4555,null,26194,null,3275,null,28680,null,495,null,27150,null,670,null,27020,null,680,null,31909,null,6705,null,32013,null,1626,null,31369,null,1593,null,33505,null,1272,null,46385,null,3047,null,18534,null,2735,null,0400000US05,Arkansas,05
48677,null,239,null,46436,null,589,null,44849,null,471,null,71108,null,1735,null,51450,null,1206,null,66147,null,1342,null,63519,null,1444,null,58914,null,1179,null,38861,null,850,null,40126,null,293,null,37575,null,338,null,37284,null,381,null,48733,null,1257,null,45770,null,960,null,49815,null,534,null,49664,null,1118,null,53174,null,1003,null,27452,null,1309,null,0400000US06,California,06
48216,null,452,null,47987,null,627,null,47101,null,988,null,58439,null,2827,null,47870,null,1993,null,51222,null,3026,null,50322,null,2150,null,59776,null,2409,null,36436,null,2268,null,38152,null,417,null,36680,null,809,null,36337,null,795,null,45340,null,6501,null,38995,null,1632,null,41231,null,1347,null,42499,null,1744,null,54672,null,4449,null,26427,null,4113,null,0400000US08,Colorado,08
59663,null,663,null,59627,null,824,null,58863,null,818,null,77660,null,4887,null,53448,null,3989,null,65441,null,3486,null,63612,null,3088,null,59636,null,3274,null,53964,null,6225,null,44069,null,996,null,41294,null,855,null,41101,null,875,null,53073,null,13781,null,44375,null,2757,null,52848,null,2573,null,59389,null,4292,null,53771,null,7682,null,30551,null,2780,null,0400000US09,Connecticut,09
48487,null,1274,null,47357,null,1885,null,46616,null,2077,null,57690,null,9611,null,51449,null,2584,null,47854,null,9013,null,48843,null,2026,null,59098,null,3587,null,43756,null,7363,null,37695,null,1466,null,34572,null,1753,null,34505,null,1768,null,38409,null,13307,null,41739,null,2809,null,48612,null,4466,null,42270,null,3441,null,54029,null,14218,null,25462,null,7921,null,0400000US10,Delaware,10
62252,null,3184,null,54939,null,8732,null,52476,null,6335,null,84548,null,14004,null,65575,null,6294,null,60390,null,3657,null,56231,null,11102,null,80175,null,9453,null,51947,null,15463,null,54911,null,3515,null,48997,null,2515,null,48875,null,2500,null,56189,null,26913,null,54577,null,4023,null,50648,null,7369,null,51022,null,9858,null,71507,null,4814,null,27142,null,10209,null,0400000US11,District of Columbia,11
39221,null,246,null,38430,null,291,null,37593,null,315,null,49324,null,731,null,42290,null,1359,null,45316,null,1155,null,42434,null,1350,null,56973,null,1617,null,27159,null,1171,null,32149,null,259,null,30398,null,293,null,30223,null,305,null,36278,null,1944,null,36565,null,912,null,38646,null,420,null,35610,null,1137,null,50484,null,1607,null,21918,null,1828,null,0400000US12,Florida,12
