B19101A_001E,B19101A_001EA,B19101A_001M,B19101A_001MA,B19101A_002E,B19101A_002EA,B19101A_002M,B19101A_002MA,B19101A_003E,B19101A_003EA,B19101A_003M,B19101A_003MA,B19101A_004E,B19101A_004EA,B19101A_004M,B19101A_004MA,B19101A_005E,B19101A_005EA,B19101A_005M,B19101A_005MA,B19101A_006E,B19101A_006EA,B19101A_006M,B19101A_006MA,B19101A_007E,B19101A_007EA,B19101A_007M,B19101A_007MA,B19101A_008E,B19101A_008EA,B19101A_008M,B19101A_008MA,B19101A_009E,B19101A_009EA,B19101A_009M,B19101A_009MA,B19101A_010E,B19101A_010EA,B19101A_010M,B19101A_010MA,B19101A_011E,B19101A_011EA,B19101A_011M,B19101A_011MA,B19101A_012E,B19101A_012EA,B19101A_012M,B19101A_012MA,B19101A_013E,B19101A_013EA,B19101A_013M,B19101A_013MA,B19101A_014E,B19101A_014EA,B19101A_014M,B19101A_014MA,B19101A_015E,B19101A_015EA,B19101A_015M,B19101A_015MA,B19101A_016E,B19101A_016EA,B19101A_016M,B19101A_016MA,B19101A_017E,B19101A_017EA,B19101A_017M,B19101A_017MA,GEO_ID,NAME,state
904062,null,9177,null,39245,null,2978,null,27998,null,2477,null,38857,null,3057,null,40600,null,3109,null,44266,null,3234,null,47445,null,3604,null,50690,null,3792,null,48371,null,2744,null,45916,null,2978,null,84188,null,4332,null,108699,null,4957,null,133195,null,4701,null,79366,null,3725,null,43374,null,2641,null,38895,null,2837,null,32957,null,2304,null,0400000US01,Alabama,01
119787,null,3146,null,3097,null,915,null,1372,null,546,null,1574,null,572,null,2735,null,798,null,2935,null,778,null,4009,null,1243,null,3586,null,987,null,4673,null,948,null,4347,null,1162,null,7669,null,1028,null,13740,null,1678,null,24078,null,2275,null,16872,null,1829,null,10352,null,1464,null,10698,null,1559,null,8050,null,1254,null,0400000US02,Alaska,02
1266194,null,12073,null,55330,null,3811,null,38373,null,3823,null,51249,null,3923,null,62166,null,3941,null,63322,null,4308,null,60537,null,4059,null,60717,null,4089,null,63618,null,4157,null,61935,null,3788,null,114154,null,5669,null,152742,null,5845,null,188670,null,6826,null,117363,null,4887,null,66728,null,4382,null,57040,null,3390,null,52250,null,3446,null,0400000US04,Arizona,04
618239,null,6976,null,29349,null,2596,null,24554,null,2543,null,33553,null,2795,null,36711,null,2965,null,37138,null,2837,null,34684,null,2914,null,37880,null,3004,null,34523,null,2427,null,33372,null,2884,null,63233,null,3685,null,72681,null,4147,null,78143,null,4205,null,44640,null,3069,null,22730,null,1889,null,18237,null,1747,null,16811,null,1674,null,0400000US05,Arkansas,05
5464271,null,25622,null,188054,null,6577,null,159917,null,6702,null,195857,null,7483,null,220269,null,7415,null,218715,null,6844,null,221423,null,7401,null,223464,null,7752,null,217526,null,7271,null,220108,null,7436,null,415483,null,11267,null,548754,null,12553,null,760730,null,12569,null,581067,null,10056,null,391702,null,10507,null,437512,null,9879,null,463690,null,9848,null,0400000US06,California,06
1077707,null,10493,null,38665,null,3254,null,28989,null,3400,null,32883,null,2727,null,36780,null,3524,null,38281,null,2925,null,39764,null,3422,null,41831,null,3034,null,46172,null,3668,null,41676,null,3049,null,91982,null,5065,null,125977,null,5883,null,173838,null,6213,null,125563,null,4922,null,74071,null,3490,null,74580,null,3790,null,66655,null,3459,null,0400000US08,Colorado,08
725654,null,7960,null,13895,null,1934,null,12273,null,1799,null,12664,null,1873,null,16480,null,1800,null,20278,null,2182,null,21210,null,2257,null,21620,null,2357,null,23235,null,2341,null,24466,null,2539,null,49012,null,3055,null,76000,null,4092,null,113638,null,4564,null,100174,null,4095,null,64063,null,3591,null,72482,null,4085,null,84164,null,4286,null,0400000US09,Connecticut,09
165051,null,3404,null,4654,null,1196,null,1893,null,599,null,3951,null,994,null,6392,null,1345,null,5758,null,1090,null,7686,null,1257,null,6297,null,1111,null,6348,null,1023,null,7594,null,1285,null,12714,null,1459,null,20790,null,1776,null,28556,null,2346,null,19403,null,1694,null,11468,null,1468,null,11848,null,1554,null,9699,null,1394,null,0400000US10,Delaware,10
39247,null,2191,null,356,null,272,null,356,null,307,null,327,null,436,null,621,null,416,null,890,null,549,null,395,null,395,null,344,null,310,null,535,null,371,null,471,null,447,null,1505,null,708,null,1505,null,561,null,3499,null,892,null,4523,null,964,null,3703,null,967,null,6649,null,1034,null,13568,null,1789,null,0400000US11,District of Columbia,11
3626446,null,21456,null,143137,null,6777,null,115178,null,5081,null,149043,null,6038,null,183112,null,8029,null,189888,null,8466,null,198039,null,7682,null,203367,null,7897,null,197610,null,7485,null,187993,null,6916,null,330871,null,9570,null,426538,null,9663,null,498248,null,9911,null,305151,null,9076,null,170341,null,6405,null,160925,null,6050,null,167005,null,6106,null,0400000US12,Florida,12
1548100,null,13027,null,57833,null,4411,null,44860,null,3870,null,51960,null,4040,null,66042,null,4047,null,70674,null,4791,null,68033,null,4463,null,70248,null,4727,null,68627,null,3715,null,72416,null,4209,null,131372,null,5480,null,175541,null,6392,null,243157,null,6689,null,153470,null,5343,null,93417,null,4687,null,91484,null,4255,null,88966,null,3740,null,0400000US13,Georgia,13
92650,null,3609,null,2122,null,629,null,2219,null,1027,null,2022,null,739,null,2476,null,955,null,2815,null,838,null,2945,null,734,null,3773,null,1066,null,2920,null,831,null,3744,null,963,null,7380,null,1436,null,10392,null,1681,null,16290,null,1919,null,12054,null,1780,null,6349,null,1393,null,7877,null,1306,null,7272,null,1191,null,0400000US15,Hawaii,15
375127,null,5476,null,14275,null,2286,null,13000,null,1751,null,16064,null,2102,null,20612,null,2191,null,22854,null,2383,null,23226,null,2096,null,22068,null,2053,null,22804,null,2519,null,21641,null,1844,null,37141,null,3103,null,48044,null,2920,null,54887,null,3402,null,27428,null,2136,null,12408,null,1503,null,9901,null,1302,null,8774,null,1277,null,0400000US16,Idaho,16
2368800,null,14547,null,73440,null,4032,null,54079,null,3549,null,68235,null,3926,null,75516,null,3806,null,88700,null,4324,null,94891,null,4852,null,95415,null,4998,null,101047,null,4512,null,96568,null,3610,null,197682,null,5268,null,283963,null,7989,null,391550,null,6693,null,267997,null,6857,null,161338,null,4825,null,155656,null,5960,null,162723,null,5397,null,0400000US17,Illinois,17
1458901,null,10483,null,61226,null,4187,null,40530,null,3118,null,52486,null,3643,null,65576,null,4012,null,72916,null,3475,null,71224,null,3585,null,78949,null,4503,null,80611,null,4127,null,77093,null,4720,null,143552,null,5510,null,195184,null,5992,null,226543,null,6060,null,132429,null,4714,null,65457,null,3668,null,55396,null,3158,null,39729,null,2526,null,0400000US18,Indiana,18
749617,null,7663,null,21451,null,2569,null,19944,null,2100,null,26275,null,2181,null,31433,null,2457,null,32908,null,2715,null,32816,null,2253,null,39271,null,2432,null,38288,null,2644,null,39741,null,2974,null,74215,null,3321,null,103515,null,4300,null,130650,null,4438,null,72255,null,3116,null,36831,null,2276,null,26780,null,2151,null,23244,null,2178,null,0400000US19,Iowa,19
639004,null,6937,null,21075,null,2673,null,16760,null,1961,null,21607,null,2163,null,27903,null,2461,null,31379,null,2750,null,28973,null,1865,null,32126,null,2828,null,32075,null,2355,null,30797,null,2269,null,57465,null,3704,null,87288,null,3680,null,101775,null,4541,null,60546,null,2961,null,31719,null,2316,null,29453,null,1995,null,28063,null,2024,null,0400000US20,Kansas,20
1039644,null,11254,null,66943,null,4677,null,46257,null,3445,null,52813,null,3865,null,56079,null,3486,null,56581,null,3353,null,60198,null,4071,null,58784,null,3495,null,54170,null,3213,null,54656,null,3870,null,92630,null,4153,null,117905,null,5365,null,143103,null,5030,null,78768,null,4745,null,41607,null,2799,null,32344,null,2821,null,26806,null,2209,null,0400000US21,Kentucky,21
763510,null,8428,null,27873,null,3424,null,21139,null,2443,null,28720,null,2432,null,31942,null,2681,null,34250,null,2969,null,33961,null,3064,null,35894,null,2996,null,37867,null,2718,null,33420,null,2956,null,64858,null,3941,null,91114,null,4983,null,125004,null,6072,null,78043,null,4238,null,46131,null,3407,null,38600,null,3026,null,34694,null,2675,null,0400000US22,Louisiana,22
336089,null,5392,null,12358,null,1517,null,9872,null,1458,null,15084,null,1667,null,17806,null,1975,null,16512,null,1914,null,19161,null,2282,null,17625,null,1684,null,17398,null,1625,null,18104,null,2120,null,31920,null,2312,null,46259,null,3035,null,50931,null,2583,null,27903,null,2269,null,13221,null,1307,null,12042,null,1345,null,9893,null,1524,null,0400000US23,Maine,23
889506,null,8466,null,16416,null,2233,null,12856,null,1888,null,14473,null,1742,null,17998,null,2511,null,23794,null,2407,null,25398,null,2305,null,26102,null,2596,null,25719,null,2515,null,30294,null,2569,null,56556,null,4188,null,90801,null,3657,null,139342,null,5609,null,115553,null,4775,null,87173,null,3880,null,102314,null,3800,null,104717,null,3600,null,0400000US24,Maryland,24
1316370,null,12256,null,34926,null,3572,null,25469,null,3123,null,29234,null,2754,null,35032,null,3188,null,36951,null,3376,null,43077,null,2930,null,43381,null,3640,null,43891,null,3014,null,44368,null,3617,null,89019,null,4749,null,139412,null,5177,null,207118,null,6477,null,169810,null,6405,null,121395,null,5940,null,123824,null,4568,null,129463,null,4993,null,0400000US25,Massachusetts,25
2094700,null,13107,null,81616,null,4231,null,63771,null,3980,null,75821,null,4695,null,88251,null,4429,null,100137,null,4011,null,103376,null,4228,null,112357,null,3910,null,109188,null,4635,null,105754,null,4177,null,202800,null,5812,null,260852,null,6418,null,319362,null,7613,null,195229,null,5479,null,110163,null,4714,null,90453,null,4292,null,75570,null,3472,null,0400000US26,Michigan,26
1221304,null,9165,null,30933,null,2728,null,25618,null,2236,null,31615,null,2266,null,38835,null,2663,null,45994,null,2600,null,49833,null,2572,null,49953,null,2589,null,50710,null,3245,null,52183,null,2757,null,109468,null,4136,null,158419,null,5295,null,222099,null,5354,null,137828,null,5065,null,78490,null,3203,null,72612,null,2792,null,66714,null,3487,null,0400000US27,Minnesota,27
483192,null,7301,null,20497,null,2969,null,18391,null,2051,null,21893,null,2605,null,25377,null,2519,null,25847,null,2402,null,26339,null,2065,null,24882,null,2282,null,25340,null,2480,null,24911,null,2318,null,46167,null,2873,null,59148,null,3614,null,73693,null,4108,null,39335,null,3015,null,21420,null,2207,null,16482,null,1513,null,13470,null,1878,null,0400000US28,Mississippi,28
1331030,null,9840,null,59063,null,4005,null,41138,null,3161,null,52961,null,3453,null,61127,null,3358,null,63228,null,3780,null,66237,null,3780,null,71615,null,3726,null,66955,null,4435,null,65122,null,3428,null,129357,null,5084,null,168414,null,6861,null,207065,null,5734,null,118037,null,5196,null,61957,null,3280,null,53811,null,3462,null,44943,null,3050,null,0400000US29,Missouri,29
217711,null,4718,null,9395,null,1602,null,5848,null,1124,null,9040,null,1480,null,11254,null,1489,null,11300,null,1633,null,11208,null,1258,null,12046,null,1307,null,11792,null,1309,null,11697,null,1273,null,22268,null,2210,null,27438,null,2514,null,36549,null,2782,null,18467,null,1900,null,7239,null,1115,null,6788,null,1216,null,5382,null,843,null,0400000US30,Montana,30
