B19101A_001E,B19101A_001EA,B19101A_001M,B19101A_001MA,B19101A_002E,B19101A_002EA,B19101A_002M,B19101A_002MA,B19101A_003E,B19101A_003EA,B19101A_003M,B19101A_003MA,B19101A_004E,B19101A_004EA,B19101A_004M,B19101A_004MA,B19101A_005E,B19101A_005EA,B19101A_005M,B19101A_005MA,B19101A_006E,B19101A_006EA,B19101A_006M,B19101A_006MA,B19101A_007E,B19101A_007EA,B19101A_007M,B19101A_007MA,B19101A_008E,B19101A_008EA,B19101A_008M,B19101A_008MA,B19101A_009E,B19101A_009EA,B19101A_009M,B19101A_009MA,B19101A_010E,B19101A_010EA,B19101A_010M,B19101A_010MA,B19101A_011E,B19101A_011EA,B19101A_011M,B19101A_011MA,B19101A_012E,B19101A_012EA,B19101A_012M,B19101A_012MA,B19101A_013E,B19101A_013EA,B19101A_013M,B19101A_013MA,B19101A_014E,B19101A_014EA,B19101A_014M,B19101A_014MA,B19101A_015E,B19101A_015EA,B19101A_015M,B19101A_015MA,B19101A_016E,B19101A_016EA,B19101A_016M,B19101A_016MA,B19101A_017E,B19101A_017EA,B19101A_017M,B19101A_017MA,GEO_ID,NAME,state
414409,null,6333,null,11452,null,1738,null,10665,null,1655,null,14744,null,2124,null,16379,null,1782,null,17160,null,2071,null,20938,null,1935,null,21119,null,2009,null,20701,null,1836,null,21920,null,2221,null,42360,null,2517,null,59032,null,3029,null,68538,null,3149,null,37977,null,2193,null,21249,null,1585,null,16105,null,1596,null,14070,null,1282,null,0400000US31,Nebraska,31
496122,null,8644,null,16482,null,2220,null,12196,null,1981,null,19021,null,2690,null,20217,null,2172,null,25983,null,2808,null,27158,null,3065,null,23376,null,2856,null,21734,null,2294,null,22159,null,2514,null,47095,null,3210,null,63653,null,3329,null,75765,null,4598,null,48271,null,3557,null,30725,null,2742,null,23381,null,2219,null,18906,null,2097,null,0400000US32,Nevada,32
322383,null,4691,null,8028,null,1163,null,5908,null,1196,null,6978,null,1330,null,10145,null,1550,null,10886,null,1535,null,10857,null,1424,null,13545,null,1668,null,13483,null,1758,null,13393,null,1861,null,27414,null,2084,null,41126,null,2860,null,54792,null,3001,null,42245,null,2788,null,23383,null,2185,null,23100,null,1953,null,17100,null,1823,null,0400000US33,New Hampshire,33
1588628,null,11273,null,38192,null,3181,null,28058,null,2846,null,32235,null,3037,null,46089,null,3662,null,48108,null,3234,null,44284,null,3126,null,46209,null,3177,null,48894,null,3522,null,53367,null,3854,null,103396,null,5185,null,153445,null,5943,null,246279,null,6323,null,205932,null,6658,null,145564,null,5013,null,163899,null,5065,null,184677,null,4710,null,0400000US34,New Jersey,34
371206,null,6884,null,17725,null,2100,null,14445,null,2140,null,18153,null,2077,null,21922,null,2302,null,19536,null,2622,null,18277,null,1984,null,21215,null,2751,null,19601,null,2211,null,16259,null,1901,null,33169,null,2599,null,41824,null,2865,null,50100,null,2978,null,31766,null,2812,null,17949,null,1819,null,16036,null,1884,null,13229,null,1553,null,0400000US35,New Mexico,35
3242293,null,14975,null,105344,null,4561,null,89777,null,5730,null,96540,null,5219,null,113927,null,5335,null,120600,null,5667,null,117179,null,5009,null,122093,null,5042,null,125205,null,5199,null,127958,null,6040,null,251812,null,7301,null,348654,null,9271,null,476690,null,10775,null,353198,null,8570,null,232660,null,7039,null,253981,null,6987,null,306675,null,7173,null,0400000US36,New York,36
1784842,null,14528,null,66013,null,4321,null,51350,null,3372,null,71977,null,4637,null,78402,null,4969,null,88150,null,5353,null,92112,null,4745,null,86388,null,4523,null,88204,null,5157,null,81724,null,4246,null,165389,null,6265,null,221923,null,7307,null,274498,null,8040,null,167028,null,6344,null,91272,null,4591,null,83959,null,4356,null,76453,null,3933,null,0400000US37,North Carolina,37
159108,null,3449,null,3796,null,741,null,3505,null,779,null,4293,null,823,null,5468,null,906,null,7390,null,1202,null,6865,null,972,null,6356,null,755,null,8778,null,1300,null,8528,null,1050,null,16285,null,1629,null,23042,null,1728,null,29525,null,2013,null,14852,null,1467,null,8566,null,1168,null,6052,null,965,null,5807,null,962,null,0400000US38,North Dakota,38
2544355,null,14261,null,107162,null,5240,null,76157,null,4385,null,87582,null,4661,null,109627,null,5139,null,124721,null,5241,null,124543,null,4729,null,127708,null,5849,null,130653,null,5870,null,131889,null,5155,null,240113,null,6241,null,330125,null,9398,null,395549,null,8112,null,239378,null,7002,null,124624,null,4454,null,108480,null,3767,null,86044,null,3260,null,0400000US39,Ohio,39
744736,null,8471,null,32999,null,2584,null,25785,null,2791,null,31204,null,2455,null,39015,null,2750,null,39793,null,3026,null,39673,null,2962,null,39611,null,2945,null,39576,null,3296,null,37101,null,3007,null,72296,null,3763,null,94728,null,4031,null,109535,null,4477,null,60048,null,3589,null,31295,null,2353,null,26687,null,2228,null,25390,null,1736,null,0400000US40,Oklahoma,40
847609,null,9824,null,34806,null,3354,null,25921,null,2955,null,31777,null,2805,null,38920,null,3022,null,38574,null,3262,null,42043,null,3406,null,43464,null,3497,null,39939,null,3077,null,40768,null,2735,null,79496,null,4631,null,110095,null,5005,null,132201,null,5301,null,76736,null,3318,null,43627,null,2597,null,35861,null,2940,null,33381,null,2542,null,0400000US41,Oregon,41
2771803,null,14982,null,84317,null,4228,null,63709,null,4170,null,86851,null,4399,null,106816,null,3976,null,122256,null,4956,null,134394,null,4386,null,131564,null,5518,null,136544,null,5574,null,129361,null,5216,null,265778,null,6626,null,347121,null,8406,null,446937,null,8879,null,277431,null,7366,null,150550,null,5055,null,145879,null,4910,null,142295,null,4487,null,0400000US42,Pennsylvania,42
218924,null,5167,null,6552,null,1460,null,4698,null,1127,null,6646,null,1453,null,7021,null,1355,null,8850,null,1441,null,7324,null,1390,null,8922,null,1572,null,9678,null,1723,null,8648,null,1485,null,16986,null,2014,null,23791,null,2119,null,38301,null,2727,null,26960,null,2314,null,15824,null,1742,null,15441,null,1600,null,13282,null,1749,null,0400000US44,Rhode Island,44
825574,null,8849,null,32898,null,3259,null,23350,null,2689,null,32106,null,2648,null,38083,null,3130,null,38501,null,3255,null,38900,null,2908,null,37626,null,2749,null,42370,null,3094,null,44592,null,3340,null,78351,null,4065,null,104126,null,4856,null,129031,null,4874,null,78079,null,3967,null,41106,null,3131,null,34747,null,2412,null,31708,null,2510,null,0400000US45,South Carolina,45
183732,null,3925,null,4909,null,1068,null,4398,null,1003,null,7202,null,1202,null,8276,null,1421,null,7736,null,1192,null,8341,null,1160,null,9751,null,1391,null,8936,null,1163,null,10073,null,1329,null,20090,null,1669,null,28879,null,2127,null,31154,null,2281,null,14481,null,1570,null,7161,null,1025,null,5520,null,1060,null,6825,null,989,null,0400000US46,South Dakota,46
1342482,null,11231,null,64309,null,4053,null,53742,null,3707,null,64997,null,5299,null,67591,null,3742,null,71000,null,4701,null,72570,null,4326,null,73672,null,4228,null,70528,null,3931,null,71005,null,3410,null,130665,null,5841,null,163164,null,6316,null,190742,null,6356,null,100252,null,4960,null,49968,null,3179,null,50653,null,3509,null,47624,null,3098,null,0400000US47,Tennessee,47
4500109,null,23956,null,209789,null,7576,null,169350,null,7137,null,192383,null,7325,null,225052,null,7940,null,217881,null,6600,null,212913,null,7236,null,208958,null,7507,null,203607,null,6982,null,191517,null,7502,null,374910,null,11377,null,482113,null,11018,null,627464,null,11705,null,417399,null,10317,null,255257,null,8330,null,253225,null,8051,null,258291,null,6795,null,0400000US48,Texas,48
597745,null,6384,null,18296,null,2409,null,13048,null,2077,null,17028,null,2253,null,19606,null,2412,null,27263,null,2642,null,25933,null,2583,null,28287,null,2869,null,30123,null,2893,null,31408,null,2789,null,62331,null,4182,null,80138,null,3811,null,101959,null,3931,null,58337,null,3245,null,32324,null,2236,null,29307,null,2320,null,22357,null,2084,null,0400000US49,Utah,49
154061,null,3106,null,4461,null,926,null,4723,null,854,null,5223,null,1039,null,5633,null,900,null,6083,null,974,null,6509,null,1015,null,7463,null,1075,null,7563,null,1133,null,7096,null,1074,null,15213,null,1634,null,20771,null,1916,null,27158,null,1915,null,14223,null,1399,null,8627,null,954,null,8503,null,1361,null,4812,null,935,null,0400000US50,Vermont,50
1460994,null,13036,null,37689,null,3093,null,28525,null,2671,null,37376,null,2758,null,45966,null,2880,null,48954,null,3684,null,50525,null,3080,null,58022,null,3356,null,62352,null,4240,null,61845,null,4072,null,116641,null,5500,null,159679,null,5271,null,219527,null,6475,null,161971,null,5237,null,105329,null,4021,null,129822,null,4764,null,136771,null,5515,null,0400000US51,Virginia,51
1379046,null,12589,null,43513,null,3481,null,34722,null,3478,null,38781,null,3046,null,47928,null,3408,null,52098,null,3737,null,56431,null,4202,null,58887,null,3666,null,58543,null,3596,null,59511,null,3464,null,126630,null,5089,null,160091,null,6134,null,227347,null,6194,null,159151,null,5423,null,93807,null,4587,null,89383,null,3758,null,72223,null,4220,null,0400000US53,Washington,53
470789,null,6742,null,31396,null,2701,null,23494,null,2546,null,26726,null,2951,null,24632,null,1988,null,28984,null,2250,null,29558,null,2772,null,27859,null,2694,null,26782,null,2471,null,27697,null,2785,null,44561,null,3072,null,52926,null,3212,null,59150,null,3960,null,32451,null,2668,null,12705,null,1528,null,11687,null,1537,null,10181,null,1585,null,0400000US54,West Virginia,54
1345597,null,9047,null,40690,null,2981,null,31245,null,2643,null,42348,null,2790,null,50952,null,2892,null,54963,null,2823,null,59378,null,2989,null,68045,null,3354,null,66344,null,3088,null,64328,null,3030,null,131185,null,4621,null,185331,null,5339,null,240353,null,5834,null,138510,null,4947,null,69690,null,2922,null,55380,null,2735,null,46855,null,2334,null,0400000US55,Wisconsin,55
133254,null,3530,null,3140,null,953,null,3011,null,833,null,3513,null,979,null,5164,null,1080,null,5439,null,1049,null,4972,null,1076,null,6845,null,1113,null,7265,null,1562,null,6646,null,1388,null,11478,null,1600,null,19046,null,2422,null,24303,null,2078,null,14563,null,1527,null,7732,null,1143,null,5323,null,885,null,4814,null,858,null,0400000US56,Wyoming,56
635151,null,7460,null,144431,null,4674,null,80464,null,3418,null,66653,null,2756,null,52943,null,2958,null,45441,null,3323,null,40379,null,2991,null,34686,null,2424,null,27976,null,2045,null,24067,null,1971,null,33489,null,2386,null,30935,null,2419,null,25736,null,2061,null,11322,null,1502,null,6262,null,946,null,4486,null,927,null,5881,null,986,null,0400000US72,Puerto Rico,72
