B07403_001E,B07403_001EA,B07403_001M,B07403_001MA,B07403_002E,B07403_002EA,B07403_002M,B07403_002MA,B07403_003E,B07403_003EA,B07403_003M,B07403_003MA,B07403_004E,B07403_004EA,B07403_004M,B07403_004MA,B07403_005E,B07403_005EA,B07403_005M,B07403_005MA,B07403_006E,B07403_006EA,B07403_006M,B07403_006MA,B07403_007E,B07403_007EA,B07403_007M,B07403_007MA,B07403_008E,B07403_008EA,B07403_008M,B07403_008MA,B07403_009E,B07403_009EA,B07403_009M,B07403_009MA,B07403_010E,B07403_010EA,B07403_010M,B07403_010MA,B07403_011E,B07403_011EA,B07403_011M,B07403_011MA,B07403_012E,B07403_012EA,B07403_012M,B07403_012MA,B07403_013E,B07403_013EA,B07403_013M,B07403_013MA,B07403_014E,B07403_014EA,B07403_014M,B07403_014MA,B07403_015E,B07403_015EA,B07403_015M,B07403_015MA,GEO_ID,NAME,state
4621314,null,14870,null,2232981,null,9554,null,2388333,null,9149,null,3934818,null,21051,null,1891956,null,11732,null,2042862,null,12337,null,432958,null,14750,null,207615,null,9131,null,225343,null,9042,null,146857,null,10027,null,78144,null,6137,null,68713,null,5567,null,106681,null,8172,null,55266,null,4778,null,51415,null,5158,null,0400000US01,Alabama,01
711753,null,10488,null,368355,null,7267,null,343398,null,5363,null,533134,null,8989,null,271671,null,5531,null,261463,null,5302,null,87814,null,7290,null,46415,null,4670,null,41399,null,3982,null,19237,null,2898,null,10539,null,2001,null,8698,null,1608,null,71568,null,8149,null,39730,null,5464,null,31838,null,4391,null,0400000US02,Alaska,02
6417832,null,19283,null,3211812,null,11850,null,3206020,null,11200,null,5165489,null,33273,null,2568742,null,19420,null,2596747,null,17386,null,940741,null,33318,null,473173,null,18945,null,467568,null,16915,null,115163,null,9775,null,68420,null,6007,null,46743,null,5212,null,196439,null,12193,null,101477,null,7170,null,94962,null,6304,null,0400000US04,Arizona,04
2826141,null,9516,null,1378953,null,6425,null,1447188,null,7187,null,2343627,null,19788,null,1142953,null,11978,null,1200674,null,11132,null,313172,null,18488,null,150835,null,9496,null,162337,null,10862,null,103573,null,8052,null,52646,null,4515,null,50927,null,5056,null,65769,null,7429,null,32519,null,3928,null,33250,null,4507,null,0400000US05,Arkansas,05
36286305,null,30227,null,18162104,null,18408,null,18124201,null,18082,null,30501944,null,68591,null,15211544,null,39130,null,15290400,null,39878,null,4132831,null,56167,null,2082454,null,32216,null,2050377,null,32155,null,1105609,null,29577,null,585935,null,17452,null,519674,null,16240,null,545921,null,19739,null,282171,null,11826,null,263750,null,10872,null,0400000US06,California,06
4897522,null,14195,null,2459546,null,10005,null,2437976,null,8575,null,4021843,null,24365,null,2004260,null,14374,null,2017583,null,13671,null,490568,null,19036,null,251670,null,11347,null,238898,null,10556,null,230482,null,13080,null,122837,null,7867,null,107645,null,7331,null,154629,null,9026,null,80779,null,5223,null,73850,null,4946,null,0400000US08,Colorado,08
3473078,null,9895,null,1692058,null,5727,null,1781020,null,6003,null,3071985,null,13624,null,1495877,null,8541,null,1576108,null,7872,null,246946,null,11384,null,117347,null,6822,null,129599,null,6451,null,61286,null,5594,null,33420,null,3030,null,27866,null,3565,null,92861,null,6622,null,45414,null,3827,null,47447,null,4483,null,0400000US09,Connecticut,09
862698,null,6901,null,417291,null,4437,null,445407,null,4184,null,745654,null,9352,null,358333,null,5764,null,387321,null,5254,null,80610,null,8039,null,41285,null,4284,null,39325,null,4773,null,7299,null,1712,null,3951,null,1015,null,3348,null,1030,null,29135,null,3777,null,13722,null,1947,null,15413,null,2716,null,0400000US10,Delaware,10
598799,null,7204,null,280428,null,4781,null,318371,null,4149,null,498478,null,7400,null,231641,null,4612,null,266837,null,4205,null,47156,null,5403,null,22318,null,3279,null,24838,null,3131,null,0,null,271,null,0,null,271,null,0,null,271,null,53165,null,5262,null,26469,null,3550,null,26696,null,2956,null,0400000US11,District of Columbia,11
18165868,null,28447,null,8924952,null,16232,null,9240916,null,18629,null,15272123,null,47750,null,7447572,null,28881,null,7824551,null,27584,null,1874708,null,38262,null,926718,null,21498,null,947990,null,20943,null,579372,null,23433,null,317016,null,14471,null,262356,null,13391,null,439665,null,18025,null,233646,null,9650,null,206019,null,10954,null,0400000US12,Florida,12
