B06004D_001E,B06004D_001EA,B06004D_001M,B06004D_001MA,B06004D_002E,B06004D_002EA,B06004D_002M,B06004D_002MA,B06004D_003E,B06004D_003EA,B06004D_003M,B06004D_003MA,B06004D_004E,B06004D_004EA,B06004D_004M,B06004D_004MA,B06004D_005E,B06004D_005EA,B06004D_005M,B06004D_005MA,GEO_ID,NAME,state
51410,null,2190,null,7877,null,1661,null,7906,null,1607,null,807,null,383,null,34820,null,1910,null,0400000US01,Alabama,01
33636,null,1807,null,2593,null,768,null,5807,null,1318,null,993,null,484,null,24243,null,1683,null,0400000US02,Alaska,02
167881,null,3725,null,25910,null,2611,null,30458,null,3230,null,3179,null,1031,null,108334,null,3152,null,0400000US04,Arizona,04
32202,null,2525,null,4728,null,1170,null,5086,null,1581,null,590,null,473,null,21798,null,2580,null,0400000US05,Arkansas,05
4618747,null,13431,null,1330070,null,17811,null,222491,null,7910,null,80633,null,6071,null,2985553,null,18112,null,0400000US06,California,06
130216,null,3502,null,24832,null,2651,null,16847,null,1760,null,3078,null,1109,null,85459,null,3623,null,0400000US08,Colorado,08
124037,null,2221,null,18316,null,1821,null,15155,null,2151,null,1663,null,740,null,88903,null,2292,null,0400000US09,Connecticut,09
27132,null,956,null,2202,null,754,null,4096,null,1464,null,896,null,535,null,19938,null,1356,null,0400000US10,Delaware,10
17268,null,980,null,2018,null,972,null,4716,null,1013,null,191,null,179,null,10343,null,1022,null,0400000US11,District of Columbia,11
442687,null,6207,null,68733,null,4852,null,52476,null,4894,null,9001,null,2158,null,312477,null,6176,null,0400000US12,Florida,12
291741,null,4651,null,44446,null,3437,null,32268,null,3030,null,6965,null,1763,null,208062,null,4945,null,0400000US13,Georgia,13
480137,null,10327,null,277836,null,7319,null,18740,null,2119,null,12199,null,1826,null,171362,null,8583,null,0400000US15,Hawaii,15
17263,null,1442,null,2996,null,961,null,2237,null,696,null,452,null,400,null,11578,null,1414,null,0400000US16,Idaho,16
565429,null,4712,null,141428,null,5080,null,32118,null,2991,null,7693,null,1377,null,384190,null,5804,null,0400000US17,Illinois,17
90593,null,2842,null,12490,null,1689,null,10861,null,1644,null,1952,null,789,null,65290,null,2676,null,0400000US18,Indiana,18
45771,null,2202,null,6238,null,1295,null,3746,null,997,null,559,null,345,null,35228,null,2230,null,0400000US19,Iowa,19
61630,null,1797,null,11676,null,1462,null,7567,null,1239,null,541,null,411,null,41846,null,1758,null,0400000US20,Kansas,20
42155,null,1890,null,5307,null,1417,null,3033,null,875,null,556,null,329,null,33259,null,2183,null,0400000US21,Kentucky,21
66977,null,2472,null,15444,null,2018,null,7755,null,1533,null,997,null,523,null,42781,null,2103,null,0400000US22,Louisiana,22
12270,null,1042,null,2522,null,857,null,1329,null,531,null,321,null,281,null,8098,null,817,null,0400000US23,Maine,23
290108,null,3691,null,48622,null,3187,null,30743,null,2450,null,4382,null,938,null,206361,null,4097,null,0400000US24,Maryland,24
328684,null,3749,null,70138,null,4035,null,28114,null,2814,null,3557,null,1040,null,226875,null,3857,null,0400000US25,Massachusetts,25
241867,null,3794,null,48305,null,3136,null,15747,null,2086,null,3733,null,912,null,174082,null,3428,null,0400000US26,Michigan,26
196043,null,2790,null,53014,null,3810,null,17886,null,2458,null,1784,null,643,null,123359,null,3362,null,0400000US27,Minnesota,27
23046,null,2602,null,4094,null,1300,null,2272,null,878,null,576,null,391,null,16104,null,2068,null,0400000US28,Mississippi,28
