B27014_001E,B27014_001EA,B27014_001M,B27014_001MA,B27014_002E,B27014_002EA,B27014_002M,B27014_002MA,B27014_003E,B27014_003EA,B27014_003M,B27014_003MA,B27014_004E,B27014_004EA,B27014_004M,B27014_004MA,B27014_005E,B27014_005EA,B27014_005M,B27014_005MA,B27014_006E,B27014_006EA,B27014_006M,B27014_006MA,B27014_007E,B27014_007EA,B27014_007M,B27014_007MA,B27014_008E,B27014_008EA,B27014_008M,B27014_008MA,B27014_009E,B27014_009EA,B27014_009M,B27014_009MA,B27014_010E,B27014_010EA,B27014_010M,B27014_010MA,B27014_011E,B27014_011EA,B27014_011M,B27014_011MA,B27014_012E,B27014_012EA,B27014_012M,B27014_012MA,B27014_013E,B27014_013EA,B27014_013M,B27014_013MA,B27014_014E,B27014_014EA,B27014_014M,B27014_014MA,B27014_015E,B27014_015EA,B27014_015M,B27014_015MA,B27014_016E,B27014_016EA,B27014_016M,B27014_016MA,B27014_017E,B27014_017EA,B27014_017M,B27014_017MA,B27014_018E,B27014_018EA,B27014_018M,B27014_018MA,B27014_019E,B27014_019EA,B27014_019M,B27014_019MA,B27014_020E,B27014_020EA,B27014_020M,B27014_020MA,B27014_021E,B27014_021EA,B27014_021M,B27014_021MA,B27014_022E,B27014_022EA,B27014_022M,B27014_022MA,B27014_023E,B27014_023EA,B27014_023M,B27014_023MA,B27014_024E,B27014_024EA,B27014_024M,B27014_024MA,B27014_025E,B27014_025EA,B27014_025M,B27014_025MA,B27014_026E,B27014_026EA,B27014_026M,B27014_026MA,B27014_027E,B27014_027EA,B27014_027M,B27014_027MA,B27014_028E,B27014_028EA,B27014_028M,B27014_028MA,B27014_029E,B27014_029EA,B27014_029M,B27014_029MA,B27014_030E,B27014_030EA,B27014_030M,B27014_030MA,B27014_031E,B27014_031EA,B27014_031M,B27014_031MA,B27014_032E,B27014_032EA,B27014_032M,B27014_032MA,B27014_033E,B27014_033EA,B27014_033M,B27014_033MA,B27014_034E,B27014_034EA,B27014_034M,B27014_034MA,B27014_035E,B27014_035EA,B27014_035M,B27014_035MA,B27014_036E,B27014_036EA,B27014_036M,B27014_036MA,B27014_037E,B27014_037EA,B27014_037M,B27014_037MA,B27014_038E,B27014_038EA,B27014_038M,B27014_038MA,B27014_039E,B27014_039EA,B27014_039M,B27014_039MA,B27014_040E,B27014_040EA,B27014_040M,B27014_040MA,B27014_041E,B27014_041EA,B27014_041M,B27014_041MA,B27014_042E,B27014_042EA,B27014_042M,B27014_042MA,B27014_043E,B27014_043EA,B27014_043M,B27014_043MA,B27014_044E,B27014_044EA,B27014_044M,B27014_044MA,B27014_045E,B27014_045EA,B27014_045M,B27014_045MA,B27014_046E,B27014_046EA,B27014_046M,B27014_046MA,GEO_ID,NAME,state
3491801,null,2890,null,1421526,null,13634,null,798417,null,10437,null,772244,null,10687,null,35679,null,2860,null,736565,null,10869,null,26173,null,2184,null,23485,null,2028,null,2688,null,868,null,623109,null,10408,null,605732,null,10408,null,21166,null,2421,null,584566,null,10622,null,17377,null,1854,null,16115,null,1810,null,1262,null,475,null,835732,null,13707,null,374646,null,8583,null,340801,null,8620,null,30291,null,3134,null,310510,null,8447,null,33845,null,1897,null,33491,null,1911,null,354,null,210,null,461086,null,9163,null,430475,null,8919,null,48855,null,3799,null,381620,null,9373,null,30611,null,1989,null,29980,null,1928,null,631,null,305,null,1234543,null,12567,null,469535,null,8037,null,265949,null,8069,null,124919,null,5899,null,141030,null,6302,null,203586,null,3471,null,201603,null,3469,null,1983,null,640,null,765008,null,10339,null,452515,null,10212,null,161225,null,5676,null,291290,null,7925,null,312493,null,3306,null,308991,null,3372,null,3502,null,919,null,0400000US01,Alabama,01
494820,null,2691,null,204489,null,5787,null,114573,null,3633,null,111620,null,3660,null,9171,null,1501,null,102449,null,3339,null,2953,null,709,null,2578,null,597,null,375,null,289,null,89916,null,3845,null,87522,null,3741,null,3226,null,856,null,84296,null,3887,null,2394,null,702,null,1990,null,612,null,404,null,335,null,182201,null,5650,null,91985,null,3947,null,87418,null,3870,null,8736,null,1782,null,78682,null,3616,null,4567,null,704,null,4133,null,715,null,434,null,346,null,90216,null,4118,null,85223,null,4147,null,8040,null,1650,null,77183,null,4006,null,4993,null,929,null,4825,null,914,null,168,null,152,null,108130,null,4217,null,43900,null,2860,null,27133,null,2809,null,9529,null,1843,null,17604,null,2348,null,16767,null,1160,null,16603,null,1184,null,164,null,162,null,64230,null,2998,null,44811,null,2707,null,12518,null,1643,null,32293,null,2772,null,19419,null,1248,null,19193,null,1247,null,226,null,154,null,0400000US02,Alaska,02
4771717,null,2419,null,1953715,null,17592,null,1126709,null,13959,null,1095339,null,13695,null,75447,null,5030,null,1019892,null,13883,null,31370,null,3199,null,27181,null,2921,null,4189,null,1248,null,827006,null,12094,null,806917,null,11374,null,51367,null,4553,null,755550,null,11224,null,20089,null,2199,null,17102,null,2017,null,2987,null,886,null,1204708,null,18519,null,583900,null,14663,null,531662,null,14185,null,100117,null,5735,null,431545,null,12731,null,52238,null,3250,null,50019,null,3104,null,2219,null,717,null,620808,null,12055,null,580962,null,12038,null,102584,null,5364,null,478378,null,11130,null,39846,null,2750,null,38363,null,2699,null,1483,null,574,null,1613294,null,18893,null,636966,null,12814,null,333941,null,12063,null,140790,null,7435,null,193151,null,9305,null,303025,null,4608,null,295872,null,4534,null,7153,null,1564,null,976328,null,13091,null,568820,null,12887,null,199897,null,9055,null,368923,null,10461,null,407508,null,3364,null,396891,null,3735,null,10617,null,2007,null,0400000US04,Arizona,04
2126707,null,2256,null,882790,null,14566,null,490710,null,8031,null,475539,null,7802,null,30653,null,2966,null,444886,null,8058,null,15171,null,1740,null,13414,null,1544,null,1757,null,705,null,392080,null,9487,null,382654,null,9386,null,16217,null,1671,null,366437,null,9838,null,9426,null,1305,null,8872,null,1268,null,554,null,271,null,513793,null,10924,null,237644,null,6095,null,217032,null,6012,null,26859,null,2806,null,190173,null,5803,null,20612,null,1693,null,20275,null,1666,null,337,null,264,null,276149,null,7378,null,255721,null,7077,null,31925,null,3333,null,223796,null,6588,null,20428,null,1798,null,20097,null,1777,null,331,null,266,null,730124,null,11422,null,286239,null,6119,null,152030,null,5831,null,82473,null,4652,null,69557,null,3982,null,134209,null,2315,null,133319,null,2276,null,890,null,404,null,443885,null,7486,null,251906,null,7195,null,94785,null,5359,null,157121,null,6137,null,191979,null,3447,null,190082,null,3370,null,1897,null,634,null,0400000US05,Arkansas,05
26954252,null,6400,null,11062151,null,44495,null,6493369,null,31290,null,6304210,null,30011,null,288220,null,9418,null,6015990,null,27700,null,189159,null,5701,null,149054,null,4880,null,40105,null,2975,null,4568782,null,27954,null,4449788,null,27025,null,195082,null,7437,null,4254706,null,26755,null,118994,null,5755,null,88967,null,4842,null,30027,null,3111,null,7468639,null,37374,null,3554900,null,26439,null,3323878,null,26606,null,365544,null,11839,null,2958334,null,26589,null,231022,null,6476,null,216002,null,6043,null,15020,null,2404,null,3913739,null,26419,null,3705287,null,26498,null,483785,null,11055,null,3221502,null,25983,null,208452,null,5508,null,195401,null,5643,null,13051,null,2017,null,8423462,null,34394,null,3190260,null,23884,null,1870503,null,22631,null,644326,null,15460,null,1226177,null,21488,null,1319757,null,7025,null,1276378,null,7766,null,43379,null,3752,null,5233202,null,28416,null,3276170,null,27756,null,921493,null,16317,null,2354677,null,25112,null,1957032,null,8958,null,1888336,null,9817,null,68696,null,4329,null,0400000US06,California,06
3704931,null,3378,null,1695384,null,15317,null,986503,null,11603,null,962319,null,11509,null,37702,null,2978,null,924617,null,11193,null,24184,null,1895,null,21043,null,1761,null,3141,null,917,null,708881,null,10268,null,693742,null,10228,null,22374,null,2424,null,671368,null,10087,null,15139,null,1587,null,12608,null,1407,null,2531,null,734,null,1080383,null,14419,null,499590,null,11086,null,459477,null,10726,null,41173,null,3793,null,418304,null,11145,null,40113,null,2252,null,38703,null,2288,null,1410,null,546,null,580793,null,9063,null,548576,null,8931,null,51710,null,4015,null,496866,null,9044,null,32217,null,2258,null,31454,null,2226,null,763,null,428,null,929164,null,12141,null,345046,null,7897,null,181075,null,7558,null,62411,null,3632,null,118664,null,5954,null,163971,null,2784,null,160593,null,2756,null,3378,null,1010,null,584118,null,8402,null,343100,null,7924,null,77913,null,4301,null,265187,null,7733,null,241018,null,2874,null,234838,null,2926,null,6180,null,1426,null,0400000US08,Colorado,08
2650057,null,1440,null,1177624,null,12077,null,672549,null,7985,null,648545,null,7603,null,25663,null,2623,null,622882,null,8314,null,24004,null,2104,null,20586,null,2006,null,3418,null,850,null,505075,null,9078,null,489268,null,8960,null,22852,null,2254,null,466416,null,9287,null,15807,null,1481,null,12491,null,1438,null,3316,null,906,null,761894,null,11447,null,325753,null,7927,null,289535,null,7563,null,33194,null,3168,null,256341,null,7743,null,36218,null,2599,null,34745,null,2603,null,1473,null,563,null,436141,null,8485,null,401646,null,8031,null,58427,null,3729,null,343219,null,7260,null,34495,null,2048,null,33200,null,2039,null,1295,null,509,null,710539,null,9252,null,268198,null,5849,null,133906,null,4918,null,53185,null,3832,null,80721,null,4650,null,134292,null,2872,null,131809,null,3049,null,2483,null,793,null,442341,null,6804,null,227166,null,6336,null,69506,null,3863,null,157660,null,4959,null,215175,null,2297,null,210801,null,2503,null,4374,null,1135,null,0400000US09,Connecticut,09
662719,null,1087,null,292493,null,6661,null,160855,null,4599,null,155913,null,4571,null,8065,null,1554,null,147848,null,4651,null,4942,null,937,null,4186,null,835,null,756,null,393,null,131638,null,4253,null,128055,null,4278,null,7875,null,1759,null,120180,null,4403,null,3583,null,629,null,2960,null,595,null,623,null,316,null,170410,null,5415,null,73490,null,3588,null,65076,null,3337,null,10316,null,1899,null,54760,null,3112,null,8414,null,1236,null,8366,null,1223,null,48,null,78,null,96920,null,4317,null,88410,null,3974,null,17532,null,2318,null,70878,null,3383,null,8510,null,1236,null,8445,null,1234,null,65,null,105,null,199816,null,5815,null,78266,null,3682,null,38540,null,3431,null,16533,null,2214,null,22007,null,2615,null,39726,null,1566,null,39110,null,1586,null,616,null,446,null,121550,null,4107,null,65398,null,3762,null,24840,null,2525,null,40558,null,3353,null,56152,null,1564,null,55610,null,1612,null,542,null,290,null,0400000US10,Delaware,10
475698,null,861,null,221239,null,5539,null,110122,null,3523,null,105453,null,3310,null,7144,null,1607,null,98309,null,3369,null,4669,null,1009,null,3630,null,882,null,1039,null,586,null,111117,null,4220,null,107024,null,4198,null,9798,null,1715,null,97226,null,4099,null,4093,null,878,null,3216,null,809,null,877,null,424,null,109765,null,5675,null,49587,null,3804,null,45541,null,3761,null,9950,null,2370,null,35591,null,2681,null,4046,null,920,null,3737,null,894,null,309,null,291,null,60178,null,4183,null,55280,null,3973,null,17054,null,2476,null,38226,null,3216,null,4898,null,907,null,4645,null,922,null,253,null,206,null,144694,null,5045,null,58921,null,3306,null,41052,null,3179,null,19981,null,2669,null,21071,null,2213,null,17869,null,1385,null,16948,null,1356,null,921,null,465,null,85773,null,3843,null,55584,null,3549,null,27714,null,2547,null,27870,null,2883,null,30189,null,1561,null,28332,null,1616,null,1857,null,647,null,0400000US11,District of Columbia,11
14142123,null,4762,null,5625050,null,36098,null,3107131,null,23469,null,2989653,null,22357,null,132153,null,6272,null,2857500,null,21940,null,117478,null,4543,null,100782,null,4168,null,16696,null,2197,null,2517919,null,22070,null,2444731,null,21636,null,86513,null,4876,null,2358218,null,21579,null,73188,null,3975,null,60471,null,3486,null,12717,null,1876,null,3404884,null,30499,null,1613255,null,21438,null,1442077,null,20794,null,142658,null,6774,null,1299419,null,19647,null,171178,null,5897,null,165094,null,5864,null,6084,null,1308,null,1791629,null,19707,null,1640576,null,19816,null,172767,null,8072,null,1467809,null,17665,null,151053,null,4933,null,145832,null,4782,null,5221,null,1074,null,5112189,null,30167,null,2063457,null,18394,null,973061,null,16149,null,340771,null,10290,null,632290,null,15053,null,1090396,null,7838,null,1067282,null,7986,null,23114,null,2766,null,3048732,null,23057,null,1533620,null,21175,null,414264,null,11976,null,1119356,null,18253,null,1515112,null,8784,null,1479542,null,8807,null,35570,null,3511,null,0400000US12,Florida,12
