B27014_001E,B27014_001EA,B27014_001M,B27014_001MA,B27014_002E,B27014_002EA,B27014_002M,B27014_002MA,B27014_003E,B27014_003EA,B27014_003M,B27014_003MA,B27014_004E,B27014_004EA,B27014_004M,B27014_004MA,B27014_005E,B27014_005EA,B27014_005M,B27014_005MA,B27014_006E,B27014_006EA,B27014_006M,B27014_006MA,B27014_007E,B27014_007EA,B27014_007M,B27014_007MA,B27014_008E,B27014_008EA,B27014_008M,B27014_008MA,B27014_009E,B27014_009EA,B27014_009M,B27014_009MA,B27014_010E,B27014_010EA,B27014_010M,B27014_010MA,B27014_011E,B27014_011EA,B27014_011M,B27014_011MA,B27014_012E,B27014_012EA,B27014_012M,B27014_012MA,B27014_013E,B27014_013EA,B27014_013M,B27014_013MA,B27014_014E,B27014_014EA,B27014_014M,B27014_014MA,B27014_015E,B27014_015EA,B27014_015M,B27014_015MA,B27014_016E,B27014_016EA,B27014_016M,B27014_016MA,B27014_017E,B27014_017EA,B27014_017M,B27014_017MA,B27014_018E,B27014_018EA,B27014_018M,B27014_018MA,B27014_019E,B27014_019EA,B27014_019M,B27014_019MA,B27014_020E,B27014_020EA,B27014_020M,B27014_020MA,B27014_021E,B27014_021EA,B27014_021M,B27014_021MA,B27014_022E,B27014_022EA,B27014_022M,B27014_022MA,B27014_023E,B27014_023EA,B27014_023M,B27014_023MA,B27014_024E,B27014_024EA,B27014_024M,B27014_024MA,B27014_025E,B27014_025EA,B27014_025M,B27014_025MA,B27014_026E,B27014_026EA,B27014_026M,B27014_026MA,B27014_027E,B27014_027EA,B27014_027M,B27014_027MA,B27014_028E,B27014_028EA,B27014_028M,B27014_028MA,B27014_029E,B27014_029EA,B27014_029M,B27014_029MA,B27014_030E,B27014_030EA,B27014_030M,B27014_030MA,B27014_031E,B27014_031EA,B27014_031M,B27014_031MA,B27014_032E,B27014_032EA,B27014_032M,B27014_032MA,B27014_033E,B27014_033EA,B27014_033M,B27014_033MA,B27014_034E,B27014_034EA,B27014_034M,B27014_034MA,B27014_035E,B27014_035EA,B27014_035M,B27014_035MA,B27014_036E,B27014_036EA,B27014_036M,B27014_036MA,B27014_037E,B27014_037EA,B27014_037M,B27014_037MA,B27014_038E,B27014_038EA,B27014_038M,B27014_038MA,B27014_039E,B27014_039EA,B27014_039M,B27014_039MA,B27014_040E,B27014_040EA,B27014_040M,B27014_040MA,B27014_041E,B27014_041EA,B27014_041M,B27014_041MA,B27014_042E,B27014_042EA,B27014_042M,B27014_042MA,B27014_043E,B27014_043EA,B27014_043M,B27014_043MA,B27014_044E,B27014_044EA,B27014_044M,B27014_044MA,B27014_045E,B27014_045EA,B27014_045M,B27014_045MA,B27014_046E,B27014_046EA,B27014_046M,B27014_046MA,GEO_ID,NAME,state
7018588,null,7707,null,3098904,null,23619,null,1708313,null,19343,null,1662765,null,18939,null,67618,null,4553,null,1595147,null,18681,null,45548,null,2663,null,38913,null,2523,null,6635,null,1432,null,1390591,null,14730,null,1363471,null,14809,null,42736,null,2995,null,1320735,null,14319,null,27120,null,2736,null,23119,null,2406,null,4001,null,1004,null,1733384,null,23083,null,787218,null,16159,null,730062,null,15882,null,55309,null,3710,null,674753,null,15436,null,57156,null,3143,null,54792,null,3108,null,2364,null,918,null,946166,null,16491,null,893900,null,15874,null,84505,null,6135,null,809395,null,15431,null,52266,null,3630,null,50481,null,3485,null,1785,null,776,null,2186300,null,23932,null,830807,null,15779,null,523101,null,15078,null,173399,null,7503,null,349702,null,13404,null,307706,null,4711,null,304686,null,4871,null,3020,null,856,null,1355493,null,15953,null,870212,null,15103,null,227662,null,8776,null,642550,null,12256,null,485281,null,5136,null,474058,null,5398,null,11223,null,1688,null,0400000US13,Georgia,13
943605,null,4924,null,426296,null,7678,null,233683,null,5742,null,224114,null,5695,null,14809,null,2383,null,209305,null,6085,null,9569,null,1216,null,7435,null,1044,null,2134,null,709,null,192613,null,5240,null,184017,null,5137,null,8245,null,1476,null,175772,null,5379,null,8596,null,1470,null,6665,null,1194,null,1931,null,785,null,237241,null,7023,null,113511,null,4851,null,103189,null,4579,null,13306,null,1905,null,89883,null,4877,null,10322,null,1429,null,9780,null,1352,null,542,null,322,null,123730,null,4795,null,113708,null,4664,null,16110,null,2086,null,97598,null,4561,null,10022,null,1080,null,9502,null,1066,null,520,null,264,null,280068,null,6172,null,109521,null,3593,null,51219,null,3085,null,18992,null,1993,null,32227,null,2628,null,58302,null,2155,null,57149,null,2192,null,1153,null,387,null,170547,null,4613,null,86743,null,4072,null,25975,null,2861,null,60768,null,4039,null,83804,null,2106,null,81722,null,2201,null,2082,null,745,null,0400000US15,Hawaii,15
1102391,null,1883,null,439281,null,8188,null,257353,null,5581,null,251339,null,5600,null,13199,null,1796,null,238140,null,5488,null,6014,null,1060,null,5386,null,1065,null,628,null,368,null,181928,null,4639,null,178048,null,4784,null,4553,null,947,null,173495,null,4892,null,3880,null,810,null,3249,null,756,null,631,null,325,null,346166,null,7804,null,164160,null,5962,null,150712,null,6114,null,15219,null,2096,null,135493,null,5787,null,13448,null,1300,null,12991,null,1249,null,457,null,330,null,182006,null,4405,null,172338,null,4287,null,12830,null,1704,null,159508,null,4404,null,9668,null,1297,null,9534,null,1286,null,134,null,132,null,316944,null,6257,null,122298,null,3940,null,59208,null,3488,null,24426,null,2031,null,34782,null,3240,null,63090,null,1763,null,62453,null,1721,null,637,null,382,null,194646,null,4840,null,112339,null,4681,null,27988,null,3200,null,84351,null,3800,null,82307,null,1987,null,81038,null,2002,null,1269,null,749,null,0400000US16,Idaho,16
9551317,null,3602,null,4146553,null,24567,null,2353671,null,18447,null,2286635,null,17410,null,94698,null,4690,null,2191937,null,17447,null,67036,null,3430,null,54999,null,2858,null,12037,null,1794,null,1792882,null,14837,null,1748891,null,14504,null,94942,null,5270,null,1653949,null,14158,null,43991,null,2677,null,36181,null,2531,null,7810,null,1445,null,2619997,null,21618,null,1202667,null,15043,null,1101859,null,15197,null,106725,null,5227,null,995134,null,13492,null,100808,null,3737,null,96224,null,3662,null,4584,null,1135,null,1417330,null,14718,null,1321692,null,14785,null,189711,null,6851,null,1131981,null,13981,null,95638,null,3727,null,91504,null,3778,null,4134,null,917,null,2784767,null,18866,null,1067585,null,15677,null,597285,null,14710,null,195775,null,7343,null,401510,null,13446,null,470300,null,4855,null,461088,null,4832,null,9212,null,1589,null,1717182,null,11315,null,977609,null,10739,null,289917,null,8019,null,687692,null,10565,null,739573,null,4938,null,721186,null,5264,null,18387,null,2354,null,0400000US17,Illinois,17
4733490,null,2889,null,1977094,null,15700,null,1136830,null,11497,null,1106107,null,11080,null,42485,null,3031,null,1063622,null,11115,null,30723,null,2020,null,26876,null,1875,null,3847,null,856,null,840264,null,11003,null,818404,null,10692,null,26947,null,2454,null,791457,null,10680,null,21860,null,2092,null,18878,null,1861,null,2982,null,661,null,1374640,null,14140,null,624372,null,9853,null,568770,null,9538,null,55283,null,3799,null,513487,null,9164,null,55602,null,2917,null,54447,null,2857,null,1155,null,413,null,750268,null,9809,null,698584,null,9297,null,76206,null,4657,null,622378,null,8877,null,51684,null,3241,null,49839,null,3155,null,1845,null,679,null,1381756,null,16035,null,530097,null,9536,null,283672,null,8819,null,107877,null,5123,null,175795,null,7392,null,246425,null,3088,null,245177,null,3117,null,1248,null,531,null,851659,null,11745,null,473742,null,10957,null,147465,null,6877,null,326277,null,9056,null,377917,null,4270,null,373370,null,4371,null,4547,null,1049,null,0400000US18,Indiana,18
2249849,null,2213,null,1069996,null,9692,null,608436,null,7435,null,591335,null,7203,null,27078,null,2301,null,564257,null,7324,null,17101,null,1507,null,15603,null,1335,null,1498,null,554,null,461560,null,6724,null,452535,null,6718,null,19594,null,2290,null,432941,null,6484,null,9025,null,1079,null,8345,null,1035,null,680,null,335,null,630566,null,8636,null,274482,null,6102,null,241035,null,5578,null,31779,null,2335,null,209256,null,5691,null,33447,null,1968,null,33282,null,1960,null,165,null,124,null,356084,null,6191,null,321836,null,5974,null,43930,null,3530,null,277906,null,6282,null,34248,null,2000,null,33987,null,1996,null,261,null,227,null,549287,null,7595,null,215570,null,4952,null,88153,null,4512,null,41435,null,2653,null,46718,null,4082,null,127417,null,2718,null,126925,null,2777,null,492,null,310,null,333717,null,5375,null,140352,null,5178,null,47784,null,3371,null,92568,null,4241,null,193365,null,2700,null,192413,null,2668,null,952,null,352,null,0400000US19,Iowa,19
2056033,null,3341,null,970382,null,9602,null,558325,null,6554,null,539722,null,6627,null,20189,null,2110,null,519533,null,7201,null,18603,null,1658,null,16860,null,1556,null,1743,null,484,null,412057,null,7258,null,402114,null,7003,null,10650,null,1619,null,391464,null,7027,null,9943,null,1065,null,8595,null,1010,null,1348,null,512,null,561929,null,9870,null,247243,null,6780,null,222615,null,6674,null,20828,null,2739,null,201787,null,6053,null,24628,null,1575,null,23845,null,1453,null,783,null,507,null,314686,null,6652,null,290049,null,6558,null,25013,null,2356,null,265036,null,6479,null,24637,null,1814,null,24235,null,1794,null,402,null,241,null,523722,null,8210,null,197434,null,4446,null,92339,null,4035,null,39023,null,2647,null,53316,null,3571,null,105095,null,2182,null,104478,null,2272,null,617,null,324,null,326288,null,6238,null,167154,null,5764,null,46358,null,3715,null,120796,null,4602,null,159134,null,2537,null,157636,null,2394,null,1498,null,698,null,0400000US20,Kansas,20
3210358,null,3448,null,1282537,null,14624,null,721179,null,10878,null,698551,null,10418,null,33573,null,3300,null,664978,null,10547,null,22628,null,2017,null,19900,null,1953,null,2728,null,828,null,561358,null,8670,null,548475,null,8221,null,16706,null,2348,null,531769,null,8293,null,12883,null,1551,null,11684,null,1543,null,1199,null,391,null,812742,null,12003,null,371761,null,8853,null,339980,null,8509,null,33856,null,2869,null,306124,null,8470,null,31781,null,2107,null,31205,null,2062,null,576,null,297,null,440981,null,8048,null,411498,null,7581,null,46559,null,3990,null,364939,null,7695,null,29483,null,2142,null,28641,null,2058,null,842,null,535,null,1115079,null,15101,null,441897,null,9632,null,263183,null,9195,null,137406,null,5821,null,125777,null,7412,null,178714,null,3213,null,176766,null,3344,null,1948,null,863,null,673182,null,9766,null,404535,null,8961,null,156225,null,5803,null,248310,null,7088,null,268647,null,2848,null,265634,null,2890,null,3013,null,790,null,0400000US21,Kentucky,21
3271126,null,2727,null,1442024,null,15957,null,793271,null,11576,null,766101,null,11169,null,37564,null,2907,null,728537,null,10441,null,27170,null,2474,null,23947,null,2022,null,3223,null,945,null,648753,null,10583,null,630692,null,10227,null,28681,null,2598,null,602011,null,10193,null,18061,null,2065,null,15525,null,1795,null,2536,null,958,null,777650,null,13293,null,354382,null,10299,null,326648,null,9809,null,34255,null,3556,null,292393,null,8801,null,27734,null,2193,null,27042,null,2192,null,692,null,346,null,423268,null,9665,null,395906,null,9417,null,49550,null,3847,null,346356,null,9173,null,27362,null,2027,null,26266,null,1922,null,1096,null,479,null,1051452,null,13845,null,393177,null,9156,null,225432,null,7927,null,100520,null,5282,null,124912,null,5495,null,167745,null,3542,null,164602,null,3541,null,3143,null,889,null,658275,null,9710,null,399736,null,8976,null,132817,null,6142,null,266919,null,7371,null,258539,null,2984,null,254123,null,2990,null,4416,null,936,null,0400000US22,Louisiana,22
1030464,null,1863,null,423528,null,8875,null,236481,null,5523,null,227991,null,5426,null,18105,null,2125,null,209886,null,5485,null,8490,null,1053,null,7775,null,1058,null,715,null,306,null,187047,null,5619,null,182127,null,5510,null,14563,null,1774,null,167564,null,5199,null,4920,null,805,null,3447,null,578,null,1473,null,589,null,302689,null,7465,null,133865,null,4382,null,119627,null,3956,null,25281,null,2360,null,94346,null,3568,null,14238,null,1045,null,14056,null,1042,null,182,null,132,null,168824,null,4731,null,157012,null,4663,null,32663,null,3004,null,124349,null,4183,null,11812,null,1097,null,11726,null,1081,null,86,null,76,null,304247,null,5996,null,124511,null,3882,null,60817,null,3535,null,39429,null,2961,null,21388,null,1987,null,63694,null,1420,null,62844,null,1490,null,850,null,437,null,179736,null,3818,null,86245,null,3558,null,41593,null,2376,null,44652,null,2547,null,93491,null,1724,null,92156,null,1801,null,1335,null,451,null,0400000US23,Maine,23
4241729,null,3507,null,2081858,null,14594,null,1128474,null,10830,null,1087675,null,10189,null,41212,null,3381,null,1046463,null,10179,null,40799,null,2779,null,33786,null,2422,null,7013,null,1410,null,953384,null,11060,null,928161,null,11094,null,31019,null,3446,null,897142,null,10823,null,25223,null,2066,null,19716,null,1923,null,5507,null,1052,null,1057503,null,15914,null,456182,null,9489,null,408416,null,8807,null,34440,null,3752,null,373976,null,8951,null,47766,null,2532,null,45325,null,2441,null,2441,null,697,null,601321,null,11871,null,555473,null,11781,null,60746,null,4517,null,494727,null,10376,null,45848,null,2191,null,43541,null,2120,null,2307,null,581,null,1102368,null,15160,null,416409,null,8823,null,222634,null,7571,null,78711,null,5177,null,143923,null,6387,null,193775,null,3432,null,188797,null,3434,null,4978,null,917,null,685959,null,10781,null,371980,null,9845,null,102647,null,5595,null,269333,null,9502,null,313979,null,3917,null,304666,null,3900,null,9313,null,1754,null,0400000US24,Maryland,24
5065210,null,1522,null,2210075,null,14090,null,1256820,null,11578,null,1215641,null,11607,null,77154,null,4926,null,1138487,null,12508,null,41179,null,2879,null,34836,null,2577,null,6343,null,1107,null,953255,null,11163,null,927492,null,11607,null,59952,null,3893,null,867540,null,11439,null,25763,null,2091,null,19458,null,1706,null,6305,null,1273,null,1487188,null,15965,null,631933,null,9797,null,569347,null,9253,null,120258,null,6649,null,449089,null,8653,null,62586,null,2991,null,60020,null,2856,null,2566,null,700,null,855255,null,12706,null,795153,null,12458,null,151755,null,5771,null,643398,null,11407,null,60102,null,3228,null,57804,null,3095,null,2298,null,693,null,1367947,null,14584,null,531656,null,9463,null,283179,null,9043,null,154527,null,7309,null,128652,null,7308,null,248477,null,3300,null,244181,null,3381,null,4296,null,895,null,836291,null,10768,null,432790,null,9005,null,200332,null,7592,null,232458,null,7124,null,403501,null,5346,null,395067,null,5607,null,8434,null,1430,null,0400000US25,Massachusetts,25
7492072,null,2876,null,2710493,null,19284,null,1520577,null,11531,null,1483250,null,11697,null,60400,null,3264,null,1422850,null,11522,null,37327,null,2304,null,33156,null,2042,null,4171,null,909,null,1189916,null,13545,null,1166134,null,12983,null,58750,null,3903,null,1107384,null,12933,null,23782,null,2018,null,21004,null,1946,null,2778,null,798,null,2229444,null,18649,null,1025984,null,12447,null,953506,null,11846,null,117305,null,4980,null,836201,null,12221,null,72478,null,3431,null,71002,null,3268,null,1476,null,518,null,1203460,null,13129,null,1136682,null,12899,null,172809,null,6338,null,963873,null,11264,null,66778,null,2955,null,64772,null,2867,null,2006,null,713,null,2552135,null,18357,null,1066712,null,11664,null,620870,null,10935,null,266811,null,7983,null,354059,null,8438,null,445842,null,3991,null,441883,null,3873,null,3959,null,994,null,1485423,null,13520,null,842768,null,12551,null,315769,null,9671,null,526999,null,9795,null,642655,null,3997,null,636982,null,4369,null,5673,null,1278,null,0400000US26,Michigan,26
