B19301A_001E,B19301A_001EA,B19301A_001M,B19301A_001MA,GEO_ID,NAME,state
25456,null,300,null,0400000US01,Alabama,01
34667,null,1111,null,0400000US02,Alaska,02
25665,null,286,null,0400000US04,Arizona,04
22631,null,428,null,0400000US05,Arkansas,05
31578,null,206,null,0400000US06,California,06
30891,null,361,null,0400000US08,Colorado,08
39504,null,705,null,0400000US09,Connecticut,09
31214,null,938,null,0400000US10,Delaware,10
65865,null,2779,null,0400000US11,District of Columbia,11
27239,null,197,null,0400000US12,Florida,12
28337,null,311,null,0400000US13,Georgia,13
37418,null,1396,null,0400000US15,Hawaii,15
21775,null,417,null,0400000US16,Idaho,16
31491,null,277,null,0400000US17,Illinois,17
24395,null,224,null,0400000US18,Indiana,18
26082,null,286,null,0400000US19,Iowa,19
26582,null,322,null,0400000US20,Kansas,20
22608,null,280,null,0400000US21,Kentucky,21
27680,null,367,null,0400000US22,Louisiana,22
25331,null,463,null,0400000US23,Maine,23
39834,null,412,null,0400000US24,Maryland,24
35977,null,400,null,0400000US25,Massachusetts,25
25548,null,208,null,0400000US26,Michigan,26
30543,null,233,null,0400000US27,Minnesota,27
23845,null,440,null,0400000US28,Mississippi,28
25375,null,222,null,0400000US29,Missouri,29
23615,null,456,null,0400000US30,Montana,30
26141,null,386,null,0400000US31,Nebraska,31
27426,null,464,null,0400000US32,Nevada,32
31026,null,630,null,0400000US33,New Hampshire,33
37945,null,358,null,0400000US34,New Jersey,34
24456,null,444,null,0400000US35,New Mexico,35
35575,null,268,null,0400000US36,New York,36
27140,null,270,null,0400000US37,North Carolina,37
28171,null,833,null,0400000US38,North Dakota,38
25663,null,150,null,0400000US39,Ohio,39
25021,null,344,null,0400000US40,Oklahoma,40
26541,null,336,null,0400000US41,Oregon,41
28538,null,182,null,0400000US42,Pennsylvania,42
31502,null,828,null,0400000US44,Rhode Island,44
26380,null,362,null,0400000US45,South Carolina,45
25583,null,774,null,0400000US46,South Dakota,46
24541,null,285,null,0400000US47,Tennessee,47
26394,null,166,null,0400000US48,Texas,48
23185,null,338,null,0400000US49,Utah,49
27438,null,630,null,0400000US50,Vermont,50
34862,null,337,null,0400000US51,Virginia,51
30750,null,327,null,0400000US53,Washington,53
21615,null,372,null,0400000US54,West Virginia,54
27347,null,235,null,0400000US55,Wisconsin,55
27631,null,851,null,0400000US56,Wyoming,56
10268,null,189,null,0400000US72,Puerto Rico,72
