C25116_001E,C25116_001EA,C25116_001M,C25116_001MA,C25116_002E,C25116_002EA,C25116_002M,C25116_002MA,C25116_003E,C25116_003EA,C25116_003M,C25116_003MA,C25116_004E,C25116_004EA,C25116_004M,C25116_004MA,C25116_005E,C25116_005EA,C25116_005M,C25116_005MA,C25116_006E,C25116_006EA,C25116_006M,C25116_006MA,C25116_007E,C25116_007EA,C25116_007M,C25116_007MA,C25116_008E,C25116_008EA,C25116_008M,C25116_008MA,C25116_009E,C25116_009EA,C25116_009M,C25116_009MA,C25116_010E,C25116_010EA,C25116_010M,C25116_010MA,C25116_011E,C25116_011EA,C25116_011M,C25116_011MA,C25116_012E,C25116_012EA,C25116_012M,C25116_012MA,C25116_013E,C25116_013EA,C25116_013M,C25116_013MA,C25116_014E,C25116_014EA,C25116_014M,C25116_014MA,C25116_015E,C25116_015EA,C25116_015M,C25116_015MA,GEO_ID,NAME,state
1848051,null,10312,null,1285879,null,10656,null,307125,null,6735,null,170881,null,5359,null,136244,null,4236,null,978754,null,11285,null,764614,null,10663,null,214140,null,4046,null,562172,null,10797,null,217809,null,7286,null,167552,null,6555,null,50257,null,2894,null,344363,null,8933,null,324214,null,8908,null,20149,null,2345,null,0400000US01,Alabama,01
236597,null,2353,null,154337,null,3768,null,32295,null,2156,null,23275,null,1857,null,9020,null,1131,null,122042,null,3477,null,105057,null,3450,null,16985,null,1083,null,82260,null,3476,null,27449,null,2555,null,23862,null,2410,null,3587,null,934,null,54811,null,3061,null,53185,null,3067,null,1626,null,560,null,0400000US02,Alaska,02
2276865,null,11778,null,1526790,null,12373,null,358297,null,8790,null,208327,null,6769,null,149970,null,5176,null,1168493,null,11550,null,886584,null,10388,null,281909,null,5651,null,750075,null,11978,null,255786,null,8403,null,204217,null,7991,null,51569,null,3287,null,494289,null,10932,null,467647,null,10624,null,26642,null,2381,null,0400000US04,Arizona,04
1124947,null,8066,null,742860,null,10442,null,167767,null,5882,null,86427,null,4537,null,81340,null,3241,null,575093,null,8359,null,443793,null,8323,null,131300,null,3324,null,382087,null,9861,null,140830,null,6333,null,107244,null,5991,null,33586,null,2707,null,241257,null,8228,null,227960,null,7838,null,13297,null,1585,null,0400000US05,Arkansas,05
12214891,null,20992,null,6910054,null,26866,null,1377059,null,16429,null,758338,null,12812,null,618721,null,10898,null,5532995,null,23639,null,4386138,null,22686,null,1146857,null,11296,null,5304837,null,27827,null,1601931,null,19470,null,1230389,null,18263,null,371542,null,7870,null,3702906,null,28940,null,3475723,null,27261,null,227183,null,7271,null,0400000US06,California,06
1910146,null,9468,null,1279955,null,10174,null,286876,null,7291,null,192173,null,6953,null,94703,null,3802,null,993079,null,9492,null,825163,null,9863,null,167916,null,3773,null,630191,null,8889,null,246047,null,7792,null,197407,null,7751,null,48640,null,2542,null,384144,null,9973,null,367642,null,9750,null,16502,null,1916,null,0400000US08,Colorado,08
1326329,null,5869,null,913166,null,7185,null,194988,null,6066,null,111526,null,5122,null,83462,null,2791,null,718178,null,8747,null,577411,null,7777,null,140767,null,3413,null,413163,null,7387,null,163519,null,6405,null,114192,null,6131,null,49327,null,2884,null,249644,null,7093,null,231073,null,6636,null,18571,null,1834,null,0400000US09,Connecticut,09
327252,null,4316,null,240908,null,4399,null,57367,null,3737,null,32694,null,2785,null,24673,null,2007,null,183541,null,4157,null,143541,null,3734,null,40000,null,1724,null,86344,null,3763,null,29383,null,2906,null,21058,null,2566,null,8325,null,1255,null,56961,null,3062,null,53917,null,3029,null,3044,null,749,null,0400000US10,Delaware,10
249280,null,3172,null,111618,null,3411,null,43775,null,3096,null,31164,null,2479,null,12611,null,1529,null,67843,null,3050,null,51427,null,2976,null,16416,null,1173,null,137662,null,3905,null,72408,null,3394,null,60276,null,3126,null,12132,null,1428,null,65254,null,3674,null,60432,null,3489,null,4822,null,961,null,0400000US11,District of Columbia,11
6987647,null,25717,null,4785064,null,27252,null,1216991,null,15664,null,613161,null,11663,null,603830,null,11512,null,3568073,null,23553,null,2568309,null,21184,null,999764,null,11311,null,2202583,null,21786,null,757877,null,14139,null,569576,null,14740,null,188301,null,5820,null,1444706,null,19805,null,1338304,null,19267,null,106402,null,5339,null,0400000US12,Florida,12
