B13001_001E,B13001_001EA,B13001_001M,B13001_001MA,B13001_002E,B13001_002EA,B13001_002M,B13001_002MA,B13001_003E,B13001_003EA,B13001_003M,B13001_003MA,B13001_004E,B13001_004EA,B13001_004M,B13001_004MA,B13001_005E,B13001_005EA,B13001_005M,B13001_005MA,B13001_006E,B13001_006EA,B13001_006M,B13001_006MA,B13001_007E,B13001_007EA,B13001_007M,B13001_007MA,B13001_008E,B13001_008EA,B13001_008M,B13001_008MA,B13001_009E,B13001_009EA,B13001_009M,B13001_009MA,GEO_ID,NAME,state
1159945,null,4168,null,560440,null,9184,null,3463,null,909,null,207927,null,6293,null,349050,null,6892,null,599505,null,9706,null,158523,null,4104,null,265600,null,6486,null,175382,null,6416,null,0400000US01,Alabama,01
178638,null,1725,null,87102,null,3386,null,400,null,218,null,34406,null,2378,null,52296,null,2307,null,91536,null,3314,null,27593,null,1613,null,38650,null,2638,null,25293,null,2116,null,0400000US02,Alaska,02
1569825,null,2978,null,713281,null,11720,null,4768,null,1364,null,273938,null,8112,null,434575,null,8158,null,856544,null,11652,null,210631,null,3171,null,389199,null,7680,null,256714,null,7686,null,0400000US04,Arizona,04
695530,null,3758,null,354571,null,8387,null,3895,null,1052,null,135565,null,5207,null,215111,null,5807,null,340959,null,8174,null,91648,null,4107,null,149708,null,5291,null,99603,null,4784,null,0400000US05,Arkansas,05
9307715,null,8037,null,4294915,null,28294,null,26951,null,3039,null,1478889,null,15435,null,2789075,null,19380,null,5012800,null,26862,null,1283747,null,5279,null,2357490,null,16395,null,1371563,null,18277,null,0400000US06,California,06
1258883,null,3972,null,635389,null,8751,null,4429,null,1219,null,233356,null,6431,null,397604,null,6042,null,623494,null,8517,null,155517,null,2996,null,289063,null,6561,null,178914,null,5906,null,0400000US08,Colorado,08
868452,null,3303,null,398516,null,7298,null,1220,null,577,null,107069,null,4569,null,290227,null,6132,null,469936,null,7303,null,124714,null,1722,null,207723,null,4430,null,137499,null,5745,null,0400000US09,Connecticut,09
218933,null,1534,null,95649,null,3991,null,640,null,403,null,32001,null,2434,null,63008,null,2580,null,123284,null,3909,null,29584,null,1133,null,54605,null,2533,null,39095,null,2468,null,0400000US10,Delaware,10
176238,null,1120,null,41423,null,3090,null,118,null,151,null,16167,null,1905,null,25138,null,2003,null,134815,null,3158,null,24897,null,1514,null,67951,null,2162,null,41967,null,2098,null,0400000US11,District of Columbia,11
4327036,null,7736,null,1966533,null,17506,null,9230,null,1823,null,651107,null,12420,null,1306196,null,14448,null,2360503,null,19729,null,563706,null,5864,null,1054816,null,12718,null,741981,null,14531,null,0400000US12,Florida,12
