B07404F_001E,B07404F_001EA,B07404F_001M,B07404F_001MA,B07404F_002E,B07404F_002EA,B07404F_002M,B07404F_002MA,B07404F_003E,B07404F_003EA,B07404F_003M,B07404F_003MA,B07404F_004E,B07404F_004EA,B07404F_004M,B07404F_004MA,B07404F_005E,B07404F_005EA,B07404F_005M,B07404F_005MA,GEO_ID,NAME,state
39832,null,5189,null,32121,null,5343,null,6162,null,2138,null,507,null,526,null,1042,null,724,null,0400000US01,Alabama,01
10683,null,2422,null,6677,null,1853,null,3492,null,1855,null,72,null,127,null,442,null,378,null,0400000US02,Alaska,02
404988,null,18915,null,317469,null,17129,null,66793,null,10431,null,7239,null,2615,null,13487,null,3669,null,0400000US04,Arizona,04
62106,null,5430,null,48510,null,5685,null,11687,null,3540,null,789,null,484,null,1120,null,977,null,0400000US05,Arkansas,05
4990207,null,71733,null,4144332,null,69168,null,683727,null,28868,null,124858,null,11256,null,37290,null,5802,null,0400000US06,California,06
223169,null,15348,null,179517,null,14381,null,27537,null,5332,null,11437,null,2937,null,4678,null,1465,null,0400000US08,Colorado,08
176782,null,11549,null,140053,null,10184,null,28421,null,5630,null,4817,null,1292,null,3491,null,1313,null,0400000US09,Connecticut,09
13289,null,2916,null,10623,null,2754,null,1851,null,1146,null,689,null,602,null,126,null,157,null,0400000US10,Delaware,10
17216,null,3873,null,14627,null,3753,null,555,null,432,null,0,null,271,null,2034,null,1510,null,0400000US11,District of Columbia,11
513364,null,25685,null,404207,null,23192,null,67036,null,9022,null,17755,null,3804,null,24366,null,4350,null,0400000US12,Florida,12
305543,null,17271,null,235860,null,15571,null,46946,null,7697,null,17275,null,3797,null,5462,null,1601,null,0400000US13,Georgia,13
12573,null,2769,null,7161,null,2021,null,4508,null,1973,null,100,null,129,null,804,null,495,null,0400000US15,Hawaii,15
26766,null,3544,null,24083,null,3542,null,1503,null,588,null,415,null,425,null,765,null,390,null,0400000US16,Idaho,16
826299,null,24100,null,725109,null,23895,null,80623,null,10781,null,10013,null,3740,null,10554,null,4234,null,0400000US17,Illinois,17
124928,null,8036,null,104758,null,6969,null,14183,null,3215,null,3257,null,1385,null,2730,null,1579,null,0400000US18,Indiana,18
40950,null,4515,null,34427,null,4773,null,4858,null,1950,null,1120,null,609,null,545,null,502,null,0400000US19,Iowa,19
55580,null,6828,null,47718,null,6691,null,6228,null,1966,null,869,null,601,null,765,null,606,null,0400000US20,Kansas,20
31364,null,4504,null,23099,null,4371,null,5785,null,2429,null,1495,null,776,null,985,null,490,null,0400000US21,Kentucky,21
38222,null,4282,null,32389,null,4076,null,3043,null,1342,null,1287,null,737,null,1503,null,759,null,0400000US22,Louisiana,22
4277,null,1477,null,3331,null,1328,null,210,null,199,null,45,null,76,null,691,null,596,null,0400000US23,Maine,23
169771,null,11229,null,138470,null,10046,null,22588,null,5285,null,5289,null,2145,null,3424,null,1740,null,0400000US24,Maryland,24
237780,null,13512,null,184089,null,13482,null,39944,null,7153,null,9126,null,2465,null,4621,null,1552,null,0400000US25,Massachusetts,25
114784,null,9150,null,89542,null,6941,null,20104,null,4934,null,3035,null,965,null,2103,null,898,null,0400000US26,Michigan,26
70349,null,6438,null,54926,null,6124,null,11180,null,3637,null,2687,null,1140,null,1556,null,1146,null,0400000US27,Minnesota,27
23252,null,3769,null,18588,null,3414,null,1664,null,1162,null,1109,null,865,null,1891,null,1311,null,0400000US28,Mississippi,28
58793,null,6860,null,46596,null,6229,null,5900,null,1742,null,1941,null,965,null,4356,null,2721,null,0400000US29,Missouri,29
7007,null,1916,null,4684,null,1743,null,1771,null,1098,null,516,null,407,null,36,null,59,null,0400000US30,Montana,30
46922,null,5100,null,37178,null,4964,null,7341,null,2803,null,1355,null,704,null,1048,null,730,null,0400000US31,Nebraska,31
123941,null,12227,null,94553,null,10398,null,18552,null,5453,null,630,null,475,null,10206,null,2939,null,0400000US32,Nevada,32
