C05003B_001E,C05003B_001EA,C05003B_001M,C05003B_001MA,C05003B_002E,C05003B_002EA,C05003B_002M,C05003B_002MA,C05003B_003E,C05003B_003EA,C05003B_003M,C05003B_003MA,C05003B_004E,C05003B_004EA,C05003B_004M,C05003B_004MA,C05003B_005E,C05003B_005EA,C05003B_005M,C05003B_005MA,C05003B_006E,C05003B_006EA,C05003B_006M,C05003B_006MA,C05003B_007E,C05003B_007EA,C05003B_007M,C05003B_007MA,C05003B_008E,C05003B_008EA,C05003B_008M,C05003B_008MA,C05003B_009E,C05003B_009EA,C05003B_009M,C05003B_009MA,C05003B_010E,C05003B_010EA,C05003B_010M,C05003B_010MA,C05003B_011E,C05003B_011EA,C05003B_011M,C05003B_011MA,C05003B_012E,C05003B_012EA,C05003B_012M,C05003B_012MA,C05003B_013E,C05003B_013EA,C05003B_013M,C05003B_013MA,C05003B_014E,C05003B_014EA,C05003B_014M,C05003B_014MA,C05003B_015E,C05003B_015EA,C05003B_015M,C05003B_015MA,GEO_ID,NAME,state
1229268,null,5545,null,572904,null,4012,null,171145,null,2965,null,170750,null,2960,null,395,null,298,null,401759,null,2747,null,396939,null,3139,null,4820,null,1535,null,656364,null,3868,null,167738,null,2745,null,167556,null,2725,null,182,null,164,null,488626,null,2519,null,484970,null,2751,null,3656,null,1195,null,0400000US01,Alabama,01
27067,null,1511,null,14602,null,1134,null,4161,null,842,null,4161,null,842,null,0,null,244,null,10441,null,830,null,8973,null,587,null,1468,null,782,null,12465,null,1029,null,4151,null,704,null,4151,null,704,null,0,null,244,null,8314,null,584,null,7280,null,834,null,1034,null,645,null,0400000US02,Alaska,02
254011,null,7261,null,133908,null,4282,null,41752,null,3082,null,39638,null,3315,null,2114,null,980,null,92156,null,2147,null,79825,null,3505,null,12331,null,2721,null,120103,null,4168,null,38625,null,2958,null,37712,null,2988,null,913,null,552,null,81478,null,2429,null,72041,null,2789,null,9437,null,1872,null,0400000US04,Arizona,04
447786,null,5069,null,211023,null,3181,null,67269,null,2126,null,67194,null,2133,null,75,null,134,null,143754,null,2583,null,142329,null,2667,null,1425,null,790,null,236763,null,3898,null,64594,null,2648,null,64461,null,2643,null,133,null,165,null,172169,null,2236,null,170980,null,2400,null,1189,null,604,null,0400000US05,Arkansas,05
2247948,null,13760,null,1108370,null,8517,null,295734,null,5792,null,291636,null,6081,null,4098,null,1145,null,812636,null,5441,null,743741,null,7117,null,68895,null,5015,null,1139578,null,8243,null,283793,null,4825,null,279947,null,4878,null,3846,null,1117,null,855785,null,5540,null,790275,null,7141,null,65510,null,5467,null,0400000US06,California,06
194951,null,5530,null,100829,null,3642,null,27418,null,2564,null,26528,null,2537,null,890,null,566,null,73411,null,2447,null,62945,null,2665,null,10466,null,2054,null,94122,null,2909,null,27967,null,2065,null,27479,null,2044,null,488,null,287,null,66155,null,1744,null,57700,null,2343,null,8455,null,1966,null,0400000US08,Colorado,08
337293,null,5466,null,162084,null,3072,null,46303,null,2136,null,42618,null,2231,null,3685,null,1225,null,115781,null,1899,null,84348,null,3369,null,31433,null,2761,null,175209,null,3614,null,44942,null,2284,null,42198,null,2288,null,2744,null,1080,null,130267,null,2362,null,94319,null,3265,null,35948,null,3061,null,0400000US09,Connecticut,09
183790,null,3416,null,86097,null,1859,null,24606,null,1423,null,24272,null,1428,null,334,null,316,null,61491,null,1024,null,54673,null,2130,null,6818,null,1912,null,97693,null,2235,null,25222,null,1704,null,24553,null,1741,null,669,null,530,null,72471,null,1106,null,65646,null,2197,null,6825,null,1749,null,0400000US10,Delaware,10
319119,null,2130,null,143464,null,1225,null,36507,null,665,null,35564,null,1155,null,943,null,919,null,106957,null,1110,null,101310,null,1707,null,5647,null,1338,null,175655,null,1290,null,35219,null,515,null,34437,null,800,null,782,null,568,null,140436,null,964,null,132402,null,2003,null,8034,null,1795,null,0400000US11,District of Columbia,11
2898631,null,16932,null,1397496,null,10925,null,426045,null,6975,null,401073,null,7084,null,24972,null,3820,null,971451,null,6472,null,724663,null,9389,null,246788,null,8994,null,1501135,null,9807,null,408058,null,6158,null,390136,null,6541,null,17922,null,2830,null,1093077,null,6309,null,808771,null,10379,null,284306,null,10625,null,0400000US12,Florida,12
