B19049_001E,B19049_001EA,B19049_001M,B19049_001MA,B19049_002E,B19049_002EA,B19049_002M,B19049_002MA,B19049_003E,B19049_003EA,B19049_003M,B19049_003MA,B19049_004E,B19049_004EA,B19049_004M,B19049_004MA,B19049_005E,B19049_005EA,B19049_005M,B19049_005MA,GEO_ID,NAME,state
40489,null,528,null,20506,null,1445,null,44544,null,973,null,49790,null,725,null,29107,null,835,null,0400000US01,Alabama,01
66953,null,2331,null,46355,null,6323,null,66852,null,3027,null,78707,null,4316,null,47296,null,3392,null,0400000US02,Alaska,02
48745,null,484,null,26250,null,1607,null,52082,null,848,null,58788,null,1084,null,36855,null,787,null,0400000US04,Arizona,04
37823,null,629,null,19434,null,1357,null,41752,null,1214,null,46686,null,1252,null,27422,null,785,null,0400000US05,Arkansas,05
58931,null,274,null,31533,null,935,null,61548,null,456,null,70951,null,490,null,39891,null,397,null,0400000US06,California,06
55430,null,704,null,26855,null,1455,null,59390,null,1064,null,67927,null,1055,null,37284,null,1092,null,0400000US08,Colorado,08
67034,null,993,null,31127,null,3755,null,71964,null,1317,null,83823,null,1958,null,39582,null,1097,null,0400000US09,Connecticut,09
56860,null,1744,null,34529,null,4702,null,59967,null,2692,null,68354,null,2640,null,38240,null,1728,null,0400000US10,Delaware,10
59290,null,1710,null,27160,null,8462,null,69524,null,2931,null,62006,null,3751,null,42495,null,3270,null,0400000US11,District of Columbia,11
44736,null,290,null,23923,null,853,null,48695,null,494,null,53553,null,689,null,34214,null,331,null,0400000US12,Florida,12
47590,null,414,null,23020,null,1233,null,51491,null,547,null,55818,null,893,null,31107,null,690,null,0400000US13,Georgia,13
64098,null,1574,null,33926,null,7277,null,65279,null,2978,null,74888,null,2287,null,50784,null,2658,null,0400000US15,Hawaii,15
44926,null,953,null,25703,null,2717,null,48486,null,1408,null,54646,null,1917,null,32084,null,1277,null,0400000US16,Idaho,16
53966,null,404,null,22323,null,1378,null,59371,null,782,null,67203,null,769,null,34261,null,446,null,0400000US17,Illinois,17
45424,null,455,null,22298,null,1048,null,50086,null,900,null,55999,null,989,null,31505,null,538,null,0400000US18,Indiana,18
