C18106_001E,C18106_001EA,C18106_001M,C18106_001MA,C18106_002E,C18106_002EA,C18106_002M,C18106_002MA,C18106_003E,C18106_003EA,C18106_003M,C18106_003MA,C18106_004E,C18106_004EA,C18106_004M,C18106_004MA,C18106_005E,C18106_005EA,C18106_005M,C18106_005MA,C18106_006E,C18106_006EA,C18106_006M,C18106_006MA,C18106_007E,C18106_007EA,C18106_007M,C18106_007MA,C18106_008E,C18106_008EA,C18106_008M,C18106_008MA,C18106_009E,C18106_009EA,C18106_009M,C18106_009MA,C18106_010E,C18106_010EA,C18106_010M,C18106_010MA,C18106_011E,C18106_011EA,C18106_011M,C18106_011MA,C18106_012E,C18106_012EA,C18106_012M,C18106_012MA,C18106_013E,C18106_013EA,C18106_013M,C18106_013MA,C18106_014E,C18106_014EA,C18106_014M,C18106_014MA,C18106_015E,C18106_015EA,C18106_015M,C18106_015MA,C18106_016E,C18106_016EA,C18106_016M,C18106_016MA,C18106_017E,C18106_017EA,C18106_017M,C18106_017MA,C18106_018E,C18106_018EA,C18106_018M,C18106_018MA,C18106_019E,C18106_019EA,C18106_019M,C18106_019MA,C18106_020E,C18106_020EA,C18106_020M,C18106_020MA,C18106_021E,C18106_021EA,C18106_021M,C18106_021MA,GEO_ID,NAME,state
4302183,null,3475,null,2056550,null,5192,null,413952,null,3403,null,6516,null,1387,null,407436,null,3608,null,1378994,null,3722,null,35833,null,2995,null,1343161,null,4229,null,263604,null,2165,null,22023,null,2109,null,241581,null,2993,null,2245633,null,4407,null,396430,null,2976,null,3479,null,970,null,392951,null,3031,null,1488722,null,3325,null,40385,null,3115,null,1448337,null,4370,null,360481,null,2152,null,47730,null,3280,null,312751,null,3405,null,0400000US01,Alabama,01
623300,null,2765,null,316081,null,2697,null,65623,null,1387,null,550,null,330,null,65073,null,1363,null,226171,null,2648,null,3709,null,1170,null,222462,null,2530,null,24287,null,861,null,1760,null,485,null,22527,null,909,null,307219,null,1826,null,62857,null,1274,null,782,null,408,null,62075,null,1379,null,217556,null,1601,null,3898,null,1129,null,213658,null,1741,null,26806,null,946,null,3374,null,802,null,23432,null,1105,null,0400000US02,Alaska,02
5985101,null,2729,null,2968649,null,3702,null,621074,null,2266,null,6411,null,1458,null,614663,null,2622,null,1960942,null,2813,null,38641,null,4996,null,1922301,null,5880,null,386633,null,1604,null,23114,null,2588,null,363519,null,2960,null,3016452,null,3346,null,592310,null,2168,null,4704,null,1178,null,587606,null,2410,null,1956699,null,2375,null,34152,null,3381,null,1922547,null,4620,null,467443,null,1886,null,43089,null,3673,null,424354,null,3876,null,0400000US04,Arizona,04
2631080,null,2601,null,1272457,null,3994,null,257864,null,2905,null,2791,null,980,null,255073,null,2922,null,844601,null,2887,null,22450,null,2781,null,822151,null,4210,null,169992,null,1484,null,14249,null,1395,null,155743,null,2024,null,1358623,null,3571,null,246509,null,2745,null,1168,null,513,null,245341,null,2830,null,890281,null,2626,null,25950,null,2370,null,864331,null,3662,null,221833,null,2063,null,26090,null,2508,null,195743,null,3057,null,0400000US05,Arkansas,05
33628112,null,6189,null,16661174,null,8298,null,3422645,null,4498,null,34280,null,3219,null,3388365,null,5571,null,11498591,null,7798,null,166365,null,7904,null,11332226,null,11079,null,1739938,null,3731,null,134826,null,6214,null,1605112,null,6810,null,16966938,null,7335,null,3251215,null,3387,null,23596,null,2732,null,3227619,null,3491,null,11431245,null,5797,null,188613,null,7683,null,11242632,null,9919,null,2284478,null,4506,null,285946,null,8382,null,1998532,null,10238,null,0400000US06,California,06
4565428,null,3556,null,2270247,null,4427,null,439108,null,2477,null,4304,null,1222,null,434804,null,2820,null,1602871,null,3911,null,21579,null,2728,null,1581292,null,4484,null,228268,null,1588,null,13071,null,1646,null,215197,null,2179,null,2295181,null,3554,null,421389,null,1935,null,4053,null,1176,null,417336,null,2104,null,1585418,null,3309,null,18612,null,2032,null,1566806,null,3910,null,288374,null,2165,null,22926,null,2707,null,265448,null,3175,null,0400000US08,Colorado,08
3247487,null,1753,null,1572113,null,2578,null,305613,null,1622,null,2578,null,610,null,303035,null,1672,null,1071986,null,2152,null,14731,null,1889,null,1057255,null,2863,null,194514,null,1526,null,10831,null,1397,null,183683,null,1862,null,1675374,null,2398,null,291817,null,1305,null,1769,null,607,null,290048,null,1449,null,1118080,null,1965,null,13995,null,1712,null,1104085,null,2854,null,265477,null,1588,null,21748,null,1966,null,243729,null,2372,null,0400000US09,Connecticut,09
810022,null,1034,null,388100,null,1678,null,75489,null,998,null,604,null,294,null,74885,null,988,null,259529,null,1344,null,4592,null,1186,null,254937,null,1727,null,53082,null,626,null,3723,null,853,null,49359,null,1167,null,421922,null,1375,null,71814,null,978,null,247,null,191,null,71567,null,979,null,281863,null,1108,null,4273,null,980,null,277590,null,1350,null,68245,null,939,null,4514,null,988,null,63731,null,1386,null,0400000US10,Delaware,10
551256,null,1161,null,255958,null,1099,null,37328,null,612,null,617,null,603,null,36711,null,885,null,192046,null,1242,null,3065,null,1092,null,188981,null,1595,null,26584,null,883,null,1933,null,620,null,24651,null,1036,null,295298,null,1058,null,38230,null,877,null,226,null,220,null,38004,null,898,null,217888,null,586,null,4032,null,1259,null,213856,null,1410,null,39180,null,1205,null,3794,null,1010,null,35386,null,1537,null,0400000US11,District of Columbia,11
17029627,null,4471,null,8261844,null,7657,null,1478001,null,3826,null,12766,null,1995,null,1465235,null,4342,null,5404791,null,7884,null,93767,null,5180,null,5311024,null,8600,null,1379052,null,3521,null,87475,null,4943,null,1291577,null,6181,null,8767783,null,7258,null,1409503,null,4197,null,9087,null,1520,null,1400416,null,4404,null,5618927,null,7114,null,99307,null,6034,null,5519620,null,8826,null,1739353,null,6174,null,160596,null,7659,null,1578757,null,9173,null,0400000US12,Florida,12
8849878,null,8088,null,4263850,null,9305,null,937512,null,4848,null,11952,null,1880,null,925560,null,4841,null,2915928,null,8596,null,49282,null,4664,null,2866646,null,9826,null,410410,null,2757,null,29830,null,2426,null,380580,null,3183,null,4586028,null,8714,null,893778,null,4177,null,6092,null,1061,null,887686,null,4403,null,3127583,null,8518,null,53443,null,4090,null,3074140,null,8816,null,564667,null,2820,null,65398,null,4226,null,499269,null,5018,null,0400000US13,Georgia,13
1143103,null,4917,null,559568,null,4107,null,102853,null,1846,null,462,null,276,null,102391,null,1811,null,378522,null,3994,null,5451,null,1348,null,373071,null,4039,null,78193,null,1393,null,5919,null,1115,null,72274,null,1529,null,583535,null,3157,null,96645,null,1241,null,601,null,365,null,96044,null,1388,null,384468,null,2436,null,3997,null,979,null,380471,null,2470,null,102422,null,1752,null,8689,null,1574,null,93733,null,2152,null,0400000US15,Hawaii,15
1397187,null,2126,null,695590,null,2648,null,151779,null,1880,null,1330,null,478,null,150449,null,1938,null,461259,null,2254,null,8092,null,1562,null,453167,null,2697,null,82552,null,1265,null,4741,null,857,null,77811,null,1512,null,701597,null,2552,null,143017,null,1775,null,658,null,388,null,142359,null,1783,null,462725,null,2141,null,7678,null,1594,null,455047,null,2510,null,95855,null,1608,null,7578,null,1391,null,88277,null,1958,null,0400000US16,Idaho,16
11827038,null,3561,null,5785953,null,5520,null,1162030,null,2863,null,10002,null,1599,null,1152028,null,3383,null,3985779,null,5284,null,54386,null,4500,null,3931393,null,6471,null,638144,null,2537,null,40586,null,2690,null,597558,null,3844,null,6041085,null,4769,null,1113691,null,2360,null,5868,null,1092,null,1107823,null,2534,null,4048192,null,4767,null,69733,null,4474,null,3978459,null,6371,null,879202,null,3805,null,79739,null,3833,null,799463,null,5344,null,0400000US17,Illinois,17
5872449,null,2637,null,2872686,null,4890,null,581387,null,2463,null,6507,null,1337,null,574880,null,2772,null,1958549,null,4076,null,29522,null,2701,null,1929027,null,4577,null,332750,null,1848,null,22048,null,1941,null,310702,null,2652,null,2999763,null,4639,null,557572,null,2583,null,3566,null,878,null,554006,null,2769,null,1990730,null,4436,null,39230,null,3340,null,1951500,null,5220,null,451461,null,2700,null,36470,null,3062,null,414991,null,3635,null,0400000US18,Indiana,18
2758067,null,1947,null,1358343,null,3871,null,259855,null,2245,null,2837,null,763,null,257018,null,2415,null,920523,null,3649,null,13755,null,1795,null,906768,null,4156,null,177965,null,1400,null,10305,null,1422,null,167660,null,2069,null,1399724,null,3603,null,248363,null,2011,null,1481,null,497,null,246882,null,2037,null,914723,null,3422,null,10111,null,1527,null,904612,null,3871,null,236638,null,1861,null,15693,null,1513,null,220945,null,2272,null,0400000US19,Iowa,19
2552177,null,3366,null,1256316,null,3838,null,253314,null,2250,null,2387,null,710,null,250927,null,2366,null,854676,null,3301,null,12891,null,1655,null,841785,null,3639,null,148326,null,1565,null,10102,null,1375,null,138224,null,2247,null,1295861,null,3219,null,242830,null,1796,null,1839,null,596,null,240991,null,1812,null,859317,null,2436,null,15569,null,1885,null,843748,null,3236,null,193714,null,1762,null,16974,null,1548,null,176740,null,1944,null,0400000US20,Kansas,20
3935199,null,3086,null,1905634,null,4821,null,370797,null,3549,null,5369,null,1353,null,365428,null,3581,null,1301714,null,3586,null,32946,null,2937,null,1268768,null,4055,null,233123,null,1803,null,19492,null,2064,null,213631,null,2626,null,2029565,null,5050,null,354044,null,3539,null,2022,null,696,null,352022,null,3651,null,1364508,null,2843,null,34836,null,3547,null,1329672,null,3505,null,311013,null,1977,null,33487,null,2208,null,277526,null,3097,null,0400000US21,Kentucky,21
