B17007_001E,B17007_001EA,B17007_001M,B17007_001MA,B17007_002E,B17007_002EA,B17007_002M,B17007_002MA,B17007_003E,B17007_003EA,B17007_003M,B17007_003MA,B17007_004E,B17007_004EA,B17007_004M,B17007_004MA,B17007_005E,B17007_005EA,B17007_005M,B17007_005MA,B17007_006E,B17007_006EA,B17007_006M,B17007_006MA,B17007_007E,B17007_007EA,B17007_007M,B17007_007MA,B17007_008E,B17007_008EA,B17007_008M,B17007_008MA,B17007_009E,B17007_009EA,B17007_009M,B17007_009MA,B17007_010E,B17007_010EA,B17007_010M,B17007_010MA,B17007_011E,B17007_011EA,B17007_011M,B17007_011MA,B17007_012E,B17007_012EA,B17007_012M,B17007_012MA,B17007_013E,B17007_013EA,B17007_013M,B17007_013MA,B17007_014E,B17007_014EA,B17007_014M,B17007_014MA,B17007_015E,B17007_015EA,B17007_015M,B17007_015MA,B17007_016E,B17007_016EA,B17007_016M,B17007_016MA,B17007_017E,B17007_017EA,B17007_017M,B17007_017MA,B17007_018E,B17007_018EA,B17007_018M,B17007_018MA,B17007_019E,B17007_019EA,B17007_019M,B17007_019MA,B17007_020E,B17007_020EA,B17007_020M,B17007_020MA,B17007_021E,B17007_021EA,B17007_021M,B17007_021MA,B17007_022E,B17007_022EA,B17007_022M,B17007_022MA,B17007_023E,B17007_023EA,B17007_023M,B17007_023MA,B17007_024E,B17007_024EA,B17007_024M,B17007_024MA,B17007_025E,B17007_025EA,B17007_025M,B17007_025MA,B17007_026E,B17007_026EA,B17007_026M,B17007_026MA,B17007_027E,B17007_027EA,B17007_027M,B17007_027MA,B17007_028E,B17007_028EA,B17007_028M,B17007_028MA,B17007_029E,B17007_029EA,B17007_029M,B17007_029MA,B17007_030E,B17007_030EA,B17007_030M,B17007_030MA,B17007_031E,B17007_031EA,B17007_031M,B17007_031MA,B17007_032E,B17007_032EA,B17007_032M,B17007_032MA,B17007_033E,B17007_033EA,B17007_033M,B17007_033MA,B17007_034E,B17007_034EA,B17007_034M,B17007_034MA,B17007_035E,B17007_035EA,B17007_035M,B17007_035MA,B17007_036E,B17007_036EA,B17007_036M,B17007_036MA,B17007_037E,B17007_037EA,B17007_037M,B17007_037MA,B17007_038E,B17007_038EA,B17007_038M,B17007_038MA,B17007_039E,B17007_039EA,B17007_039M,B17007_039MA,B17007_040E,B17007_040EA,B17007_040M,B17007_040MA,B17007_041E,B17007_041EA,B17007_041M,B17007_041MA,B17007_042E,B17007_042EA,B17007_042M,B17007_042MA,B17007_043E,B17007_043EA,B17007_043M,B17007_043MA,GEO_ID,NAME,state
1130319,null,14205,null,296584,null,8933,null,132830,null,5799,null,681,null,373,null,1583,null,562,null,46232,null,3869,null,20730,null,2727,null,19932,null,2606,null,21268,null,2581,null,13479,null,1818,null,5104,null,939,null,3821,null,810,null,163754,null,6629,null,438,null,236,null,3114,null,790,null,47775,null,3946,null,20049,null,2321,null,16910,null,2096,null,23146,null,2207,null,19109,null,2227,null,13644,null,1916,null,19569,null,2058,null,833735,null,12739,null,424754,null,9493,null,35,null,56,null,163,null,193,null,42533,null,3711,null,101988,null,4321,null,73221,null,4278,null,85129,null,4777,null,58636,null,3323,null,31818,null,2114,null,31231,null,2212,null,408981,null,7840,null,45,null,74,null,491,null,441,null,32218,null,3329,null,60366,null,3690,null,36908,null,2661,null,59601,null,3773,null,68891,null,3228,null,57459,null,2856,null,93002,null,3017,null,0400000US18,Indiana,18
588933,null,11097,null,148702,null,6194,null,67867,null,4202,null,613,null,490,null,1918,null,874,null,28484,null,2639,null,9490,null,1646,null,6803,null,1352,null,9513,null,1468,null,5650,null,1091,null,2911,null,783,null,2485,null,550,null,80835,null,4117,null,833,null,367,null,1677,null,624,null,32284,null,3023,null,6997,null,1218,null,5199,null,1116,null,7940,null,1085,null,7848,null,1047,null,4940,null,786,null,13117,null,1451,null,440231,null,11371,null,215750,null,7457,null,0,null,228,null,208,null,249,null,32724,null,2865,null,52109,null,3781,null,32432,null,2838,null,39360,null,2694,null,27159,null,2087,null,15886,null,1404,null,15872,null,1339,null,224481,null,6969,null,56,null,94,null,41,null,69,null,24876,null,2822,null,30274,null,2605,null,19045,null,1981,null,29434,null,2180,null,34560,null,2321,null,29495,null,1834,null,56700,null,2179,null,0400000US19,Iowa,19
536017,null,10169,null,142616,null,5848,null,65612,null,4583,null,301,null,312,null,684,null,350,null,26210,null,2870,null,11871,null,2139,null,5827,null,1256,null,9324,null,1545,null,6557,null,1173,null,1756,null,506,null,3082,null,876,null,77004,null,4176,null,828,null,416,null,1493,null,714,null,29818,null,3435,null,9519,null,1727,null,5230,null,1152,null,9021,null,1575,null,7038,null,1114,null,5315,null,942,null,8742,null,1498,null,393401,null,9961,null,200297,null,7509,null,36,null,64,null,0,null,244,null,31415,null,3018,null,47434,null,3640,null,30464,null,2688,null,35859,null,2631,null,25456,null,2291,null,13228,null,1138,null,16405,null,1626,null,193104,null,5968,null,0,null,244,null,0,null,244,null,20457,null,2725,null,26858,null,2622,null,17890,null,2261,null,27326,null,2612,null,29033,null,1916,null,27221,null,1461,null,44319,null,2466,null,0400000US20,Kansas,20
732702,null,14413,null,236119,null,8412,null,106762,null,5561,null,227,null,237,null,2507,null,1032,null,27580,null,3578,null,19794,null,2669,null,13969,null,2200,null,16448,null,1999,null,14356,null,1583,null,7148,null,1322,null,4733,null,914,null,129357,null,6476,null,503,null,347,null,1392,null,598,null,25807,null,2590,null,16786,null,2457,null,12079,null,1765,null,20046,null,2181,null,17072,null,2196,null,14924,null,1934,null,20748,null,2046,null,496583,null,11145,null,247724,null,8029,null,0,null,273,null,0,null,273,null,24848,null,2682,null,59254,null,3617,null,37303,null,3370,null,49126,null,3504,null,36284,null,2626,null,19771,null,1864,null,21138,null,1895,null,248859,null,7373,null,65,null,106,null,0,null,273,null,18095,null,2722,null,32614,null,2764,null,20956,null,2520,null,38882,null,3117,null,44508,null,2777,null,39390,null,2537,null,54349,null,2499,null,0400000US21,Kentucky,21
760338,null,17039,null,224500,null,8383,null,90249,null,5058,null,97,null,116,null,871,null,500,null,24160,null,3032,null,13707,null,2315,null,11081,null,2268,null,16955,null,2031,null,13402,null,1764,null,4909,null,1091,null,5067,null,1069,null,134251,null,7243,null,279,null,198,null,1154,null,577,null,34198,null,3487,null,15382,null,2143,null,10270,null,1862,null,19558,null,2489,null,20646,null,2384,null,14011,null,1656,null,18753,null,1833,null,535838,null,13955,null,283855,null,9445,null,0,null,281,null,0,null,281,null,29207,null,3338,null,69503,null,4278,null,52813,null,3848,null,52345,null,3720,null,39064,null,3089,null,21570,null,2351,null,19353,null,1789,null,251983,null,8416,null,0,null,281,null,0,null,281,null,21085,null,3493,null,40554,null,3818,null,23833,null,2754,null,40500,null,2883,null,45705,null,2767,null,35365,null,2308,null,44941,null,2871,null,0400000US22,Louisiana,22
280499,null,8328,null,68123,null,4148,null,29425,null,2641,null,137,null,148,null,411,null,225,null,6823,null,1379,null,3967,null,853,null,3416,null,1034,null,5853,null,1112,null,4337,null,844,null,2383,null,701,null,2098,null,537,null,38698,null,2885,null,200,null,185,null,699,null,430,null,8973,null,1526,null,4180,null,967,null,3679,null,1026,null,5672,null,939,null,5537,null,1054,null,3685,null,827,null,6073,null,1002,null,212376,null,7545,null,104610,null,5037,null,0,null,230,null,0,null,230,null,9183,null,1765,null,20589,null,2373,null,20223,null,2173,null,19526,null,2088,null,15940,null,1601,null,9598,null,1180,null,9551,null,1122,null,107766,null,4036,null,0,null,230,null,0,null,230,null,8329,null,1285,null,15133,null,1797,null,10710,null,1560,null,14938,null,1821,null,18913,null,1678,null,16494,null,1430,null,23249,null,1584,null,0400000US23,Maine,23
1024368,null,17116,null,203425,null,8040,null,92366,null,5565,null,546,null,344,null,1145,null,516,null,23903,null,3376,null,15918,null,2396,null,16628,null,2705,null,14065,null,2340,null,11930,null,1862,null,4245,null,943,null,3986,null,992,null,111059,null,5939,null,383,null,319,null,2789,null,705,null,25312,null,3020,null,14413,null,2214,null,10040,null,1980,null,14563,null,2293,null,15179,null,1976,null,11511,null,1689,null,16869,null,2110,null,820943,null,16706,null,391887,null,11447,null,0,null,285,null,0,null,285,null,32403,null,3452,null,102065,null,5575,null,69739,null,4630,null,78283,null,4699,null,53955,null,3454,null,28988,null,2445,null,26454,null,2487,null,429056,null,9268,null,70,null,121,null,0,null,285,null,30026,null,2730,null,75557,null,3595,null,49547,null,4141,null,75777,null,4297,null,72178,null,3245,null,50917,null,2239,null,74984,null,3712,null,0400000US24,Maryland,24
1344052,null,20622,null,284983,null,10851,null,125247,null,6700,null,539,null,413,null,1668,null,635,null,27450,null,3354,null,20843,null,2681,null,17955,null,2356,null,24252,null,3120,null,18396,null,2268,null,6546,null,1039,null,7598,null,1219,null,159736,null,7890,null,121,null,141,null,2516,null,972,null,33480,null,4206,null,22549,null,2823,null,14076,null,2086,null,21493,null,2584,null,25275,null,2737,null,16075,null,1570,null,24151,null,2073,null,1059069,null,18106,null,503022,null,13020,null,65,null,110,null,0,null,283,null,34651,null,3324,null,137649,null,5862,null,90813,null,5400,null,98939,null,5385,null,67121,null,4310,null,38090,null,2355,null,35694,null,2505,null,556047,null,11248,null,0,null,283,null,0,null,283,null,36145,null,3177,null,114395,null,5733,null,62257,null,3906,null,83307,null,4450,null,87367,null,3583,null,69572,null,3181,null,103004,null,3993,null,0400000US25,Massachusetts,25
1803400,null,20434,null,531086,null,11170,null,246781,null,7554,null,1294,null,664,null,3864,null,891,null,69488,null,4114,null,44086,null,4299,null,34885,null,3712,null,45238,null,3674,null,29640,null,2791,null,10047,null,1267,null,8239,null,2056,null,284305,null,9356,null,1611,null,676,null,4164,null,774,null,80142,null,5234,null,33793,null,3557,null,27267,null,3351,null,42572,null,3325,null,37009,null,2624,null,22143,null,2198,null,35604,null,2971,null,1272314,null,16261,null,619307,null,11361,null,35,null,42,null,125,null,129,null,53265,null,4195,null,129272,null,5517,null,103120,null,5323,null,123800,null,4754,null,96907,null,4256,null,58902,null,2642,null,53881,null,2567,null,653007,null,11337,null,0,null,244,null,149,null,116,null,49105,null,3499,null,83561,null,4506,null,63035,null,3549,null,103993,null,4058,null,116820,null,4770,null,94927,null,2902,null,141417,null,4331,null,0400000US26,Michigan,26
1038197,null,15389,null,235003,null,8816,null,109346,null,6275,null,480,null,309,null,2175,null,760,null,36320,null,4015,null,17408,null,2144,null,12444,null,2027,null,18295,null,2276,null,12286,null,1599,null,5188,null,903,null,4750,null,694,null,125657,null,6011,null,614,null,311,null,2442,null,732,null,41095,null,3667,null,15283,null,1849,null,8996,null,1629,null,14161,null,1708,null,13958,null,1523,null,9245,null,1212,null,19863,null,2355,null,803194,null,13457,null,402317,null,8600,null,23,null,42,null,121,null,137,null,40059,null,3458,null,113037,null,4774,null,69851,null,3724,null,76057,null,3896,null,52742,null,2860,null,25862,null,1785,null,24565,null,1781,null,400877,null,8322,null,53,null,88,null,79,null,97,null,40355,null,3074,null,77029,null,4094,null,40200,null,2976,null,59956,null,3187,null,61282,null,2538,null,44534,null,2476,null,77389,null,2762,null,0400000US27,Minnesota,27
457720,null,12641,null,154958,null,7214,null,65719,null,4585,null,385,null,339,null,801,null,517,null,19029,null,3212,null,10874,null,1968,null,6684,null,1547,null,12763,null,1862,null,8033,null,1349,null,3764,null,953,null,3386,null,898,null,89239,null,5564,null,215,null,276,null,1779,null,1113,null,19997,null,3387,null,8780,null,1652,null,7005,null,1412,null,12420,null,2296,null,12901,null,1626,null,10396,null,1317,null,15746,null,1767,null,302762,null,9343,null,154462,null,6885,null,82,null,138,null,0,null,291,null,13980,null,2319,null,33043,null,3448,null,28216,null,2737,null,32458,null,3326,null,22220,null,2271,null,13494,null,1535,null,10969,null,1641,null,148300,null,5916,null,0,null,291,null,0,null,291,null,5701,null,1495,null,18795,null,3010,null,15018,null,2158,null,25503,null,2388,null,25959,null,2403,null,22945,null,1693,null,34379,null,2347,null,0400000US28,Mississippi,28
1094164,null,16242,null,286263,null,9250,null,125960,null,6539,null,712,null,437,null,2473,null,972,null,33365,null,3673,null,21699,null,3124,null,16697,null,2475,null,24028,null,2586,null,15185,null,1837,null,6116,null,1143,null,5685,null,1008,null,160303,null,7297,null,419,null,231,null,2912,null,893,null,42345,null,3959,null,17466,null,2502,null,14207,null,1769,null,23879,null,2381,null,21820,null,2362,null,14522,null,1569,null,22733,null,2085,null,807901,null,14472,null,406012,null,11007,null,0,null,259,null,138,null,233,null,41824,null,3991,null,100097,null,5070,null,69452,null,3751,null,79328,null,4609,null,54417,null,3521,null,32550,null,2394,null,28206,null,1890,null,401889,null,8574,null,0,null,259,null,14,null,30,null,31430,null,2765,null,60060,null,4045,null,38684,null,3019,null,60716,null,3822,null,65962,null,2721,null,56740,null,2973,null,88283,null,3366,null,0400000US29,Missouri,29
