B06008_001E,B06008_001EA,B06008_001M,B06008_001MA,B06008_002E,B06008_002EA,B06008_002M,B06008_002MA,B06008_003E,B06008_003EA,B06008_003M,B06008_003MA,B06008_004E,B06008_004EA,B06008_004M,B06008_004MA,B06008_005E,B06008_005EA,B06008_005M,B06008_005MA,B06008_006E,B06008_006EA,B06008_006M,B06008_006MA,B06008_007E,B06008_007EA,B06008_007M,B06008_007MA,B06008_008E,B06008_008EA,B06008_008M,B06008_008MA,B06008_009E,B06008_009EA,B06008_009M,B06008_009MA,B06008_010E,B06008_010EA,B06008_010M,B06008_010MA,B06008_011E,B06008_011EA,B06008_011M,B06008_011MA,B06008_012E,B06008_012EA,B06008_012M,B06008_012MA,B06008_013E,B06008_013EA,B06008_013M,B06008_013MA,B06008_014E,B06008_014EA,B06008_014M,B06008_014MA,B06008_015E,B06008_015EA,B06008_015M,B06008_015MA,B06008_016E,B06008_016EA,B06008_016M,B06008_016MA,B06008_017E,B06008_017EA,B06008_017M,B06008_017MA,B06008_018E,B06008_018EA,B06008_018M,B06008_018MA,B06008_019E,B06008_019EA,B06008_019M,B06008_019MA,B06008_020E,B06008_020EA,B06008_020M,B06008_020MA,B06008_021E,B06008_021EA,B06008_021M,B06008_021MA,B06008_022E,B06008_022EA,B06008_022M,B06008_022MA,B06008_023E,B06008_023EA,B06008_023M,B06008_023MA,B06008_024E,B06008_024EA,B06008_024M,B06008_024MA,B06008_025E,B06008_025EA,B06008_025M,B06008_025MA,B06008_026E,B06008_026EA,B06008_026M,B06008_026MA,B06008_027E,B06008_027EA,B06008_027M,B06008_027MA,B06008_028E,B06008_028EA,B06008_028M,B06008_028MA,B06008_029E,B06008_029EA,B06008_029M,B06008_029MA,B06008_030E,B06008_030EA,B06008_030M,B06008_030MA,GEO_ID,NAME,state
3772855,null,3273,null,1064937,null,14216,null,1874670,null,22423,null,451913,null,12629,null,104369,null,5217,null,276966,null,7224,null,2537380,null,15412,null,759294,null,12435,null,1187200,null,16937,null,308290,null,10820,null,76028,null,4946,null,206568,null,6030,null,1069221,null,15769,null,256445,null,9507,null,589737,null,12815,null,132404,null,6525,null,24995,null,2496,null,65640,null,3821,null,32176,null,2836,null,10022,null,1850,null,17471,null,2168,null,3856,null,990,null,536,null,415,null,291,null,195,null,134078,null,3854,null,39176,null,3780,null,80262,null,3399,null,7363,null,1366,null,2810,null,1009,null,4467,null,1115,null,0400000US01,Alabama,01
546524,null,1350,null,186179,null,5441,null,264781,null,6689,null,63987,null,4889,null,11745,null,1738,null,19832,null,1827,null,170060,null,5593,null,96409,null,4707,null,51061,null,3806,null,13396,null,1884,null,4176,null,1258,null,5018,null,867,null,317280,null,5298,null,75025,null,4302,null,178542,null,5740,null,45541,null,4361,null,6275,null,1286,null,11897,null,1618,null,12972,null,1881,null,4877,null,1096,null,6501,null,1315,null,1373,null,708,null,83,null,135,null,138,null,181,null,46212,null,3114,null,9868,null,2138,null,28677,null,2391,null,3677,null,814,null,1211,null,520,null,2779,null,772,null,0400000US02,Alaska,02
5135919,null,1656,null,1642390,null,22361,null,2486891,null,28766,null,624902,null,16736,null,96830,null,5612,null,284906,null,8054,null,1355292,null,19437,null,702539,null,15906,null,456222,null,13551,null,133582,null,7342,null,25183,null,2813,null,37766,null,3116,null,2839316,null,20836,null,683460,null,14599,null,1486767,null,19992,null,416442,null,12926,null,46521,null,4303,null,206126,null,6609,null,64371,null,4418,null,23955,null,2686,null,30440,null,2918,null,6607,null,1713,null,1082,null,560,null,2287,null,741,null,876940,null,18688,null,232436,null,12815,null,513462,null,15291,null,68271,null,5491,null,24044,null,3133,null,38727,null,3396,null,0400000US04,Arizona,04
2297928,null,2637,null,587718,null,10254,null,1194886,null,15910,null,288924,null,8200,null,59951,null,5077,null,166449,null,5489,null,1304706,null,12289,null,362793,null,9393,null,635971,null,12024,null,168327,null,6466,null,35008,null,3795,null,102607,null,4333,null,865126,null,12445,null,191892,null,7748,null,481084,null,10687,null,111809,null,5260,null,21533,null,2460,null,58808,null,3523,null,15729,null,1968,null,5469,null,1544,null,7084,null,1328,null,2343,null,873,null,465,null,405,null,368,null,302,null,112367,null,4272,null,27564,null,3136,null,70747,null,3911,null,6445,null,1360,null,2945,null,1119,null,4666,null,1115,null,0400000US05,Arkansas,05
29134110,null,3342,null,10330973,null,45360,null,13824174,null,54598,null,2783113,null,29074,null,667264,null,14281,null,1528586,null,17160,null,12867417,null,45442,null,6341023,null,40437,null,4684174,null,34995,null,1200307,null,19111,null,254562,null,9203,null,387351,null,8903,null,6350429,null,35759,null,1499899,null,24919,null,3214699,null,23108,null,900748,null,14672,null,124602,null,6459,null,610481,null,10850,null,367812,null,11416,null,128811,null,7292,null,172443,null,7079,null,41890,null,3482,null,8321,null,1649,null,16347,null,2046,null,9548452,null,41686,null,2361240,null,28329,null,5752858,null,38899,null,640168,null,17760,null,279779,null,8901,null,514407,null,10534,null,0400000US06,California,06
3991744,null,2059,null,1222398,null,14486,null,2072460,null,18681,null,450063,null,10034,null,69832,null,5010,null,176991,null,6314,null,1330221,null,15752,null,548350,null,11422,null,565211,null,12243,null,142327,null,6209,null,19975,null,2726,null,54358,null,3539,null,2147420,null,16768,null,534516,null,13553,null,1205527,null,13964,null,270016,null,8735,null,34577,null,3383,null,102784,null,4543,null,58248,null,4014,null,19055,null,2858,null,29928,null,2746,null,6442,null,1481,null,1201,null,602,null,1622,null,753,null,455855,null,12837,null,120477,null,7641,null,271794,null,10295,null,31278,null,3365,null,14079,null,2425,null,18227,null,2483,null,0400000US08,Colorado,08
2857602,null,1159,null,922175,null,11151,null,1420022,null,16580,null,298566,null,8622,null,42026,null,3597,null,174813,null,4911,null,1453150,null,14462,null,577748,null,10981,null,627256,null,13111,null,149891,null,5338,null,14028,null,1884,null,84227,null,4168,null,863128,null,11802,null,207671,null,7870,null,487301,null,10048,null,95714,null,5510,null,10944,null,1661,null,61498,null,3906,null,109486,null,5468,null,38399,null,3641,null,43686,null,3833,null,16554,null,2480,null,6514,null,1189,null,4333,null,1025,null,431838,null,9846,null,98357,null,6233,null,261779,null,8509,null,36407,null,2977,null,10540,null,2013,null,24755,null,2408,null,0400000US09,Connecticut,09
713071,null,782,null,225987,null,5910,null,345234,null,8432,null,77996,null,3940,null,15849,null,2755,null,48005,null,2964,null,277603,null,7288,null,110462,null,5322,null,113507,null,5848,null,32216,null,2550,null,6153,null,1428,null,15265,null,1870,null,355059,null,7299,null,94049,null,5040,null,184718,null,6087,null,41010,null,2767,null,6355,null,1478,null,28927,null,2201,null,11572,null,1877,null,3760,null,1310,null,5149,null,1309,null,1271,null,625,null,178,null,199,null,1214,null,695,null,68837,null,4602,null,17716,null,3076,null,41860,null,3550,null,3499,null,1029,null,3163,null,1165,null,2599,null,743,null,0400000US10,Delaware,10
504809,null,352,null,281355,null,6557,null,131544,null,6681,null,49330,null,3428,null,14771,null,2452,null,27809,null,2339,null,170856,null,5537,null,109823,null,4797,null,27409,null,3684,null,18838,null,2044,null,6626,null,1815,null,8160,null,1691,null,258022,null,6200,null,139112,null,5219,null,72908,null,4627,null,22550,null,2572,null,6326,null,1399,null,17126,null,1760,null,7851,null,1547,null,4294,null,1086,null,2077,null,684,null,905,null,719,null,491,null,398,null,84,null,124,null,68080,null,4092,null,28126,null,3451,null,29150,null,3230,null,7037,null,1506,null,1328,null,560,null,2439,null,855,null,0400000US11,District of Columbia,11
15173805,null,3705,null,4500857,null,30263,null,7298448,null,43978,null,1896189,null,26462,null,371531,null,10503,null,1106780,null,14971,null,3919375,null,34708,null,2010462,null,22984,null,1283851,null,18865,null,396287,null,12193,null,91827,null,5454,null,136948,null,5990,null,7418283,null,35913,null,1553780,null,23087,null,3943571,null,30522,null,1056412,null,18406,null,143080,null,6785,null,721440,null,11218,null,508068,null,15934,null,149913,null,9467,null,246291,null,10324,null,63610,null,4923,null,19264,null,2401,null,28990,null,3326,null,3328079,null,33932,null,786702,null,20199,null,1824735,null,28165,null,379880,null,11735,null,117360,null,5843,null,219402,null,7514,null,0400000US12,Florida,12
