C25027_001E,C25027_001EA,C25027_001M,C25027_001MA,C25027_002E,C25027_002EA,C25027_002M,C25027_002MA,C25027_003E,C25027_003EA,C25027_003M,C25027_003MA,C25027_004E,C25027_004EA,C25027_004M,C25027_004MA,C25027_005E,C25027_005EA,C25027_005M,C25027_005MA,C25027_006E,C25027_006EA,C25027_006M,C25027_006MA,C25027_007E,C25027_007EA,C25027_007M,C25027_007MA,C25027_008E,C25027_008EA,C25027_008M,C25027_008MA,C25027_009E,C25027_009EA,C25027_009M,C25027_009MA,GEO_ID,NAME,state
749151,null,7504,null,486683,null,7126,null,91276,null,3879,null,346936,null,5584,null,48471,null,2348,null,262468,null,6049,null,12400,null,1669,null,115965,null,4721,null,134103,null,3154,null,0400000US20,Kansas,20
1163029,null,12289,null,724517,null,12426,null,127914,null,5785,null,512845,null,8347,null,83758,null,3652,null,438512,null,7785,null,19400,null,2414,null,196719,null,5929,null,222393,null,4647,null,0400000US21,Kentucky,21
1146560,null,10008,null,651071,null,8845,null,127440,null,5516,null,459074,null,7802,null,64557,null,3531,null,495489,null,8625,null,29723,null,2944,null,242106,null,6976,null,223660,null,4611,null,0400000US22,Louisiana,22
396341,null,5297,null,263918,null,4449,null,33217,null,2350,null,200815,null,4282,null,29886,null,1708,null,132423,null,4194,null,3594,null,810,null,59278,null,3162,null,69551,null,2675,null,0400000US23,Maine,23
1436362,null,11234,null,1102684,null,10884,null,146626,null,5823,null,822901,null,9606,null,133157,null,3954,null,333678,null,6079,null,7495,null,1376,null,128362,null,4641,null,197821,null,5624,null,0400000US24,Maryland,24
1589421,null,12326,null,1155696,null,12146,null,126968,null,5161,null,896855,null,11757,null,131873,null,4102,null,433725,null,7575,null,6497,null,1331,null,167025,null,5675,null,260203,null,4892,null,0400000US25,Massachusetts,25
2795638,null,15898,null,1882846,null,14713,null,278301,null,6764,null,1386250,null,11063,null,218295,null,4465,null,912792,null,10873,null,35290,null,2978,null,396207,null,7932,null,481295,null,6640,null,0400000US26,Michigan,26
1537420,null,9655,null,1096579,null,8131,null,209176,null,4474,null,790077,null,7262,null,97326,null,3419,null,440841,null,6001,null,16998,null,1731,null,194298,null,5044,null,229545,null,3932,null,0400000US27,Minnesota,27
760954,null,9164,null,427313,null,8198,null,74836,null,4755,null,300642,null,6192,null,51835,null,2876,null,333641,null,7463,null,21415,null,3446,null,158044,null,5548,null,154182,null,4412,null,0400000US28,Mississippi,28
1616365,null,12338,null,1078256,null,12190,null,193775,null,5462,null,759512,null,9946,null,124969,null,4263,null,538109,null,8301,null,20864,null,2302,null,222536,null,5896,null,294709,null,5123,null,0400000US29,Missouri,29
259779,null,5241,null,150921,null,4857,null,22006,null,1918,null,111421,null,3900,null,17494,null,1513,null,108858,null,3730,null,3632,null,868,null,51675,null,2916,null,53551,null,1993,null,0400000US30,Montana,30
478209,null,6374,null,310747,null,5573,null,64505,null,3296,null,218208,null,4715,null,28034,null,2134,null,167462,null,3881,null,5488,null,1108,null,70533,null,2659,null,91441,null,2488,null,0400000US31,Nebraska,31
572214,null,8475,null,440311,null,8679,null,66062,null,3927,null,309537,null,6989,null,64712,null,3062,null,131903,null,4770,null,6215,null,1276,null,51754,null,3706,null,73934,null,3471,null,0400000US32,Nevada,32
367316,null,4946,null,257807,null,5661,null,29805,null,2741,null,199749,null,4646,null,28253,null,1725,null,109509,null,4495,null,2638,null,1144,null,51728,null,3676,null,55143,null,2375,null,0400000US33,New Hampshire,33
2086551,null,13280,null,1488050,null,13751,null,167024,null,6297,null,1148296,null,11182,null,172730,null,5509,null,598501,null,8069,null,11373,null,1724,null,230971,null,6206,null,356157,null,6798,null,0400000US34,New Jersey,34
514530,null,6487,null,310823,null,6906,null,52063,null,3343,null,216616,null,5595,null,42144,null,2493,null,203707,null,5871,null,11906,null,1798,null,92094,null,3854,null,99707,null,3897,null,0400000US35,New Mexico,35
3955096,null,19708,null,2579280,null,17820,null,287667,null,7498,null,1983787,null,15015,null,307826,null,6443,null,1375816,null,13135,null,40699,null,3027,null,608161,null,10257,null,726956,null,9590,null,0400000US36,New York,36
2449917,null,18145,null,1661351,null,18020,null,263634,null,7422,null,1193850,null,12619,null,203867,null,5619,null,788566,null,10941,null,38505,null,3958,null,340479,null,7729,null,409582,null,6447,null,0400000US37,North Carolina,37
184159,null,3181,null,101911,null,3184,null,25456,null,1959,null,69082,null,2303,null,7373,null,936,null,82248,null,2614,null,4022,null,844,null,41373,null,1957,null,36853,null,1596,null,0400000US38,North Dakota,38
3080013,null,18866,null,2108697,null,15581,null,321949,null,8094,null,1516687,null,11524,null,270061,null,5757,null,971316,null,11712,null,33172,null,2976,null,403075,null,8018,null,535069,null,7153,null,0400000US39,Ohio,39
960901,null,9207,null,572509,null,8546,null,114873,null,4938,null,392308,null,6308,null,65328,null,2726,null,388392,null,5835,null,22012,null,2227,null,170281,null,5007,null,196099,null,3956,null,0400000US40,Oklahoma,40
936919,null,9031,null,655589,null,8852,null,85464,null,4755,null,481318,null,8241,null,88807,null,3588,null,281330,null,6358,null,7265,null,1376,null,115572,null,4695,null,158493,null,4920,null,0400000US41,Oregon,41
3467285,null,17499,null,2205428,null,16462,null,326685,null,7566,null,1630241,null,11628,null,248502,null,5650,null,1261857,null,12083,null,34454,null,2855,null,546293,null,8189,null,681110,null,8187,null,0400000US42,Pennsylvania,42
257680,null,4568,null,186002,null,4535,null,23212,null,2352,null,139825,null,3831,null,22965,null,1721,null,71678,null,3263,null,1498,null,590,null,25628,null,2185,null,44552,null,2258,null,0400000US44,Rhode Island,44
1213577,null,11626,null,769352,null,10232,null,123244,null,5431,null,532965,null,7950,null,113143,null,3511,null,444225,null,7950,null,19166,null,2428,null,205461,null,6985,null,219598,null,4160,null,0400000US45,South Carolina,45
215033,null,3921,null,126093,null,3736,null,25562,null,2236,null,90504,null,2783,null,10027,null,1155,null,88940,null,3081,null,3201,null,868,null,41699,null,2366,null,44040,null,1963,null,0400000US46,South Dakota,46
1692157,null,14484,null,1085291,null,11739,null,189518,null,6718,null,771069,null,10385,null,124704,null,4375,null,606866,null,8362,null,19875,null,2174,null,271430,null,6511,null,315561,null,5040,null,0400000US47,Tennessee,47
5430700,null,23806,null,3428275,null,21069,null,622134,null,11828,null,2486649,null,20173,null,319492,null,8838,null,2002425,null,18808,null,103014,null,4838,null,993507,null,12543,null,905904,null,10594,null,0400000US48,Texas,48
617106,null,7080,null,455691,null,6853,null,111891,null,3573,null,299995,null,5669,null,43805,null,2508,null,161415,null,4515,null,7122,null,1403,null,68958,null,4026,null,85335,null,2510,null,0400000US49,Utah,49
179447,null,3107,null,121554,null,3286,null,14040,null,1069,null,94728,null,2991,null,12786,null,1172,null,57893,null,2350,null,1516,null,501,null,25923,null,1912,null,30454,null,1408,null,0400000US50,Vermont,50
2024529,null,15173,null,1475470,null,15504,null,210293,null,6750,null,1082616,null,12172,null,182561,null,5813,null,549059,null,10107,null,20566,null,2605,null,230336,null,5964,null,298157,null,6090,null,0400000US51,Virginia,51
1645662,null,12603,null,1195537,null,11320,null,174100,null,5450,null,881169,null,9044,null,140268,null,4088,null,450125,null,8819,null,12556,null,1711,null,190830,null,6421,null,246739,null,5578,null,0400000US53,Washington,53
551063,null,6864,null,274517,null,5950,null,46686,null,3263,null,195123,null,4885,null,32708,null,2179,null,276546,null,6179,null,14430,null,1842,null,133108,null,4654,null,129008,null,3801,null,0400000US54,West Virginia,54
1567336,null,10758,null,1074592,null,10341,null,184114,null,5598,null,790437,null,8148,null,100041,null,3347,null,492744,null,6492,null,11896,null,1260,null,213408,null,5212,null,267440,null,4218,null,0400000US55,Wisconsin,55
151460,null,3613,null,93297,null,3737,null,19901,null,2061,null,66431,null,3271,null,6965,null,1112,null,58163,null,3551,null,3419,null,976,null,27510,null,2386,null,27234,null,1757,null,0400000US56,Wyoming,56
844860,null,7873,null,319779,null,7028,null,46342,null,3234,null,224529,null,6463,null,48908,null,2919,null,525081,null,7091,null,21128,null,2304,null,274458,null,5573,null,229495,null,4773,null,0400000US72,Puerto Rico,72
