C25027_001E,C25027_001EA,C25027_001M,C25027_001MA,C25027_002E,C25027_002EA,C25027_002M,C25027_002MA,C25027_003E,C25027_003EA,C25027_003M,C25027_003MA,C25027_004E,C25027_004EA,C25027_004M,C25027_004MA,C25027_005E,C25027_005EA,C25027_005M,C25027_005MA,C25027_006E,C25027_006EA,C25027_006M,C25027_006MA,C25027_007E,C25027_007EA,C25027_007M,C25027_007MA,C25027_008E,C25027_008EA,C25027_008M,C25027_008MA,C25027_009E,C25027_009EA,C25027_009M,C25027_009MA,GEO_ID,NAME,state
1285879,null,10656,null,779325,null,11540,null,133096,null,5262,null,549589,null,8509,null,96640,null,4141,null,506554,null,9492,null,27603,null,2762,null,225207,null,6433,null,253744,null,5891,null,0400000US01,Alabama,01
154337,null,3768,null,104790,null,4016,null,18537,null,1881,null,76976,null,3344,null,9277,null,1219,null,49547,null,2899,null,2936,null,792,null,29883,null,2149,null,16728,null,1346,null,0400000US02,Alaska,02
1526790,null,12373,null,1076371,null,12607,null,166868,null,6637,null,741576,null,10098,null,167927,null,5719,null,450419,null,8066,null,17486,null,2342,null,168981,null,5626,null,263952,null,6049,null,0400000US04,Arizona,04
742860,null,10442,null,435512,null,8884,null,75094,null,4413,null,307201,null,6661,null,53217,null,3276,null,307348,null,6395,null,14626,null,1926,null,133299,null,4740,null,159423,null,3800,null,0400000US05,Arkansas,05
6910054,null,26866,null,5226588,null,27593,null,564226,null,11882,null,3902133,null,21736,null,760229,null,10799,null,1683466,null,16569,null,46937,null,3719,null,631180,null,12550,null,1005349,null,11508,null,0400000US06,California,06
1279955,null,10174,null,971804,null,9735,null,157780,null,5682,null,711453,null,7068,null,102571,null,3373,null,308151,null,6700,null,11172,null,1632,null,136931,null,5012,null,160048,null,3979,null,0400000US08,Colorado,08
913166,null,7185,null,659299,null,8016,null,76010,null,4306,null,508501,null,6562,null,74788,null,3747,null,253867,null,5724,null,5002,null,1124,null,99424,null,4099,null,149441,null,4107,null,0400000US09,Connecticut,09
240908,null,4399,null,168711,null,4461,null,24552,null,1983,null,122052,null,4100,null,22107,null,1868,null,72197,null,2671,null,2353,null,657,null,27278,null,2141,null,42566,null,2153,null,0400000US10,Delaware,10
111618,null,3411,null,87382,null,3517,null,14519,null,1502,null,59099,null,3135,null,13764,null,1443,null,24236,null,2203,null,790,null,445,null,8183,null,1448,null,15263,null,1575,null,0400000US11,District of Columbia,11
4785064,null,27252,null,3093098,null,23983,null,381973,null,9759,null,2166022,null,19361,null,545103,null,8984,null,1691966,null,17640,null,43508,null,3320,null,589967,null,12540,null,1058491,null,13680,null,0400000US12,Florida,12
2325917,null,19632,null,1655875,null,18168,null,266318,null,8509,null,1217763,null,13291,null,171794,null,5421,null,670042,null,12260,null,33355,null,2987,null,304613,null,8650,null,332074,null,6298,null,0400000US13,Georgia,13
252881,null,6432,null,177529,null,5722,null,18449,null,2630,null,126025,null,4014,null,33055,null,2102,null,75352,null,3378,null,2300,null,862,null,26852,null,2016,null,46200,null,2553,null,0400000US15,Hawaii,15
399498,null,5977,null,278102,null,6572,null,52916,null,2934,null,193087,null,5086,null,32099,null,2134,null,121396,null,4260,null,5330,null,1261,null,50884,null,3292,null,65182,null,2279,null,0400000US16,Idaho,16
3235065,null,15882,null,2251649,null,15693,null,367151,null,8447,null,1642020,null,14870,null,242478,null,6339,null,983416,null,10722,null,34682,null,2676,null,404027,null,6901,null,544707,null,7676,null,0400000US17,Illinois,17
1744831,null,14143,null,1223347,null,14477,null,208854,null,6768,null,870007,null,9837,null,144486,null,4934,null,521484,null,9708,null,22165,null,2927,null,214041,null,6707,null,285278,null,5479,null,0400000US18,Indiana,18
884301,null,8410,null,559814,null,7131,null,117385,null,4724,null,393205,null,5023,null,49224,null,2613,null,324487,null,5836,null,11104,null,1690,null,136642,null,4026,null,176741,null,3594,null,0400000US19,Iowa,19
