B16007_001E,B16007_001EA,B16007_001M,B16007_001MA,B16007_002E,B16007_002EA,B16007_002M,B16007_002MA,B16007_003E,B16007_003EA,B16007_003M,B16007_003MA,B16007_004E,B16007_004EA,B16007_004M,B16007_004MA,B16007_005E,B16007_005EA,B16007_005M,B16007_005MA,B16007_006E,B16007_006EA,B16007_006M,B16007_006MA,B16007_007E,B16007_007EA,B16007_007M,B16007_007MA,B16007_008E,B16007_008EA,B16007_008M,B16007_008MA,B16007_009E,B16007_009EA,B16007_009M,B16007_009MA,B16007_010E,B16007_010EA,B16007_010M,B16007_010MA,B16007_011E,B16007_011EA,B16007_011M,B16007_011MA,B16007_012E,B16007_012EA,B16007_012M,B16007_012MA,B16007_013E,B16007_013EA,B16007_013M,B16007_013MA,B16007_014E,B16007_014EA,B16007_014M,B16007_014MA,B16007_015E,B16007_015EA,B16007_015M,B16007_015MA,B16007_016E,B16007_016EA,B16007_016M,B16007_016MA,B16007_017E,B16007_017EA,B16007_017M,B16007_017MA,B16007_018E,B16007_018EA,B16007_018M,B16007_018MA,B16007_019E,B16007_019EA,B16007_019M,B16007_019MA,GEO_ID,NAME,state
4394837,null,2930,null,812304,null,3177,null,769024,null,4385,null,29419,null,3042,null,5399,null,1229,null,6547,null,1573,null,1915,null,1352,null,2933487,null,2874,null,2785494,null,5435,null,91045,null,4237,null,25440,null,2535,null,24042,null,2297,null,7466,null,2252,null,649046,null,2514,null,636655,null,2846,null,3835,null,1137,null,6026,null,1110,null,2178,null,696,null,352,null,299,null,0400000US01,Alabama,01
643692,null,1295,null,128731,null,1234,null,107941,null,2384,null,6065,null,1262,null,2726,null,937,null,5283,null,1040,null,6716,null,735,null,463018,null,1545,null,386238,null,3965,null,19725,null,2382,null,10394,null,1975,null,23370,null,1963,null,23291,null,2021,null,51943,null,1368,null,43864,null,1025,null,1069,null,405,null,1092,null,542,null,2839,null,770,null,3079,null,287,null,0400000US02,Alaska,02
6079191,null,1576,null,1215277,null,1691,null,842835,null,11522,null,316407,null,9521,null,13864,null,2488,null,15335,null,2346,null,26836,null,4246,null,3996835,null,1849,null,2826587,null,17527,null,899711,null,13520,null,86547,null,7734,null,72790,null,3867,null,111200,null,6550,null,867079,null,1534,null,726157,null,4279,null,88039,null,2222,null,25890,null,3388,null,10499,null,1370,null,16494,null,1285,null,0400000US04,Arizona,04
2687139,null,2239,null,505416,null,2902,null,457608,null,4051,null,40158,null,2760,null,2214,null,1035,null,4271,null,965,null,1165,null,1212,null,1769141,null,2451,null,1645226,null,4690,null,91661,null,2912,null,13333,null,2466,null,16129,null,1663,null,2792,null,1127,null,412582,null,2017,null,401790,null,2023,null,4719,null,1478,null,4076,null,904,null,1838,null,686,null,159,null,185,null,0400000US05,Arkansas,05
34212484,null,3343,null,6685922,null,3504,null,3685466,null,26570,null,2359208,null,20954,null,185520,null,8964,null,403118,null,9912,null,52610,null,6162,null,23383331,null,3658,null,13034547,null,36731,null,6803874,null,27315,null,1047814,null,23101,null,2277241,null,22347,null,219855,null,10075,null,4143231,null,3033,null,2741757,null,10720,null,653350,null,6162,null,272051,null,8729,null,444977,null,5641,null,31096,null,3176,null,0400000US06,California,06
4660034,null,1862,null,863375,null,2140,null,699116,null,7784,null,133086,null,6846,null,14690,null,2496,null,12650,null,1725,null,3833,null,1456,null,3262718,null,2059,null,2719694,null,11506,null,378595,null,9339,null,78699,null,5312,null,61332,null,2945,null,24398,null,3855,null,533941,null,2003,null,464293,null,2878,null,41247,null,2496,null,16790,null,1964,null,9593,null,1094,null,2018,null,808,null,0400000US08,Colorado,08
3308919,null,1147,null,597984,null,1184,null,487427,null,5021,null,69204,null,3808,null,26111,null,3011,null,12074,null,1772,null,3168,null,1233,null,2223898,null,1484,null,1740254,null,10561,null,249825,null,5434,null,168402,null,8628,null,52189,null,3853,null,13228,null,2142,null,487037,null,1379,null,405344,null,3501,null,21536,null,1348,null,52788,null,3300,null,4753,null,888,null,2616,null,801,null,0400000US09,Connecticut,09
825661,null,256,null,147303,null,374,null,132281,null,1788,null,8525,null,1288,null,3219,null,1065,null,2484,null,950,null,794,null,492,null,552536,null,1032,null,481549,null,4508,null,35791,null,3035,null,18527,null,3085,null,12675,null,2162,null,3994,null,1480,null,125822,null,930,null,117431,null,1567,null,1561,null,669,null,5261,null,1443,null,1150,null,688,null,419,null,258,null,0400000US10,Delaware,10
561505,null,772,null,75558,null,772,null,67105,null,1761,null,6133,null,1252,null,1718,null,859,null,135,null,159,null,467,null,392,null,415925,null,711,null,359240,null,3282,null,27966,null,2255,null,16099,null,1968,null,7012,null,1167,null,5608,null,1393,null,70022,null,710,null,64634,null,1526,null,1499,null,634,null,2648,null,869,null,577,null,265,null,664,null,422,null,0400000US11,District of Columbia,11
17374812,null,2501,null,2894262,null,3333,null,2138265,null,14915,null,576840,null,9668,null,133522,null,9079,null,36114,null,3613,null,9521,null,2366,null,11281585,null,4974,null,8088270,null,25364,null,2364322,null,16416,null,582938,null,20552,null,186572,null,8054,null,59483,null,6970,null,3198965,null,4311,null,2575319,null,8783,null,411643,null,4102,null,169657,null,7141,null,29998,null,2130,null,12348,null,2207,null,0400000US12,Florida,12
9084812,null,2958,null,1838258,null,3571,null,1585638,null,8490,null,170000,null,4744,null,41681,null,5652,null,31579,null,2275,null,9360,null,2562,null,6235636,null,4721,null,5409596,null,14277,null,470200,null,7142,null,173577,null,10842,null,132500,null,6385,null,49763,null,5097,null,1010918,null,3851,null,954803,null,4392,null,18086,null,1868,null,23083,null,3069,null,12023,null,1738,null,2923,null,1200,null,0400000US13,Georgia,13
1206732,null,578,null,201910,null,618,null,170026,null,3632,null,2751,null,864,null,2424,null,1108,null,26526,null,2913,null,183,null,226,null,816184,null,996,null,609897,null,8420,null,19956,null,2638,null,14036,null,2436,null,170732,null,7024,null,1563,null,640,null,188638,null,859,null,126808,null,3221,null,1056,null,449,null,3479,null,801,null,57217,null,2971,null,78,null,95,null,0400000US15,Hawaii,15
1422425,null,1773,null,295531,null,1785,null,261723,null,3100,null,28158,null,2509,null,1925,null,628,null,2244,null,974,null,1481,null,740,null,941644,null,2233,null,843649,null,4540,null,71416,null,3286,null,14938,null,2541,null,8400,null,1664,null,3241,null,1090,null,185250,null,1735,null,175998,null,1525,null,4337,null,1076,null,3788,null,1047,null,546,null,340,null,581,null,420,null,0400000US16,Idaho,16
12017820,null,2303,null,2281478,null,3132,null,1760571,null,10143,null,378491,null,7560,null,84159,null,5534,null,39864,null,2852,null,18393,null,3023,null,8140408,null,3641,null,6291288,null,19433,null,1061104,null,10521,null,477015,null,15086,null,234728,null,7472,null,76273,null,6506,null,1595934,null,2634,null,1363901,null,6574,null,78877,null,2151,null,108663,null,5255,null,36916,null,2151,null,7577,null,1702,null,0400000US17,Illinois,17
5979302,null,2227,null,1142346,null,2912,null,1046710,null,6348,null,59483,null,4852,null,26371,null,3464,null,7341,null,1374,null,2441,null,1167,null,4009365,null,2914,null,3687587,null,8345,null,178866,null,5058,null,88761,null,6299,null,39241,null,3104,null,14910,null,2783,null,827591,null,2078,null,792714,null,3085,null,11274,null,1290,null,19462,null,2248,null,3263,null,936,null,878,null,440,null,0400000US18,Indiana,18
