B24082_001E,B24082_001EA,B24082_001M,B24082_001MA,B24082_002E,B24082_002EA,B24082_002M,B24082_002MA,B24082_003E,B24082_003EA,B24082_003M,B24082_003MA,B24082_004E,B24082_004EA,B24082_004M,B24082_004MA,B24082_005E,B24082_005EA,B24082_005M,B24082_005MA,B24082_006E,B24082_006EA,B24082_006M,B24082_006MA,B24082_007E,B24082_007EA,B24082_007M,B24082_007MA,B24082_008E,B24082_008EA,B24082_008M,B24082_008MA,B24082_009E,B24082_009EA,B24082_009M,B24082_009MA,B24082_010E,B24082_010EA,B24082_010M,B24082_010MA,B24082_011E,B24082_011EA,B24082_011M,B24082_011MA,B24082_012E,B24082_012EA,B24082_012M,B24082_012MA,B24082_013E,B24082_013EA,B24082_013M,B24082_013MA,B24082_014E,B24082_014EA,B24082_014M,B24082_014MA,B24082_015E,B24082_015EA,B24082_015M,B24082_015MA,B24082_016E,B24082_016EA,B24082_016M,B24082_016MA,B24082_017E,B24082_017EA,B24082_017M,B24082_017MA,B24082_018E,B24082_018EA,B24082_018M,B24082_018MA,GEO_ID,NAME,state
34621,null,686,null,33407,null,794,null,32452,null,713,null,50423,null,2569,null,37630,null,2939,null,38304,null,1366,null,43216,null,4015,null,61337,null,2963,null,24759,null,2612,null,23297,null,399,null,21607,null,431,null,21421,null,427,null,35056,null,5462,null,23755,null,1662,null,31893,null,1606,null,32024,null,1865,null,43770,null,4168,null,13737,null,1003,null,0400000US01,Alabama,01
43162,null,1517,null,40897,null,1655,null,40028,null,2335,null,58900,null,3349,null,36610,null,9934,null,52086,null,6331,null,52101,null,3689,null,56331,null,4374,null,32582,null,4791,null,29177,null,1155,null,26435,null,1376,null,26117,null,1400,null,38425,null,24283,null,34347,null,3365,null,32494,null,4571,null,42904,null,4137,null,36677,null,9886,null,12336,null,2096,null,0400000US02,Alaska,02
35098,null,590,null,34462,null,641,null,33658,null,681,null,49196,null,1920,null,36327,null,2020,null,44269,null,2676,null,39453,null,2030,null,52403,null,1994,null,22892,null,1733,null,27094,null,523,null,25235,null,680,null,25013,null,629,null,31886,null,2485,null,31431,null,811,null,32685,null,1300,null,33190,null,1509,null,41223,null,3864,null,13319,null,1192,null,0400000US04,Arizona,04
30467,null,427,null,31118,null,542,null,30727,null,548,null,40979,null,2573,null,28260,null,2339,null,31442,null,1540,null,33493,null,1648,null,53823,null,2736,null,19271,null,1161,null,22360,null,469,null,20905,null,582,null,20666,null,580,null,29000,null,2789,null,24597,null,1369,null,26741,null,2329,null,30029,null,1544,null,38177,null,4688,null,11583,null,1227,null,0400000US05,Arkansas,05
38412,null,243,null,36555,null,310,null,35402,null,330,null,61102,null,1429,null,41122,null,1158,null,58076,null,911,null,54999,null,1776,null,55624,null,1493,null,29829,null,506,null,28782,null,195,null,26511,null,296,null,26066,null,302,null,39400,null,1203,null,36162,null,589,null,39538,null,630,null,39159,null,793,null,49801,null,1177,null,17723,null,515,null,0400000US06,California,06
39335,null,432,null,38882,null,582,null,37920,null,655,null,51133,null,1686,null,40433,null,1888,null,46798,null,3546,null,43561,null,2867,null,56317,null,3187,null,27423,null,2322,null,28117,null,385,null,26784,null,728,null,26362,null,755,null,32856,null,2861,null,31425,null,918,null,33169,null,1226,null,35633,null,1445,null,48825,null,2716,null,15148,null,1119,null,0400000US08,Colorado,08
49332,null,552,null,48994,null,595,null,48043,null,634,null,74921,null,5279,null,42458,null,3075,null,59038,null,2270,null,58498,null,1819,null,57906,null,3923,null,41849,null,3193,null,31958,null,567,null,30570,null,567,null,30442,null,567,null,38125,null,5022,null,35319,null,1533,null,38849,null,2264,null,48819,null,1853,null,51059,null,2510,null,19564,null,2051,null,0400000US09,Connecticut,09
40031,null,1073,null,38613,null,1137,null,38044,null,1303,null,51722,null,7894,null,41045,null,7310,null,43582,null,5220,null,44952,null,4153,null,58995,null,3431,null,31770,null,5653,null,28192,null,916,null,26240,null,1045,null,26090,null,1043,null,31288,null,7438,null,32202,null,2858,null,39063,null,5989,null,37500,null,2973,null,50994,null,5881,null,15404,null,3449,null,0400000US10,Delaware,10
50609,null,2166,null,44571,null,3509,null,42949,null,3492,null,81563,null,19051,null,52163,null,8493,null,55323,null,8091,null,49723,null,10516,null,72786,null,8050,null,48641,null,8521,null,44548,null,2244,null,36205,null,2679,null,35371,null,2483,null,57459,null,17031,null,47165,null,5192,null,47836,null,5873,null,38222,null,10272,null,64352,null,5199,null,22130,null,5277,null,0400000US11,District of Columbia,11
32041,null,250,null,31113,null,291,null,30045,null,289,null,42788,null,2246,null,35177,null,1695,null,42187,null,856,null,39272,null,1221,null,54333,null,1883,null,20861,null,857,null,25225,null,221,null,23695,null,188,null,23519,null,199,null,28346,null,1045,null,30043,null,698,null,35640,null,656,null,32340,null,933,null,47172,null,2368,null,15090,null,721,null,0400000US12,Florida,12
35778,null,523,null,35388,null,609,null,34274,null,579,null,50158,null,1532,null,38050,null,2460,null,39622,null,1018,null,38575,null,2271,null,55945,null,2205,null,24434,null,1305,null,26143,null,349,null,24555,null,338,null,24338,null,354,null,30117,null,2105,null,28763,null,1085,null,32572,null,1327,null,31766,null,1255,null,47301,null,2328,null,11987,null,1033,null,0400000US13,Georgia,13
